path	filename	extension	md5	label_count	KeySig	TimeSig	musescore	composed_start	composed_end	source
./11-3.mscx	11-3	.mscx	0be93bdaf964b4f1f902e53750540caf	0	-2	3/4, 3/4	2.3.2	1795	1822	
./11-4.mscx	11-4	.mscx	720dedeeef061ae6f8d1f81b76a75721	0	-2	2/4	2.3.2	1795	1822	
./12-1.mscx	12-1	.mscx	112829d33e9142a673c9c35aa120f239	0	-4, -7, 0	3/8, 3/8, 3/8, 3/8, 3/8, 3/8	2.3.2	1795	1822	
./12-2.mscx	12-2	.mscx	84e4da4f7ba5319b597061a73e7a8dc5	0	-4, -6	3/4, 3/4	2.3.2	1795	1822	
./12-3.mscx	12-3	.mscx	8db3ccf217108d216c392d205bbf8625	0	-7, -4, -7	4/4	2.3.2	1795	1822	
./12-4.mscx	12-4	.mscx	05e000f181f5f8d3a0e5a3b9f07ca79b	0	-4	2/4	2.3.2	1795	1822	
./13-1.mscx	13-1	.mscx	06bca720d049b46abe612651238594c5	0	-3, 0, -3	4/4, 6/8, 4/4	2.3.2			
./13-2.mscx	13-2	.mscx	623ff04e8c04b038501e6012c31505af	0	-3	3/4	2.3.2	1795	1822	
./13-3.mscx	13-3	.mscx	436ada9b8593850930478d0026f45403	0	-4	3/4	2.3.2	1795	1822	
./13-4.mscx	13-4	.mscx	05911f7d87c334a9f4340c26f9b6f649	0	-3	2/4, 3/4	2.3.2	1795	1822	
./14-1.mscx	14-1	.mscx	b2f5e7f3f14165dc970710a7691c739e	0	4	2/2	2.3.2			
./14-2.mscx	14-2	.mscx	d02062ecfcc7b11675021db5b938ab37	0	-6	3/4	2.3.2	1795	1822	
./14-3.mscx	14-3	.mscx	8486bd00f40e0b092c8fc1087c469765	0	4	4/4	2.3.2			
./15-1.mscx	15-1	.mscx	69143930788887609c36345a4db72b67	0	2	3/4	2.3.2			
./15-2.mscx	15-2	.mscx	2af43df20cc31ecc96e756e9c718814a	0	-1, 2, -1	2/4	2.3.2			
./15-3.mscx	15-3	.mscx	799ede01451274894a9cbb5300f562ef	0	2	3/4, 3/4	2.3.2	1795	1822	
./15-4.mscx	15-4	.mscx	ff11499efb611b62e6168cf2af9df022	0	2	6/8	2.3.2			
./16-1.mscx	16-1	.mscx	635a7f5e55717c9e44d435f4bc2355ff	314	1	2/4	2.3.2	1795	1822	
./16-2.mscx	16-2	.mscx	03387095320ba1e120db8fbf1bd86660	285		9/8	2.3.2			
./16-3.mscx	16-3	.mscx	86bef08f6e58d0e890c7f0fc69861376	704	1	4/4	2.3.2	1795	1822	
./17-1.mscx	17-1	.mscx	0d6f214a9f653da8f4efff24a99d75ed	407	-1	4/4	2.3.2	1795	1822	
./17-2.mscx	17-2	.mscx	35bd410b3475bb4986724c52ed8b39fc	226	-2	3/4	2.3.2	1795	1822	
./17-3.mscx	17-3	.mscx	cf1f9fcc94149297d21511e5c955c10d	458	-1	3/8	2.3.2	1795	1822	
./18-1.mscx	18-1	.mscx	c017a83759e61e8516f8c6a79cc6ef09	276	-3	3/4	2.3.2	1795	1822	
./18-2.mscx	18-2	.mscx	1e832f5d0a2b61cf4160e85edec8f71a	279	-4	2/4	2.3.2	1795	1822	
./18-3.mscx	18-3	.mscx	74ef45c47efeae029e006d7ca7519a45	172	-3	3/4	2.3.2	1795	1822	
./18-4.mscx	18-4	.mscx	b65e1087a3e2a72a1fdc5a1a2cb273c6	449	-3	6/8	2.3.2	1795	1822	
./21-1.mscx	21-1	.mscx	90ddb62f77168e74193f61ecd150496e	627		4/4, 4/4, 4/4	2.3.2	1795	1822	
./21-2.mscx	21-2	.mscx	ebb8e0f665640b44bb84b2bb721deb9d	82	-1	6/8	2.3.2	1795	1822	
./21-3.mscx	21-3	.mscx	ec8ec63d6f95ad8c7d7bdd01d42e445f	735	-3, 0	2/4, 2/2	2.3.2			
./23-1.mscx	23-1	.mscx	45c318b554cced37991a544e36e64ed0	426	-4, 0, -4	12/8	2.3.2			http://musescore.com/user/3797871/scores/3542271
./23-2.mscx	23-2	.mscx	fe4a40d00e2530a8280697166e1d758e	214	-5	2/4	2.3.2			http://musescore.com/user/3797871/scores/3542271
./23-3.mscx	23-3	.mscx	279f7776ea60d5677b58de73490a555f	395	-4	2/4	2.3.2			http://musescore.com/user/3797871/scores/3542271
./24-1.mscx	24-1	.mscx	36b944ff81c7b01eec193d64253e2e79	279	6	2/4, 4/4	2.3.2			
./24-2.mscx	24-2	.mscx	f225b0fe4e5d1294d52b4cc4cfb1f60a	317	6	2/4, 7/4, 2/4	2.3.2			
./26-1.mscx	26-1	.mscx	9fbffcd8aba31804106e91cbb6da5d5b	534	-3	2/4, 2/2	2.3.2			
./26-2.mscx	26-2	.mscx	e92386ede5dc12fbbc4ba1b7266721df	124	-3	2/4	2.3.2			
./26-3.mscx	26-3	.mscx	3851a8ad1ed7fd535b39d4efcad9b14c	314	-3	6/8	2.3.2			
./30-1.mscx	30-1	.mscx	390579a701e59e16fbb1ff35c68a84ca	250	4, 0, 4	2/4, 3/4, 5/4, 2/4, 3/4, 2/4	2.3.2			
./30-2.mscx	30-2	.mscx	bf29fd6c93ee4bd72d40a200845073a0	317	1	6/8	2.3.2			
./30-3.mscx	30-3	.mscx	d8be0b42ab30f939787b5df3b7c0d00d	649	4	3/4, 3/4, 3/4, 2/4, 9/8, 4/4, 3/4, 9/8, 3/4	2.3.2			
./31-1.mscx	31-1	.mscx	3425c5413b8df05ff84912ecbad69f2c	337	-4, 4, -4	3/4	2.3.2			
./31-2.mscx	31-2	.mscx	88d45bdda4ed8a8260a87e5c3265edeb	189	-4, -5, -4	2/4	2.3.2			
./31-3.mscx	31-3	.mscx	3774814926a9c999255d3d9410b314bf	659	-6, 4, -6, -4, -2, 1, -2, -4	4/4, 7/4, 4/4, 17/16, 5/4, 12/16, 6/8, 12/16, 6/8	2.3.2			
./32-1.mscx	32-1	.mscx	b9b1d6a58cf1447bfc1dac60b7d70de7	580	-3, -4, -2, -3	4/4	2.3.2			
./32-2.mscx	32-2	.mscx	331fbb59c253d4e86a0da616e925c03a	891	-3, 0, 0	9/16, 6/16, 12/32, 9/16	2.3.2			
./22-1.mscx	22-1	.mscx	9ba529eac5b90f7aa2a4b54ea1b91366	0	-1	3/4	2.3.2			
./22-2.mscx	22-2	.mscx	3974e961859d7994b93ac4ad9f2a84f2	0	-1	2/4	2.3.2			
./25-1.mscx	25-1	.mscx	a899da2e3a49fd566960cffb4500ffad	0	1	3/4	2.3.2			
./25-2.mscx	25-2	.mscx	5489f5d816eea9c7e06b8088329b1c03	0	-2, -3, -2	9/8	2.3.2			
./25-3.mscx	25-3	.mscx	8e2464f94669050884f143c16219cfa4	0	1, 0, 1	2/4	2.3.2			
./27-1.mscx	27-1	.mscx	31c9c96c7ebb1eca63ab984e24c6024f	0	1, 0, 1	3/4	2.3.2			
./27-2.mscx	27-2	.mscx	ad65fc1a55b0c44a05c865aa00b7ad4e	0	4, 1, 0, 4, 0, 4	2/4	2.3.2			
./28-1.mscx	28-1	.mscx	1ddef9fa9cb9a68c9ae827903b2f8d81	0	3	6/8	2.3.2			
./28-2.mscx	28-2	.mscx	fcc59652ee56d10f26fd3a45feed7908	0	-1, -2	4/4	2.3.2			
./28-3.mscx	28-3	.mscx	24c10b68e5ec21dbd0c381377a8eda06	0	3	2/4, 6/8, 7/4	2.3.2			
./28-4.mscx	28-4	.mscx	975b9480567835ab2818292b53bbbb26	0	3, 0, 3, 0, 3	2/4	2.3.2			
./29-1.mscx	29-1	.mscx	ab57d7b965c164166dda9cb73fc10ac5	0	-2, 1, -3, 0, 2, 5, -2, 2, -2	2/2	2.3.2			
./29-2.mscx	29-2	.mscx	035a20bb10baecabf8c2361787fe3889	0	-2, -6, -2, 0, -2	3/4, 2/4, 3/4, 4/4, 3/4	2.3.2			
./29-3.mscx	29-3	.mscx	4f4d3c428739e21e487e5b90f0c46233	0	3, 2, -3, 0, 3, 6, 1, 2, 3	6/8	2.3.2			
./29-4.mscx	29-4	.mscx	57b063dc8fb4290f17012d4b10ff64d4	0	-2, 5, 3, 0, -2, -4, -5, -6, -4, -6, 2, 1, -3, -1, 2, -2	6/4, 5/4, 4/4, 4/4, 4/4, 3/4, 10/4, 6/4, 6/4, 3/4	2.3.2			
