mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	1.5	0	0	2/4	2	1	F#.It6{		F#	I		It6	It	vii	o	6	b3	V		{	It	0	0	-4, 0, 6		6	-4
1	1	3/2	3/2	0.5	3/8	3/8	2/4	2	1	V		F#	I		V		V							M	0	0	1, 5, 2		1	1
2	2	2	2	1.5	0	0	2/4	2	1	V2		F#	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
2	2	7/2	7/2	0.5	3/8	3/8	2/4	2	1	I6		F#	I		I6		I		6					M	0	0	4, 1, 0		0	4
3	3	4	4	0.75	0	0	2/4	2	1	ii		F#	I		ii		ii							m	0	0	2, -1, 3		2	2
3	3	19/4	19/4	0.25	3/16	3/16	2/4	2	1	I6		F#	I		I6		I		6					M	0	0	4, 1, 0		0	4
3	3	5	5	0.5	1/4	1/4	2/4	2	1	ii6		F#	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
3	3	11/2	11/2	0.5	3/8	3/8	2/4	2	1	vii%7/V		F#	I		vii%7/V		vii	%	7		V			%7	0	0	6, 3, 0, 4		6	6
4	4	6	6	2.0	0	0	2/4	2	1	V|HC}		F#	I		V		V					HC	}	M	0	0	1, 5, 2		1	1
5	5	8	8	1.5	0	0	2/4	2	1	viio43/IV{		F#	I		viio43/IV		vii	o	43		IV		{	o7	0	0	-2, -5, 4, 1		4	-2
5	5	19/2	19/2	0.5	3/8	3/8	2/4	2	1	I6/IV		F#	I		I6/IV		I		6		IV			M	0	0	3, 0, -1		-1	3
6	6	10	10	1.5	0	0	2/4	2	1	viio6/IV		F#	I		viio6/IV		vii	o	6		IV			o	0	0	1, -2, 4		4	1
6	6	23/2	23/2	0.5	3/8	3/8	2/4	2	1	I/IV		F#	I		I/IV		I				IV			M	0	0	-1, 3, 0		-1	-1
7	7	12	12	0.75	0	0	2/4	2	1	IV/IV		F#	I		IV/IV		IV				IV			M	0	0	-2, 2, -1		-2	-2
