mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
26	26	7/16	7/16	3/4	1	1	i6		c	i		i6		i		6				m	1	1	-3, 1, 0		0	-3
27	27	0	0	3/4	1	1	i64		c	i		i64		i		64				m	1	1	1, 0, -3		0	1
27	27	1/4	1/4	3/4	1	1	i		c	i		i		i						m	1	1	0, -3, 1		0	0
27	27	1/2	1/2	3/4	1	1	i6		c	i		i6		i		6				m	1	1	-3, 1, 0		0	-3
28	28	0	0	3/4	1	1	iio6		c	i		iio6		ii	o	6				o	1	1	-1, -4, 2		2	-1
29	29	0	0	3/4	1	1	V		c	i		V		V						M	1	1	1, 5, 2		1	1
30	30	0	0	3/4	1	1	i}		c	i		i		i					}	m	1	1	0, -3, 1		0	0
32	32	0	0	3/4	1	1	III.V/IV{		c	III		V/IV		V				IV	{	M	1	0	0, 4, 1		0	0
33	33	0	0	3/4	1	1	V2/IV		c	III		V2/IV		V		2		IV		Mm7	1	0	-2, 0, 4, 1		0	-2
34	34	0	0	3/4	1	1	IV6		c	III		IV6		IV		6				M	1	0	3, 0, -1		-1	3
35	35	0	0	3/4	1	1	V43/IV		c	III		V43/IV		V		43		IV		Mm7	1	0	1, -2, 0, 4		0	1
35	35	1/4	1/4	3/4	1	1	vii%65/IV		c	III		vii%65/IV		vii	%	65		IV		%7	1	0	1, -2, 2, 4		4	1
35	35	1/2	1/2	3/4	1	1	viio6/IV		c	III		viio6/IV		vii	o	6		IV		o	1	0	1, -2, 4		4	1
36	36	0	0	3/4	1	1	IV(4)}		c	III		IV(4)		IV			4		}	M	1	0	-1, 5, 0		-1	-1
36	36	1/4	1/4	3/4	1	1	IV(#9)		c	III		IV(#9)		IV			#9			M	1	0	-1, 3, 0	8	-1	-1
36	36	1/2	1/2	3/4	1	1	IV		c	III		IV		IV						M	1	0	-1, 3, 0		-1	-1
37	37	0	0	3/4	1	1	V2/ii{		c	III		V2/ii		V		2		ii	{	Mm7	1	0	1, 3, 7, 4		3	1
38	38	0	0	3/4	1	1	ii6		c	III		ii6		ii		6				m	1	0	-1, 3, 2		2	-1
39	39	0	0	3/4	1	1	V43/ii		c	III		V43/ii		V		43		ii		Mm7	1	0	4, 1, 3, 7		3	4
39	39	1/4	1/4	3/4	1	1	#viio65/ii		c	III		#viio65/ii		#vii	o	65		ii		o7	1	0	4, 1, -2, 7		7	4
39	39	1/2	1/2	3/4	1	1	#viio6/ii		c	III		#viio6/ii		#vii	o	6		ii		o	1	0	4, 1, 7		7	4
40	40	0	0	3/4	1	1	ii(4)}		c	III		ii(4)		ii			4		}	m	1	0	2, 1, 3		2	2
40	40	1/4	1/4	3/4	1	1	ii(9)		c	III		ii(9)		ii			9			m	1	0	2, -1, 3	4	2	2
40	40	1/2	1/2	3/4	1	1	ii		c	III		ii		ii						m	1	0	2, -1, 3		2	2
41	41	0	0	3/4	1	1	V2/bVII{		c	III		V2/bVII		V		2		bVII	{	Mm7	1	0	-3, -1, 3, 0		-1	-3
42	42	0	0	3/4	1	1	.bVII6		c	III		bVII6		bVII		6				M	1	0	2, -1, -2		-2	2
43	43	0	0	3/4	1	1	V43/bVII		c	III		V43/bVII		V		43		bVII		Mm7	1	0	0, -3, -1, 3		-1	0
43	43	1/4	1/4	3/4	1	1	vii%65/bVII		c	III		vii%65/bVII		vii	%	65		bVII		%7	1	0	0, -3, 1, 3		3	0
43	43	1/2	1/2	3/4	1	1	viio6/VII		c	III		viio6/VII		vii	o	6		VII		o	1	0	7, 4, 10		10	7
44	44	0	0	3/4	1	1	.bVII(4)		c	III		bVII(4)		bVII			4			M	1	0	-2, 4, -1		-2	-2
44	44	1/4	1/4	3/4	1	1	.bVII(#9)		c	III		bVII(#9)		bVII			#9			M	1	0	-2, 2, -1	7	-2	-2
44	44	1/2	1/2	3/4	1	1	.bVII		c	III		bVII		bVII						M	1	0	-2, 2, -1		-2	-2
45	45	0	0	3/4	1	1	.Fr6		c	III		Fr6	Fr	V		7	b5	V		Fr	1	0	2, 6, -4, 0		2	2
45	45	1/4	1/4	3/4	1	1	.Ger6		c	III		Ger6	Ger	vii	o	65	b3	V		Ger	1	0	-4, 0, -3, 6		6	-4
45	45	1/2	1/2	3/4	1	1	.It6		c	III		It6	It	vii	o	6	b3	V		It	1	0	-4, 0, 6		6	-4
46	46	0	0	3/4	1	1	V(4)		c	III		V(4)		V			4			M	1	0	1, 0, 2		1	1
46	46	1/2	1/2	3/4	1	1	V		c	III		V		V						M	1	0	1, 5, 2		1	1
47	47	0	0	3/4	1	1	viio7(#4)/V		c	III		viio7(#4)/V		vii	o	7	#4	V		o7	1	0	6, 3, 12, -3		6	6
47	47	1/4	1/4	3/4	1	1	viio7/V		c	III		viio7/V		vii	o	7		V		o7	1	0	6, 3, 0, -3		6	6
48	48	0	0	3/4	1	1	V[V}{		c	III	V	V		V					}{	M	1	0	1, 5, 2		1	1
48	48	1/2	1/2	3/4	1	1	iii6		c	III	V	iii6		iii		6				m	1	0	1, 5, 4		4	1
49	49	0	0	3/4	1	1	V7		c	III	V	V7		V		7				Mm7	1	0	1, 5, 2, -1		1	1
49	49	1/4	1/4	3/4	1	1	V6/ii		c	III	V	V6/ii		V		6		ii		M	1	0	7, 4, 3		3	7
49	49	1/2	1/2	3/4	1	1	ii		c	III	V	ii		ii						m	1	0	2, -1, 3		2	2
50	50	0	0	3/4	1	1	iii6(11)		c	III	V	iii6(11)		iii		6	11			m	1	0	1, 5, 4	3	4	1
50	50	1/4	1/4	3/4	1	1	iii6	V	c	III	V	iii6		iii		6				m	1	0	1, 5, 4		4	1
50	50	1/2	1/2	3/4	1	1	I		c	III	V	I		I						M	1	0	0, 4, 1		0	0
51	51	0	0	3/4	1	1	V		c	III	V	V		V						M	1	0	1, 5, 2		1	1
51	51	1/4	1/4	3/4	1	1	IV6		c	III	V	IV6		IV		6				M	1	0	3, 0, -1		-1	3
51	51	1/2	1/2	3/4	1	1	V7		c	III	V	V7		V		7				Mm7	1	0	1, 5, 2, -1		1	1
52	52	0	0	3/4	1	1	I(4)		c	III	V	I(4)		I			4			M	1	0	0, -1, 1		0	0
52	52	1/4	1/4	3/4	1	1	I(2)		c	III	V	I(2)		I			2			M	1	0	2, 4, 1		0	2
52	52	1/2	1/2	3/4	1	1	I6		c	III	V	I6		I		6				M	1	0	4, 1, 0		0	4
53	53	0	0	3/4	1	1	V7(9)		c	III	V	V7(9)		V		7	9			Mm7	1	0	1, 5, 2, -1	3	1	1
53	53	1/4	1/4	3/4	1	1	V6/ii		c	III	V	V6/ii		V		6		ii		M	1	0	7, 4, 3		3	7
53	53	1/2	1/2	3/4	1	1	ii		c	III	V	ii		ii						m	1	0	2, -1, 3		2	2
54	54	0	0	3/4	1	1	iii6		c	III	V	iii6		iii		6				m	1	0	1, 5, 4		4	1
54	54	1/4	1/4	3/4	1	1	iii6	V	c	III	V	iii6		iii		6				m	1	0	1, 5, 4		4	1
54	54	1/2	1/2	3/4	1	1	I		c	III	V	I		I						M	1	0	0, 4, 1		0	0
55	55	0	0	3/4	1	1	V7		c	III	V	V7		V		7				Mm7	1	0	1, 5, 2, -1		1	1
55	55	1/4	1/4	3/4	1	1	IV6		c	III	V	IV6		IV		6				M	1	0	3, 0, -1		-1	3
55	55	1/2	1/2	3/4	1	1	V7]		c	III	V	V7		V		7				Mm7	1	0	1, 5, 2, -1		1	1
56	56	0	0	3/4	1	1	I}{		c	III		I		I					}{	M	1	0	0, 4, 1		0	0
56	56	1/4	1/4	3/4	1	1	I6		c	III		I6		I		6				M	1	0	4, 1, 0		0	4
56	56	1/2	1/2	3/4	1	1	I(2)		c	III		I(2)		I			2			M	1	0	2, 4, 1		0	2
57	57	0	0	3/4	1	1	I		c	III		I		I						M	1	0	0, 4, 1		0	0
57	57	1/4	1/4	3/4	1	1	I(2)		c	III		I(2)		I			2			M	1	0	2, 4, 1		0	2
57	57	1/2	1/2	3/4	1	1	I6		c	III		I6		I		6				M	1	0	4, 1, 0		0	4
58	58	0	0	3/4	1	1	V64(4)		c	III		V64(4)		V		64	4			M	1	0	2, 1, 0		1	2
58	58	1/4	1/4	3/4	1	1	I6		c	III		I6		I		6				M	1	0	4, 1, 0		0	4
58	58	1/2	1/2	3/4	1	1	V2(4)		c	III		V2(4)		V		2	4			Mm7	1	0	-1, 1, 0, 2		1	-1
59	59	0	0	3/4	1	1	V64		c	III		V64		V		64				M	1	0	2, 1, 5		1	2
59	59	1/4	1/4	3/4	1	1	I6		c	III		I6		I		6				M	1	0	4, 1, 0		0	4
59	59	1/2	1/2	3/4	1	1	V2		c	III		V2		V		2				Mm7	1	0	-1, 1, 5, 2		1	-1
60	60	0	0	3/4	1	1	V6		c	III		V6		V		6				M	1	0	5, 2, 1		1	5
60	60	1/4	1/4	3/4	1	1	V64		c	III		V64		V		64				M	1	0	2, 1, 5		1	2
60	60	1/2	1/2	3/4	1	1	I		c	III		I		I						M	1	0	0, 4, 1		0	0
61	61	0	0	3/4	1	1	V6		c	III		V6		V		6				M	1	0	5, 2, 1		1	5
61	61	1/4	1/4	3/4	1	1	I		c	III		I		I						M	1	0	0, 4, 1		0	0
61	61	1/2	1/2	3/4	1	1	V43		c	III		V43		V		43				Mm7	1	0	2, -1, 1, 5		1	2
62	62	0	0	3/4	1	1	I(4)		c	III		I(4)		I			4			M	1	0	0, -1, 1		0	0
62	62	1/4	1/4	3/4	1	1	V43		c	III		V43		V		43				Mm7	1	0	2, -1, 1, 5		1	2
62	62	1/2	1/2	3/4	1	1	I6(11)		c	III		I6(11)		I		6	11			M	1	0	4, 1, 0	-1	0	4
63	63	0	0	3/4	1	1	I		c	III		I		I						M	1	0	0, 4, 1		0	0
63	63	1/4	1/4	3/4	1	1	V64		c	III		V64		V		64				M	1	0	2, 1, 5		1	2
63	63	1/2	1/2	3/4	1	1	I6		c	III		I6		I		6				M	1	0	4, 1, 0		0	4
64	64	0	0	3/4	1	1	I		c	III		I		I						M	1	0	0, 4, 1		0	0
64	64	1/4	1/4	3/4	1	1	I6		c	III		I6		I		6				M	1	0	4, 1, 0		0	4
64	64	1/2	1/2	3/4	1	1	I		c	III		I		I						M	1	0	0, 4, 1		0	0
65	65	1/4	1/4	3/4	1	1	I6		c	III		I6		I		6				M	1	0	4, 1, 0		0	4
65	65	1/2	1/2	3/4	1	1	I		c	III		I		I						M	1	0	0, 4, 1		0	0
66	66	0	0	3/4	1	1	V64(4)		c	III		V64(4)		V		64	4			M	1	0	2, 1, 0		1	2
66	66	1/4	1/4	3/4	1	1	V2(4)		c	III		V2(4)		V		2	4			Mm7	1	0	-1, 1, 0, 2		1	-1
66	66	1/2	1/2	3/4	1	1	V64(4)		c	III		V64(4)		V		64	4			M	1	0	2, 1, 0		1	2
67	67	0	0	3/4	1	1	V64		c	III		V64		V		64				M	1	0	2, 1, 5		1	2
67	67	1/4	1/4	3/4	1	1	V2		c	III		V2		V		2				Mm7	1	0	-1, 1, 5, 2		1	-1
67	67	1/2	1/2	3/4	1	1	V64		c	III		V64		V		64				M	1	0	2, 1, 5		1	2
68	68	0	0	3/4	1	1	V6		c	III		V6		V		6				M	1	0	5, 2, 1		1	5
68	68	1/4	1/4	3/4	1	1	V64		c	III		V64		V		64				M	1	0	2, 1, 5		1	2
68	68	1/2	1/2	3/4	1	1	V6		c	III		V6		V		6				M	1	0	5, 2, 1		1	5
69	69	0	0	3/4	1	1	V65		c	III		V65		V		65				Mm7	1	0	5, 2, -1, 1		1	5
69	69	1/4	1/4	3/4	1	1	V64		c	III		V64		V		64				M	1	0	2, 1, 5		1	2
69	69	1/2	1/2	3/4	1	1	V6		c	III		V6		V		6				M	1	0	5, 2, 1		1	5
70	70	0	0	3/4	1	1	I		c	III		I		I						M	1	0	0, 4, 1		0	0
71	71	0	0	3/4	1	1	I6		c	III		I6		I		6				M	1	0	4, 1, 0		0	4
71	71	1/4	1/4	3/4	1	1	IV		c	III		IV		IV						M	1	0	-1, 3, 0		-1	-1
71	71	1/2	1/2	3/4	1	1	I64		c	III		I64		I		64				M	1	0	1, 0, 4		0	1
72	72	0	0	3/4	1	1	IV		c	III		IV		IV						M	1	0	-1, 3, 0		-1	-1
72	72	1/4	1/4	3/4	1	1	IV(2)		c	III		IV(2)		IV			2			M	1	0	1, 3, 0		-1	1
72	72	1/2	1/2	3/4	1	1	IV6		c	III		IV6		IV		6				M	1	0	3, 0, -1		-1	3
73	73	0	0	3/4	1	1	viio/V		c	III		viio/V		vii	o			V		o	1	0	6, 3, 0		6	6
73	73	1/4	1/4	3/4	1	1	viio(2)/V		c	III		viio(2)/V		vii	o		2	V		o	1	0	1, 3, 0		6	1
73	73	1/2	1/2	3/4	1	1	viio6/V		c	III		viio6/V		vii	o	6		V		o	1	0	3, 0, 6		6	3
74	74	0	0	3/4	1	1	V(64)		c	III		V(64)		V			64			M	1	0	1, 0, 4		1	1
74	74	1/4	1/4	3/4	1	1	I		c	III		I		I						M	1	0	0, 4, 1		0	0
74	74	1/2	1/2	3/4	1	1	V(64)		c	III		V(64)		V			64			M	1	0	1, 0, 4		1	1
75	75	0	0	3/4	1	1	V7		c	III		V7		V		7				Mm7	1	0	1, 5, 2, -1		1	1
75	75	1/4	1/4	3/4	1	1	viio		c	III		viio		vii	o					o	1	0	5, 2, -1		5	5
75	75	1/2	1/2	3/4	1	1	V7		c	III		V7		V		7				Mm7	1	0	1, 5, 2, -1		1	1
76	76	0	0	3/4	1	1	I}		c	III		I		I					}	M	1	0	0, 4, 1		0	0
76	76	1/4	1/4	3/4	1	1	I64		c	III		I64		I		64				M	1	0	1, 0, 4		0	1
76	76	1/2	1/2	3/4	1	1	I		c	III		I		I						M	1	0	0, 4, 1		0	0
77	77	0	0	3/4	1	1	I6		c	III		I6		I		6				M	1	0	4, 1, 0		0	4
77	77	1/4	1/4	3/4	1	1	I64		c	III		I64		I		64				M	1	0	1, 0, 4		0	1
77	77	1/2	1/2	3/4	1	1	I6		c	III		I6		I		6				M	1	0	4, 1, 0		0	4
78	78	0	0	3/4	1	1	{		c	III									{		1	0				
78	78	1/4	1/4	3/4	1	1	IV		c	III		IV		IV						M	1	0	-1, 3, 0		-1	-1
78	78	1/2	1/2	3/4	1	1	I64		c	III		I64		I		64				M	1	0	1, 0, 4		0	1
79	79	0	0	3/4	1	1	I6		c	III		I6		I		6				M	1	0	4, 1, 0		0	4
79	79	1/4	1/4	3/4	1	1	IV		c	III		IV		IV						M	1	0	-1, 3, 0		-1	-1
79	79	1/2	1/2	3/4	1	1	I6		c	III		I6		I		6				M	1	0	4, 1, 0		0	4
80	80	0	0	3/4	1	1	IV		c	III		IV		IV						M	1	0	-1, 3, 0		-1	-1
80	80	1/4	1/4	3/4	1	1	IV(2)		c	III		IV(2)		IV			2			M	1	0	1, 3, 0		-1	1
80	80	1/2	1/2	3/4	1	1	IV6		c	III		IV6		IV		6				M	1	0	3, 0, -1		-1	3
81	81	0	0	3/4	1	1	viio/V		c	III		viio/V		vii	o			V		o	1	0	6, 3, 0		6	6
81	81	1/4	1/4	3/4	1	1	viio(2)/V		c	III		viio(2)/V		vii	o		2	V		o	1	0	1, 3, 0		6	1
81	81	1/2	1/2	3/4	1	1	viio6/V		c	III		viio6/V		vii	o	6		V		o	1	0	3, 0, 6		6	3
82	82	0	0	3/4	1	1	V(64)		c	III		V(64)		V			64			M	1	0	1, 0, 4		1	1
82	82	1/2	1/2	3/4	1	1	V6(6)/vi		c	III		V6(6)/vi		V		6	6	vi		M	1	0	8, 0, 4		4	8
83	83	0	0	3/4	1	1	vi		c	III		vi		vi						m	1	0	3, 0, 4		3	3
83	83	1/2	1/2	3/4	1	1	viio/V		c	III		viio/V		vii	o			V		o	1	0	6, 3, 0		6	6
84	84	0	0	3/4	1	1	V(64)		c	III		V(64)		V			64			M	1	0	1, 0, 4		1	1
84	84	1/2	1/2	3/4	1	1	V6(6)/vi		c	III		V6(6)/vi		V		6	6	vi		M	1	0	8, 0, 4		4	8
85	85	0	0	3/4	1	1	vi		c	III		vi		vi						m	1	0	3, 0, 4		3	3
85	85	1/2	1/2	3/4	1	1	viio/V		c	III		viio/V		vii	o			V		o	1	0	6, 3, 0		6	6
86	86	0	0	3/4	1	1	V(64)		c	III		V(64)		V			64			M	1	0	1, 0, 4		1	1
86	86	1/2	1/2	3/4	1	1	I6		c	III		I6		I		6				M	1	0	4, 1, 0		0	4
87	87	0	0	3/4	1	1	I		c	III		I		I						M	1	0	0, 4, 1		0	0
87	87	1/4	1/4	3/4	1	1	#viio43/iii		c	III		#viio43/iii		#vii	o	43		iii		o7	1	0	3, 0, 9, 6		9	3
87	87	1/2	1/2	3/4	1	1	#viio/iii		c	III		#viio/iii		#vii	o			iii		o	1	0	9, 6, 3		9	9
88	88	0	0	3/4	1	1	I		c	III		I		I						M	1	0	0, 4, 1		0	0
88	88	1/4	1/4	3/4	1	1	V(64)		c	III		V(64)		V			64			M	1	0	1, 0, 4		1	1
88	88	1/2	1/2	3/4	1	1	I6		c	III		I6		I		6				M	1	0	4, 1, 0		0	4
89	89	0	0	3/4	1	1	I		c	III		I		I						M	1	0	0, 4, 1		0	0
89	89	1/4	1/4	3/4	1	1	#viio65/iii		c	III		#viio65/iii		#vii	o	65		iii		o7	1	0	6, 3, 0, 9		9	6
89	89	1/2	1/2	3/4	1	1	#viio2/iii		c	III		#viio2/iii		#vii	o	2		iii		o7	1	0	0, 9, 6, 3		9	0
90	90	0	0	3/4	1	1	I6		c	III		I6		I		6				M	1	0	4, 1, 0		0	4
90	90	1/4	1/4	3/4	1	1	V(64)		c	III		V(64)		V			64			M	1	0	1, 0, 4		1	1
91	91	0	0	3/4	1	1	I6		c	III		I6		I		6				M	1	0	4, 1, 0		0	4
91	91	1/4	1/4	3/4	1	1	I		c	III		I		I						M	1	0	0, 4, 1		0	0
91	91	1/2	1/2	3/4	1	1	V(64)		c	III		V(64)		V			64			M	1	0	1, 0, 4		1	1
92	92	0	0	3/4	1	1	I6		c	III		I6		I		6				M	1	0	4, 1, 0		0	4
92	92	1/4	1/4	3/4	1	1	I		c	III		I		I						M	1	0	0, 4, 1		0	0
92	92	1/2	1/2	3/4	1	1	V(64)		c	III		V(64)		V			64			M	1	0	1, 0, 4		1	1
93	93	0	0	3/4	1	1	V		c	III		V		V						M	1	0	1, 5, 2		1	1
93	93	1/2	1/2	3/4	1	1	V7		c	III		V7		V		7				Mm7	1	0	1, 5, 2, -1		1	1
94	94	0	0	3/4	1	1	I}		c	III		I		I					}	M	1	0	0, 4, 1		0	0
94	94	1/4	1/4	3/4	1	1	V{		c	III		V		V					{	M	1	0	1, 5, 2		1	1
95	95	0	0	3/4	1	1	V2		c	III		V2		V		2				Mm7	1	0	-1, 1, 5, 2		1	-1
95	95	1/4	1/4	3/4	1	1	V43(6)		c	III		V43(6)		V		43	6			Mm7	1	0	4, -1, 1, 5		1	4
95	95	1/2	1/2	3/4	1	1	V43		c	III		V43		V		43				Mm7	1	0	2, -1, 1, 5		1	2
96	96	0	0	3/4	1	1	I(6)		c	III		I(6)		I			6			M	1	0	0, 4, 3		0	0
96	96	1/4	1/4	3/4	1	1	I6		c	III		I6		I		6				M	1	0	4, 1, 0		0	4
96	96	1/2	1/2	3/4	1	1	I64		c	III		I64		I		64				M	1	0	1, 0, 4		0	1
97	97	0	0	3/4	1	1	V		c	III		V		V						M	1	0	1, 5, 2		1	1
97	97	1/4	1/4	3/4	1	1	viio6		c	III		viio6		vii	o	6				o	1	0	2, -1, 5		5	2
97	97	1/2	1/2	3/4	1	1	V7		c	III		V7		V		7				Mm7	1	0	1, 5, 2, -1		1	1
98	98	0	0	3/4	1	1	I(9)		c	III		I(9)		I			9			M	1	0	0, 4, 1	2	0	0
98	98	1/4	1/4	3/4	1	1	I64		c	III		I64		I		64				M	1	0	1, 0, 4		0	1
99	99	0	0	3/4	1	1	V2		c	III		V2		V		2				Mm7	1	0	-1, 1, 5, 2		1	-1
99	99	1/4	1/4	3/4	1	1	V43(6)		c	III		V43(6)		V		43	6			Mm7	1	0	4, -1, 1, 5		1	4
99	99	1/2	1/2	3/4	1	1	V43		c	III		V43		V		43				Mm7	1	0	2, -1, 1, 5		1	2
100	100	0	0	3/4	1	1	I(6)		c	III		I(6)		I			6			M	1	0	0, 4, 3		0	0
100	100	1/4	1/4	3/4	1	1	I6		c	III		I6		I		6				M	1	0	4, 1, 0		0	4
100	100	1/2	1/2	3/4	1	1	I64		c	III		I64		I		64				M	1	0	1, 0, 4		0	1
101	101	0	0	3/4	1	1	V		c	III		V		V						M	1	0	1, 5, 2		1	1
101	101	1/4	1/4	3/4	1	1	viio6		c	III		viio6		vii	o	6				o	1	0	2, -1, 5		5	2
101	101	1/2	1/2	3/4	1	1	V7		c	III		V7		V		7				Mm7	1	0	1, 5, 2, -1		1	1
102	102	0	0	3/4	1	1	I(9)		c	III		I(9)		I			9			M	1	0	0, 4, 1	2	0	0
102	102	1/4	1/4	3/4	1	1	I6		c	III		I6		I		6				M	1	0	4, 1, 0		0	4
102	102	1/2	1/2	3/4	1	1	I64		c	III		I64		I		64				M	1	0	1, 0, 4		0	1
103	103	0	0	3/4	1	1	V		c	III		V		V						M	1	0	1, 5, 2		1	1
103	103	1/4	1/4	3/4	1	1	viio6		c	III		viio6		vii	o	6				o	1	0	2, -1, 5		5	2
103	103	1/2	1/2	3/4	1	1	V7		c	III		V7		V		7				Mm7	1	0	1, 5, 2, -1		1	1
104	104	0	0	3/4	1	1	I(974)		c	III		I(974)		I			974			M	1	0	0, -1, 1	2, 5	0	0
104	104	1/4	1/4	3/4	1	1	I6(1197)		c	III		I6(1197)		I		6	1197			M	1	0	4, 1, 5	-1, 2	0	4
104	104	1/2	1/2	3/4	1	1	I64(974)		c	III		I64(974)		I		64	974			M	1	0	5, -1, 1	2	0	5
105	105	0	0	3/4	1	1	I}		c	III		I		I					}	M	1	0	0, 4, 1		0	0
106	106	0	0	3/4	1	1	i.I{		c	i		I		I					{	M	1	1	0, 4, 1		0	0
107	107	0	0	3/4	1	1	I6		c	i		I6		I		6				M	1	1	4, 1, 0		0	4
107	107	1/4	1/4	3/4	1	1	I64		c	i		I64		I		64				M	1	1	1, 0, 4		0	1
107	107	1/2	1/2	3/4	1	1	I6		c	i		I6		I		6				M	1	1	4, 1, 0		0	4
