mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	3/8	2/4	2	1		F.V{		F	I		V		V						{	M	0	0	1, 5, 2		1	1
2	1	0	0	2/4	2	1		I		F	I		I		I							M	0	0	0, 4, 1		0	0
2	1	3/8	3/8	2/4	2	1		V		F	I		V		V							M	0	0	1, 5, 2		1	1
3	2	0	0	2/4	2	1		I6		F	I		I6		I		6					M	0	0	4, 1, 0		0	4
3	2	3/8	3/8	2/4	2	1		I		F	I		I		I							M	0	0	0, 4, 1		0	0
4	3	0	0	2/4	2	1		V		F	I		V		V							M	0	0	1, 5, 2		1	1
5	4	0	0	2/4	2	1		I6		F	I		I6		I		6					M	0	0	4, 1, 0		0	4
5	4	3/8	3/8	2/4	2	1		V64		F	I		V64		V		64					M	0	0	2, 1, 5		1	2
6	5	0	0	2/4	2	1		I6		F	I		I6		I		6					M	0	0	4, 1, 0		0	4
6	5	3/8	3/8	2/4	2	1		V64		F	I		V64		V		64					M	0	0	2, 1, 5		1	2
7	6	0	0	2/4	2	1		I		F	I		I		I							M	0	0	0, 4, 1		0	0
7	6	3/8	3/8	2/4	2	1		vi		F	I		vi		vi							m	0	0	3, 0, 4		3	3
8	7	0	0	2/4	2	1		V6		F	I		V6		V		6					M	0	0	5, 2, 1		1	5
8	7	1/8	1/8	2/4	2	1		V		F	I		V		V							M	0	0	1, 5, 2		1	1
8	7	3/8	3/8	2/4	2	1		V65		F	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
9	8	0	0	2/4	2	1		I		F	I		I		I							M	0	0	0, 4, 1		0	0
9	8	1/4	1/4	2/4	2	1		I6		F	I		I6		I		6					M	0	0	4, 1, 0		0	4
9	8	3/8	3/8	2/4	2	1		V.V65		F	V		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
10	9	0	0	2/4	2	1		I		F	V		I		I							M	0	0	0, 4, 1		0	0
10	9	1/4	1/4	2/4	2	1		I6		F	V		I6		I		6					M	0	0	4, 1, 0		0	4
10	9	3/8	3/8	2/4	2	1		V43		F	V		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
11	10	0	0	2/4	2	1		I		F	V		I		I							M	0	0	0, 4, 1		0	0
11	10	3/8	3/8	2/4	2	1		vi		F	V		vi		vi							m	0	0	3, 0, 4		3	3
12	11	0	0	2/4	2	1		V6		F	V		V6		V		6					M	0	0	5, 2, 1		1	5
12	11	1/8	1/8	2/4	2	1		V		F	V		V		V							M	0	0	1, 5, 2		1	1
12	11	3/8	3/8	2/4	2	1		V65		F	V		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
13	12	0	0	2/4	2	1		I		F	V		I		I							M	0	0	0, 4, 1		0	0
13	12	1/4	1/4	2/4	2	1		I6		F	V		I6		I		6					M	0	0	4, 1, 0		0	4
13	12	3/8	3/8	2/4	2	1		I		F	V		I		I							M	0	0	0, 4, 1		0	0
14	13	0	0	2/4	2	1		V6/ii		F	V		V6/ii		V		6		ii			M	0	0	7, 4, 3		3	7
14	13	1/8	1/8	2/4	2	1		V/ii		F	V		V/ii		V				ii			M	0	0	3, 7, 4		3	3
14	13	3/8	3/8	2/4	2	1		V65/ii		F	V		V65/ii		V		65		ii			Mm7	0	0	7, 4, 1, 3		3	7
15	14	0	0	2/4	2	1		ii		F	V		ii		ii							m	0	0	2, -1, 3		2	2
15	14	1/4	1/4	2/4	2	1		ii6		F	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
15	14	3/8	3/8	2/4	2	1		ii		F	V		ii		ii							m	0	0	2, -1, 3		2	2
16	15	0	0	2/4	2	1		V65		F	V		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
16	15	1/4	1/4	2/4	2	1		I		F	V		I		I							M	0	0	0, 4, 1		0	0
17	16	0	0	2/4	2	1		V65		F	V		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
17	16	1/4	1/4	2/4	2	1		I		F	V		I		I							M	0	0	0, 4, 1		0	0
18	17	0	0	2/4	2	1		ii6		F	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
18	17	1/4	1/4	2/4	2	1		V		F	V		V		V							M	0	0	1, 5, 2		1	1
19	18	0	0	2/4	2	1		I|PAC}		F	V		I		I					PAC	}	M	0	0	0, 4, 1		0	0
19	18	1/4	1/4	2/4	2	1		I6		F	V		I6		I		6					M	0	0	4, 1, 0		0	4
20	19	0	0	2/4	2	1		V65{		F	V		V65		V		65				{	Mm7	0	0	5, 2, -1, 1		1	5
20	19	1/4	1/4	2/4	2	1		I		F	V		I		I							M	0	0	0, 4, 1		0	0
21	20	0	0	2/4	2	1		V65		F	V		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
21	20	1/4	1/4	2/4	2	1		I		F	V		I		I							M	0	0	0, 4, 1		0	0
22	21	0	0	2/4	2	1		IV	ii6	F	V		IV		IV							M	0	0	-1, 3, 0		-1	-1
23	22	0	0	2/4	2	1		V		F	V		V		V							M	0	0	1, 5, 2		1	1
24	23	0	0	2/4	2	1		I[I|PAC}{		F	V	I	I		I					PAC	}{	M	0	0	0, 4, 1		0	0
26	25	0	0	2/4	2	1		V43		F	V	I	V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
26	25	1/4	1/4	2/4	2	1		viio		F	V	I	viio		vii	o						o	0	0	5, 2, -1		5	5
27	26	0	0	2/4	2	1		V7		F	V	I	V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
27	26	1/4	1/4	2/4	2	1		viio		F	V	I	viio		vii	o						o	0	0	5, 2, -1		5	5
