mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	9.5	0	0	2/4	2	1		f.#viio43{		f	i		#viio43		#vii	o	43				{	o7	1	1	-1, -4, 5, 2		5	-1
5	5	19/2	15.5	3/8	3/8	2/4	2	1		#viio7		f	i		#viio7		#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
13	13	25	5.0	1/4	1/4	2/4	2	1		V		f	i		V		V							M	1	1	1, 5, 2		1	1
16	16	30	6.0	0	0	2/4	2	1		V2		f	i		V2		V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
19	19	36	2.0	0	0	2/4	2	1		V43		f	i		V43		V		43					Mm7	1	1	2, -1, 1, 5		1	2
20	20	38	8.0	0	0	2/4	2	1		i}{		f	i		i		i						}{	m	1	1	0, -3, 1		0	0
24	24	46	4.0	0	0	2/4	2	1		bII6		f	i		bII6		bII		6					M	1	1	-1, -4, -5		-5	-1
26	26	50	1.0	0	0	2/4	2	1		V		f	i		V		V							M	1	1	1, 5, 2		1	1
26	26	51	1.0	1/4	1/4	2/4	2	1		VI		f	i		VI		VI							M	1	1	-4, 0, -3		-4	-4
27	27	52	1.0	0	0	2/4	2	1		iio6		f	i		iio6		ii	o	6					o	1	1	-1, -4, 2		2	-1
27	27	53	1.0	1/4	1/4	2/4	2	1		V		f	i		V		V							M	1	1	1, 5, 2		1	1
28	28	54	8.0	0	0	2/4	2	1		i|PAC}{		f	i		i		i					PAC	}{	m	1	1	0, -3, 1		0	0
32	32	62	4.0	0	0	2/4	2	1		bII6		f	i		bII6		bII		6					M	1	1	-1, -4, -5		-5	-1
34	34	66	1.0	0	0	2/4	2	1		V7		f	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
34	34	67	1.0	1/4	1/4	2/4	2	1		VI		f	i		VI		VI							M	1	1	-4, 0, -3		-4	-4
35	35	68	1.0	0	0	2/4	2	1		iio6		f	i		iio6		ii	o	6					o	1	1	-1, -4, 2		2	-1
35	35	69	1.0	1/4	1/4	2/4	2	1		V		f	i		V		V							M	1	1	1, 5, 2		1	1
36	36	70	4.0	0	0	2/4	2	1		i|PAC}{		f	i		i		i					PAC	}{	m	1	1	0, -3, 1		0	0
38	38	74	2.0	0	0	2/4	2	1		V(#9#764)		f	i		V(#9#764)		V			#9#764				M	1	1	1, 0, -3	3, 6	1	1
39	39	76	1.0	0	0	2/4	2	1		V(#7)		f	i		V(#7)		V			#7				M	1	1	1, 5, 2	6	1	1
39	39	77	3.0	1/4	1/4	2/4	2	1		V		f	i		V		V							M	1	1	1, 5, 2		1	1
