mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
51	50	199	199	1.0	3/4	3/4	2/2	2	1		i(9#764)	f	v		i(9#764)		i			9#764				m	1	1	0, -1, -4	2, 5	0	0
52	51	200	200	3.0	0	0	2/2	2	1		i	f	v		i		i							m	1	1	0, -3, 1		0	0
52	51	203	203	1.0	3/4	3/4	2/2	2	1		V	f	v		V		V							M	1	1	1, 5, 2		1	1
53	52	204	204	3.0	0	0	2/2	2	1		i	f	v		i		i							m	1	1	0, -3, 1		0	0
53	52	207	207	1.0	3/4	3/4	2/2	2	1		i(9#764)	f	v		i(9#764)		i			9#764				m	1	1	0, -1, -4	2, 5	0	0
54	53	208	208	3.0	0	0	2/2	2	1		i	f	v		i		i							m	1	1	0, -3, 1		0	0
54	53	211	211	1.0	3/4	3/4	2/2	2	1		V	f	v		V		V							M	1	1	1, 5, 2		1	1
55	54	212	212	3.0	0	0	2/2	2	1		i	f	v		i		i							m	1	1	0, -3, 1		0	0
55	54	215	215	1.0	3/4	3/4	2/2	2	1		V	f	v		V		V							M	1	1	1, 5, 2		1	1
56	55	216	216	8.0	0	0	2/2	2	1		i|IAC}	f	v		i		i					IAC	}	m	1	1	0, -3, 1		0	0
57	56		222		1/2	1/2	2/2	2	1	1	i.V7	f	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
58	57		224		0	0	2/2	2	1	1	i{	f	i		i		i						{	m	1	1	0, -3, 1		0	0
60	57	224	230	8.0	0	0	2/2	2	1	2	III.V43	f	III		V43		V		43					Mm7	1	0	2, -1, 1, 5		1	2
62	59	232	238	8.0	0	0	2/2	2	1		I{	f	III		I		I						{	M	1	0	0, 4, 1		0	0
64	61	240	246	8.0	0	0	2/2	2	1		V6	f	III		V6		V		6					M	1	0	5, 2, 1		1	5
66	63	248	254	4.0	0	0	2/2	2	1		IV6	f	III		IV6		IV		6					M	1	0	3, 0, -1		-1	3
67	64	252	258	4.0	0	0	2/2	2	1		I64	f	III		I64		I		64					M	1	0	1, 0, 4		0	1
68	65	256	262	4.0	0	0	2/2	2	1		ii6	f	III		ii6		ii		6					m	1	0	-1, 3, 2		2	-1
69	66	260	266	2.0	0	0	2/2	2	1		V(64)	f	III		V(64)		V			64				M	1	0	1, 0, 4		1	1
69	66	262	268	2.0	1/2	1/2	2/2	2	1		V7	f	III		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
70	67	264	270	4.0	0	0	2/2	2	1		I(94)}	f	III		I(94)		I			94			}	M	1	0	0, -1, 1	2	0	0
71	68	268	274	12.0	0	0	2/2	2	1		I|PAC	f	III		I		I					PAC		M	1	0	0, 4, 1		0	0
72	69	272	278	0.0	0	0	2/2	2	1		{	f	III										{		1	0				
74	71	280	286	8.0	0	0	2/2	2	1		V6	f	III		V6		V		6					M	1	0	5, 2, 1		1	5
76	73	288	294	4.0	0	0	2/2	2	1		IV6	f	III		IV6		IV		6					M	1	0	3, 0, -1		-1	3
77	74	292	298	4.0	0	0	2/2	2	1		#viio64/ii	f	III		#viio64/ii		#vii	o	64		ii			o	1	0	1, 7, 4		7	1
78	75	296	302	4.0	0	0	2/2	2	1		ii6	f	III		ii6		ii		6					m	1	0	-1, 3, 2		2	-1
79	76	300	306	2.0	0	0	2/2	2	1		V(64)	f	III		V(64)		V			64				M	1	0	1, 0, 4		1	1
79	76	302	308	2.0	1/2	1/2	2/2	2	1		V7	f	III		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
80	77	304	310	4.0	0	0	2/2	2	1		viio	f	III		viio		vii	o						o	1	0	5, 2, -1		5	5
81	78	308	314	4.0	0	0	2/2	2	1		I|PAC}	f	III		I		I					PAC	}	M	1	0	0, 4, 1		0	0
81	78	311	317	0.0	3/4	3/4	2/2	2	1		{	f	III										{		1	0				
82	79	312	318	4.0	0	0	2/2	2	1		V6	f	III		V6		V		6					M	1	0	5, 2, 1		1	5
83	80	316	322	4.0	0	0	2/2	2	1		V43	f	III		V43		V		43					Mm7	1	0	2, -1, 1, 5		1	2
84	81	320	326	4.0	0	0	2/2	2	1		I	f	III		I		I							M	1	0	0, 4, 1		0	0
85	82	324	330	4.0	0	0	2/2	2	1		I6	f	III		I6		I		6					M	1	0	4, 1, 0		0	4
86	83	328	334	4.0	0	0	2/2	2	1		V64	f	III		V64		V		64					M	1	0	2, 1, 5		1	2
87	84	332	338	4.0	0	0	2/2	2	1		V2	f	III		V2		V		2					Mm7	1	0	-1, 1, 5, 2		1	-1
88	85	336	342	2.0	0	0	2/2	2	1		V	f	III		V		V							M	1	0	1, 5, 2		1	1
88	85	338	344	2.0	1/2	1/2	2/2	2	1		V65	f	III		V65		V		65					Mm7	1	0	5, 2, -1, 1		1	5
89	86	340	346	8.0	0	0	2/2	2	1		I|IAC}	f	III		I		I					IAC	}	M	1	0	0, 4, 1		0	0
90	87	344	350	0.0	0	0	2/2	2	1		{	f	III										{		1	0				
91	88	348	354	4.0	0	0	2/2	2	1		V2/IV	f	III		V2/IV		V		2		IV			Mm7	1	0	-2, 0, 4, 1		0	-2
92	89	352	358	4.0	0	0	2/2	2	1		IV6	f	III		IV6		IV		6					M	1	0	3, 0, -1		-1	3
93	90	356	362	4.0	0	0	2/2	2	1		#viio43/ii	f	III		#viio43/ii		#vii	o	43		ii			o7	1	0	1, -2, 7, 4		7	1
94	91	360	366	4.0	0	0	2/2	2	1		ii6	f	III		ii6		ii		6					m	1	0	-1, 3, 2		2	-1
95	92	364	370	4.0	0	0	2/2	2	1		V7	f	III		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
96	93	368	374	4.0	0	0	2/2	2	1		I(94)}	f	III		I(94)		I			94			}	M	1	0	0, -1, 1	2	0	0
97	94	372	378	4.0	0	0	2/2	2	1		I|PAC	f	III		I		I					PAC		M	1	0	0, 4, 1		0	0
97	94	375	381	0.0	3/4	3/4	2/2	2	1		{	f	III										{		1	0				
98	95	376	382	4.0	0	0	2/2	2	1		V6	f	III		V6		V		6					M	1	0	5, 2, 1		1	5
99	96	380	386	4.0	0	0	2/2	2	1		V43	f	III		V43		V		43					Mm7	1	0	2, -1, 1, 5		1	2
100	97	384	390	4.0	0	0	2/2	2	1		I	f	III		I		I							M	1	0	0, 4, 1		0	0
101	98	388	394	4.0	0	0	2/2	2	1		I6	f	III		I6		I		6					M	1	0	4, 1, 0		0	4
102	99	392	398	4.0	0	0	2/2	2	1		V64	f	III		V64		V		64					M	1	0	2, 1, 5		1	2
103	100	396	402	4.0	0	0	2/2	2	1		V2	f	III		V2		V		2					Mm7	1	0	-1, 1, 5, 2		1	-1
104	101	400	406	2.0	0	0	2/2	2	1		V	f	III		V		V							M	1	0	1, 5, 2		1	1
104	101	402	408	2.0	1/2	1/2	2/2	2	1		V65	f	III		V65		V		65					Mm7	1	0	5, 2, -1, 1		1	5
105	102	404	410	8.0	0	0	2/2	2	1		I|IAC}	f	III		I		I					IAC	}	M	1	0	0, 4, 1		0	0
106	103	408	414	0.0	0	0	2/2	2	1		{	f	III										{		1	0				
107	104	412	418	4.0	0	0	2/2	2	1		V2/IV	f	III		V2/IV		V		2		IV			Mm7	1	0	-2, 0, 4, 1		0	-2
108	105	416	422	4.0	0	0	2/2	2	1		IV6	f	III		IV6		IV		6					M	1	0	3, 0, -1		-1	3
109	106	420	426	4.0	0	0	2/2	2	1		#viio43/ii	f	III		#viio43/ii		#vii	o	43		ii			o7	1	0	1, -2, 7, 4		7	1
110	107	424	430	4.0	0	0	2/2	2	1		ii6	f	III		ii6		ii		6					m	1	0	-1, 3, 2		2	-1
111	108	428	434	4.0	0	0	2/2	2	1		V7	f	III		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
112	109	432	438	3.0	0	0	2/2	2	1		I|PAC}	f	III		I		I					PAC	}	M	1	0	0, 4, 1		0	0
112	109	434	440	0.0	1/2	1/2	2/2	2	1		{	f	III										{		1	0				
112	109	435	441	1.0	3/4	3/4	2/2	2	1		I(#9)	f	III		I(#9)		I			#9				M	1	0	0, 4, 1	9	0	0
113	110	436	442	3.0	0	0	2/2	2	1		I	f	III		I		I							M	1	0	0, 4, 1		0	0
113	110	439	445	1.0	3/4	3/4	2/2	2	1		I(#9)	f	III		I(#9)		I			#9				M	1	0	0, 4, 1	9	0	0
114	111	440	446	8.0	0	0	2/2	2	1		I	f	III		I		I							M	1	0	0, 4, 1		0	0
116	113	448	454	3.0	0	0	2/2	2	1		i.V43}	f	i		V43		V		43				}	Mm7	1	1	2, -1, 1, 5		1	2
116	113	450	456	0.0	1/2	1/2	2/2	2	1		{	f	i										{		1	1				
116	113	451	457	1.0	3/4	3/4	2/2	2	1		V43(#6)	f	i		V43(#6)		V		43	#6				Mm7	1	1	2, 4, 1, 5		1	2
117	114	452	458	3.0	0	0	2/2	2	1		V43	f	i		V43		V		43					Mm7	1	1	2, -1, 1, 5		1	2
117	114	455	461	1.0	3/4	3/4	2/2	2	1		V43(#6)	f	i		V43(#6)		V		43	#6				Mm7	1	1	2, 4, 1, 5		1	2
118	115	456	462	8.0	0	0	2/2	2	1		#viio6	f	i		#viio6		#vii	o	6					o	1	1	2, -1, 5		5	2
120	117	464	470	3.0	0	0	2/2	2	1		i|IAC}	f	i		i		i					IAC	}	m	1	1	0, -3, 1		0	0
120	117	466	472	0.0	1/2	1/2	2/2	2	1		{	f	i										{		1	1				
120	117	467	473	1.0	3/4	3/4	2/2	2	1		i(^9)	f	i		i(^9)		i			^9				m	1	1	0, -3, 1	2	0	0
121	118	468	474	3.0	0	0	2/2	2	1		i	f	i		i		i							m	1	1	0, -3, 1		0	0
121	118	471	477	1.0	3/4	3/4	2/2	2	1		i(^9)	f	i		i(^9)		i			^9				m	1	1	0, -3, 1	2	0	0
122	119	472	478	4.0	0	0	2/2	2	1		i	f	i		i		i							m	1	1	0, -3, 1		0	0
123	120	476	482	4.0	0	0	2/2	2	1		VI	f	i		VI		VI							M	1	1	-4, 0, -3		-4	-4
124	121	480	486	4.0	0	0	2/2	2	1		V65/VI	f	i		V65/VI		V		65		VI			Mm7	1	1	1, -2, -5, -3		-3	1
125	122	484	490	4.0	0	0	2/2	2	1		V43/VI	f	i		V43/VI		V		43		VI			Mm7	1	1	-2, -5, -3, 1		-3	-2
126	123	488	494	4.0	0	0	2/2	2	1		VI	f	i		VI		VI							M	1	1	-4, 0, -3		-4	-4
127	124	492	498	4.0	0	0	2/2	2	1		V43/iv	f	i		V43/iv		V		43		iv			Mm7	1	1	1, -2, 0, 4		0	1
128	125	496	502	4.0	0	0	2/2	2	1		iv	f	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
129	126	500	506	2.0	0	0	2/2	2	1		iio6	f	i		iio6		ii	o	6					o	1	1	-1, -4, 2		2	-1
129	126	502	508	2.0	1/2	1/2	2/2	2	1		V65/V	f	i		V65/V		V		65		V			Mm7	1	1	6, 3, 0, 2		2	6
130	127	504	510	3.0	0	0	2/2	2	1		V|HC}	f	i		V		V					HC	}	M	1	1	1, 5, 2		1	1
130	127	505	511	0.0	1/4	1/4	2/2	2	1		{	f	i										{		1	1				
130	127	507	513	1.0	3/4	3/4	2/2	2	1		V(#764)	f	i		V(#764)		V			#764				M	1	1	1, 0, -3	6	1	1
131	128	508	514	3.0	0	0	2/2	2	1		V	f	i		V		V							M	1	1	1, 5, 2		1	1
131	128	511	517	1.0	3/4	3/4	2/2	2	1		viio7/V	f	i		viio7/V		vii	o	7		V			o7	1	1	6, 3, 0, -3		6	6
132	129	512	518	3.0	0	0	2/2	2	1		V	f	i		V		V							M	1	1	1, 5, 2		1	1
132	129	515	521	1.0	3/4	3/4	2/2	2	1		V(#764)	f	i		V(#764)		V			#764				M	1	1	1, 0, -3	6	1	1
133	130	516	522	3.0	0	0	2/2	2	1		V	f	i		V		V							M	1	1	1, 5, 2		1	1
133	130	519	525	1.0	3/4	3/4	2/2	2	1		viio7/V	f	i		viio7/V		vii	o	7		V			o7	1	1	6, 3, 0, -3		6	6
134	131	520	526	2.0	0	0	2/2	2	1		V[V	f	i	V	V		V							M	1	1	1, 5, 2		1	1
134	131	522	528	1.0	1/2	1/2	2/2	2	1		#viio43	f	i	V	#viio43		#vii	o	43					o7	1	1	-1, -4, 5, 2		5	-1
134	131	523	529	1.0	3/4	3/4	2/2	2	1		V(#6)	f	i	V	V(#6)		V			#6				M	1	1	1, 5, 2	4	1	1
135	132	524	530	3.0	0	0	2/2	2	1		#viio43	f	i	V	#viio43		#vii	o	43					o7	1	1	-1, -4, 5, 2		5	-1
135	132	527	533	1.0	3/4	3/4	2/2	2	1		V(#6)	f	i	V	V(#6)		V			#6				M	1	1	1, 5, 2	4	1	1
136	133	528	534	3.0	0	0	2/2	2	1		#viio43	f	i	V	#viio43		#vii	o	43					o7	1	1	-1, -4, 5, 2		5	-1
136	133	531	537	1.0	3/4	3/4	2/2	2	1		V(#6)	f	i	V	V(#6)		V			#6				M	1	1	1, 5, 2	4	1	1
137	134	532	538	1.0	0	0	2/2	2	1		#viio43	f	i	V	#viio43		#vii	o	43					o7	1	1	-1, -4, 5, 2		5	-1
137	134	533	539	1.0	1/4	1/4	2/2	2	1		V7	f	i	V	V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
137	134	534	540	1.0	1/2	1/2	2/2	2	1		#viio43	f	i	V	#viio43		#vii	o	43					o7	1	1	-1, -4, 5, 2		5	-1
137	134	535	541	1.0	3/4	3/4	2/2	2	1		V7	f	i	V	V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
138	135	536	542	1.0	0	0	2/2	2	1		#viio43	f	i	V	#viio43		#vii	o	43					o7	1	1	-1, -4, 5, 2		5	-1
