mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	2/4	2	1	Eb.viio43(2)/III{		Eb	I		viio43(2)/III	vii	o	43	2	III		{	o7	0	0	3, 0, 4, 6		9	3
1	1	1/8	1/8	2/4	2	1	viio43/III		Eb	I		viio43/III	vii	o	43		III			o7	0	0	3, 0, 9, 6		9	3
2	2	0	0	2/4	2	1	viio43(2)/III		Eb	I		viio43(2)/III	vii	o	43	2	III			o7	0	0	3, 0, 4, 6		9	3
2	2	1/8	1/8	2/4	2	1	viio43/III		Eb	I		viio43/III	vii	o	43		III			o7	0	0	3, 0, 9, 6		9	3
3	3	1/8	1/8	2/4	2	1	I6/III		Eb	I		I6/III	I		6		III			M	0	0	8, 5, 4		4	8
3	3	3/8	3/8	2/4	2	1	V7/III		Eb	I		V7/III	V		7		III			Mm7	0	0	5, 9, 6, 3		5	5
4	4	1/8	1/8	2/4	2	1	I/III}		Eb	I		I/III	I				III		}	M	0	0	4, 8, 5		4	4
4	4	3/8	3/8	2/4	2	1	{		Eb	I									{		0	0				
5	5	0	0	2/4	2	1	#viio43(4)/vi		Eb	I		#viio43(4)/vi	#vii	o	43	4	vi			o7	0	0	2, -1, 8, 0		8	2
5	5	1/8	1/8	2/4	2	1	#viio43/vi		Eb	I		#viio43/vi	#vii	o	43		vi			o7	0	0	2, -1, 8, 5		8	2
6	6	0	0	2/4	2	1	#viio43(4)/vi		Eb	I		#viio43(4)/vi	#vii	o	43	4	vi			o7	0	0	2, -1, 8, 0		8	2
6	6	1/8	1/8	2/4	2	1	#viio43/vi		Eb	I		#viio43/vi	#vii	o	43		vi			o7	0	0	2, -1, 8, 5		8	2
7	7	1/8	1/8	2/4	2	1	i6/vi		Eb	I		i6/vi	i		6		vi			m	0	0	0, 4, 3		3	0
7	7	3/8	3/8	2/4	2	1	V7/vi		Eb	I		V7/vi	V		7		vi			Mm7	0	0	4, 8, 5, 2		4	4
8	8	1/8	1/8	2/4	2	1	i/vi}		Eb	I		i/vi	i				vi		}	m	0	0	3, 0, 4		3	3
8	8	5/16	5/16	2/4	2	1	IV6{		Eb	I		IV6	IV		6				{	M	0	0	3, 0, -1		-1	3
8	8	3/8	3/8	2/4	2	1	V43/IV		Eb	I		V43/IV	V		43		IV			Mm7	0	0	1, -2, 0, 4		0	1
