mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	6/8	1	1	.F.I{	F	I		I		I						{	M	0	0	0, 4, 1		0	0
1	1	3/8	3/8	6/8	1	1	.It6/iii	F	I		It6/iii	It	vii	o	6	b3	V/iii			It	0	0	0, 4, 10		10	0
2	2	1/8	1/8	6/8	1	1	V/iii	F	I		V/iii		V				iii			M	0	0	5, 9, 6		5	5
3	3	0	0	6/8	1	1	vii	F	I		vii		vii							m	0	0	5, 2, 6		5	5
3	3	3/8	3/8	6/8	1	1	viio64/#IV	F	I		viio64/#IV		vii	o	64		#IV			o	0	0	5, 11, 8		11	5
4	4	1/8	1/8	6/8	1	1	#IV6	F	I		#IV6		#IV		6					M	0	0	10, 7, 6		6	10
5	5	0	0	6/8	1	1	viio6/V	F	I		viio6/V		vii	o	6		V			o	0	0	3, 0, 6		6	3
5	5	3/8	3/8	6/8	1	1	.It6	F	I		It6	It	vii	o	6	b3	V			It	0	0	-4, 0, 6		6	-4
6	6	0	0	6/8	1	1	V(4)	F	I		V(4)		V			4				M	0	0	1, 0, 2		1	1
6	6	1/8	1/8	6/8	1	1	V	F	I		V		V							M	0	0	1, 5, 2		1	1
6	6	3/8	3/8	6/8	1	1	V7	F	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
7	7	1/8	1/8	6/8	1	1	vi	F	I		vi		vi							m	0	0	3, 0, 4		3	3
8	8	0	0	6/8	1	1	ii6	F	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
8	8	3/8	3/8	6/8	1	1	V7	F	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
9	9	0	0	6/8	1	1	I}	F	I		I		I						}	M	0	0	0, 4, 1		0	0
9	9	5/8	5/8	6/8	1	1	V{	F	I		V		V						{	M	0	0	1, 5, 2		1	1
10	10	0	0	6/8	1	1	I	F	I		I		I							M	0	0	0, 4, 1		0	0
10	10	3/16	3/16	6/8	1	1	V6	F	I		V6		V		6					M	0	0	5, 2, 1		1	5
10	10	1/4	1/4	6/8	1	1	I	F	I		I		I							M	0	0	0, 4, 1		0	0
10	10	5/16	5/16	6/8	1	1	V43	F	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
10	10	3/8	3/8	6/8	1	1	I6(#4#2)	F	I		I6(#4#2)		I		6	#4#2				M	0	0	9, 6, 0		0	9
10	10	7/16	7/16	6/8	1	1	I6	F	I		I6		I		6					M	0	0	4, 1, 0		0	4
10	10	9/16	9/16	6/8	1	1	IV(+2)	F	I		IV(+2)		IV			+2				M	0	0	-1, 3, 0	1	-1	-1
10	10	11/16	11/16	6/8	1	1	V43	F	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
10	10	23/32	23/32	6/8	1	1	I	F	I		I		I							M	0	0	0, 4, 1		0	0
11	11	0	0	6/8	1	1	V6	F	I		V6		V		6					M	0	0	5, 2, 1		1	5
11	11	3/16	3/16	6/8	1	1	#viio/ii	F	I		#viio/ii		#vii	o			ii			o	0	0	7, 4, 1		7	7
11	11	1/4	1/4	6/8	1	1	V43	F	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
11	11	5/16	5/16	6/8	1	1	#viio6/ii	F	I		#viio6/ii		#vii	o	6		ii			o	0	0	4, 1, 7		7	4
11	11	3/8	3/8	6/8	1	1	V2	F	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
11	11	7/16	7/16	6/8	1	1	#viio/ii	F	I		#viio/ii		#vii	o			ii			o	0	0	7, 4, 1		7	7
11	11	1/2	1/2	6/8	1	1	ii	F	I		ii		ii							m	0	0	2, -1, 3		2	2
11	11	5/8	5/8	6/8	1	1	V43	F	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
12	12	0	0	6/8	1	1	V65	F	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
12	12	3/16	3/16	6/8	1	1	#viio/ii	F	I		#viio/ii		#vii	o			ii			o	0	0	7, 4, 1		7	7
12	12	1/4	1/4	6/8	1	1	V43	F	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
12	12	5/16	5/16	6/8	1	1	I6	F	I		I6		I		6					M	0	0	4, 1, 0		0	4
12	12	7/16	7/16	6/8	1	1	IV(+2)	F	I		IV(+2)		IV			+2				M	0	0	-1, 3, 0	1	-1	-1
12	12	9/16	9/16	6/8	1	1	V6	F	I		V6		V		6					M	0	0	5, 2, 1		1	5
12	12	11/16	11/16	6/8	1	1	V7	F	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
13	13	0	0	6/8	1	1	I	F	I		I		I							M	0	0	0, 4, 1		0	0
13	13	3/16	3/16	6/8	1	1	I6(#4#2)	F	I		I6(#4#2)		I		6	#4#2				M	0	0	9, 6, 0		0	9
13	13	1/4	1/4	6/8	1	1	I6	F	I		I6		I		6					M	0	0	4, 1, 0		0	4
13	13	5/16	5/16	6/8	1	1	I64(#4#2)	F	I		I64(#4#2)		I		64	#4#2				M	0	0	6, 0, 9		0	6
13	13	3/8	3/8	6/8	1	1	I64	F	I		I64		I		64					M	0	0	1, 0, 4		0	1
13	13	7/16	7/16	6/8	1	1	I6(#4#2)	F	I		I6(#4#2)		I		6	#4#2				M	0	0	9, 6, 0		0	9
13	13	1/2	1/2	6/8	1	1	I6	F	I		I6		I		6					M	0	0	4, 1, 0		0	4
13	13	5/8	5/8	6/8	1	1	V2	F	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
14	14	0	0	6/8	1	1	I6	F	I		I6		I		6					M	0	0	4, 1, 0		0	4
14	14	1/4	1/4	6/8	1	1	V2	F	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
14	14	3/8	3/8	6/8	1	1	V6	F	I		V6		V		6					M	0	0	5, 2, 1		1	5
14	14	1/2	1/2	6/8	1	1	V7	F	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
14	14	5/8	5/8	6/8	1	1	I	F	I		I		I							M	0	0	0, 4, 1		0	0
15	15	1/8	1/8	6/8	1	1	I6	F	I		I6		I		6					M	0	0	4, 1, 0		0	4
15	15	1/4	1/4	6/8	1	1	V2	F	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
15	15	3/8	3/8	6/8	1	1	V6	F	I		V6		V		6					M	0	0	5, 2, 1		1	5
15	15	1/2	1/2	6/8	1	1	V7	F	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
15	15	5/8	5/8	6/8	1	1	vi	F	I		vi		vi							m	0	0	3, 0, 4		3	3
16	16	0	0	6/8	1	1	ii6	F	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
16	16	3/8	3/8	6/8	1	1	V7	F	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
17	17	0	0	6/8	1	1	I}{	F	I		I		I						}{	M	0	0	0, 4, 1		0	0
17	17	3/8	3/8	6/8	1	1	.Ger6/iii	F	I		Ger6/iii	Ger	vii	o	65	b3	V/iii			Ger	0	0	0, 4, 1, 10		10	0
18	18	0	0	6/8	1	1	V/iii	F	I		V/iii		V				iii			M	0	0	5, 9, 6		5	5
18	18	1/2	1/2	6/8	1	1	vii	F	I		vii		vii							m	0	0	5, 2, 6		5	5
19	19	3/8	3/8	6/8	1	1	viio43/#IV	F	I		viio43/#IV		vii	o	43		#IV			o7	0	0	5, 2, 11, 8		11	5
20	20	0	0	6/8	1	1	#IV6	F	I		#IV6		#IV		6					M	0	0	10, 7, 6		6	10
20	20	1/2	1/2	6/8	1	1	viio65/V	F	I		viio65/V		vii	o	65		V			o7	0	0	3, 0, -3, 6		6	3
21	21	3/8	3/8	6/8	1	1	.Ger6	F	I		Ger6	Ger	vii	o	65	b3	V			Ger	0	0	-4, 0, -3, 6		6	-4
22	22	0	0	6/8	1	1	V(b64)	F	I		V(b64)		V			b64				M	0	0	1, 0, -3		1	1
22	22	3/8	3/8	6/8	1	1	V.viio7	F	V		viio7		vii	o	7					o7	0	0	5, 2, -1, -4		5	5
23	23	0	0	6/8	1	1	viio2	F	V		viio2		vii	o	2					o7	0	0	-4, 5, 2, -1		5	-4
23	23	3/8	3/8	6/8	1	1	V7	F	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
24	24	0	0	6/8	1	1	viio2	F	V		viio2		vii	o	2					o7	0	0	-4, 5, 2, -1		5	-4
25	25	0	0	6/8	1	1	V7	F	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
25	25	1/4	1/4	6/8	1	1	V	F	V		V		V							M	0	0	1, 5, 2		1	1
25	25	3/8	3/8	6/8	1	1	V7	F	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
25	25	5/8	5/8	6/8	1	1	V6	F	V		V6		V		6					M	0	0	5, 2, 1		1	5
26	26	0	0	6/8	1	1	V	F	V		V		V							M	0	0	1, 5, 2		1	1
26	26	3/8	3/8	6/8	1	1	#viio7/vi	F	V		#viio7/vi		#vii	o	7		vi			o7	0	0	8, 5, 2, -1		8	8
27	27	0	0	6/8	1	1	vi	F	V		vi		vi							m	0	0	3, 0, 4		3	3
28	28	0	0	6/8	1	1	ii6	F	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
28	28	3/8	3/8	6/8	1	1	V}	F	V		V		V						}	M	0	0	1, 5, 2		1	1
