mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	1/2	3/4	1	1	.f.V{		f	i		V		V					{	M	1	1	1, 5, 2		1	1
2	1	0	0	3/4	1	1	i		f	i		i		i						m	1	1	0, -3, 1		0	0
2	1	1/2	1/2	3/4	1	1	V6		f	i		V6		V		6				M	1	1	5, 2, 1		1	5
3	2	0	0	3/4	1	1	i		f	i		i		i						m	1	1	0, -3, 1		0	0
4	3	0	0	3/4	1	1	iv		f	i		iv		iv						m	1	1	-1, -4, 0		-1	-1
4	3	1/2	1/2	3/4	1	1	#viio		f	i		#viio		#vii	o					o	1	1	5, 2, -1		5	5
5	4	0	0	3/4	1	1	i		f	i		i		i						m	1	1	0, -3, 1		0	0
5	4	1/2	1/2	3/4	1	1	III.viio		f	III		viio		vii	o					o	1	0	5, 2, -1		5	5
6	5	0	0	3/4	1	1	I		f	III		I		I						M	1	0	0, 4, 1		0	0
6	5	1/4	1/4	3/4	1	1	vi		f	III		vi		vi						m	1	0	3, 0, 4		3	3
6	5	1/2	1/2	3/4	1	1	V6		f	III		V6		V		6				M	1	0	5, 2, 1		1	5
7	6	0	0	3/4	1	1	I		f	III		I		I						M	1	0	0, 4, 1		0	0
7	6	1/4	1/4	3/4	1	1	vi		f	III		vi		vi						m	1	0	3, 0, 4		3	3
7	6	1/2	1/2	3/4	1	1	ii6		f	III		ii6		ii		6				m	1	0	-1, 3, 2		2	-1
8	7	0	0	3/4	1	1	V(64)		f	III		V(64)		V			64			M	1	0	1, 0, 4		1	1
8	7	1/2	1/2	3/4	1	1	V7		f	III		V7		V		7				Mm7	1	0	1, 5, 2, -1		1	1
9	8	0	0	3/4	1	1	I}		f	III		I		I					}	M	1	0	0, 4, 1		0	0
10	8	0	1/2	3/4	1	1	i.V{		f	i		V		V					{	M	1	1	1, 5, 2		1	1
11	9	1/2	1/2	3/4	1	1	VIM43		f	i		VIM43		VI	M	43				MM7	1	1	-3, 1, -4, 0		-4	-3
12	10	0	0	3/4	1	1	iv		f	i		iv		iv						m	1	1	-1, -4, 0		-1	-1
12	10	1/2	1/2	3/4	1	1	iio6		f	i		iio6		ii	o	6				o	1	1	-1, -4, 2		2	-1
13	11	1/2	1/2	3/4	1	1	VII43		f	i		VII43		VII		43				Mm7	1	1	-1, -4, -2, 2		-2	-1
14	12	0	0	3/4	1	1	v		f	i		v		v						m	1	1	1, -2, 2		1	1
14	12	1/2	1/2	3/4	1	1	#viio6/iv		f	i		#viio6/iv		#vii	o	6		iv		o	1	1	1, -2, 4		4	1
15	13	1/2	1/2	3/4	1	1	V43/iv		f	i		V43/iv		V		43		iv		Mm7	1	1	1, -2, 0, 4		0	1
16	14	0	0	3/4	1	1	iv6(#7)		f	i		iv6(#7)		iv		6	#7			m	1	1	-4, 0, 4		-1	-4
16	14	1/2	1/2	3/4	1	1	iv6		f	i		iv6		iv		6				m	1	1	-4, 0, -1		-1	-4
17	15	0	0	3/4	1	1	.It6		f	i		It6	It	vii	o	6	b3	V		M	1	1	-4, 0, 6		6	-4
17	15	1/2	1/2	3/4	1	1	.Fr6		f	i		Fr6	Fr	V		7	b5	V		M	1	1	2, 6, -4, 0		2	2
18	16	0	0	3/4	1	1	V}		f	i		V		V					}	M	1	1	1, 5, 2		1	1
18	16	1/2	1/2	3/4	1	1	{		f	i									{		1	1				
19	17	0	0	3/4	1	1	i		f	i		i		i						m	1	1	0, -3, 1		0	0
19	17	1/2	1/2	3/4	1	1	V6		f	i		V6		V		6				M	1	1	5, 2, 1		1	5
20	18	0	0	3/4	1	1	i		f	i		i		i						m	1	1	0, -3, 1		0	0
21	19	0	0	3/4	1	1	iv		f	i		iv		iv						m	1	1	-1, -4, 0		-1	-1
21	19	1/2	1/2	3/4	1	1	#viio		f	i		#viio		#vii	o					o	1	1	5, 2, -1		5	5
22	20	0	0	3/4	1	1	i		f	i		i		i						m	1	1	0, -3, 1		0	0
23	21	0	0	3/4	1	1	iv		f	i		iv		iv						m	1	1	-1, -4, 0		-1	-1
23	21	1/2	1/2	3/4	1	1	#viio		f	i		#viio		#vii	o					o	1	1	5, 2, -1		5	5
24	22	0	0	3/4	1	1	i		f	i		i		i						m	1	1	0, -3, 1		0	0
25	23	0	0	3/4	1	1	#viio43(4)		f	i		#viio43(4)		#vii	o	43	4			o7	1	1	-1, -4, 5, -3		5	-1
25	23	1/2	1/2	3/4	1	1	#viio7		f	i		#viio7		#vii	o	7				o7	1	1	5, 2, -1, -4		5	5
26	24	0	0	3/4	1	1	#viio43(4)		f	i		#viio43(4)		#vii	o	43	4			o7	1	1	-1, -4, 5, -3		5	-1
26	24	1/2	1/2	3/4	1	1	#viio7		f	i		#viio7		#vii	o	7				o7	1	1	5, 2, -1, -4		5	5
27	25	0	0	3/4	1	1	V(64)		f	i		V(64)		V			64			M	1	1	1, 0, -3		1	1
27	25	1/4	1/4	3/4	1	1	V7		f	i		V7		V		7				Mm7	1	1	1, 5, 2, -1		1	1
28	26	0	0	3/4	1	1	i		f	i		i		i						m	1	1	0, -3, 1		0	0
29	27	0	0	3/4	1	1	#viio43(4)		f	i		#viio43(4)		#vii	o	43	4			o7	1	1	-1, -4, 5, -3		5	-1
29	27	1/2	1/2	3/4	1	1	#viio7		f	i		#viio7		#vii	o	7				o7	1	1	5, 2, -1, -4		5	5
30	28	0	0	3/4	1	1	#viio43(4)		f	i		#viio43(4)		#vii	o	43	4			o7	1	1	-1, -4, 5, -3		5	-1
30	28	1/2	1/2	3/4	1	1	#viio7		f	i		#viio7		#vii	o	7				o7	1	1	5, 2, -1, -4		5	5
31	29	0	0	3/4	1	1	V(64)		f	i		V(64)		V			64			M	1	1	1, 0, -3		1	1
31	29	1/4	1/4	3/4	1	1	V7		f	i		V7		V		7				Mm7	1	1	1, 5, 2, -1		1	1
32	30	0	0	3/4	1	1	i}		f	i		i		i					}	m	1	1	0, -3, 1		0	0
32	30	1/2	1/2	3/4	1	1	V{		f	i		V		V					{	M	1	1	1, 5, 2		1	1
33	31	0	0	3/4	1	1	V7		f	i		V7		V		7				Mm7	1	1	1, 5, 2, -1		1	1
33	31	1/2	1/2	3/4	1	1	V(64)		f	i		V(64)		V			64			M	1	1	1, 0, -3		1	1
34	32	0	0	3/4	1	1	V7		f	i		V7		V		7				Mm7	1	1	1, 5, 2, -1		1	1
34	32	1/2	1/2	3/4	1	1	V(64)		f	i		V(64)		V			64			M	1	1	1, 0, -3		1	1
35	33	0	0	3/4	1	1	V7		f	i		V7		V		7				Mm7	1	1	1, 5, 2, -1		1	1
36	34	0	0	3/4	1	1	i		f	i		i		i						m	1	1	0, -3, 1		0	0
37	35	0	0	3/4	1	1	V7		f	i		V7		V		7				Mm7	1	1	1, 5, 2, -1		1	1
37	35	1/2	1/2	3/4	1	1	V(64)		f	i		V(64)		V			64			M	1	1	1, 0, -3		1	1
38	36	0	0	3/4	1	1	V7		f	i		V7		V		7				Mm7	1	1	1, 5, 2, -1		1	1
38	36	1/2	1/2	3/4	1	1	V		f	i		V		V						M	1	1	1, 5, 2		1	1
39	37	0	0	3/4	1	1	i}		f	i		i		i					}	m	1	1	0, -3, 1		0	0
41	38	0	1/2	3/4	1	1	VI.I{		f	VI		I		I					{	M	1	0	0, 4, 1		0	0
44	41	0	0	3/4	1	1	ii2(2)		f	VI		ii2(2)		ii		2	2			mm7	1	0	0, 4, -1, 3		2	0
45	42	0	0	3/4	1	1	ii2		f	VI		ii2		ii		2				mm7	1	0	0, 2, -1, 3		2	0
46	43	0	0	3/4	1	1	V65		f	VI		V65		V		65				Mm7	1	0	5, 2, -1, 1		1	5
48	45	0	0	3/4	1	1	I(94)		f	VI		I(94)		I			94			M	1	0	0, -1, 1	2	0	0
49	46	0	0	3/4	1	1	I		f	VI		I		I						M	1	0	0, 4, 1		0	0
50	47	0	0	3/4	1	1	IV/V		f	VI		IV/V		IV				V		M	1	0	0, 4, 1		0	0
51	48	0	0	3/4	1	1	I6/V		f	VI		I6/V		I		6		V		M	1	0	5, 2, 1		1	5
52	49	0	0	3/4	1	1	V43(4)/V		f	VI		V43(4)/V		V		43	4	V		Mm7	1	0	3, 0, 2, 1		2	3
53	50	0	0	3/4	1	1	V43(+4)/V		f	VI		V43(+4)/V		V		43	+4	V		Mm7	1	0	3, 0, 2, 6	1	2	3
53	50	1/2	1/2	3/4	1	1	I6/V		f	VI		I6/V		I		6		V		M	1	0	5, 2, 1		1	5
54	51	0	0	3/4	1	1	ii6(9)/V		f	VI		ii6(9)/V		ii		6	9	V		m	1	0	0, 4, 3	5	3	0
54	51	1/4	1/4	3/4	1	1	ii6/V		f	VI		ii6/V		ii		6		V		m	1	0	0, 4, 3		3	0
54	51	1/2	1/2	3/4	1	1	viio7/V/V		f	VI		viio7/V/V		vii	o	7		V/V		o7	1	0	7, 4, 1, -2		7	7
55	52	0	0	3/4	1	1	V(64)/V		f	VI		V(64)/V		V			64	V		M	1	0	2, 1, 5		2	2
55	52	1/2	1/2	3/4	1	1	V7/V		f	VI		V7/V		V		7		V		Mm7	1	0	2, 6, 3, 0		2	2
56	53	0	0	3/4	1	1	I(974)/V}		f	VI		I(974)/V		I			974	V	}	M	1	0	1, 0, 2	3, 6	1	1
57	54	0	0	3/4	1	1	I/V		f	VI		I/V		I				V		M	1	0	1, 5, 2		1	1
57	54	1/2	1/2	3/4	1	1	I{		f	VI		I		I					{	M	1	0	0, 4, 1		0	0
60	57	0	0	3/4	1	1	ii2(2)		f	VI		ii2(2)		ii		2	2			mm7	1	0	0, 4, -1, 3		2	0
61	58	0	0	3/4	1	1	ii6		f	VI		ii6		ii		6				m	1	0	-1, 3, 2		2	-1
61	58	1/4	1/4	3/4	1	1	ii		f	VI		ii		ii						m	1	0	2, -1, 3		2	2
61	58	1/2	1/2	3/4	1	1	#viio6/vi		f	VI		#viio6/vi		#vii	o	6		vi		o	1	0	5, 2, 8		8	5
61	58	5/8	5/8	3/4	1	1	vi		f	VI		vi		vi						m	1	0	3, 0, 4		3	3
62	59	0	0	3/4	1	1	#viio7/vi		f	VI		#viio7/vi		#vii	o	7		vi		o7	1	0	8, 5, 2, -1		8	8
65	62	0	0	3/4	1	1	vi6		f	VI		vi6		vi		6				m	1	0	0, 4, 3		3	0
65	62	1/4	1/4	3/4	1	1	vi		f	VI		vi		vi						m	1	0	3, 0, 4		3	3
65	62	1/2	1/2	3/4	1	1	#viio6/iii		f	VI		#viio6/iii		#vii	o	6		iii		o	1	0	6, 3, 9		9	6
