mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	0.5	0	3/8	2/4	2	1	g.V{	g	i		V		V						{	M	1	1	1, 5, 2		1	1
2	1	1/2	0.5	0	0	2/4	2	1	i	g	i		i		i							m	1	1	0, -3, 1		0	0
2	1	1	0.5	1/8	1/8	2/4	2	1	i6	g	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
2	1	3/2	0.5	1/4	1/4	2/4	2	1	#viio6	g	i		#viio6		#vii	o	6					o	1	1	2, -1, 5		5	2
2	1	2	0.5	3/8	3/8	2/4	2	1	i	g	i		i		i							m	1	1	0, -3, 1		0	0
3	2	5/2	2.0	0	0	2/4	2	1	V65	g	i		V65		V		65					Mm7	1	1	5, 2, -1, 1		1	5
4	3	9/2	0.5	0	0	2/4	2	1	i	g	i		i		i							m	1	1	0, -3, 1		0	0
4	3	5	0.5	1/8	1/8	2/4	2	1	i6	g	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
4	3	11/2	0.5	1/4	1/4	2/4	2	1	#viio6	g	i		#viio6		#vii	o	6					o	1	1	2, -1, 5		5	2
4	3	6	0.5	3/8	3/8	2/4	2	1	i	g	i		i		i							m	1	1	0, -3, 1		0	0
5	4	13/2	2.0	0	0	2/4	2	1	iv	g	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
6	5	17/2	2.0	0	0	2/4	2	1	i6	g	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
7	6	21/2	2.0	0	0	2/4	2	1	V65	g	i		V65		V		65					Mm7	1	1	5, 2, -1, 1		1	5
8	7	25/2	1.0	0	0	2/4	2	1	i	g	i		i		i							m	1	1	0, -3, 1		0	0
8	7	27/2	1.0	1/4	1/4	2/4	2	1	iio6	g	i		iio6		ii	o	6					o	1	1	-1, -4, 2		2	-1
9	8	29/2	1.0	0	0	2/4	2	1	V(64)	g	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
9	8	31/2	1.0	1/4	1/4	2/4	2	1	V|HC}	g	i		V		V					HC	}	M	1	1	1, 5, 2		1	1
9	8	16	0.0	3/8	3/8	2/4	2	1	{	g	i										{		1	1				
10	9	33/2	0.5	0	0	2/4	2	1	i	g	i		i		i							m	1	1	0, -3, 1		0	0
10	9	17	0.5	1/8	1/8	2/4	2	1	i6	g	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
10	9	35/2	0.5	1/4	1/4	2/4	2	1	#viio6	g	i		#viio6		#vii	o	6					o	1	1	2, -1, 5		5	2
10	9	18	0.5	3/8	3/8	2/4	2	1	i	g	i		i		i							m	1	1	0, -3, 1		0	0
11	10	37/2	2.0	0	0	2/4	2	1	V65	g	i		V65		V		65					Mm7	1	1	5, 2, -1, 1		1	5
12	11	41/2	0.5	0	0	2/4	2	1	i	g	i		i		i							m	1	1	0, -3, 1		0	0
12	11	21	0.5	1/8	1/8	2/4	2	1	i6	g	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
12	11	43/2	0.5	1/4	1/4	2/4	2	1	#viio6	g	i		#viio6		#vii	o	6					o	1	1	2, -1, 5		5	2
12	11	22	0.5	3/8	3/8	2/4	2	1	i	g	i		i		i							m	1	1	0, -3, 1		0	0
13	12	45/2	1.5	0	0	2/4	2	1	iv	g	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
13	12	24	0.5	3/8	3/8	2/4	2	1	III.viio6	g	III		viio6		vii	o	6					o	1	0	2, -1, 5		5	2
14	13	49/2	2.0	0	0	2/4	2	1	I6	g	III		I6		I		6					M	1	0	4, 1, 0		0	4
15	14	53/2	0.5	0	0	2/4	2	1	ii6(2)	g	III		ii6(2)		ii		6	2				m	1	0	-1, 3, 4		2	-1
15	14	27	0.5	1/8	1/8	2/4	2	1	ii6	g	III		ii6		ii		6					m	1	0	-1, 3, 2		2	-1
15	14	55/2	0.5	1/4	1/4	2/4	2	1	V6/V	g	III		V6/V		V		6		V			M	1	0	6, 3, 2		2	6
15	14	28	0.5	3/8	3/8	2/4	2	1	V65/V	g	III		V65/V		V		65		V			Mm7	1	0	6, 3, 0, 2		2	6
16	15	57/2	2.0	0	0	2/4	2	1	V|HC}	g	III		V		V					HC	}	M	1	0	1, 5, 2		1	1
17	16	61/2	2.0	0	0	2/4	2	1	V65{	g	III		V65		V		65				{	Mm7	1	0	5, 2, -1, 1		1	5
18	17	65/2	2.0	0	0	2/4	2	1	I	g	III		I		I							M	1	0	0, 4, 1		0	0
19	18	69/2	2.0	0	0	2/4	2	1	V65	g	III		V65		V		65					Mm7	1	0	5, 2, -1, 1		1	5
20	19	73/2	2.0	0	0	2/4	2	1	I	g	III		I		I							M	1	0	0, 4, 1		0	0
21	20	77/2	2.0	0	0	2/4	2	1	V65	g	III		V65		V		65					Mm7	1	0	5, 2, -1, 1		1	5
22	21	81/2	1.0	0	0	2/4	2	1	I|EC}{	g	III		I		I					EC	}{	M	1	0	0, 4, 1		0	0
22	21	83/2	1.0	1/4	1/4	2/4	2	1	V2/IV	g	III		V2/IV		V		2		IV			Mm7	1	0	-2, 0, 4, 1		0	-2
23	22	85/2	1.0	0	0	2/4	2	1	IV6	g	III		IV6		IV		6					M	1	0	3, 0, -1		-1	3
23	22	87/2	1.0	1/4	1/4	2/4	2	1	IV	g	III		IV		IV							M	1	0	-1, 3, 0		-1	-1
24	23	89/2	1.0	0	0	2/4	2	1	V(64)	g	III		V(64)		V			64				M	1	0	1, 0, 4		1	1
24	23	91/2	1.0	1/4	1/4	2/4	2	1	V7	g	III		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
25	24	93/2	3.0	0	0	2/4	2	1	I|EC}	g	III		I		I					EC	}	M	1	0	0, 4, 1		0	0
26	25	97/2	0.0	0	0	2/4	2	1	{	g	III										{		1	0				
26	25	99/2	1.0	1/4	1/4	2/4	2	1	V2/IV	g	III		V2/IV		V		2		IV			Mm7	1	0	-2, 0, 4, 1		0	-2
27	26	101/2	1.0	0	0	2/4	2	1	IV6	g	III		IV6		IV		6					M	1	0	3, 0, -1		-1	3
27	26	103/2	1.0	1/4	1/4	2/4	2	1	IV	g	III		IV		IV							M	1	0	-1, 3, 0		-1	-1
28	27	105/2	1.0	0	0	2/4	2	1	I6	g	III		I6		I		6					M	1	0	4, 1, 0		0	4
28	27	107/2	1.0	1/4	1/4	2/4	2	1	ii6	g	III		ii6		ii		6					m	1	0	-1, 3, 2		2	-1
29	28	109/2	1.0	0	0	2/4	2	1	V(64)	g	III		V(64)		V			64				M	1	0	1, 0, 4		1	1
29	28	111/2	1.0	1/4	1/4	2/4	2	1	V7	g	III		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
30	29	113/2	2.0	0	0	2/4	2	1	I|PAC}{	g	III		I		I					PAC	}{	M	1	0	0, 4, 1		0	0
31	30	117/2	1.0	0	0	2/4	2	1	V43	g	III		V43		V		43					Mm7	1	0	2, -1, 1, 5		1	2
31	30	119/2	1.0	1/4	1/4	2/4	2	1	V7	g	III		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
32	31	121/2	2.0	0	0	2/4	2	1	I|PAC}{	g	III		I		I					PAC	}{	M	1	0	0, 4, 1		0	0
33	32	125/2	1.0	0	0	2/4	2	1	V43	g	III		V43		V		43					Mm7	1	0	2, -1, 1, 5		1	2
33	32	127/2	1.0	1/4	1/4	2/4	2	1	V7	g	III		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
34	33	129/2	1.0	0	0	2/4	2	1	I(974)	g	III		I(974)		I			974				M	1	0	0, -1, 1	2, 5	0	0
34	33	131/2	3.0	1/4	1/4	2/4	2	1	I|PAC}	g	III		I		I					PAC	}	M	1	0	0, 4, 1		0	0
35	33	66	0.0	0	3/8	2/4	2	1	{	g	III										{		1	0				
37	35	137/2	2.0	0	0	2/4	2	1	VI.V2	g	VI		V2		V		2					Mm7	1	0	-1, 1, 5, 2		1	-1
38	36	141/2	2.0	0	0	2/4	2	1	I6	g	VI		I6		I		6					M	1	0	4, 1, 0		0	4
39	37	145/2	1.0	0	0	2/4	2	1	ii6	g	VI		ii6		ii		6					m	1	0	-1, 3, 2		2	-1
39	37	147/2	1.0	1/4	1/4	2/4	2	1	V7	g	VI		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
40	38	149/2	2.0	0	0	2/4	2	1	I|PAC}{	g	VI		I		I					PAC	}{	M	1	0	0, 4, 1		0	0
41	39	153/2	2.0	0	0	2/4	2	1	viio6	g	VI		viio6		vii	o	6					o	1	0	2, -1, 5		5	2
42	40	157/2	2.0	0	0	2/4	2	1	I6	g	VI		I6		I		6					M	1	0	4, 1, 0		0	4
43	41	161/2	1.0	0	0	2/4	2	1	IV	g	VI		IV		IV							M	1	0	-1, 3, 0		-1	-1
43	41	163/2	1.0	1/4	1/4	2/4	2	1	V	g	VI		V		V							M	1	0	1, 5, 2		1	1
44	42	165/2	0.5	0	0	2/4	2	1	I(4)	g	VI		I(4)		I			4				M	1	0	0, -1, 1		0	0
44	42	83	1.5	1/8	1/8	2/4	2	1	I|EC}{	g	VI		I		I					EC	}{	M	1	0	0, 4, 1		0	0
45	43	169/2	2.0	0	0	2/4	2	1	viio6	g	VI		viio6		vii	o	6					o	1	0	2, -1, 5		5	2
