mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	2/4	1	1	.F#.It6{		F#	I		It6	It	vii	o	6	b3	V	{	It	0	0	-4, 0, 6		6	-4
1	1	3/8	3/8	2/4	1	1	V		F#	I		V		V						M	0	0	1, 5, 2		1	1
2	2	0	0	2/4	1	1	V2		F#	I		V2		V		2				Mm7	0	0	-1, 1, 5, 2		1	-1
2	2	3/8	3/8	2/4	1	1	I6		F#	I		I6		I		6				M	0	0	4, 1, 0		0	4
3	3	0	0	2/4	1	1	ii		F#	I		ii		ii						m	0	0	2, -1, 3		2	2
3	3	3/16	3/16	2/4	1	1	I6		F#	I		I6		I		6				M	0	0	4, 1, 0		0	4
3	3	1/4	1/4	2/4	1	1	ii6		F#	I		ii6		ii		6				m	0	0	-1, 3, 2		2	-1
3	3	3/8	3/8	2/4	1	1	vii%7/V		F#	I		vii%7/V		vii	%	7		V		%7	0	0	6, 3, 0, 4		6	6
4	4	0	0	2/4	1	1	V}		F#	I		V		V					}	M	0	0	1, 5, 2		1	1
5	5	0	0	2/4	1	1	viio43/IV{		F#	I		viio43/IV		vii	o	43		IV	{	o7	0	0	-2, -5, 4, 1		4	-2
5	5	3/8	3/8	2/4	1	1	I6/IV		F#	I		I6/IV		I		6		IV		M	0	0	3, 0, -1		-1	3
6	6	0	0	2/4	1	1	viio6/IV		F#	I		viio6/IV		vii	o	6		IV		o	0	0	1, -2, 4		4	1
6	6	3/8	3/8	2/4	1	1	I/IV		F#	I		I/IV		I				IV		M	0	0	-1, 3, 0		-1	-1
7	7	0	0	2/4	1	1	IV/IV		F#	I		IV/IV		IV				IV		M	0	0	-2, 2, -1		-2	-2
7	7	3/16	3/16	2/4	1	1	ii6/IV		F#	I		ii6/IV		ii		6		IV		m	0	0	-2, 2, 1		1	-2
7	7	1/4	1/4	2/4	1	1	V(64)/IV		F#	I		V(64)/IV		V			64	IV		M	0	0	0, -1, 3		0	0
7	7	3/8	3/8	2/4	1	1	V7/IV		F#	I		V7/IV		V		7		IV		Mm7	0	0	0, 4, 1, -2		0	0
8	8	0	0	2/4	1	1	I/IV}		F#	I		I/IV		I				IV	}	M	0	0	-1, 3, 0		-1	-1
9	9	0	0	2/4	1	1	IV6{		F#	I		IV6		IV		6			{	M	0	0	3, 0, -1		-1	3
9	9	3/8	3/8	2/4	1	1	I64		F#	I		I64		I		64				M	0	0	1, 0, 4		0	1
10	10	0	0	2/4	1	1	IV		F#	I		IV		IV						M	0	0	-1, 3, 0		-1	-1
10	10	3/8	3/8	2/4	1	1	I6		F#	I		I6		I		6				M	0	0	4, 1, 0		0	4
11	11	0	0	2/4	1	1	ii7		F#	I		ii7		ii		7				mm7	0	0	2, -1, 3, 0		2	2
11	11	3/16	3/16	2/4	1	1	I6		F#	I		I6		I		6				M	0	0	4, 1, 0		0	4
11	11	1/4	1/4	2/4	1	1	ii65		F#	I		ii65		ii		65				mm7	0	0	-1, 3, 0, 2		2	-1
11	11	3/8	3/8	2/4	1	1	V		F#	I		V		V						M	0	0	1, 5, 2		1	1
12	12	0	0	2/4	1	1	I}{		F#	I		I		I					}{	M	0	0	0, 4, 1		0	0
12	12	1/8	1/8	2/4	1	1	I64		F#	I		I64		I		64				M	0	0	1, 0, 4		0	1
12	12	1/4	1/4	2/4	1	1	IV6		F#	I		IV6		IV		6				M	0	0	3, 0, -1		-1	3
12	12	3/8	3/8	2/4	1	1	I64		F#	I		I64		I		64				M	0	0	1, 0, 4		0	1
