mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	1.5	0	0	6/8	2	1		Eb.V7{	Eb	I		V7	V		7				{	Mm7	0	0	1, 5, 2, -1		1	1
1	1	3/2	1.5	3/8	3/8	6/8	2	1		viio	Eb	I		viio	vii	o						o	0	0	5, 2, -1		5	5
2	2	3	1.5	0	0	6/8	2	1		V43	Eb	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
2	2	9/2	1.5	3/8	3/8	6/8	2	1		V7	Eb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
3	3	6	1.5	0	0	6/8	2	1		viio	Eb	I		viio	vii	o						o	0	0	5, 2, -1		5	5
3	3	15/2	1.5	3/8	3/8	6/8	2	1		V43	Eb	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
4	4	9	1.5	0	0	6/8	2	1		V65	Eb	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
4	4	21/2	1.5	3/8	3/8	6/8	2	1		V43	Eb	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
5	5	12	1.5	0	0	6/8	2	1		viio6	Eb	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
5	5	27/2	1.5	3/8	3/8	6/8	2	1		V6	Eb	I		V6	V		6					M	0	0	5, 2, 1		1	5
6	6	15	1.5	0	0	6/8	2	1		viio6	Eb	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
6	6	33/2	1.5	3/8	3/8	6/8	2	1		V6	Eb	I		V6	V		6					M	0	0	5, 2, 1		1	5
7	7	18	1.5	0	0	6/8	2	1		viio6	Eb	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
7	7	39/2	1.5	3/8	3/8	6/8	2	1		V6	Eb	I		V6	V		6					M	0	0	5, 2, 1		1	5
8	8	21	1.5	0	0	6/8	2	1		viio6	Eb	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
8	8	45/2	1.5	3/8	3/8	6/8	2	1		V6	Eb	I		V6	V		6					M	0	0	5, 2, 1		1	5
9	9	24	1.5	0	0	6/8	2	1		V7	Eb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
9	9	51/2	1.5	3/8	3/8	6/8	2	1		V6	Eb	I		V6	V		6					M	0	0	5, 2, 1		1	5
10	10	27	1.5	0	0	6/8	2	1		V65	Eb	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
10	10	57/2	1.5	3/8	3/8	6/8	2	1		V2	Eb	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
11	11	30	1.5	0	0	6/8	2	1		I|IAC}{	Eb	I		I	I					IAC	}{	M	0	0	0, 4, 1		0	0
11	11	63/2	1.5	3/8	3/8	6/8	2	1		V7	Eb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
12	12	33	2.5	0	0	6/8	2	1		I	Eb	I		I	I							M	0	0	0, 4, 1		0	0
12	12	71/2	0.5	5/8	5/8	6/8	2	1		V65/ii	Eb	I		V65/ii	V		65		ii			Mm7	0	0	7, 4, 1, 3		3	7
13	13	36	1.5	0	0	6/8	2	1		ii	Eb	I		ii	ii							m	0	0	2, -1, 3		2	2
13	13	75/2	1.5	3/8	3/8	6/8	2	1		V7/ii	Eb	I		V7/ii	V		7		ii			Mm7	0	0	3, 7, 4, 1		3	3
14	14	39	1.5	0	0	6/8	2	1		ii	Eb	I		ii	ii							m	0	0	2, -1, 3		2	2
14	14	81/2	1.5	3/8	3/8	6/8	2	1		V65	Eb	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
15	15	42	1.5	0	0	6/8	2	1		I	Eb	I		I	I							M	0	0	0, 4, 1		0	0
15	15	87/2	1.5	3/8	3/8	6/8	2	1		ii6	Eb	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
16	16	45	1.5	0	0	6/8	2	1		V(64)	Eb	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
16	16	93/2	1.5	3/8	3/8	6/8	2	1		V7	Eb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
17	17	48	1.5	0	0	6/8	2	1		I|PAC}{	Eb	I		I	I					PAC	}{	M	0	0	0, 4, 1		0	0
17	17	99/2	1.5	3/8	3/8	6/8	2	1		V65	Eb	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
18	18	51	2.5	0	0	6/8	2	1		I	Eb	I		I	I							M	0	0	0, 4, 1		0	0
18	18	107/2	0.5	5/8	5/8	6/8	2	1		V6/ii	Eb	I		V6/ii	V		6		ii			M	0	0	7, 4, 3		3	7
19	19	54	1.5	0	0	6/8	2	1		ii	Eb	I		ii	ii							m	0	0	2, -1, 3		2	2
19	19	111/2	1.5	3/8	3/8	6/8	2	1		V65/ii	Eb	I		V65/ii	V		65		ii			Mm7	0	0	7, 4, 1, 3		3	7
20	20	57	1.5	0	0	6/8	2	1		ii	Eb	I		ii	ii							m	0	0	2, -1, 3		2	2
20	20	117/2	1.5	3/8	3/8	6/8	2	1		V6	Eb	I		V6	V		6					M	0	0	5, 2, 1		1	5
21	21	60	1.5	0	0	6/8	2	1		I	Eb	I		I	I							M	0	0	0, 4, 1		0	0
21	21	123/2	1.5	3/8	3/8	6/8	2	1		ii6	Eb	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
22	22	63	1.5	0	0	6/8	2	1		V(64)	Eb	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
22	22	129/2	1.5	3/8	3/8	6/8	2	1		V	Eb	I		V	V							M	0	0	1, 5, 2		1	1
