mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
65	61	3/8	3/8	6/8	1	1	vi7		ab	I		vi7	vi		7				mm7	1	0	3, 0, 4, 1		3	3
65	61	1/2	1/2	6/8	1	1	V		ab	I		V	V						M	1	0	1, 5, 2		1	1
65	61	5/8	5/8	6/8	1	1	V2		ab	I		V2	V		2				Mm7	1	0	-1, 1, 5, 2		1	-1
66	62	0	0	6/8	1	1	I6		ab	I		I6	I		6				M	1	0	4, 1, 0		0	4
66	62	1/8	1/8	6/8	1	1	ii7		ab	I		ii7	ii		7				mm7	1	0	2, -1, 3, 0		2	2
66	62	3/8	3/8	6/8	1	1	V65/ii		ab	I		V65/ii	V		65		ii		Mm7	1	0	7, 4, 1, 3		3	7
67	63	0	0	6/8	1	1	ii6		ab	I		ii6	ii		6				m	1	0	-1, 3, 2		2	-1
67	63	1/8	1/8	6/8	1	1	ii%7/ii		ab	I		ii%7/ii	ii	%	7		ii		%7	1	0	4, 1, -2, 2		4	4
67	63	3/8	3/8	6/8	1	1	viio6		ab	I		viio6	vii	o	6				o	1	0	2, -1, 5		5	2
68	64	0	0	6/8	1	1	I6		ab	I		I6	I		6				M	1	0	4, 1, 0		0	4
68	64	3/8	3/8	6/8	1	1	ii65		ab	I		ii65	ii		65				mm7	1	0	-1, 3, 0, 2		2	-1
68	64	1/2	1/2	6/8	1	1	V65/V		ab	I		V65/V	V		65		V		Mm7	1	0	6, 3, 0, 2		2	6
69	65	0	0	6/8	1	1	V		ab	I		V	V						M	1	0	1, 5, 2		1	1
69	65	3/8	3/8	6/8	1	1	V7		ab	I		V7	V		7				Mm7	1	0	1, 5, 2, -1		1	1
70	66	0	0	6/8	1	1	#viio7/vi		ab	I		#viio7/vi	#vii	o	7		vi		o7	1	0	8, 5, 2, -1		8	8
70	66	1/4	1/4	6/8	1	1	VI6/vi		ab	I		VI6/vi	VI		6		vi		M	1	0	3, 0, -1		-1	3
70	66	3/8	3/8	6/8	1	1	V65/vi		ab	I		V65/vi	V		65		vi		Mm7	1	0	8, 5, 2, 4		4	8
71	67	0	0	6/8	1	1	V/ii		ab	I		V/ii	V				ii		M	1	0	3, 7, 4		3	3
71	67	3/8	3/8	6/8	1	1	V7/ii		ab	I		V7/ii	V		7		ii		Mm7	1	0	3, 7, 4, 1		3	3
72	68	0	0	6/8	1	1	#viio7/vii		ab	I		#viio7/vii	#vii	o	7		vii		o7	1	0	10, 7, 4, 1		10	10
72	68	1/4	1/4	6/8	1	1	VI6/vii		ab	I		VI6/vii	VI		6		vii		M	1	0	5, 2, 1		1	5
72	68	3/8	3/8	6/8	1	1	V6/vii		ab	I		V6/vii	V		6		vii		M	1	0	10, 7, 6		6	10
72	68	1/2	1/2	6/8	1	1	vii		ab	I		vii	vii						m	1	0	5, 2, 6		5	5
72	68	5/8	5/8	6/8	1	1	#viio6/vii		ab	I		#viio6/vii	#vii	o	6		vii		o	1	0	7, 4, 10		10	7
73	69	0	0	6/8	1	1	V/iii		ab	I		V/iii	V				iii		M	1	0	5, 9, 6		5	5
73	69	1/8	1/8	6/8	1	1	#viio6/iii		ab	I		#viio6/iii	#vii	o	6		iii		o	1	0	6, 3, 9		9	6
73	69	1/4	1/4	6/8	1	1	iii		ab	I		iii	iii						m	1	0	4, 1, 5		4	4
73	69	3/8	3/8	6/8	1	1	#viio7/iii		ab	I		#viio7/iii	#vii	o	7		iii		o7	1	0	9, 6, 3, 0		9	9
74	70	0	0	6/8	1	1	#viio65/iii		ab	I		#viio65/iii	#vii	o	65		iii		o7	1	0	6, 3, 0, 9		9	6
74	70	3/8	3/8	6/8	1	1	iii6	V	ab	I		iii6	iii		6				m	1	0	1, 5, 4		4	1
74	70	5/8	5/8	6/8	1	1	ii6	IV	ab	I		ii6	ii		6				m	1	0	-1, 3, 2		2	-1
75	71	0	0	6/8	1	1	V6		ab	I		V6	V		6				M	1	0	5, 2, 1		1	5
75	71	3/8	3/8	6/8	1	1	ii6/V		ab	I		ii6/V	ii		6		V		m	1	0	0, 4, 3		3	0
75	71	5/8	5/8	6/8	1	1	viio6/V		ab	I		viio6/V	vii	o	6		V		o	1	0	3, 0, 6		6	3
76	72	0	0	6/8	1	1	V6		ab	I		V6	V		6				M	1	0	5, 2, 1		1	5
76	72	1/4	1/4	6/8	1	1	iii64		ab	I		iii64	iii		64				m	1	0	5, 4, 1		4	5
76	72	3/8	3/8	6/8	1	1	vii(4)		ab	I		vii(4)	vii			4			m	1	0	5, 4, 6		5	5
76	72	5/8	5/8	6/8	1	1	vii		ab	I		vii	vii						m	1	0	5, 2, 6		5	5
77	73	0	0	6/8	1	1	iii		ab	I		iii	iii						m	1	0	4, 1, 5		4	4
77	73	3/8	3/8	6/8	1	1	V65/ii		ab	I		V65/ii	V		65		ii		Mm7	1	0	7, 4, 1, 3		3	7
78	74	0	0	6/8	1	1	iio/iii		ab	I		iio/iii	ii	o			iii		o	1	0	6, 3, 0		6	6
78	74	3/8	3/8	6/8	1	1	V65/iii		ab	I		V65/iii	V		65		iii		Mm7	1	0	9, 6, 3, 5		5	9
79	75	0	0	6/8	1	1	iii6		ab	I		iii6	iii		6				m	1	0	1, 5, 4		4	1
79	75	3/8	3/8	6/8	1	1	iii		ab	I		iii	iii						m	1	0	4, 1, 5		4	4
80	76	0	0	6/8	1	1	iv/iii		ab	I		iv/iii	iv				iii		m	1	0	3, 0, 4		3	3
80	76	3/8	3/8	6/8	1	1	iio/iii		ab	I		iio/iii	ii	o			iii		o	1	0	6, 3, 0		6	6
81	77	0	0	6/8	1	1	iio/vi		ab	I		iio/vi	ii	o			vi		o	1	0	5, 2, -1		5	5
81	77	3/8	3/8	6/8	1	1	V65/vi		ab	I		V65/vi	V		65		vi		Mm7	1	0	8, 5, 2, 4		4	8
82	78	0	0	6/8	1	1	V6/ii		ab	I		V6/ii	V		6		ii		M	1	0	7, 4, 3		3	7
82	78	3/8	3/8	6/8	1	1	V7/ii		ab	I		V7/ii	V		7		ii		Mm7	1	0	3, 7, 4, 1		3	3
82	78	5/8	5/8	6/8	1	1	#viio/ii		ab	I		#viio/ii	#vii	o			ii		o	1	0	7, 4, 1		7	7
83	79	0	0	6/8	1	1	ii		ab	I		ii	ii						m	1	0	2, -1, 3		2	2
83	79	3/8	3/8	6/8	1	1	V64/ii		ab	I		V64/ii	V		64		ii		M	1	0	4, 3, 7		3	4
84	80	0	0	6/8	1	1	ii6		ab	I		ii6	ii		6				m	1	0	-1, 3, 2		2	-1
84	80	3/8	3/8	6/8	1	1	V64/ii		ab	I		V64/ii	V		64		ii		M	1	0	4, 3, 7		3	4
84	80	5/8	5/8	6/8	1	1	V2/ii		ab	I		V2/ii	V		2		ii		Mm7	1	0	1, 3, 7, 4		3	1
85	81	0	0	6/8	1	1	ii6		ab	I		ii6	ii		6				m	1	0	-1, 3, 2		2	-1
85	81	1/4	1/4	6/8	1	1	ii		ab	I		ii	ii						m	1	0	2, -1, 3		2	2
85	81	3/8	3/8	6/8	1	1	V6/ii		ab	I		V6/ii	V		6		ii		M	1	0	7, 4, 3		3	7
85	81	5/8	5/8	6/8	1	1	V43/ii		ab	I		V43/ii	V		43		ii		Mm7	1	0	4, 1, 3, 7		3	4
86	82	0	0	6/8	1	1	ii		ab	I		ii	ii						m	1	0	2, -1, 3		2	2
86	82	1/4	1/4	6/8	1	1	ii6		ab	I		ii6	ii		6				m	1	0	-1, 3, 2		2	-1
86	82	3/8	3/8	6/8	1	1	V6		ab	I		V6	V		6				M	1	0	5, 2, 1		1	5
86	82	1/2	1/2	6/8	1	1	I		ab	I		I	I						M	1	0	0, 4, 1		0	0
86	82	5/8	5/8	6/8	1	1	V43		ab	I		V43	V		43				Mm7	1	0	2, -1, 1, 5		1	2
87	83	0	0	6/8	1	1	I		ab	I		I	I						M	1	0	0, 4, 1		0	0
87	83	1/4	1/4	6/8	1	1	I6		ab	I		I6	I		6				M	1	0	4, 1, 0		0	4
87	83	3/8	3/8	6/8	1	1	V64		ab	I		V64	V		64				M	1	0	2, 1, 5		1	2
87	83	5/8	5/8	6/8	1	1	V2		ab	I		V2	V		2				Mm7	1	0	-1, 1, 5, 2		1	-1
88	84	0	0	6/8	1	1	I6		ab	I		I6	I		6				M	1	0	4, 1, 0		0	4
88	84	1/4	1/4	6/8	1	1	I64		ab	I		I64	I		64				M	1	0	1, 0, 4		0	1
88	84	3/8	3/8	6/8	1	1	V64		ab	I		V64	V		64				M	1	0	2, 1, 5		1	2
88	84	1/2	1/2	6/8	1	1	iii		ab	I		iii	iii						m	1	0	4, 1, 5		4	4
88	84	5/8	5/8	6/8	1	1	V2		ab	I		V2	V		2				Mm7	1	0	-1, 1, 5, 2		1	-1
89	85	0	0	6/8	1	1	I6		ab	I		I6	I		6				M	1	0	4, 1, 0		0	4
89	85	1/4	1/4	6/8	1	1	I		ab	I		I	I						M	1	0	0, 4, 1		0	0
89	85	3/8	3/8	6/8	1	1	V65		ab	I		V65	V		65				Mm7	1	0	5, 2, -1, 1		1	5
90	86	0	0	6/8	1	1	I		ab	I		I	I						M	1	0	0, 4, 1		0	0
90	86	1/4	1/4	6/8	1	1	viio64/IV		ab	I		viio64/IV	vii	o	64		IV		o	1	0	-2, 4, 1		4	-2
90	86	3/8	3/8	6/8	1	1	IV6		ab	I		IV6	IV		6				M	1	0	3, 0, -1		-1	3
91	87	0	0	6/8	1	1	ii/IV		ab	I		ii/IV	ii				IV		m	1	0	1, -2, 2		1	1
91	87	1/4	1/4	6/8	1	1	IV64/IV		ab	I		IV64/IV	IV		64		IV		M	1	0	-1, -2, 2		-2	-1
91	87	3/8	3/8	6/8	1	1	V6/IV		ab	I		V6/IV	V		6		IV		M	1	0	4, 1, 0		0	4
91	87	5/8	5/8	6/8	1	1	viio64/IV		ab	I		viio64/IV	vii	o	64		IV		o	1	0	-2, 4, 1		4	-2
92	88	0	0	6/8	1	1	V2/IV		ab	I		V2/IV	V		2		IV		Mm7	1	0	-2, 0, 4, 1		0	-2
92	88	1/8	1/8	6/8	1	1	IV6		ab	I		IV6	IV		6				M	1	0	3, 0, -1		-1	3
92	88	3/8	3/8	6/8	1	1	vi6/IV		ab	I		vi6/IV	vi		6		IV		m	1	0	-1, 3, 2		2	-1
92	88	5/8	5/8	6/8	1	1	#viio64/v		ab	I		#viio64/v	#vii	o	64		v		o	1	0	0, 6, 3		6	0
93	89	0	0	6/8	1	1	ii6/IV		ab	I		ii6/IV	ii		6		IV		m	1	0	-2, 2, 1		1	-2
93	89	1/8	1/8	6/8	1	1	ii/IV		ab	I		ii/IV	ii				IV		m	1	0	1, -2, 2		1	1
93	89	1/4	1/4	6/8	1	1	vi6/IV		ab	I		vi6/IV	vi		6		IV		m	1	0	-1, 3, 2		2	-1
93	89	3/8	3/8	6/8	1	1	V6/IV		ab	I		V6/IV	V		6		IV		M	1	0	4, 1, 0		0	4
93	89	1/2	1/2	6/8	1	1	IV		ab	I		IV	IV						M	1	0	-1, 3, 0		-1	-1
93	89	5/8	5/8	6/8	1	1	viio6/IV		ab	I		viio6/IV	vii	o	6		IV		o	1	0	1, -2, 4		4	1
94	90	0	0	6/8	1	1	IV		ab	I		IV	IV						M	1	0	-1, 3, 0		-1	-1
94	90	1/2	1/2	6/8	1	1	#viio7/iii		ab	I		#viio7/iii	#vii	o	7		iii		o7	1	0	9, 6, 3, 0		9	9
94	90	5/8	5/8	6/8	1	1	I6		ab	I		I6	I		6				M	1	0	4, 1, 0		0	4
95	91	0	0	6/8	1	1	ii		ab	I		ii	ii						m	1	0	2, -1, 3		2	2
95	91	3/8	3/8	6/8	1	1	V		ab	I		V	V						M	1	0	1, 5, 2		1	1
95	91	5/8	5/8	6/8	1	1	viio64		ab	I		viio64	vii	o	64				o	1	0	-1, 5, 2		5	-1
96	92	0	0	6/8	1	1	I6		ab	I		I6	I		6				M	1	0	4, 1, 0		0	4
96	92	1/8	1/8	6/8	1	1	I		ab	I		I	I						M	1	0	0, 4, 1		0	0
96	92	5/8	5/8	6/8	1	1	V7/IV		ab	I		V7/IV	V		7		IV		Mm7	1	0	0, 4, 1, -2		0	0
97	93	0	0	6/8	1	1	IV		ab	I		IV	IV						M	1	0	-1, 3, 0		-1	-1
97	93	3/8	3/8	6/8	1	1	V43		ab	I		V43	V		43				Mm7	1	0	2, -1, 1, 5		1	2
98	94	0	0	6/8	1	1	I64		ab	I		I64	I		64				M	1	0	1, 0, 4		0	1
98	94	1/4	1/4	6/8	1	1	iii		ab	I		iii	iii						m	1	0	4, 1, 5		4	4
98	94	3/8	3/8	6/8	1	1	viio6		ab	I		viio6	vii	o	6				o	1	0	2, -1, 5		5	2
98	94	5/8	5/8	6/8	1	1	I		ab	I		I	I						M	1	0	0, 4, 1		0	0
99	95	0	0	6/8	1	1	viio		ab	I		viio	vii	o					o	1	0	5, 2, -1		5	5
99	95	1/4	1/4	6/8	1	1	ii		ab	I		ii	ii						m	1	0	2, -1, 3		2	2
99	95	3/8	3/8	6/8	1	1	V/vi		ab	I		V/vi	V				vi		M	1	0	4, 8, 5		4	4
99	95	5/8	5/8	6/8	1	1	#viio/vi		ab	I		#viio/vi	#vii	o			vi		o	1	0	8, 5, 2		8	8
100	96	0	0	6/8	1	1	vi		ab	I		vi	vi						m	1	0	3, 0, 4		3	3
100	96	1/4	1/4	6/8	1	1	IV/V		ab	I		IV/V	IV				V		M	1	0	0, 4, 1		0	0
100	96	3/8	3/8	6/8	1	1	V/V		ab	I		V/V	V				V		M	1	0	2, 6, 3		2	2
100	96	5/8	5/8	6/8	1	1	viio/V		ab	I		viio/V	vii	o			V		o	1	0	6, 3, 0		6	6
101	97	0	0	6/8	1	1	V[V		ab	I	V	V	V						M	1	0	1, 5, 2		1	1
101	97	3/8	3/8	6/8	1	1	ii/V		ab	I	V	ii/V	ii				V		m	1	0	3, 0, 4		3	3
101	97	5/8	5/8	6/8	1	1	vi6/V		ab	I	V	vi6/V	vi		6		V		m	1	0	1, 5, 4		4	1
102	98	0	0	6/8	1	1	V6/V		ab	I	V	V6/V	V		6		V		M	1	0	6, 3, 2		2	6
102	98	1/4	1/4	6/8	1	1	viio6/V		ab	I	V	viio6/V	vii	o	6		V		o	1	0	3, 0, 6		6	3
102	98	3/8	3/8	6/8	1	1	V		ab	I	V	V	V						M	1	0	1, 5, 2		1	1
102	98	5/8	5/8	6/8	1	1	V7		ab	I	V	V7	V		7				Mm7	1	0	1, 5, 2, -1		1	1
103	99	0	0	6/8	1	1	I6		ab	I	V	I6	I		6				M	1	0	4, 1, 0		0	4
103	99	1/4	1/4	6/8	1	1	iv/ii		ab	I	V	iv/ii	iv				ii		m	1	0	1, -2, 2		1	1
103	99	3/8	3/8	6/8	1	1	#viio43/ii]		ab	I	V	#viio43/ii	#vii	o	43		ii		o7	1	0	1, -2, 7, 4		7	1
103	99	5/8	5/8	6/8	1	1	#viio65/ii		ab	I		#viio65/ii	#vii	o	65		ii		o7	1	0	4, 1, -2, 7		7	4
104	100	0	0	6/8	1	1	ii(6)		ab	I		ii(6)	ii			6			m	1	0	2, -1, 5		2	2
104	100	1/4	1/4	6/8	1	1	ii6		ab	I		ii6	ii		6				m	1	0	-1, 3, 2		2	-1
104	100	3/8	3/8	6/8	1	1	V65		ab	I		V65	V		65				Mm7	1	0	5, 2, -1, 1		1	5
105	101	0	0	6/8	1	1	I(4)		ab	I		I(4)	I			4			M	1	0	0, -1, 1		0	0
105	101	1/4	1/4	6/8	1	1	I		ab	I		I	I						M	1	0	0, 4, 1		0	0
105	101	3/8	3/8	6/8	1	1	V7/ii		ab	I		V7/ii	V		7		ii		Mm7	1	0	3, 7, 4, 1		3	3
106	102	0	0	6/8	1	1	ii(4)		ab	I		ii(4)	ii			4			m	1	0	2, 1, 3		2	2
106	102	1/4	1/4	6/8	1	1	ii		ab	I		ii	ii						m	1	0	2, -1, 3		2	2
106	102	3/8	3/8	6/8	1	1	V65		ab	I		V65	V		65				Mm7	1	0	5, 2, -1, 1		1	5
107	103	0	0	6/8	1	1	I6		ab	I		I6	I		6				M	1	0	4, 1, 0		0	4
107	103	3/8	3/8	6/8	1	1	V/V		ab	I		V/V	V				V		M	1	0	2, 6, 3		2	2
107	103	5/8	5/8	6/8	1	1	viio64/V		ab	I		viio64/V	vii	o	64		V		o	1	0	0, 6, 3		6	0
108	104	0	0	6/8	1	1	V6		ab	I		V6	V		6				M	1	0	5, 2, 1		1	5
108	104	1/4	1/4	6/8	1	1	V65		ab	I		V65	V		65				Mm7	1	0	5, 2, -1, 1		1	5
108	104	3/8	3/8	6/8	1	1	V2/IV		ab	I		V2/IV	V		2		IV		Mm7	1	0	-2, 0, 4, 1		0	-2
109	105	0	0	6/8	1	1	IV6		ab	I		IV6	IV		6				M	1	0	3, 0, -1		-1	3
109	105	1/4	1/4	6/8	1	1	iv6		ab	I		iv6	iv		6				m	1	0	-4, 0, -1		-1	-4
109	105	3/8	3/8	6/8	1	1	V		ab	I		V	V						M	1	0	1, 5, 2		1	1
109	105	5/8	5/8	6/8	1	1	viio64		ab	I		viio64	vii	o	64				o	1	0	-1, 5, 2		5	-1
110	106	0	0	6/8	1	1	I6(7)		ab	I		I6(7)	I		6	7			M	1	0	4, 1, 5		0	4
110	106	1/4	1/4	6/8	1	1	I		ab	I		I	I						M	1	0	0, 4, 1		0	0
110	106	3/8	3/8	6/8	1	1	IV		ab	I		IV	IV						M	1	0	-1, 3, 0		-1	-1
110	106	5/8	5/8	6/8	1	1	ii		ab	I		ii	ii						m	1	0	2, -1, 3		2	2
111	107	0	0	6/8	1	1	V		ab	I		V	V						M	1	0	1, 5, 2		1	1
111	107	1/4	1/4	6/8	1	1	I6		ab	I		I6	I		6				M	1	0	4, 1, 0		0	4
111	107	3/8	3/8	6/8	1	1	vi		ab	I		vi	vi						m	1	0	3, 0, 4		3	3
111	107	5/8	5/8	6/8	1	1	vii%7		ab	I		vii%7	vii	%	7				%7	1	0	5, 2, -1, 3		5	5
112	108	0	0	6/8	1	1	I		ab	I		I	I						M	1	0	0, 4, 1		0	0
112	108	1/4	1/4	6/8	1	1	#viio7/vi		ab	I		#viio7/vi	#vii	o	7		vi		o7	1	0	8, 5, 2, -1		8	8
112	108	3/8	3/8	6/8	1	1	vi		ab	I		vi	vi						m	1	0	3, 0, 4		3	3
112	108	1/2	1/2	6/8	1	1	IV		ab	I		IV	IV						M	1	0	-1, 3, 0		-1	-1
112	108	5/8	5/8	6/8	1	1	V65/V		ab	I		V65/V	V		65		V		Mm7	1	0	6, 3, 0, 2		2	6
113	109	0	0	6/8	1	1	V		ab	I		V	V						M	1	0	1, 5, 2		1	1
113	109	3/8	3/8	6/8	1	1	V7}		ab	I		V7	V		7			}	Mm7	1	0	1, 5, 2, -1		1	1
117	113	3/8	3/8	12/16	1	1	#vii.i64{		ab	#vii		i64	i		64			{	m	1	1	1, 0, -3		0	1
118	114	1/4	1/4	12/16	1	1	i6		ab	#vii		i6	i		6				m	1	1	-3, 1, 0		0	-3
118	114	7/16	7/16	12/16	1	1	i		ab	#vii		i	i						m	1	1	0, -3, 1		0	0
119	115	5/16	5/16	12/16	1	1	i(11)		ab	#vii		i(11)	i			11			m	1	1	0, -3, 1	-1	0	0
119	115	7/16	7/16	12/16	1	1	i		ab	#vii		i	i						m	1	1	0, -3, 1		0	0
119	115	17/32	17/32	12/16	1	1	i(9)		ab	#vii		i(9)	i			9			m	1	1	0, -3, 1	2	0	0
119	115	5/8	5/8	12/16	1	1	i		ab	#vii		i	i						m	1	1	0, -3, 1		0	0
120	116	0	0	12/16	1	1	V43(11)		ab	#vii		V43(11)	V		43	11			Mm7	1	1	2, -1, 1, 5	0	1	2
120	116	1/8	1/8	12/16	1	1	V43		ab	#vii		V43	V		43				Mm7	1	1	2, -1, 1, 5		1	2
120	116	5/16	5/16	12/16	1	1	V43(9)		ab	#vii		V43(9)	V		43	9			Mm7	1	1	2, -1, 1, 5	-4	1	2
120	116	5/8	5/8	12/16	1	1	V43		ab	#vii		V43	V		43				Mm7	1	1	2, -1, 1, 5		1	2
121	117	0	0	12/16	1	1	i6		ab	#vii		i6	i		6				m	1	1	-3, 1, 0		0	-3
121	117	3/16	3/16	12/16	1	1	V6/iv		ab	#vii		V6/iv	V		6		iv		M	1	1	4, 1, 0		0	4
121	117	5/16	5/16	12/16	1	1	V65/iv		ab	#vii		V65/iv	V		65		iv		Mm7	1	1	4, 1, -2, 0		0	4
121	117	3/8	3/8	12/16	1	1	iv(11)		ab	#vii		iv(11)	iv			11			m	1	1	-1, -4, 0	-2	-1	-1
121	117	1/2	1/2	12/16	1	1	iv		ab	#vii		iv	iv						m	1	1	-1, -4, 0		-1	-1
121	117	9/16	9/16	12/16	1	1	iv6(9)		ab	#vii		iv6(9)	iv		6	9			m	1	1	-4, 0, -1	1	-1	-4
121	117	11/16	11/16	12/16	1	1	iv6		ab	#vii		iv6	iv		6				m	1	1	-4, 0, -1		-1	-4
122	118	0	0	12/16	1	1	V(64)		ab	#vii		V(64)	V			64			M	1	1	1, 0, -3		1	1
122	118	9/16	9/16	12/16	1	1	V		ab	#vii		V	V						M	1	1	1, 5, 2		1	1
123	119	0	0	12/16	1	1	i}{		ab	#vii		i	i					}{	m	1	1	0, -3, 1		0	0
123	119	3/16	3/16	12/16	1	1	IV6/III		ab	#vii		IV6/III	IV		6		III		M	1	1	0, -3, -4		-4	0
123	119	3/8	3/8	12/16	1	1	V7(4)/III		ab	#vii		V7(4)/III	V		7	4	III		Mm7	1	1	-2, -3, -1, -4		-2	-2
123	119	9/16	9/16	12/16	1	1	V7/III		ab	#vii		V7/III	V		7		III		Mm7	1	1	-2, 2, -1, -4		-2	-2
124	120	0	0	12/16	1	1	III64		ab	#vii		III64	III		64				M	1	1	-2, -3, 1		-3	-2
124	120	3/16	3/16	12/16	1	1	V43/VI		ab	#vii		V43/VI	V		43		VI		Mm7	1	1	-2, -5, -3, 1		-3	-2
124	120	3/8	3/8	12/16	1	1	VI6(14)		ab	#vii		VI6(14)	VI		6	14			M	1	1	0, -3, -4	1	-4	0
124	120	1/2	1/2	12/16	1	1	VI6		ab	#vii		VI6	VI		6				M	1	1	0, -3, -4		-4	0
124	120	9/16	9/16	12/16	1	1	VI		ab	#vii		VI	VI						M	1	1	-4, 0, -3		-4	-4
125	121	0	0	12/16	1	1	V6/VI		ab	#vii		V6/VI	V		6		VI		M	1	1	1, -2, -3		-3	1
125	121	3/16	3/16	12/16	1	1	VI		ab	#vii		VI	VI						M	1	1	-4, 0, -3		-4	-4
125	121	3/8	3/8	12/16	1	1	V64/VI		ab	#vii		V64/VI	V		64		VI		M	1	1	-2, -3, 1		-3	-2
125	121	9/16	9/16	12/16	1	1	iio64/III		ab	#vii		iio64/III	ii	o	64		III		o	1	1	-7, -1, -4		-1	-7
126	122	1/8	1/8	12/16	1	1	V7/III		ab	#vii		V7/III	V		7		III		Mm7	1	1	-2, 2, -1, -4		-2	-2
126	122	3/8	3/8	12/16	1	1	III64		ab	#vii		III64	III		64				M	1	1	-2, -3, 1		-3	-2
126	122	7/16	7/16	12/16	1	1	III		ab	#vii		III	III						M	1	1	-3, 1, -2		-3	-3
127	123	0	0	12/16	1	1	#viio2/iv		ab	#vii		#viio2/iv	#vii	o	2		iv		o7	1	1	-5, 4, 1, -2		4	-5
127	123	3/16	3/16	12/16	1	1	V7/iv		ab	#vii		V7/iv	V		7		iv		Mm7	1	1	0, 4, 1, -2		0	0
127	123	5/16	5/16	12/16	1	1	ii%2/iv		ab	#vii		ii%2/iv	ii	%	2		iv		%7	1	1	-1, 1, -2, -5		1	-1
127	123	3/8	3/8	12/16	1	1	V65(b9)/iv		ab	#vii		V65(b9)/iv	V		65	b9	iv		Mm7	1	1	4, 1, -2, 0	-12	0	4
127	123	1/2	1/2	12/16	1	1	V65/iv		ab	#vii		V65/iv	V		65		iv		Mm7	1	1	4, 1, -2, 0		0	4
128	124	0	0	12/16	1	1	iv(11)		ab	#vii		iv(11)	iv			11			m	1	1	-1, -4, 0	-2	-1	-1
128	124	1/8	1/8	12/16	1	1	iv		ab	#vii		iv	iv						m	1	1	-1, -4, 0		-1	-1
128	124	1/4	1/4	12/16	1	1	#viio43		ab	#vii		#viio43	#vii	o	43				o7	1	1	-1, -4, 5, 2		5	-1
128	124	9/16	9/16	12/16	1	1	i6		ab	#vii		i6	i		6				m	1	1	-3, 1, 0		0	-3
129	125	0	0	12/16	1	1	#viio6		ab	#vii		#viio6	#vii	o	6				o	1	1	2, -1, 5		5	2
129	125	3/16	3/16	12/16	1	1	i		ab	#vii		i	i						m	1	1	0, -3, 1		0	0
129	125	3/8	3/8	12/16	1	1	.bII6		ab	#vii		bII6	bII		6				M	1	1	-1, -4, -5		-5	-1
129	125	9/16	9/16	12/16	1	1	viio7/V		ab	#vii		viio7/V	vii	o	7		V		o7	1	1	6, 3, 0, -3		6	6
130	126	0	0	12/16	1	1	V[V(64)		ab	#vii	V	V(64)	V			64			M	1	1	1, 0, -3		1	1
130	126	3/16	3/16	12/16	1	1	viio65/V		ab	#vii	V	viio65/V	vii	o	65		V		o7	1	1	3, 0, -3, 6		6	3
130	126	1/2	1/2	12/16	1	1	V]		ab	#vii	V	V	V						M	1	1	1, 5, 2		1	1
130	126	11/16	11/16	12/16	1	1	V2		ab	#vii		V2	V		2				Mm7	1	1	-1, 1, 5, 2		1	-1
131	127	0	0	12/16	1	1	i6		ab	#vii		i6	i		6				m	1	1	-3, 1, 0		0	-3
131	127	1/16	1/16	12/16	1	1	VI64		ab	#vii		VI64	VI		64				M	1	1	-3, -4, 0		-4	-3
131	127	1/4	1/4	12/16	1	1	i6		ab	#vii		i6	i		6				m	1	1	-3, 1, 0		0	-3
131	127	3/8	3/8	12/16	1	1	V64		ab	#vii		V64	V		64				M	1	1	2, 1, 5		1	2
132	128	0	0	12/16	1	1	i		ab	#vii		i	i						m	1	1	0, -3, 1		0	0
132	128	1/16	1/16	12/16	1	1	VI64		ab	#vii		VI64	VI		64				M	1	1	-3, -4, 0		-4	-3
132	128	1/4	1/4	12/16	1	1	i		ab	#vii		i	i						m	1	1	0, -3, 1		0	0
132	128	3/8	3/8	12/16	1	1	V6(4)		ab	#vii		V6(4)	V		6	4			M	1	1	0, 2, 1		1	0
132	128	7/16	7/16	12/16	1	1	V6		ab	#vii		V6	V		6				M	1	1	5, 2, 1		1	5
132	128	5/8	5/8	12/16	1	1	V2/iv		ab	#vii		V2/iv	V		2		iv		Mm7	1	1	-2, 0, 4, 1		0	-2
133	129	1/16	1/16	12/16	1	1	iv6		ab	#vii		iv6	iv		6				m	1	1	-4, 0, -1		-1	-4
133	129	1/4	1/4	12/16	1	1	iv		ab	#vii		iv	iv						m	1	1	-1, -4, 0		-1	-1
133	129	7/16	7/16	12/16	1	1	V(64)		ab	#vii		V(64)	V			64			M	1	1	1, 0, -3		1	1
133	129	5/8	5/8	12/16	1	1	V7		ab	#vii		V7	V		7				Mm7	1	1	1, 5, 2, -1		1	1
133	129	11/16	11/16	12/16	1	1	#viio2		ab	#vii		#viio2	#vii	o	2				o7	1	1	-4, 5, 2, -1		5	-4
134	130	3/16	3/16	12/16	1	1	V7		ab	#vii		V7	V		7				Mm7	1	1	1, 5, 2, -1		1	1
134	130	3/8	3/8	12/16	1	1	i}		ab	#vii		i	i					}	m	1	1	0, -3, 1		0	0
134	130	11/16	11/16	12/16	1	1	i6		ab	#vii		i6	i		6				m	1	1	-3, 1, 0		0	-3
135	131	1/8	1/8	12/16	1	1	iio	#viio6	ab	#vii		iio	ii	o					o	1	1	2, -1, -4		2	2
