mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	7/8	4/4	1	1	.D.I{		D	I		I		I					{	M	0	0	0, 4, 1		0	0
2	1	0	0	4/4	1	1	IV		D	I		IV		IV						M	0	0	-1, 3, 0		-1	-1
2	1	7/8	7/8	4/4	1	1	I		D	I		I		I						M	0	0	0, 4, 1		0	0
3	2	0	0	4/4	1	1	IV		D	I		IV		IV						M	0	0	-1, 3, 0		-1	-1
4	3	0	0	4/4	1	1	I6		D	I		I6		I		6				M	0	0	4, 1, 0		0	4
4	3	1/4	1/4	4/4	1	1	viio6		D	I		viio6		vii	o	6				o	0	0	2, -1, 5		5	2
4	3	1/2	1/2	4/4	1	1	vi6		D	I		vi6		vi		6				m	0	0	0, 4, 3		3	0
4	3	3/4	3/4	4/4	1	1	V6		D	I		V6		V		6				M	0	0	5, 2, 1		1	5
5	4	0	0	4/4	1	1	V43(4)/V		D	I		V43(4)/V		V		43	4	V		Mm7	0	0	3, 0, 2, 1		2	3
5	4	1/4	1/4	4/4	1	1	V43/V		D	I		V43/V		V		43		V		Mm7	0	0	3, 0, 2, 6		2	3
5	4	1/2	1/2	4/4	1	1	I(974)/V}		D	I		I(974)/V		I			974	V	}	M	0	0	1, 0, 2	3, 6	1	1
5	4	3/4	3/4	4/4	1	1	I/V		D	I		I/V		I				V		M	0	0	1, 5, 2		1	1
5	4	7/8	7/8	4/4	1	1	I{		D	I		I		I					{	M	0	0	0, 4, 1		0	0
6	5	0	0	4/4	1	1	IV		D	I		IV		IV						M	0	0	-1, 3, 0		-1	-1
6	5	3/8	3/8	4/4	1	1	V/vi		D	I		V/vi		V				vi		M	0	0	4, 8, 5		4	4
6	5	1/2	1/2	4/4	1	1	vi		D	I		vi		vi						m	0	0	3, 0, 4		3	3
6	5	7/8	7/8	4/4	1	1	V		D	I		V		V						M	0	0	1, 5, 2		1	1
7	6	0	0	4/4	1	1	I		D	I		I		I						M	0	0	0, 4, 1		0	0
7	6	3/8	3/8	4/4	1	1	IV		D	I		IV		IV						M	0	0	-1, 3, 0		-1	-1
7	6	1/2	1/2	4/4	1	1	V(64)		D	I		V(64)		V			64			M	0	0	1, 0, 4		1	1
7	6	3/4	3/4	4/4	1	1	V7		D	I		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
8	7	0	0	4/4	1	1	vi		D	I		vi		vi						m	0	0	3, 0, 4		3	3
8	7	7/8	7/8	4/4	1	1	#viio43/ii		D	I		#viio43/ii		#vii	o	43		ii		o7	0	0	1, -2, 7, 4		7	1
9	8	0	0	4/4	1	1	ii		D	I		ii		ii						m	0	0	2, -1, 3		2	2
9	8	3/8	3/8	4/4	1	1	IV		D	I		IV		IV						M	0	0	-1, 3, 0		-1	-1
9	8	1/2	1/2	4/4	1	1	V(64)		D	I		V(64)		V			64			M	0	0	1, 0, 4		1	1
9	8	3/4	3/4	4/4	1	1	V7		D	I		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
10	9	0	0	4/4	1	1	I}{		D	I		I		I					}{	M	0	0	0, 4, 1		0	0
10	9	1/2	1/2	4/4	1	1	IV6		D	I		IV6		IV		6				M	0	0	3, 0, -1		-1	3
11	10	0	0	4/4	1	1	I64		D	I		I64		I		64				M	0	0	1, 0, 4		0	1
11	10	1/2	1/2	4/4	1	1	IV		D	I		IV		IV						M	0	0	-1, 3, 0		-1	-1
12	11	0	0	4/4	1	1	I6		D	I		I6		I		6				M	0	0	4, 1, 0		0	4
12	11	1/2	1/2	4/4	1	1	IV6		D	I		IV6		IV		6				M	0	0	3, 0, -1		-1	3
13	12	0	0	4/4	1	1	I64		D	I		I64		I		64				M	0	0	1, 0, 4		0	1
13	12	1/2	1/2	4/4	1	1	IV		D	I		IV		IV						M	0	0	-1, 3, 0		-1	-1
14	13	0	0	4/4	1	1	I6}		D	I		I6		I		6			}	M	0	0	4, 1, 0		0	4
14	13	1/2	1/2	4/4	1	1	IV6{		D	I		IV6		IV		6			{	M	0	0	3, 0, -1		-1	3
