mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	7/16	2/4	1	1	.G.I{		G	I		I		I					{	M	0	0	0, 4, 1		0	0
9	8	1/4	1/4	2/4	1	1	ii/V		G	I		ii/V		ii				V		m	0	0	3, 0, 4		3	3
10	9	0	0	2/4	1	1	V(64)/V		G	I		V(64)/V		V			64	V		M	0	0	2, 1, 5		2	2
11	10	1/4	1/4	2/4	1	1	V7/V		G	I		V7/V		V		7		V		Mm7	0	0	2, 6, 3, 0		2	2
12	11	0	0	2/4	1	1	I/V}		G	I		I/V		I				V	}	M	0	0	1, 5, 2		1	1
12	11	7/16	7/16	2/4	1	1	I/bVII{		G	I		I/bVII		I				bVII	{	M	0	0	-2, 2, -1		-2	-2
20	19	1/4	1/4	2/4	1	1	ii/IV		G	I		ii/IV		ii				IV		m	0	0	1, -2, 2		1	1
21	20	0	0	2/4	1	1	V(64)/IV		G	I		V(64)/IV		V			64	IV		M	0	0	0, -1, 3		0	0
22	21	1/4	1/4	2/4	1	1	V7/IV		G	I		V7/IV		V		7		IV		Mm7	0	0	0, 4, 1, -2		0	0
23	22	0	0	2/4	1	1	I/IV}		G	I		I/IV		I				IV	}	M	0	0	-1, 3, 0		-1	-1
23	22	7/16	7/16	2/4	1	1	{		G	I									{		0	0				
24	23	1/4	1/4	2/4	1	1	ii		G	I		ii		ii						m	0	0	2, -1, 3		2	2
25	24	0	0	2/4	1	1	V(64)		G	I		V(64)		V			64			M	0	0	1, 0, 4		1	1
26	25	1/4	1/4	2/4	1	1	V		G	I		V		V						M	0	0	1, 5, 2		1	1
27	26	0	0	2/4	1	1	I		G	I		I		I						M	0	0	0, 4, 1		0	0
28	27	0	0	2/4	1	1	V(64)		G	I		V(64)		V			64			M	0	0	1, 0, 4		1	1
28	27	1/4	1/4	2/4	1	1	V		G	I		V		V						M	0	0	1, 5, 2		1	1
29	28	0	0	2/4	1	1	I		G	I		I		I						M	0	0	0, 4, 1		0	0
30	29	0	0	2/4	1	1	V(64)		G	I		V(64)		V			64			M	0	0	1, 0, 4		1	1
30	29	1/4	1/4	2/4	1	1	V		G	I		V		V						M	0	0	1, 5, 2		1	1
31	30	0	0	2/4	1	1	I}{		G	I		I		I					}{	M	0	0	0, 4, 1		0	0
38	37	0	0	2/4	1	1	V		G	I		V		V						M	0	0	1, 5, 2		1	1
39	38	0	0	2/4	1	1	I		G	I		I		I						M	0	0	0, 4, 1		0	0
40	39	0	0	2/4	1	1	V}		G	I		V		V					}	M	0	0	1, 5, 2		1	1
