mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	2/4	1	1	.E.I{	E	I		I		I					{	M	0	0	0, 4, 1		0	0
1	1	1/4	1/4	2/4	1	1	V2	E	I		V2		V		2				Mm7	0	0	-1, 1, 5, 2		1	-1
2	2	0	0	2/4	1	1	I6	E	I		I6		I		6				M	0	0	4, 1, 0		0	4
2	2	1/4	1/4	2/4	1	1	V43	E	I		V43		V		43				Mm7	0	0	2, -1, 1, 5		1	2
2	2	7/16	7/16	2/4	1	1	V	E	I		V		V						M	0	0	1, 5, 2		1	1
3	3	0	0	2/4	1	1	I6	E	I		I6		I		6				M	0	0	4, 1, 0		0	4
3	3	1/16	1/16	2/4	1	1	V6	E	I		V6		V		6				M	0	0	5, 2, 1		1	5
3	3	1/8	1/8	2/4	1	1	I	E	I		I		I						M	0	0	0, 4, 1		0	0
3	3	3/16	3/16	2/4	1	1	ii6	E	I		ii6		ii		6				m	0	0	-1, 3, 2		2	-1
3	3	1/4	1/4	2/4	1	1	V	E	I		V		V						M	0	0	1, 5, 2		1	1
3	3	7/16	7/16	2/4	1	1	V2	E	I		V2		V		2				Mm7	0	0	-1, 1, 5, 2		1	-1
4	4	0	0	2/4	1	1	I6	E	I		I6		I		6				M	0	0	4, 1, 0		0	4
4	4	1/16	1/16	2/4	1	1	V43	E	I		V43		V		43				Mm7	0	0	2, -1, 1, 5		1	2
4	4	1/8	1/8	2/4	1	1	I	E	I		I		I						M	0	0	0, 4, 1		0	0
4	4	3/16	3/16	2/4	1	1	ii6	E	I		ii6		ii		6				m	0	0	-1, 3, 2		2	-1
4	4	1/4	1/4	2/4	1	1	V}	E	I		V		V					}	M	0	0	1, 5, 2		1	1
5	5	0	0	2/4	1	1	ii{	E	I		ii		ii					{	m	0	0	2, -1, 3		2	2
5	5	1/4	1/4	2/4	1	1	V2/ii	E	I		V2/ii		V		2		ii		Mm7	0	0	1, 3, 7, 4		3	1
6	6	0	0	2/4	1	1	ii6	E	I		ii6		ii		6				m	0	0	-1, 3, 2		2	-1
6	6	1/4	1/4	2/4	1	1	V43/ii	E	I		V43/ii		V		43		ii		Mm7	0	0	4, 1, 3, 7		3	4
6	6	7/16	7/16	2/4	1	1	V7/V	E	I		V7/V		V		7		V		Mm7	0	0	2, 6, 3, 0		2	2
7	7	1/16	1/16	2/4	1	1	V	E	I		V		V						M	0	0	1, 5, 2		1	1
7	7	3/16	3/16	2/4	1	1	V7/IV	E	I		V7/IV		V		7		IV		Mm7	0	0	0, 4, 1, -2		0	0
7	7	5/16	5/16	2/4	1	1	IV	E	I		IV		IV						M	0	0	-1, 3, 0		-1	-1
7	7	7/16	7/16	2/4	1	1	ii6	E	I		ii6		ii		6				m	0	0	-1, 3, 2		2	-1
8	8	0	0	2/4	1	1	V(64)	E	I		V(64)		V			64			M	0	0	1, 0, 4		1	1
8	8	1/8	1/8	2/4	1	1	V7	E	I		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
8	8	1/4	1/4	2/4	1	1	I}	E	I		I		I					}	M	0	0	0, 4, 1		0	0
8	8	7/16	7/16	2/4	1	1	V2/V	E	I		V2/V		V		2		V		Mm7	0	0	0, 2, 6, 3		2	0
9	9	1/16	1/16	2/4	1	1	V6	E	I		V6		V		6				M	0	0	5, 2, 1		1	5
9	9	3/16	3/16	2/4	1	1	V2/IV	E	I		V2/IV		V		2		IV		Mm7	0	0	-2, 0, 4, 1		0	-2
9	9	5/16	5/16	2/4	1	1	IV6	E	I		IV6		IV		6				M	0	0	3, 0, -1		-1	3
