mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	0	13.5	0	9/8	12/8	2	1	f.i{	f	i		i	i						{	m	1	1	0, -3, 1		0	0
4	3	27/2	27/2	3.0	0	0	12/8	2	1	V6	f	i		V6	V		6					M	1	1	5, 2, 1		1	5
4	3	33/2	33/2	3.0	3/4	3/4	12/8	2	1	viio43/V	f	i		viio43/V	vii	o	43		V			o7	1	1	0, -3, 6, 3		6	0
5	4	39/2	39/2	4.5	0	0	12/8	2	1	V6|HC}	f	i		V6	V		6			HC	}	M	1	1	5, 2, 1		1	5
5	4	24	24	13.5	9/8	9/8	12/8	2	1	bII.I{	f	bII		I	I						{	M	1	0	0, 4, 1		0	0
8	7	75/2	75/2	3.0	0	0	12/8	2	1	V6	f	bII		V6	V		6					M	1	0	5, 2, 1		1	5
8	7	81/2	81/2	3.0	3/4	3/4	12/8	2	1	viio43/V	f	bII		viio43/V	vii	o	43		V			o7	1	0	0, -3, 6, 3		6	0
9	8	87/2	87/2	6.0	0	0	12/8	2	1	V6|HC}	f	bII		V6	V		6			HC	}	M	1	0	5, 2, 1		1	5
10	9	99/2	99/2	3.0	0	0	12/8	2	1	i.V6{	f	i		V6	V		6				{	M	1	1	5, 2, 1		1	5
10	9	105/2	105/2	3.0	3/4	3/4	12/8	2	1	viio43/V	f	i		viio43/V	vii	o	43		V			o7	1	1	0, -3, 6, 3		6	0
11	10	111/2	111/2	3.0	0	0	12/8	2	1	V6	f	i		V6	V		6					M	1	1	5, 2, 1		1	5
11	10	117/2	117/2	3.0	3/4	3/4	12/8	2	1	V|HC}	f	i		V	V					HC	}	M	1	1	1, 5, 2		1	1
12	11	123/2	123/2	3.0	0	0	12/8	2	1	#viio65{	f	i		#viio65	#vii	o	65				{	o7	1	1	2, -1, -4, 5		5	2
12	11	129/2	129/2	3.0	3/4	3/4	12/8	2	1	iv2	f	i		iv2	iv		2					mm7	1	1	-3, -1, -4, 0		-1	-3
13	12	135/2	135/2	3.0	0	0	12/8	2	1	#viio65	f	i		#viio65	#vii	o	65					o7	1	1	2, -1, -4, 5		5	2
13	12	141/2	141/2	3.0	3/4	3/4	12/8	2	1	V|HC}	f	i		V	V					HC	}	M	1	1	1, 5, 2		1	1
13	12	72	72	0.0	9/8	9/8	12/8	2	1	{	f	i									{		1	1				
14	13	147/2	147/2	6.0	0	0	12/8	2	1	V7	f	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
15	14	159/2	159/2	10.5	0	0	12/8	2	1	#viio	f	i		#viio	#vii	o						o	1	1	5, 2, -1		5	5
16	15	90	90	1.5	9/8	9/8	12/8	2	1	VI6	f	i		VI6	VI		6					M	1	1	0, -3, -4		-4	0
17	16	183/2	183/2	4.5	0	0	12/8	2	1	V6|HC}	f	i		V6	V		6			HC	}	M	1	1	5, 2, 1		1	5
17	16	96	96	19.5	9/8	9/8	12/8	2	1	i{	f	i		i	i						{	m	1	1	0, -3, 1		0	0
21	20	231/2	231/2	9.5	0	0	12/8	2	1	V6	f	i		V6	V		6					M	1	1	5, 2, 1		1	5
22	21	125	125	3.0	3/4	3/4	12/8	2	1	viio43/V	f	i		viio43/V	vii	o	43		V			o7	1	1	0, -3, 6, 3		6	0
23	22	128	128	9.5	0	0	12/8	2	1	V6	f	i		V6	V		6					M	1	1	5, 2, 1		1	5
24	23	275/2	275/2	3.0	3/4	3/4	12/8	2	1	III.V7	f	III		V7	V		7					Mm7	1	0	1, 5, 2, -1		1	1
25	24	281/2	281/2	6.0	0	0	12/8	2	1	V}{	f	III		V	V						}{	M	1	0	1, 5, 2		1	1
26	25	293/2	293/2	6.0	0	0	12/8	2	1	i	f	III		i	i							m	1	0	0, -3, 1		0	0
27	26	305/2	305/2	6.0	0	0	12/8	2	1	bVIM65	f	III		bVIM65	bVI	M	65					MM7	1	0	0, -3, 1, -4		-4	0
28	27	317/2	317/2	6.0	0	0	12/8	2	1	V|HC}{	f	III		V	V					HC	}{	M	1	0	1, 5, 2		1	1
29	28	329/2	329/2	1.0	0	0	12/8	2	1	V(b64)	f	III		V(b64)	V			b64				M	1	0	1, 0, -3		1	1
29	28	331/2	331/2	3.5	1/4	1/4	12/8	2	1	V	f	III		V	V							M	1	0	1, 5, 2		1	1
29	28	169	169	1.5	9/8	9/8	12/8	2	1	V43	f	III		V43	V		43					Mm7	1	0	2, -1, 1, 5		1	2
30	29	341/2	341/2	1.0	0	0	12/8	2	1	V7	f	III		V7	V		7					Mm7	1	0	1, 5, 2, -1		1	1
30	29	343/2	343/2	3.0	1/4	1/4	12/8	2	1	i64	f	III		i64	i		64					m	1	0	1, 0, -3		0	1
30	29	349/2	349/2	2.0	1	1	12/8	2	1	i	f	III		i	i							m	1	0	0, -3, 1		0	0
31	30	353/2	353/2	6.0	0	0	12/8	2	1	bVIM65	f	III		bVIM65	bVI	M	65					MM7	1	0	0, -3, 1, -4		-4	0
32	31	365/2	365/2	3.0	0	0	12/8	2	1	V6	f	III		V6	V		6					M	1	0	5, 2, 1		1	5
32	31	371/2	371/2	3.0	3/4	3/4	12/8	2	1	#viio2/ii	f	III		#viio2/ii	#vii	o	2		ii			o7	1	0	-2, 7, 4, 1		7	-2
33	32	377/2	377/2	3.0	0	0	12/8	2	1	viio6(+2)/V	f	III		viio6(+2)/V	vii	o	6	+2	V			o	1	0	3, 0, 6	1	6	3
33	32	383/2	383/2	3.0	3/4	3/4	12/8	2	1	#viio7(+b8)/vi	f	III		#viio7(+b8)/vi	#vii	o	7	+b8	vi			o7	1	0	8, 5, 2, -1	-6	8	8
