mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
20	19	64	1.0	0	0	4/4	2	1		V(64)/ii	F#	V		V(64)/ii		V			64	ii			M	0	0	3, 2, -1		3	3
20	19	65	1.0	1/4	1/4	4/4	2	1		V2/ii	F#	V		V2/ii		V		2		ii			Mm7	0	0	1, 3, 7, 4		3	1
20	19	66	2.0	1/2	1/2	4/4	2	1		ii6	F#	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
21	20	68	1.0	0	0	4/4	2	1		#viio2/vi	F#	V		#viio2/vi		#vii	o	2		vi			o7	0	0	-1, 8, 5, 2		8	-1
21	20	69	1.0	1/4	1/4	4/4	2	1		V2	F#	V		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
21	20	70	1.0	1/2	1/2	4/4	2	1		#viio2/vi	F#	V		#viio2/vi		#vii	o	2		vi			o7	0	0	-1, 8, 5, 2		8	-1
21	20	71	1.0	3/4	3/4	4/4	2	1		V2	F#	V		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
22	21	72	1.0	0	0	4/4	2	1		#viio2/vi	F#	V		#viio2/vi		#vii	o	2		vi			o7	0	0	-1, 8, 5, 2		8	-1
22	21	73	1.0	1/4	1/4	4/4	2	1		V2	F#	V		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
22	21	74	1.0	1/2	1/2	4/4	2	1		V43	F#	V		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
22	21	75	1.0	3/4	3/4	4/4	2	1		ii6	F#	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
23	22	76	1.0	0	0	4/4	2	1		#viio2/vi	F#	V		#viio2/vi		#vii	o	2		vi			o7	0	0	-1, 8, 5, 2		8	-1
23	22	77	1.0	1/4	1/4	4/4	2	1		V2	F#	V		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
23	22	78	1.0	1/2	1/2	4/4	2	1		#viio2/vi	F#	V		#viio2/vi		#vii	o	2		vi			o7	0	0	-1, 8, 5, 2		8	-1
23	22	79	1.0	3/4	3/4	4/4	2	1		V2	F#	V		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
24	23	80	1.0	0	0	4/4	2	1		#viio2/vi	F#	V		#viio2/vi		#vii	o	2		vi			o7	0	0	-1, 8, 5, 2		8	-1
24	23	81	1.0	1/4	1/4	4/4	2	1		V2	F#	V		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
24	23	82	1.0	1/2	1/2	4/4	2	1		V43	F#	V		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
24	23	83	1.0	3/4	3/4	4/4	2	1		ii6	F#	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
25	24	84	1.0	0	0	4/4	2	1		V2	F#	V		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
25	24	85	3.0	1/4	1/4	4/4	2	1		I6	F#	V		I6		I		6					M	0	0	4, 1, 0		0	4
26	25	88	4.0	0	0	4/4	2	1		I6(#4#2)	F#	V		I6(#4#2)		I		6	#4#2				M	0	0	9, 6, 0		0	9
27	26	92	4.0	0	0	4/4	2	1		Ger6	F#	V		Ger6	Ger	vii	o	65	b3	V			Ger	0	0	-4, 0, -3, 6		6	-4
28	27	96	2.0	0	0	4/4	2	1		V7(4)	F#	V		V7(4)		V		7	4				Mm7	0	0	1, 0, 2, -1		1	1
28	27	98	2.0	1/2	1/2	4/4	2	1		V7	F#	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
29	28	100	3.0	0	0	4/4	2	1		I|PAC}	F#	V		I		I					PAC	}	M	0	0	0, 4, 1		0	0
29	28	102	0.0	1/2	1/2	4/4	2	1		{	F#	V										{		0	0				
29	28	103	1.0	3/4	3/4	4/4	2	1		I(64)	F#	V		I(64)		I			64				M	0	0	0, -1, 3		0	0
30	29	104	3.0	0	0	4/4	2	1		I	F#	V		I		I							M	0	0	0, 4, 1		0	0
30	29	107	1.0	3/4	3/4	4/4	2	1		V7	F#	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
31	30	108	3.0	0	0	4/4	2	1		I|IAC}{	F#	V		I		I					IAC	}{	M	0	0	0, 4, 1		0	0
31	30	111	1.0	3/4	3/4	4/4	2	1		I(64)	F#	V		I(64)		I			64				M	0	0	0, -1, 3		0	0
32	31	112	2.0	0	0	4/4	2	1		I	F#	V		I		I							M	0	0	0, 4, 1		0	0
32	31	114	1.0	1/2	1/2	4/4	2	1		V7/ii	F#	V		V7/ii		V		7		ii			Mm7	0	0	3, 7, 4, 1		3	3
32	31	115	1.0	3/4	3/4	4/4	2	1		ii	F#	V		ii		ii							m	0	0	2, -1, 3		2	2
33	32	116	4.0	0	0	4/4	2	1		V7|HC}{	F#	V		V7		V		7			HC	}{	Mm7	0	0	1, 5, 2, -1		1	1
34	33	120	2.0	0	0	4/4	2	1		I|PAC}{	F#	V		I		I					PAC	}{	M	0	0	0, 4, 1		0	0
34	33	122	1.0	1/2	1/2	4/4	2	1		V/ii	F#	V		V/ii		V				ii			M	0	0	3, 7, 4		3	3
34	33	123	1.0	3/4	3/4	4/4	2	1		ii	F#	V		ii		ii							m	0	0	2, -1, 3		2	2
35	34	124	4.0	0	0	4/4	2	1		V7|HC}{	F#	V		V7		V		7			HC	}{	Mm7	0	0	1, 5, 2, -1		1	1
36	35	128	1.0	0	0	4/4	2	1		I|PAC}{	F#	V		I		I					PAC	}{	M	0	0	0, 4, 1		0	0
36	35	129	1.0	1/4	1/4	4/4	2	1		I6	F#	V		I6		I		6					M	0	0	4, 1, 0		0	4
36	35	130	2.0	1/2	1/2	4/4	2	1		V7	F#	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
37	36	132	1.0	0	0	4/4	2	1		I|PAC}	F#	V		I		I					PAC	}	M	0	0	0, 4, 1		0	0
37	36	133	1.0	1/4	1/4	4/4	2	1		I6	F#	V		I6		I		6					M	0	0	4, 1, 0		0	4
37	36	134	3.0	1/2	1/2	4/4	2	1		V2	F#	V		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
38	37	137	4.0	1/4	1/4	4/4	2	1		V7	F#	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
39	38			1/4	1/4	4/4	2	1	1	I.V65	F#	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
39	38			3/4	3/4	4/4	2	1	1	I6{	F#	I		I6		I		6				{	M	0	0	4, 1, 0		0	4
39	38			15/16	15/16	4/4	2	1	1	viio6	F#	I		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
40	38			0	0	4/4	2	1	1	I[I	F#	I	I	I		I							M	0	0	0, 4, 1		0	0
40	38			1/2	1/2	4/4	2	1	1	V2	F#	I	I	V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
40	38			3/4	3/4	4/4	2	1	1	I]	F#	I	I	I		I							M	0	0	0, 4, 1		0	0
41	38	141	2.0	1/4	1/4	4/4	2	1	2	I.V65	F#	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
41	38	143	0.75	3/4	3/4	4/4	2	1	2	i6{	F#	I		i6		i		6				{	m	0	0	-3, 1, 0		0	-3
41	38	575/4	0.25	15/16	15/16	4/4	2	1	2	viio6	F#	I		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
42	39	144	2.0	0	0	4/4	2	1		i[i	F#	I	i	i		i							m	0	0	0, -3, 1		0	0
42	39	146	1.0	1/2	1/2	4/4	2	1		V2	F#	I	i	V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
42	39	147	1.0	3/4	3/4	4/4	2	1		i]	F#	I	i	i		i							m	0	0	0, -3, 1		0	0
43	40	148	3.0	0	0	4/4	2	1		iv	F#	I		iv		iv							m	0	0	-1, -4, 0		-1	-1
43	40	151	1.0	3/4	3/4	4/4	2	1		IV64/bIII	F#	I		IV64/bIII		IV		64		bIII			M	0	0	-3, -4, 0		-4	-3
44	41	152	1.0	0	0	4/4	2	1		V65/bIII	F#	I		V65/bIII		V		65		bIII			Mm7	0	0	2, -1, -4, -2		-2	2
44	41	153	1.0	1/4	1/4	4/4	2	1		ii64/bIII	F#	I		ii64/bIII		ii		64		bIII			m	0	0	0, -1, -4		-1	0
44	41	154	1.0	1/2	1/2	4/4	2	1		V/bIII	F#	I		V/bIII		V				bIII			M	0	0	-2, 2, -1		-2	-2
44	41	155	1.0	3/4	3/4	4/4	2	1		V6/bIII	F#	I		V6/bIII		V		6		bIII			M	0	0	2, -1, -2		-2	2
45	42	156	2.0	0	0	4/4	2	1		I/bIII|IAC}{	F#	I		I/bIII		I				bIII	IAC	}{	M	0	0	-3, 1, -2		-3	-3
45	42	158	2.0	1/2	1/2	4/4	2	1		iv64/ii	F#	I		iv64/ii		iv		64		ii			m	0	0	2, 1, -2		1	2
46	43	160	1.0	0	0	4/4	2	1		V65/ii	F#	I		V65/ii		V		65		ii			Mm7	0	0	7, 4, 1, 3		3	7
46	43	161	2.0	1/4	1/4	4/4	2	1		ii6	F#	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
46	43	163	3.0	3/4	3/4	4/4	2	1		ii	F#	I		ii		ii							m	0	0	2, -1, 3		2	2
47	44	166	1.0	1/2	1/2	4/4	2	1		V43/ii	F#	I		V43/ii		V		43		ii			Mm7	0	0	4, 1, 3, 7		3	4
47	44	167	1.0	3/4	3/4	4/4	2	1		ii	F#	I		ii		ii							m	0	0	2, -1, 3		2	2
48	45	168	7.0	0	0	4/4	2	1		#viio7/vi	F#	I		#viio7/vi		#vii	o	7		vi			o7	0	0	8, 5, 2, -1		8	8
49	46	175	1.0	3/4	3/4	4/4	2	1		V6/vi	F#	I		V6/vi		V		6		vi			M	0	0	8, 5, 4		4	8
50	47	176	2.0	0	0	4/4	2	1		vi	F#	I		vi		vi							m	0	0	3, 0, 4		3	3
50	47	178	1.0	1/2	1/2	4/4	2	1		#viio6/vi	F#	I		#viio6/vi		#vii	o	6		vi			o	0	0	5, 2, 8		8	5
50	47	179	1.0	3/4	3/4	4/4	2	1		V6/vi	F#	I		V6/vi		V		6		vi			M	0	0	8, 5, 4		4	8
51	48	180	2.0	0	0	4/4	2	1		vi	F#	I		vi		vi							m	0	0	3, 0, 4		3	3
51	48	182	1.0	1/2	1/2	4/4	2	1		V43/v	F#	I		V43/v		V		43		v			Mm7	0	0	3, 0, 2, 6		2	3
51	48	183	1.0	3/4	3/4	4/4	2	1		V6/v	F#	I		V6/v		V		6		v			M	0	0	6, 3, 2		2	6
52	49	184	2.0	0	0	4/4	2	1		v	F#	I		v		v							m	0	0	1, -2, 2		1	1
52	49	186	1.0	1/2	1/2	4/4	2	1		#viio6/v	F#	I		#viio6/v		#vii	o	6		v			o	0	0	3, 0, 6		6	3
52	49	187	1.0	3/4	3/4	4/4	2	1		V6/v	F#	I		V6/v		V		6		v			M	0	0	6, 3, 2		2	6
53	50	188	2.0	0	0	4/4	2	1		v	F#	I		v		v							m	0	0	1, -2, 2		1	1
53	50	190	1.0	1/2	1/2	4/4	2	1		V43/IV	F#	I		V43/IV		V		43		IV			Mm7	0	0	1, -2, 0, 4		0	1
53	50	191	1.0	3/4	3/4	4/4	2	1		V6/IV	F#	I		V6/IV		V		6		IV			M	0	0	4, 1, 0		0	4
54	51	192	1.0	0	0	4/4	2	1		IV	F#	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
54	51	193	1.0	1/4	1/4	4/4	2	1		V6/IV	F#	I		V6/IV		V		6		IV			M	0	0	4, 1, 0		0	4
54	51	194	1.0	1/2	1/2	4/4	2	1		IV	F#	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
54	51	195	1.0	3/4	3/4	4/4	2	1		V/IV	F#	I		V/IV		V				IV			M	0	0	0, 4, 1		0	0
55	52	196	2.0	0	0	4/4	2	1		IV	F#	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
55	52	198	3.0	1/2	1/2	4/4	2	1		viio	F#	I		viio		vii	o						o	0	0	5, 2, -1		5	5
56	53	201	2.0	1/4	1/4	4/4	2	1		ii	F#	I		ii		ii							m	0	0	2, -1, 3		2	2
56	53	203	2.0	3/4	3/4	4/4	2	1		IV	F#	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
57	54	205	2.0	1/4	1/4	4/4	2	1		viio	F#	I		viio		vii	o						o	0	0	5, 2, -1		5	5
57	54	207	1.0	3/4	3/4	4/4	2	1		viio/V	F#	I		viio/V		vii	o			V			o	0	0	6, 3, 0		6	6
58	55	208	4.0	0	0	4/4	2	1		V|HC}	F#	I		V		V					HC	}	M	0	0	1, 5, 2		1	1
59	56	212	2.0	0	0	4/4	2	1		V64	F#	I		V64		V		64					M	0	0	2, 1, 5		1	2
59	56	214	1.0	1/2	1/2	4/4	2	1		V	F#	I		V		V							M	0	0	1, 5, 2		1	1
59	56	215	0.75	3/4	3/4	4/4	2	1		I6{	F#	I		I6		I		6				{	M	0	0	4, 1, 0		0	4
59	56	863/4	0.25	15/16	15/16	4/4	2	1		viio6	F#	I		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
60	57	216	2.0	0	0	4/4	2	1		I[I	F#	I	I	I		I							M	0	0	0, 4, 1		0	0
60	57	218	1.0	1/2	1/2	4/4	2	1		V2	F#	I	I	V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
60	57	219	1.0	3/4	3/4	4/4	2	1		I]	F#	I	I	I		I							M	0	0	0, 4, 1		0	0
61	58	220	3.0	0	0	4/4	2	1		V7	F#	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
61	58	223	1.0	3/4	3/4	4/4	2	1		V	F#	I		V		V							M	0	0	1, 5, 2		1	1
62	59	224	1.0	0	0	4/4	2	1		I[I	F#	I	I	I		I							M	0	0	0, 4, 1		0	0
62	59	225	1.0	1/4	1/4	4/4	2	1		IV	F#	I	I	IV		IV							M	0	0	-1, 3, 0		-1	-1
62	59	226	1.0	1/2	1/2	4/4	2	1		I	F#	I	I	I		I							M	0	0	0, 4, 1		0	0
62	59	227	1.0	3/4	3/4	4/4	2	1		IV6	F#	I	I	IV6		IV		6					M	0	0	3, 0, -1		-1	3
63	60	228	1.0	0	0	4/4	2	1		V	F#	I	I	V		V							M	0	0	1, 5, 2		1	1
63	60	229	1.0	1/4	1/4	4/4	2	1		IV	F#	I	I	IV		IV							M	0	0	-1, 3, 0		-1	-1
63	60	230	2.0	1/2	1/2	4/4	2	1		I]	F#	I	I	I		I							M	0	0	0, 4, 1		0	0
64	61	232	1.0	0	0	4/4	2	1		V43	F#	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
64	61	233	1.0	1/4	1/4	4/4	2	1		V7	F#	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
64	61	234	1.0	1/2	1/2	4/4	2	1		V	F#	I		V		V							M	0	0	1, 5, 2		1	1
64	61	235	1.0	3/4	3/4	4/4	2	1		V43	F#	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
65	62	236	3.0	0	0	4/4	2	1		I6	F#	I		I6		I		6					M	0	0	4, 1, 0		0	4
65	62	239	1.0	3/4	3/4	4/4	2	1		I	F#	I		I		I							M	0	0	0, 4, 1		0	0
66	63	240	1.0	0	0	4/4	2	1		V43/ii	F#	I		V43/ii		V		43		ii			Mm7	0	0	4, 1, 3, 7		3	4
66	63	241	1.0	1/4	1/4	4/4	2	1		V7/ii	F#	I		V7/ii		V		7		ii			Mm7	0	0	3, 7, 4, 1		3	3
66	63	242	1.0	1/2	1/2	4/4	2	1		V/ii	F#	I		V/ii		V				ii			M	0	0	3, 7, 4		3	3
66	63	243	1.0	3/4	3/4	4/4	2	1		V43/ii	F#	I		V43/ii		V		43		ii			Mm7	0	0	4, 1, 3, 7		3	4
67	64	244	3.0	0	0	4/4	2	1		ii6	F#	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
67	64	247	1.0	3/4	3/4	4/4	2	1		bVII.I6	F#	bVII		I6		I		6					M	0	0	4, 1, 0		0	4
68	65	248	2.0	0	0	4/4	2	1		ii6	F#	bVII		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
68	65	250	2.0	1/2	1/2	4/4	2	1		V7	F#	bVII		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
69	66	252	1.0	0	0	4/4	2	1		I	F#	bVII		I		I							M	0	0	0, 4, 1		0	0
69	66	253	1.0	1/4	1/4	4/4	2	1		V	F#	bVII		V		V							M	0	0	1, 5, 2		1	1
69	66	254	4.0	1/2	1/2	4/4	2	1		I|IAC}	F#	bVII		I		I					IAC	}	M	0	0	0, 4, 1		0	0
70	67	256	0.0	0	0	4/4	2	1		{	F#	bVII										{		0	0				
70	67	258	2.0	1/2	1/2	4/4	2	1		i.i6	F#	i		i6		i		6					m	0	1	-3, 1, 0		0	-3
71	68	260	1.0	0	0	4/4	2	1		IV	F#	i		IV		IV							M	0	1	-1, 3, 0		-1	-1
71	68	261	1.0	1/4	1/4	4/4	2	1		V43	F#	i		V43		V		43					Mm7	0	1	2, -1, 1, 5		1	2
71	68	262	4.0	1/2	1/2	4/4	2	1		i|IAC}	F#	i		i		i					IAC	}	m	0	1	0, -3, 1		0	0
72	69	264	0.0	0	0	4/4	2	1		{	F#	i										{		0	1				
72	69	266	2.0	1/2	1/2	4/4	2	1		iio6	F#	i		iio6		ii	o	6					o	0	1	-1, -4, 2		2	-1
73	70	268	1.0	0	0	4/4	2	1		V7	F#	i		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
73	70	269	1.0	1/4	1/4	4/4	2	1		iv.V7	F#	iv		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
73	70	270	4.0	1/2	1/2	4/4	2	1		i|PAC}	F#	iv		i		i					PAC	}	m	0	1	0, -3, 1		0	0
74	71	272	0.0	0	0	4/4	2	1		{	F#	iv										{		0	1				
74	71	274	2.0	1/2	1/2	4/4	2	1		iio6	F#	iv		iio6		ii	o	6					o	0	1	-1, -4, 2		2	-1
75	72	276	1.0	0	0	4/4	2	1		V7	F#	iv		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
75	72	277	1.0	1/4	1/4	4/4	2	1		i	F#	iv		i		i							m	0	1	0, -3, 1		0	0
75	72	278	2.0	1/2	1/2	4/4	2	1		IV.V65|HC}	F#	IV		V65		V		65			HC	}	Mm7	0	0	5, 2, -1, 1		1	5
76	73	280	1.0	0	0	4/4	2	1		viio6{	F#	IV		viio6		vii	o	6				{	o	0	0	2, -1, 5		5	2
76	73	281	1.0	1/4	1/4	4/4	2	1		I	F#	IV		I		I							M	0	0	0, 4, 1		0	0
76	73	282	2.0	1/2	1/2	4/4	2	1		viio	F#	IV		viio		vii	o						o	0	0	5, 2, -1		5	5
77	74	284	2.0	0	0	4/4	2	1		V6	F#	IV		V6		V		6					M	0	0	5, 2, 1		1	5
77	74	286	2.0	1/2	1/2	4/4	2	1		V7	F#	IV		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
78	75	288	1.0	0	0	4/4	2	1		I|IAC}	F#	IV		I		I					IAC	}	M	0	0	0, 4, 1		0	0
78	75	289	1.0	1/4	1/4	4/4	2	1		I6{	F#	IV		I6		I		6				{	M	0	0	4, 1, 0		0	4
78	75	290	2.0	1/2	1/2	4/4	2	1		I	F#	IV		I		I							M	0	0	0, 4, 1		0	0
79	76	292	1.0	0	0	4/4	2	1		viio6(2)	F#	IV		viio6(2)		vii	o	6	2				o	0	0	2, -1, 0		5	2
79	76	293	3.0	1/4	1/4	4/4	2	1		viio6	F#	IV		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
80	77	296	2.0	0	0	4/4	2	1		I.V2/ii	F#	I		V2/ii		V		2		ii			Mm7	0	0	1, 3, 7, 4		3	1
80	77	298	1.0	1/2	1/2	4/4	2	1		V43/ii	F#	I		V43/ii		V		43		ii			Mm7	0	0	4, 1, 3, 7		3	4
80	77	299	1.0	3/4	3/4	4/4	2	1		V7/ii	F#	I		V7/ii		V		7		ii			Mm7	0	0	3, 7, 4, 1		3	3
81	78	300	1.0	0	0	4/4	2	1		V(64)/ii	F#	I		V(64)/ii		V			64	ii			M	0	0	3, 2, -1		3	3
81	78	301	1.0	1/4	1/4	4/4	2	1		V2/ii	F#	I		V2/ii		V		2		ii			Mm7	0	0	1, 3, 7, 4		3	1
81	78	302	2.0	1/2	1/2	4/4	2	1		ii6	F#	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
82	79	304	1.0	0	0	4/4	2	1		viio43	F#	I		viio43		vii	o	43					o7	0	0	-1, -4, 5, 2		5	-1
82	79	305	1.0	1/4	1/4	4/4	2	1		V2	F#	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
82	79	306	1.0	1/2	1/2	4/4	2	1		viio43	F#	I		viio43		vii	o	43					o7	0	0	-1, -4, 5, 2		5	-1
82	79	307	1.0	3/4	3/4	4/4	2	1		V2	F#	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
83	80	308	1.0	0	0	4/4	2	1		viio43	F#	I		viio43		vii	o	43					o7	0	0	-1, -4, 5, 2		5	-1
83	80	309	1.0	1/4	1/4	4/4	2	1		V2	F#	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
83	80	310	1.0	1/2	1/2	4/4	2	1		V43	F#	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
