mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	3/8	4/4	1	1	.c.i{		c	i		i		i					{	m	1	1	0, -3, 1		0	0
1	0	3/8	3/4	4/4	1	1	iv	iio6	c	i		iv		iv						m	1	1	-1, -4, 0		-1	-1
2	1	0	0	4/4	1	1	i6		c	i		i6		i		6				m	1	1	-3, 1, 0		0	-3
2	1	3/8	3/8	4/4	1	1	i		c	i		i		i						m	1	1	0, -3, 1		0	0
2	1	3/4	3/4	4/4	1	1	VI	iv6	c	i		VI		VI						M	1	1	-4, 0, -3		-4	-4
3	2	0	0	4/4	1	1	V	i64	c	i		V		V						M	1	1	1, 5, 2		1	1
3	2	3/8	3/8	4/4	1	1	i		c	i		i		i						m	1	1	0, -3, 1		0	0
4	3	0	0	4/4	1	1	.It6		c	i		It6	It	vii	o	6	b3	V		It	1	1	-4, 0, 6		6	-4
4	3	1/4	1/4	4/4	1	1	.Ger6		c	i		Ger6	Ger	vii	o	65	b3	V		Ger	1	1	-4, 0, -3, 6		6	-4
4	3	3/4	3/4	4/4	1	1	.It6		c	i		It6	It	vii	o	6	b3	V		It	1	1	-4, 0, 6		6	-4
5	4	0	0	4/4	1	1	V}		c	i		V		V					}	M	1	1	1, 5, 2		1	1
5	4	3/8	3/8	4/4	1	1	{		c	i									{		1	1				
5	4	3/4	3/4	4/4	1	1	i		c	i		i		i						m	1	1	0, -3, 1		0	0
6	5	0	0	4/4	1	1	#viio	V6	c	i		#viio		#vii	o					o	1	1	5, 2, -1		5	5
6	5	3/8	3/8	4/4	1	1	V		c	i		V		V						M	1	1	1, 5, 2		1	1
6	5	3/4	3/4	4/4	1	1	i6		c	i		i6		i		6				m	1	1	-3, 1, 0		0	-3
7	6	0	0	4/4	1	1	#viio6		c	i		#viio6		#vii	o	6				o	1	1	2, -1, 5		5	2
7	6	3/8	3/8	4/4	1	1	V7		c	i		V7		V		7				Mm7	1	1	1, 5, 2, -1		1	1
8	7	0	0	4/4	1	1	#viio7		c	i		#viio7		#vii	o	7				o7	1	1	5, 2, -1, -4		5	5
8	7	1/2	1/2	4/4	1	1	V43		c	i		V43		V		43				Mm7	1	1	2, -1, 1, 5		1	2
9	8	0	0	4/4	1	1	i[i}{		c	i	i	i		i					}{	m	1	1	0, -3, 1		0	0
9	8	1/2	1/2	4/4	1	1	V7/iv		c	i	i	V7/iv		V		7		iv		Mm7	1	1	0, 4, 1, -2		0	0
10	9	0	0	4/4	1	1	iv		c	i	i	iv		iv						m	1	1	-1, -4, 0		-1	-1
10	9	1/2	1/2	4/4	1	1	#viio43		c	i	i	#viio43		#vii	o	43				o7	1	1	-1, -4, 5, 2		5	-1
11	10	0	0	4/4	1	1	i		c	i	i	i		i						m	1	1	0, -3, 1		0	0
11	10	1/2	1/2	4/4	1	1	V7/iv		c	i	i	V7/iv		V		7		iv		Mm7	1	1	0, 4, 1, -2		0	0
12	11	0	0	4/4	1	1	iv		c	i	i	iv		iv						m	1	1	-1, -4, 0		-1	-1
12	11	1/2	1/2	4/4	1	1	#viio43		c	i	i	#viio43		#vii	o	43				o7	1	1	-1, -4, 5, 2		5	-1
13	12	0	0	4/4	1	1	i]}{		c	i	i	i		i					}{	m	1	1	0, -3, 1		0	0
13	12	3/8	3/8	4/4	1	1	V65/V		c	i		V65/V		V		65		V		Mm7	1	1	6, 3, 0, 2		2	6
