mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	1.0	0	1/2	2/2	2	1	E.I6{		E	I		I6	I		6				{	M	0	0	4, 1, 0		0	4
1	0	1	1.0	1/4	3/4	2/2	2	1	V43		E	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
2	1	2	1.0	0	0	2/2	2	1	I		E	I		I	I							M	0	0	0, 4, 1		0	0
2	1	3	1.0	1/4	1/4	2/2	2	1	V6(+4)		E	I		V6(+4)	V		6	+4				M	0	0	5, 2, 1	0	1	5
2	1	4	1.0	1/2	1/2	2/2	2	1	IV6		E	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
2	1	5	1.0	3/4	3/4	2/2	2	1	iii6(+6)		E	I		iii6(+6)	iii		6	+6				m	0	0	1, 5, 4	0	4	1
3	2	6	1.0	0	0	2/2	2	1	ii6		E	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
3	2	7	1.0	1/4	1/4	2/2	2	1	I6		E	I		I6	I		6					M	0	0	4, 1, 0		0	4
3	2	8	1.0	1/2	1/2	2/2	2	1	viio6		E	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
3	2	9	1.0	3/4	3/4	2/2	2	1	vi6(+6)		E	I		vi6(+6)	vi		6	+6				m	0	0	0, 4, 3	-1	3	0
4	3	10	1.0	0	0	2/2	2	1	V65		E	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
4	3	11	1.0	1/4	1/4	2/2	2	1	I(+4)		E	I		I(+4)	I			+4				M	0	0	0, 4, 1	-1	0	0
4	3	12	1.0	1/2	1/2	2/2	2	1	V65		E	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
4	3	13	1.0	3/4	3/4	2/2	2	1	IV6(+2)		E	I		IV6(+2)	IV		6	+2				M	0	0	3, 0, -1	1	-1	3
5	4	14	4.0	0	0	2/2	2	1	V7		E	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
6	5	18	2.0	0	0	2/2	2	1	I		E	I		I	I							M	0	0	0, 4, 1		0	0
6	5	20	1.0	1/2	1/2	2/2	2	1	V		E	I		V	V							M	0	0	1, 5, 2		1	1
6	5	21	1.0	3/4	3/4	2/2	2	1	V7		E	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
7	6	22	6.0	0	0	2/2	2	1	I		E	I		I	I							M	0	0	0, 4, 1		0	0
8	7	28	1.0	1/2	1/2	2/2	2	1	V		E	I		V	V							M	0	0	1, 5, 2		1	1
8	7	29	1.0	3/4	3/4	2/2	2	1	V7		E	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
9	8	30	2.0	0	0	2/2	2	1	I|PAC}		E	I		I	I					PAC	}	M	0	0	0, 4, 1		0	0
10	8	32	1.0	0	1/2	2/2	2	1	I6{		E	I		I6	I		6				{	M	0	0	4, 1, 0		0	4
10	8	33	1.0	1/4	3/4	2/2	2	1	V43		E	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
11	9	34	1.0	0	0	2/2	2	1	I		E	I		I	I							M	0	0	0, 4, 1		0	0
11	9	35	1.0	1/4	1/4	2/2	2	1	V6(+4)		E	I		V6(+4)	V		6	+4				M	0	0	5, 2, 1	0	1	5
11	9	36	1.0	1/2	1/2	2/2	2	1	IV6		E	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
11	9	37	1.0	3/4	3/4	2/2	2	1	iii6(+6)		E	I		iii6(+6)	iii		6	+6				m	0	0	1, 5, 4	0	4	1
12	10	38	1.0	0	0	2/2	2	1	ii6		E	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
12	10	39	1.0	1/4	1/4	2/2	2	1	I6		E	I		I6	I		6					M	0	0	4, 1, 0		0	4
12	10	40	1.0	1/2	1/2	2/2	2	1	viio6		E	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
12	10	41	1.0	3/4	3/4	2/2	2	1	vi6(+6)		E	I		vi6(+6)	vi		6	+6				m	0	0	0, 4, 3	-1	3	0
13	11	42	1.0	0	0	2/2	2	1	V65		E	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
13	11	43	1.0	1/4	1/4	2/2	2	1	I(+4)		E	I		I(+4)	I			+4				M	0	0	0, 4, 1	-1	0	0
13	11	44	1.0	1/2	1/2	2/2	2	1	V65		E	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
13	11	45	1.0	3/4	3/4	2/2	2	1	IV6(+2)		E	I		IV6(+2)	IV		6	+2				M	0	0	3, 0, -1	1	-1	3
14	12	46	4.0	0	0	2/2	2	1	V7		E	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
15	13	50	2.0	0	0	2/2	2	1	I		E	I		I	I							M	0	0	0, 4, 1		0	0
15	13	52	1.0	1/2	1/2	2/2	2	1	V		E	I		V	V							M	0	0	1, 5, 2		1	1
15	13	53	1.0	3/4	3/4	2/2	2	1	V7		E	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
16	14	54	4.0	0	0	2/2	2	1	I|PAC}		E	I		I	I					PAC	}	M	0	0	0, 4, 1		0	0
16	14	56	0.0	1/2	1/2	2/2	2	1	{		E	I									{		0	0				
17	15	58	2.0	0	0	2/2	2	1	V.I6		E	V		I6	I		6					M	0	0	4, 1, 0		0	4
17	15	60	2.0	1/2	1/2	2/2	2	1	V65		E	V		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
18	16	62	2.0	0	0	2/2	2	1	I		E	V		I	I							M	0	0	0, 4, 1		0	0
18	16	64	2.0	1/2	1/2	2/2	2	1	V2		E	V		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
19	17	66	2.0	0	0	2/2	2	1	I6		E	V		I6	I		6					M	0	0	4, 1, 0		0	4
19	17	68	2.0	1/2	1/2	2/2	2	1	V65		E	V		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
20	18	70	2.0	0	0	2/2	2	1	I		E	V		I	I							M	0	0	0, 4, 1		0	0
20	18	72	2.0	1/2	1/2	2/2	2	1	ii	viio6	E	V		ii	ii							m	0	0	2, -1, 3		2	2
21	19	74	2.0	0	0	2/2	2	1	I6		E	V		I6	I		6					M	0	0	4, 1, 0		0	4
21	19	76	2.0	1/2	1/2	2/2	2	1	IV		E	V		IV	IV							M	0	0	-1, 3, 0		-1	-1
22	20	78	1.0	0	0	2/2	2	1	V		E	V		V	V							M	0	0	1, 5, 2		1	1
22	20	79	1.0	1/4	1/4	2/2	2	1	vi		E	V		vi	vi							m	0	0	3, 0, 4		3	3
22	20	80	1.0	1/2	1/2	2/2	2	1	ii6		E	V		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
22	20	81	1.0	3/4	3/4	2/2	2	1	V		E	V		V	V							M	0	0	1, 5, 2		1	1
23	21	82	6.0	0	0	2/2	2	1	I|PAC}		E	V		I	I					PAC	}	M	0	0	0, 4, 1		0	0
23	21	84	0.0	1/2	1/2	2/2	2	1	{		E	V									{		0	0				
24	22	88	2.0	1/2	1/2	2/2	2	1	#viio/vi		E	V		#viio/vi	#vii	o			vi			o	0	0	8, 5, 2		8	8
25	23	90	2.0	0	0	2/2	2	1	vi		E	V		vi	vi							m	0	0	3, 0, 4		3	3
25	23	92	2.0	1/2	1/2	2/2	2	1	ii6		E	V		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
26	24	94	2.0	0	0	2/2	2	1	V(64)		E	V		V(64)	V			64				M	0	0	1, 0, 4		1	1
26	24	96	2.0	1/2	1/2	2/2	2	1	V7		E	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
27	25	98	6.0	0	0	2/2	2	1	I		E	V		I	I							M	0	0	0, 4, 1		0	0
28	26	104	2.0	1/2	1/2	2/2	2	1	#viio/vi		E	V		#viio/vi	#vii	o			vi			o	0	0	8, 5, 2		8	8
29	27	106	2.0	0	0	2/2	2	1	vi		E	V		vi	vi							m	0	0	3, 0, 4		3	3
29	27	108	2.0	1/2	1/2	2/2	2	1	ii6		E	V		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
30	28	110	2.0	0	0	2/2	2	1	V(64)		E	V		V(64)	V			64				M	0	0	1, 0, 4		1	1
