mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	3/8	2/4	2	1	F.I{	F	I		I		I						{	M	0	0	0, 4, 1		0	0
4	3	0	0	2/4	2	1	V65	F	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
6	5	0	0	2/4	2	1	I	F	I		I		I							M	0	0	0, 4, 1		0	0
6	5	1/4	1/4	2/4	2	1	V43	F	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
7	6	0	0	2/4	2	1	I6	F	I		I6		I		6					M	0	0	4, 1, 0		0	4
7	6	1/4	1/4	2/4	2	1	ii65	F	I		ii65		ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
8	7	0	0	2/4	2	1	I64	F	I		I64		I		64					M	0	0	1, 0, 4		0	1
8	7	1/4	1/4	2/4	2	1	V2/IV	F	I		V2/IV		V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
9	8	0	0	2/4	2	1	IV6	F	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
10	9	1/4	1/4	2/4	2	1	V65	F	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
11	10	0	0	2/4	2	1	I	F	I		I		I							M	0	0	0, 4, 1		0	0
11	10	1/4	1/4	2/4	2	1	ii6	F	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
12	11	0	0	2/4	2	1	V(64)	F	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
12	11	1/4	1/4	2/4	2	1	V7	F	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
13	12	0	0	2/4	2	1	I|PAC}	F	I		I		I					PAC	}	M	0	0	0, 4, 1		0	0
13	12	3/8	3/8	2/4	2	1	{	F	I										{		0	0				
15	14	3/8	3/8	2/4	2	1	V.Ger6/vi	F	V		Ger6/vi	Ger	vii	o	65	b3	V/vi			Ger	0	0	-1, 3, 0, 9		9	-1
18	17	0	0	2/4	2	1	V/vi	F	V		V/vi		V				vi			M	0	0	4, 8, 5		4	4
18	17	1/8	1/8	2/4	2	1	Ger6/vi	F	V		Ger6/vi	Ger	vii	o	65	b3	V/vi			Ger	0	0	-1, 3, 0, 9		9	-1
18	17	1/4	1/4	2/4	2	1	V/vi	F	V		V/vi		V				vi			M	0	0	4, 8, 5		4	4
18	17	3/8	3/8	2/4	2	1	Ger6/vi	F	V		Ger6/vi	Ger	vii	o	65	b3	V/vi			Ger	0	0	-1, 3, 0, 9		9	-1
19	18	0	0	2/4	2	1	V/vi|HC}	F	V		V/vi		V				vi	HC	}	M	0	0	4, 8, 5		4	4
19	18	3/8	3/8	2/4	2	1	V[V{	F	V	V	V		V						{	M	0	0	1, 5, 2		1	1
20	19	0	0	2/4	2	1	I	F	V	V	I		I							M	0	0	0, 4, 1		0	0
23	22	0	0	2/4	2	1	V7(4)	F	V	V	V7(4)		V		7	4				Mm7	0	0	1, 0, 2, -1		1	1
23	22	1/4	1/4	2/4	2	1	V7]	F	V	V	V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
27	26	0	0	2/4	2	1	I(9)	F	V		I(9)		I			9				M	0	0	0, 4, 1	2	0	0
27	26	1/4	1/4	2/4	2	1	I6|IAC}	F	V		I6		I		6			IAC	}	M	0	0	4, 1, 0		0	4
28	27	0	0	2/4	2	1	I{	F	V		I		I						{	M	0	0	0, 4, 1		0	0
29	28	0	0	2/4	2	1	vi	F	V		vi		vi							m	0	0	3, 0, 4		3	3
29	28	1/4	1/4	2/4	2	1	viio/V	F	V		viio/V		vii	o			V			o	0	0	6, 3, 0		6	6
29	28	3/8	3/8	2/4	2	1	viio6/V/V	F	V		viio6/V/V		vii	o	6		V/V			o	0	0	4, 1, 7		7	4
30	29	1/8	1/8	2/4	2	1	V6/V	F	V		V6/V		V		6		V			M	0	0	6, 3, 2		2	6
30	29	1/4	1/4	2/4	2	1	V/V	F	V		V/V		V				V			M	0	0	2, 6, 3		2	2
30	29	3/8	3/8	2/4	2	1	viio/V	F	V		viio/V		vii	o			V			o	0	0	6, 3, 0		6	6
31	30	0	0	2/4	2	1	V	F	V		V		V							M	0	0	1, 5, 2		1	1
31	30	1/4	1/4	2/4	2	1	V43/V	F	V		V43/V		V		43		V			Mm7	0	0	3, 0, 2, 6		2	3
32	31	0	0	2/4	2	1	V	F	V		V		V							M	0	0	1, 5, 2		1	1
32	31	1/4	1/4	2/4	2	1	V65/V	F	V		V65/V		V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
33	32	0	0	2/4	2	1	V	F	V		V		V							M	0	0	1, 5, 2		1	1
33	32	1/4	1/4	2/4	2	1	V43/V	F	V		V43/V		V		43		V			Mm7	0	0	3, 0, 2, 6		2	3
34	33	0	0	2/4	2	1	V	F	V		V		V							M	0	0	1, 5, 2		1	1
34	33	1/4	1/4	2/4	2	1	V65/V	F	V		V65/V		V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
35	34	0	0	2/4	2	1	V	F	V		V		V							M	0	0	1, 5, 2		1	1
35	34	1/4	1/4	2/4	2	1	V65/V	F	V		V65/V		V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
36	35	0	0	2/4	2	1	V	F	V		V		V							M	0	0	1, 5, 2		1	1
36	35	1/4	1/4	2/4	2	1	V65/V	F	V		V65/V		V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
37	36	0	0	2/4	2	1	V|HC}	F	V		V		V					HC	}	M	0	0	1, 5, 2		1	1
39	38	0	0	2/4	2	1	V2(9){	F	V		V2(9)		V		2	9			{	Mm7	0	0	-1, 1, 5, 2	3	1	-1
39	38	1/8	1/8	2/4	2	1	V43	F	V		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
39	38	1/4	1/4	2/4	2	1	V6	F	V		V6		V		6					M	0	0	5, 2, 1		1	5
39	38	3/8	3/8	2/4	2	1	I	F	V		I		I							M	0	0	0, 4, 1		0	0
40	39	0	0	2/4	2	1	V2(9)	F	V		V2(9)		V		2	9				Mm7	0	0	-1, 1, 5, 2	3	1	-1
40	39	1/8	1/8	2/4	2	1	V43	F	V		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
40	39	1/4	1/4	2/4	2	1	V6	F	V		V6		V		6					M	0	0	5, 2, 1		1	5
40	39	3/8	3/8	2/4	2	1	I	F	V		I		I							M	0	0	0, 4, 1		0	0
41	40	0	0	2/4	2	1	ii6	F	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
41	40	1/4	1/4	2/4	2	1	V	F	V		V		V							M	0	0	1, 5, 2		1	1
42	41	0	0	2/4	2	1	I|IAC}	F	V		I		I					IAC	}	M	0	0	0, 4, 1		0	0
42	41	3/8	3/8	2/4	2	1	i6{	F	V		i6		i		6				{	m	0	0	-3, 1, 0		0	-3
43	42	0	0	2/4	2	1	V2(b9)	F	V		V2(b9)		V		2	b9				Mm7	0	0	-1, 1, 5, 2	-4	1	-1
43	42	1/8	1/8	2/4	2	1	V43	F	V		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
43	42	1/4	1/4	2/4	2	1	V6	F	V		V6		V		6					M	0	0	5, 2, 1		1	5
43	42	3/8	3/8	2/4	2	1	i	F	V		i		i							m	0	0	0, -3, 1		0	0
44	43	0	0	2/4	2	1	V2(b9)	F	V		V2(b9)		V		2	b9				Mm7	0	0	-1, 1, 5, 2	-4	1	-1
44	43	1/8	1/8	2/4	2	1	V43	F	V		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
44	43	1/4	1/4	2/4	2	1	V6	F	V		V6		V		6					M	0	0	5, 2, 1		1	5
44	43	3/8	3/8	2/4	2	1	i	F	V		i		i							m	0	0	0, -3, 1		0	0
45	44	0	0	2/4	2	1	iio6	F	V		iio6		ii	o	6					o	0	0	-1, -4, 2		2	-1
45	44	1/4	1/4	2/4	2	1	V7	F	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
46	45	0	0	2/4	2	1	bVI	F	V		bVI		bVI							M	0	0	-4, 0, -3		-4	-4
47	46	0	0	2/4	2	1	viio7/V	F	V		viio7/V		vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6
48	47	0	0	2/4	2	1	V2	F	V		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
48	47	1/8	1/8	2/4	2	1	V65	F	V		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
