mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
44	41	0	0	3/4	2	1	V43		C	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
45	42	0	0	3/4	2	1	I6		C	I		I6		I		6					M	0	0	4, 1, 0		0	4
46	43	0	0	3/4	2	1	V43		C	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
47	44	0	0	3/4	2	1	I6		C	I		I6		I		6					M	0	0	4, 1, 0		0	4
47	44	1/2	1/2	3/4	2	1	I		C	I		I		I							M	0	0	0, 4, 1		0	0
48	45	0	0	3/4	2	1	ii6(#72)		C	I		ii6(#72)		ii		6	#72				m	0	0	-1, 3, 4, 7		2	-1
48	45	1/4	1/4	3/4	2	1	ii6		C	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
48	45	1/2	1/2	3/4	2	1	V7		C	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
49	46	0	0	3/4	2	1	I}		C	I		I		I						}	M	0	0	0, 4, 1		0	0
49	46	3/8	3/8	3/4	2	1	{		C	I										{		0	0				
50	47	0	0	3/4	2	1	#viio2/iv		C	I		#viio2/iv		#vii	o	2		iv			o7	0	0	-5, 4, 1, -2		4	-5
50	47	1/2	1/2	3/4	2	1	#viio43/iv		C	I		#viio43/iv		#vii	o	43		iv			o7	0	0	-2, -5, 4, 1		4	-2
51	48	0	0	3/4	2	1	iv6		C	I		iv6		iv		6					m	0	0	-4, 0, -1		-1	-4
51	48	1/2	1/2	3/4	2	1	iv		C	I		iv		iv							m	0	0	-1, -4, 0		-1	-1
52	49	0	0	3/4	2	1	viio2		C	I		viio2		vii	o	2					o7	0	0	-4, 5, 2, -1		5	-4
52	49	1/2	1/2	3/4	2	1	viio43		C	I		viio43		vii	o	43					o7	0	0	-1, -4, 5, 2		5	-1
53	50	0	0	3/4	2	1	i6		C	I		i6		i		6					m	0	0	-3, 1, 0		0	-3
53	50	1/2	1/2	3/4	2	1	i		C	I		i		i							m	0	0	0, -3, 1		0	0
54	51	0	0	3/4	2	1	viio2/V		C	I		viio2/V		vii	o	2		V			o7	0	0	-3, 6, 3, 0		6	-3
54	51	1/2	1/2	3/4	2	1	viio43/V		C	I		viio43/V		vii	o	43		V			o7	0	0	0, -3, 6, 3		6	0
55	52	0	0	3/4	2	1	V6		C	I		V6		V		6					M	0	0	5, 2, 1		1	5
55	52	1/2	1/2	3/4	2	1	V		C	I		V		V							M	0	0	1, 5, 2		1	1
56	53	0	0	3/4	2	1	I		C	I		I		I							M	0	0	0, 4, 1		0	0
56	53	1/4	1/4	3/4	2	1	ii6		C	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
56	53	1/2	1/2	3/4	2	1	V7		C	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
57	54	0	0	3/4	2	1	I}		C	I		I		I						}	M	0	0	0, 4, 1		0	0
57	54	3/8	3/8	3/4	2	1	{		C	I										{		0	0				
58	55	0	0	3/4	2	1	bII	viio6(b3)	C	I		bII		bII							M	0	0	-5, -1, -4		-5	-5
58	55	1/4	1/4	3/4	2	1	I[I		C	I	I	I		I							M	0	0	0, 4, 1		0	0
59	56	0	0	3/4	2	1	viio43		C	I	I	viio43		vii	o	43					o7	0	0	-1, -4, 5, 2		5	-1
59	56	1/4	1/4	3/4	2	1	I]		C	I	I	I		I							M	0	0	0, 4, 1		0	0
60	57	0	0	3/4	2	1	bII	viio6(b3)	C	I		bII		bII							M	0	0	-5, -1, -4		-5	-5
60	57	1/4	1/4	3/4	2	1	I[I		C	I	I	I		I							M	0	0	0, 4, 1		0	0
61	58	0	0	3/4	2	1	viio43		C	I	I	viio43		vii	o	43					o7	0	0	-1, -4, 5, 2		5	-1
61	58	1/4	1/4	3/4	2	1	I]		C	I	I	I		I							M	0	0	0, 4, 1		0	0
62	59	0	0	3/4	2	1	bII	viio6(b3)	C	I		bII		bII							M	0	0	-5, -1, -4		-5	-5
62	59	1/4	1/4	3/4	2	1	I[I		C	I	I	I		I							M	0	0	0, 4, 1		0	0
63	60	0	0	3/4	2	1	viio43		C	I	I	viio43		vii	o	43					o7	0	0	-1, -4, 5, 2		5	-1
63	60	1/4	1/4	3/4	2	1	I		C	I	I	I		I							M	0	0	0, 4, 1		0	0
64	61	0	0	3/4	2	1	viio43		C	I	I	viio43		vii	o	43					o7	0	0	-1, -4, 5, 2		5	-1
64	61	1/4	1/4	3/4	2	1	I		C	I	I	I		I							M	0	0	0, 4, 1		0	0
65	62	0	0	3/4	2	1	viio43		C	I	I	viio43		vii	o	43					o7	0	0	-1, -4, 5, 2		5	-1
65	62	1/4	1/4	3/4	2	1	I]}		C	I	I	I		I						}	M	0	0	0, 4, 1		0	0
68	64	0	0	3/4	2	1	vi.i{		C	vi		i		i						{	m	0	1	0, -3, 1		0	0
69	65	0	0	3/4	2	1	V64		C	vi		V64		V		64					M	0	1	2, 1, 5		1	2
70	66	0	0	3/4	2	1	i6		C	vi		i6		i		6					m	0	1	-3, 1, 0		0	-3
71	67	0	0	3/4	2	1	V2		C	vi		V2		V		2					Mm7	0	1	-1, 1, 5, 2		1	-1
72	68	0	0	3/4	2	1	i6		C	vi		i6		i		6					m	0	1	-3, 1, 0		0	-3
73	69	0	0	3/4	2	1	V(64)/v		C	vi		V(64)/v		V			64	v			M	0	1	2, 1, -2		2	2
74	70	0	0	3/4	2	1	viio7/V/v		C	vi		viio7/V/v		vii	o	7		V/v			o7	0	1	7, 4, 1, -2		7	7
74	70	1/4	1/4	3/4	2	1	V(64)/v		C	vi		V(64)/v		V			64	v			M	0	1	2, 1, -2		2	2
74	70	1/2	1/2	3/4	2	1	V/v		C	vi		V/v		V				v			M	0	1	2, 6, 3		2	2
76	71	0	0	3/4	2	1	i/v}		C	vi		i/v		i				v		}	m	0	1	1, -2, 2		1	1
76	71	1/2	1/2	3/4	2	1	V/III{		C	vi		V/III		V				III		{	M	0	1	-2, 2, -1		-2	-2
77	72	0	0	3/4	2	1	III		C	vi		III		III							M	0	1	-3, 1, -2		-3	-3
78	73	0	0	3/4	2	1	V64/III		C	vi		V64/III		V		64		III			M	0	1	-1, -2, 2		-2	-1
79	74	0	0	3/4	2	1	#viio65/iv		C	vi		#viio65/iv		#vii	o	65		iv			o7	0	1	1, -2, -5, 4		4	1
79	74	1/4	1/4	3/4	2	1	iv64/iv		C	vi		iv64/iv		iv		64		iv			m	0	1	-1, -2, -5		-2	-1
79	74	1/2	1/2	3/4	2	1	V65/iv		C	vi		V65/iv		V		65		iv			Mm7	0	1	4, 1, -2, 0		0	4
80	75	0	0	3/4	2	1	iv(94)		C	vi		iv(94)		iv			94				m	0	1	-1, -2, 0	1	-1	-1
80	75	1/4	1/4	3/4	2	1	iv		C	vi		iv		iv							m	0	1	-1, -4, 0		-1	-1
82	77	0	0	3/4	2	1	V(64)		C	vi		V(64)		V			64				M	0	1	1, 0, -3		1	1
83	78	0	0	3/4	2	1	V43/V		C	vi		V43/V		V		43		V			Mm7	0	1	3, 0, 2, 6		2	3
83	78	1/4	1/4	3/4	2	1	V(4)		C	vi		V(4)		V			4				M	0	1	1, 0, 2		1	1
83	78	1/2	1/2	3/4	2	1	V65/V		C	vi		V65/V		V		65		V			Mm7	0	1	6, 3, 0, 2		2	6
84	79	0	0	3/4	2	1	V(4)}		C	vi		V(4)		V			4			}	M	0	1	1, 0, 2		1	1
84	79	1/4	1/4	3/4	2	1	V		C	vi		V		V							M	0	1	1, 5, 2		1	1
85	80	0	0	3/4	2	1	i{		C	vi		i		i						{	m	0	1	0, -3, 1		0	0
86	81	0	0	3/4	2	1	V64		C	vi		V64		V		64					M	0	1	2, 1, 5		1	2
87	82	0	0	3/4	2	1	i6		C	vi		i6		i		6					m	0	1	-3, 1, 0		0	-3
88	83	0	0	3/4	2	1	V2		C	vi		V2		V		2					Mm7	0	1	-1, 1, 5, 2		1	-1
89	84	0	0	3/4	2	1	i6		C	vi		i6		i		6					m	0	1	-3, 1, 0		0	-3
90	85	0	0	3/4	2	1	iio6(112)		C	vi		iio6(112)		ii	o	6	112				o	0	1	-1, -4, -3	1	2	-1
90	85	1/4	1/4	3/4	2	1	iio6		C	vi		iio6		ii	o	6					o	0	1	-1, -4, 2		2	-1
91	86	0	0	3/4	2	1	V7		C	vi		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
91	86	1/4	1/4	3/4	2	1	V(64)		C	vi		V(64)		V			64				M	0	1	1, 0, -3		1	1
91	86	1/2	1/2	3/4	2	1	V7		C	vi		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
92	87	0	0	3/4	2	1	i}		C	vi		i		i						}	m	0	1	0, -3, 1		0	0
92	87	1/2	1/2	3/4	2	1	V/III{		C	vi		V/III		V				III		{	M	0	1	-2, 2, -1		-2	-2
93	88	0	0	3/4	2	1	III		C	vi		III		III							M	0	1	-3, 1, -2		-3	-3
94	89	0	0	3/4	2	1	V64/III		C	vi		V64/III		V		64		III			M	0	1	-1, -2, 2		-2	-1
95	90	0	0	3/4	2	1	#viio65/iv		C	vi		#viio65/iv		#vii	o	65		iv			o7	0	1	1, -2, -5, 4		4	1
95	90	1/4	1/4	3/4	2	1	iv64/iv		C	vi		iv64/iv		iv		64		iv			m	0	1	-1, -2, -5		-2	-1
95	90	1/2	1/2	3/4	2	1	V65/iv		C	vi		V65/iv		V		65		iv			Mm7	0	1	4, 1, -2, 0		0	4
96	91	0	0	3/4	2	1	iv(94)		C	vi		iv(94)		iv			94				m	0	1	-1, -2, 0	1	-1	-1
96	91	1/4	1/4	3/4	2	1	iv		C	vi		iv		iv							m	0	1	-1, -4, 0		-1	-1
98	93	0	0	3/4	2	1	V(64)		C	vi		V(64)		V			64				M	0	1	1, 0, -3		1	1
99	94	0	0	3/4	2	1	V43/V		C	vi		V43/V		V		43		V			Mm7	0	1	3, 0, 2, 6		2	3
99	94	1/4	1/4	3/4	2	1	V(4)		C	vi		V(4)		V			4				M	0	1	1, 0, 2		1	1
99	94	1/2	1/2	3/4	2	1	V65/V		C	vi		V65/V		V		65		V			Mm7	0	1	6, 3, 0, 2		2	6
100	95	0	0	3/4	2	1	V(4)}		C	vi		V(4)		V			4			}	M	0	1	1, 0, 2		1	1
100	95	1/4	1/4	3/4	2	1	V		C	vi		V		V							M	0	1	1, 5, 2		1	1
101	96	0	0	3/4	2	1	i{		C	vi		i		i						{	m	0	1	0, -3, 1		0	0
102	97	0	0	3/4	2	1	V64		C	vi		V64		V		64					M	0	1	2, 1, 5		1	2
103	98	0	0	3/4	2	1	i6		C	vi		i6		i		6					m	0	1	-3, 1, 0		0	-3
104	99	0	0	3/4	2	1	iv		C	vi		iv		iv							m	0	1	-1, -4, 0		-1	-1
105	100	0	0	3/4	2	1	I.ii%2		C	I		ii%2		ii	%	2					%7	0	0	0, 2, -1, -4		2	0
106	101	0	0	3/4	2	1	V65		C	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
107	102	1/2	1/2	3/4	2	1	V7}		C	I		V7		V		7				}	Mm7	0	0	1, 5, 2, -1		1	1
110	105	1/2	1/2	3/4	2	1	vi		C	I		vi		vi							m	0	0	3, 0, 4		3	3
112	107	1/2	1/2	3/4	2	1	viio/V		C	I		viio/V		vii	o			V			o	0	0	6, 3, 0		6	6
114	109	0	0	3/4	2	1	V[V		C	I	V	V		V							M	0	0	1, 5, 2		1	1
114	109	3/8	3/8	3/4	2	1	{		C	I	V									{		0	0				
115	110	0	0	3/4	2	1	viio2		C	I	V	viio2		vii	o	2					o7	0	0	-4, 5, 2, -1		5	-4
116	111	0	0	3/4	2	1	V(64)		C	I	V	V(64)		V			64				M	0	0	1, 0, 4		1	1
117	112	0	0	3/4	2	1	Ger6		C	I	V	Ger6	Ger	vii	o	65	b3	V			Ger	0	0	-4, 0, -3, 6		6	-4
118	113	0	0	3/4	2	1	V		C	I	V	V		V							M	0	0	1, 5, 2		1	1
119	114	0	0	3/4	2	1	V(64)		C	I	V	V(64)		V			64				M	0	0	1, 0, 4		1	1
120	115	0	0	3/4	2	1	V7		C	I	V	V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
121	116	0	0	3/4	2	1	viio2]		C	I	V	viio2		vii	o	2					o7	0	0	-4, 5, 2, -1		5	-4
122	117	0	0	3/4	2	1	I[I		C	I	I	I		I							M	0	0	0, 4, 1		0	0
123	118	0	0	3/4	2	1	viio6(b3)		C	I	I	viio6(b3)		vii	o	6	b3				o	0	0	-5, -1, 5		5	-5
124	119	0	0	3/4	2	1	I		C	I	I	I		I							M	0	0	0, 4, 1		0	0
125	120	0	0	3/4	2	1	viio6(b3)		C	I	I	viio6(b3)		vii	o	6	b3				o	0	0	-5, -1, 5		5	-5
126	121	0	0	3/4	2	1	I6		C	I	I	I6		I		6					M	0	0	4, 1, 0		0	4
127	122	0	0	3/4	2	1	viio6(b3)		C	I	I	viio6(b3)		vii	o	6	b3				o	0	0	-5, -1, 5		5	-5
128	123	0	0	3/4	2	1	I		C	I	I	I		I							M	0	0	0, 4, 1		0	0
129	124	0	0	3/4	2	1	viio6(b3)		C	I	I	viio6(b3)		vii	o	6	b3				o	0	0	-5, -1, 5		5	-5
130	125	0	0	3/4	2	1	I]		C	I	I	I		I							M	0	0	0, 4, 1		0	0
130	125	1/2	1/2	3/4	2	1	viio		C	I		viio		vii	o						o	0	0	5, 2, -1		5	5
131	126	0	0	3/4	2	1	I		C	I		I		I							M	0	0	0, 4, 1		0	0
131	126	1/2	1/2	3/4	2	1	viio		C	I		viio		vii	o						o	0	0	5, 2, -1		5	5
132	127	0	0	3/4	2	1	I}		C	I		I		I						}	M	0	0	0, 4, 1		0	0
