mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	0	4.5	0	3/8	2/4	2	1		F.I{	F	I		I		I						{	M	0	0	0, 4, 1		0	0
4	3	9/2	9/2	4.0	0	0	2/4	2	1		V65	F	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
6	5	17/2	17/2	1.0	0	0	2/4	2	1		I	F	I		I		I							M	0	0	0, 4, 1		0	0
6	5	19/2	19/2	1.0	1/4	1/4	2/4	2	1		V43	F	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
7	6	21/2	21/2	1.0	0	0	2/4	2	1		I6	F	I		I6		I		6					M	0	0	4, 1, 0		0	4
7	6	23/2	23/2	1.0	1/4	1/4	2/4	2	1		ii65	F	I		ii65		ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
8	7	25/2	25/2	1.0	0	0	2/4	2	1		I64	F	I		I64		I		64					M	0	0	1, 0, 4		0	1
8	7	27/2	27/2	1.0	1/4	1/4	2/4	2	1		V2/IV	F	I		V2/IV		V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
9	8	29/2	29/2	3.0	0	0	2/4	2	1		IV6	F	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
10	9	35/2	35/2	1.0	1/4	1/4	2/4	2	1		V65	F	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
11	10	37/2	37/2	1.0	0	0	2/4	2	1		I	F	I		I		I							M	0	0	0, 4, 1		0	0
11	10	39/2	39/2	1.0	1/4	1/4	2/4	2	1		ii6	F	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
12	11	41/2	41/2	1.0	0	0	2/4	2	1		V(64)	F	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
12	11	43/2	43/2	1.0	1/4	1/4	2/4	2	1		V7	F	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
13	12	45/2	45/2	5.5	0	0	2/4	2	1		I|PAC}	F	I		I		I					PAC	}	M	0	0	0, 4, 1		0	0
13	12	24	24	0.0	3/8	3/8	2/4	2	1		{	F	I										{		0	0				
15	14	28	28	4.5	3/8	3/8	2/4	2	1		V.Ger6/vi	F	V		Ger6/vi	Ger	vii	o	65	b3	V/vi			Ger	0	0	-1, 3, 0, 9		9	-1
18	17	65/2	65/2	0.5	0	0	2/4	2	1		V/vi	F	V		V/vi		V				vi			M	0	0	4, 8, 5		4	4
18	17	33	33	0.5	1/8	1/8	2/4	2	1		Ger6/vi	F	V		Ger6/vi	Ger	vii	o	65	b3	V/vi			Ger	0	0	-1, 3, 0, 9		9	-1
18	17	67/2	67/2	0.5	1/4	1/4	2/4	2	1		V/vi	F	V		V/vi		V				vi			M	0	0	4, 8, 5		4	4
18	17	34	34	0.5	3/8	3/8	2/4	2	1		Ger6/vi	F	V		Ger6/vi	Ger	vii	o	65	b3	V/vi			Ger	0	0	-1, 3, 0, 9		9	-1
19	18	69/2	69/2	1.5	0	0	2/4	2	1		V/vi|HC}	F	V		V/vi		V				vi	HC	}	M	0	0	4, 8, 5		4	4
19	18	36	36	0.5	3/8	3/8	2/4	2	1		V[V{	F	V	V	V		V						{	M	0	0	1, 5, 2		1	1
20	19	73/2	73/2	6.0	0	0	2/4	2	1		I	F	V	V	I		I							M	0	0	0, 4, 1		0	0
23	22	85/2	85/2	1.0	0	0	2/4	2	1		V7(4)	F	V	V	V7(4)		V		7	4				Mm7	0	0	1, 0, 2, -1		1	1
23	22	87/2	87/2	7.0	1/4	1/4	2/4	2	1		V7]	F	V	V	V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
27	26	101/2	101/2	1.0	0	0	2/4	2	1		I(9)	F	V		I(9)		I			9				M	0	0	0, 4, 1	2	0	0
27	26	103/2	103/2	1.0	1/4	1/4	2/4	2	1		I6|IAC}	F	V		I6		I		6			IAC	}	M	0	0	4, 1, 0		0	4
28	27	105/2	105/2	2.0	0	0	2/4	2	1		I{	F	V		I		I						{	M	0	0	0, 4, 1		0	0
29	28	109/2	109/2	1.0	0	0	2/4	2	1		vi	F	V		vi		vi							m	0	0	3, 0, 4		3	3
29	28	111/2	111/2	0.5	1/4	1/4	2/4	2	1		viio/V	F	V		viio/V		vii	o			V			o	0	0	6, 3, 0		6	6
29	28	56	56	1.0	3/8	3/8	2/4	2	1		viio6/V/V	F	V		viio6/V/V		vii	o	6		V/V			o	0	0	4, 1, 7		7	4
30	29	57	57	0.5	1/8	1/8	2/4	2	1		V6/V	F	V		V6/V		V		6		V			M	0	0	6, 3, 2		2	6
30	29	115/2	115/2	0.5	1/4	1/4	2/4	2	1		V/V	F	V		V/V		V				V			M	0	0	2, 6, 3		2	2
30	29	58	58	0.5	3/8	3/8	2/4	2	1		viio/V	F	V		viio/V		vii	o			V			o	0	0	6, 3, 0		6	6
31	30	117/2	117/2	1.0	0	0	2/4	2	1		V	F	V		V		V							M	0	0	1, 5, 2		1	1
31	30	119/2	119/2	1.0	1/4	1/4	2/4	2	1		V43/V	F	V		V43/V		V		43		V			Mm7	0	0	3, 0, 2, 6		2	3
32	31	121/2	121/2	1.0	0	0	2/4	2	1		V	F	V		V		V							M	0	0	1, 5, 2		1	1
32	31	123/2	123/2	1.0	1/4	1/4	2/4	2	1		V65/V	F	V		V65/V		V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
33	32	125/2	125/2	1.0	0	0	2/4	2	1		V	F	V		V		V							M	0	0	1, 5, 2		1	1
33	32	127/2	127/2	1.0	1/4	1/4	2/4	2	1		V43/V	F	V		V43/V		V		43		V			Mm7	0	0	3, 0, 2, 6		2	3
34	33	129/2	129/2	1.0	0	0	2/4	2	1		V	F	V		V		V							M	0	0	1, 5, 2		1	1
34	33	131/2	131/2	1.0	1/4	1/4	2/4	2	1		V65/V	F	V		V65/V		V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
35	34	133/2	133/2	1.0	0	0	2/4	2	1		V	F	V		V		V							M	0	0	1, 5, 2		1	1
35	34	135/2	135/2	1.0	1/4	1/4	2/4	2	1		V65/V	F	V		V65/V		V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
36	35	137/2	137/2	1.0	0	0	2/4	2	1		V	F	V		V		V							M	0	0	1, 5, 2		1	1
36	35	139/2	139/2	1.0	1/4	1/4	2/4	2	1		V65/V	F	V		V65/V		V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
37	36	141/2	141/2	4.0	0	0	2/4	2	1		V|HC}	F	V		V		V					HC	}	M	0	0	1, 5, 2		1	1
39	38	149/2	149/2	0.5	0	0	2/4	2	1		V2(9){	F	V		V2(9)		V		2	9			{	Mm7	0	0	-1, 1, 5, 2	3	1	-1
39	38	75	75	0.5	1/8	1/8	2/4	2	1		V43	F	V		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
39	38	151/2	151/2	0.5	1/4	1/4	2/4	2	1		V6	F	V		V6		V		6					M	0	0	5, 2, 1		1	5
39	38	76	76	0.5	3/8	3/8	2/4	2	1		I	F	V		I		I							M	0	0	0, 4, 1		0	0
40	39	153/2	153/2	0.5	0	0	2/4	2	1		V2(9)	F	V		V2(9)		V		2	9				Mm7	0	0	-1, 1, 5, 2	3	1	-1
40	39	77	77	0.5	1/8	1/8	2/4	2	1		V43	F	V		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
40	39	155/2	155/2	0.5	1/4	1/4	2/4	2	1		V6	F	V		V6		V		6					M	0	0	5, 2, 1		1	5
40	39	78	78	0.5	3/8	3/8	2/4	2	1		I	F	V		I		I							M	0	0	0, 4, 1		0	0
41	40	157/2	157/2	1.0	0	0	2/4	2	1		ii6	F	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
41	40	159/2	159/2	1.0	1/4	1/4	2/4	2	1		V	F	V		V		V							M	0	0	1, 5, 2		1	1
42	41	161/2	161/2	1.5	0	0	2/4	2	1		I|IAC}	F	V		I		I					IAC	}	M	0	0	0, 4, 1		0	0
42	41	82	82	0.5	3/8	3/8	2/4	2	1		i6{	F	V		i6		i		6				{	m	0	0	-3, 1, 0		0	-3
43	42	165/2	165/2	0.5	0	0	2/4	2	1		V2(b9)	F	V		V2(b9)		V		2	b9				Mm7	0	0	-1, 1, 5, 2	-4	1	-1
43	42	83	83	0.5	1/8	1/8	2/4	2	1		V43	F	V		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
43	42	167/2	167/2	0.5	1/4	1/4	2/4	2	1		V6	F	V		V6		V		6					M	0	0	5, 2, 1		1	5
43	42	84	84	0.5	3/8	3/8	2/4	2	1		i	F	V		i		i							m	0	0	0, -3, 1		0	0
44	43	169/2	169/2	0.5	0	0	2/4	2	1		V2(b9)	F	V		V2(b9)		V		2	b9				Mm7	0	0	-1, 1, 5, 2	-4	1	-1
44	43	85	85	0.5	1/8	1/8	2/4	2	1		V43	F	V		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
44	43	171/2	171/2	0.5	1/4	1/4	2/4	2	1		V6	F	V		V6		V		6					M	0	0	5, 2, 1		1	5
44	43	86	86	0.5	3/8	3/8	2/4	2	1		i	F	V		i		i							m	0	0	0, -3, 1		0	0
45	44	173/2	173/2	1.0	0	0	2/4	2	1		iio6	F	V		iio6		ii	o	6					o	0	0	-1, -4, 2		2	-1
45	44	175/2	175/2	1.0	1/4	1/4	2/4	2	1		V7	F	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
46	45	177/2	177/2	2.0	0	0	2/4	2	1		bVI	F	V		bVI		bVI							M	0	0	-4, 0, -3		-4	-4
47	46	181/2	181/2	2.0	0	0	2/4	2	1		viio7/V	F	V		viio7/V		vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6
48	47	185/2	185/2	0.5	0	0	2/4	2	1		V2	F	V		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
48	47	93	93	0.5	1/8	1/8	2/4	2	1		V65	F	V		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
48	47	187/2	187/2	0.5	1/4	1/4	2/4	2	1		I	F	V		I		I							M	0	0	0, 4, 1		0	0
48	47	94	94	0.5	3/8	3/8	2/4	2	1		I64	F	V		I64		I		64					M	0	0	1, 0, 4		0	1
49	48	189/2	189/2	0.5	0	0	2/4	2	1		V43	F	V		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
49	48	95	95	0.5	1/8	1/8	2/4	2	1		V7	F	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
49	48	191/2	191/2	0.5	1/4	1/4	2/4	2	1		I	F	V		I		I							M	0	0	0, 4, 1		0	0
49	48	96	96	0.5	3/8	3/8	2/4	2	1		I64	F	V		I64		I		64					M	0	0	1, 0, 4		0	1
50	49	193/2	193/2	0.5	0	0	2/4	2	1		V43	F	V		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
50	49	97	97	0.5	1/8	1/8	2/4	2	1		V2	F	V		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
50	49	195/2	195/2	0.5	1/4	1/4	2/4	2	1		I6	F	V		I6		I		6					M	0	0	4, 1, 0		0	4
50	49	98	98	0.5	3/8	3/8	2/4	2	1		I	F	V		I		I							M	0	0	0, 4, 1		0	0
51	50	197/2	197/2	0.5	0	0	2/4	2	1		V43	F	V		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
51	50	99	99	0.5	1/8	1/8	2/4	2	1		V2	F	V		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
51	50	199/2	199/2	0.5	1/4	1/4	2/4	2	1		I6	F	V		I6		I		6					M	0	0	4, 1, 0		0	4
51	50	100	100	0.5	3/8	3/8	2/4	2	1		I	F	V		I		I							M	0	0	0, 4, 1		0	0
52	51	201/2	201/2	4.0	0	0	2/4	2	1		ii6	F	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
54	53	209/2	209/2	2.0	0	0	2/4	2	1		ii	F	V		ii		ii							m	0	0	2, -1, 3		2	2
55	54	213/2	213/2	1.0	0	0	2/4	2	1		V	F	V		V		V							M	0	0	1, 5, 2		1	1
55	54	215/2	215/2	1.0	1/4	1/4	2/4	2	1		V7	F	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
56	55	217/2	217/2	4.0	0	0	2/4	2	1		I|PAC}{	F	V		I		I					PAC	}{	M	0	0	0, 4, 1		0	0
58	57	225/2	225/2	1.0	0	0	2/4	2	1		ii65	F	V		ii65		ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
58	57	227/2	227/2	1.0	1/4	1/4	2/4	2	1		V65/V	F	V		V65/V		V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
59	58	229/2	229/2	1.0	0	0	2/4	2	1		V(64)	F	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
