mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	0	0.25	0	15/16	4/4	2	1		C.V{	C	I		V	V						{	M	0	0	1, 5, 2		1	1
2	1	1/4	1/4	1.0	0	0	4/4	2	1		I	C	I		I	I							M	0	0	0, 4, 1		0	0
2	1	5/4	5/4	1.0	1/4	1/4	4/4	2	1		V43	C	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
2	1	9/4	9/4	1.0	1/2	1/2	4/4	2	1		I6	C	I		I6	I		6					M	0	0	4, 1, 0		0	4
2	1	13/4	13/4	1.0	3/4	3/4	4/4	2	1		V6	C	I		V6	V		6					M	0	0	5, 2, 1		1	5
3	2	17/4	17/4	1.0	0	0	4/4	2	1		I	C	I		I	I							M	0	0	0, 4, 1		0	0
3	2	21/4	21/4	1.0	1/4	1/4	4/4	2	1		ii6	C	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
3	2	25/4	25/4	2.0	1/2	1/2	4/4	2	1		V	C	I		V	V							M	0	0	1, 5, 2		1	1
4	3	33/4	33/4	1.0	0	0	4/4	2	1		I6	C	I		I6	I		6					M	0	0	4, 1, 0		0	4
4	3	37/4	37/4	1.0	1/4	1/4	4/4	2	1		V43	C	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
4	3	41/4	41/4	1.0	1/2	1/2	4/4	2	1		I	C	I		I	I							M	0	0	0, 4, 1		0	0
4	3	45/4	45/4	1.0	3/4	3/4	4/4	2	1		V43/vi	C	I		V43/vi	V		43		vi			Mm7	0	0	5, 2, 4, 8		4	5
5	4	49/4	49/4	1.0	0	0	4/4	2	1		vi	C	I		vi	vi							m	0	0	3, 0, 4		3	3
5	4	53/4	53/4	1.0	1/4	1/4	4/4	2	1		IV	C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
5	4	57/4	57/4	2.0	1/2	1/2	4/4	2	1		V	C	I		V	V							M	0	0	1, 5, 2		1	1
6	5	65/4	65/4	1.0	0	0	4/4	2	1		I	C	I		I	I							M	0	0	0, 4, 1		0	0
6	5	69/4	69/4	1.0	1/4	1/4	4/4	2	1		V43	C	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
6	5	73/4	73/4	1.0	1/2	1/2	4/4	2	1		I6	C	I		I6	I		6					M	0	0	4, 1, 0		0	4
6	5	77/4	77/4	1.0	3/4	3/4	4/4	2	1		V6	C	I		V6	V		6					M	0	0	5, 2, 1		1	5
7	6	81/4	81/4	1.0	0	0	4/4	2	1		I	C	I		I	I							M	0	0	0, 4, 1		0	0
7	6	85/4	85/4	1.0	1/4	1/4	4/4	2	1		V.V43	C	V		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
7	6	89/4	89/4	2.0	1/2	1/2	4/4	2	1		I6	C	V		I6	I		6					M	0	0	4, 1, 0		0	4
8	7	97/4	97/4	1.0	0	0	4/4	2	1		ii65	C	V		ii65	ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
8	7	101/4	101/4	1.0	1/4	1/4	4/4	2	1		viio7/V	C	V		viio7/V	vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6
8	7	105/4	105/4	2.0	1/2	1/2	4/4	2	1		V(64)	C	V		V(64)	V			64				M	0	0	1, 0, 4		1	1
9	8	113/4	113/4	2.0	0	0	4/4	2	1		V7	C	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
9	8	121/4	121/4	2.0	1/2	1/2	4/4	2	1		I|PAC}	C	V		I	I					PAC	}	M	0	0	0, 4, 1		0	0
10	8	32	32	0.0	0	15/16	4/4	2	1		{	C	V									{		0	0				
11	9	129/4	129/4	1.0	0	0	4/4	2	1		I.I6	C	I		I6	I		6					M	0	0	4, 1, 0		0	4
11	9	133/4	133/4	1.0	1/4	1/4	4/4	2	1		V43	C	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
11	9	137/4	137/4	1.0	1/2	1/2	4/4	2	1		I	C	I		I	I							M	0	0	0, 4, 1		0	0
11	9	141/4	141/4	1.0	3/4	3/4	4/4	2	1		V2/IV	C	I		V2/IV	V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
12	10	145/4	145/4	1.0	0	0	4/4	2	1		IV6	C	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
12	10	149/4	149/4	1.0	1/4	1/4	4/4	2	1		V43/IV	C	I		V43/IV	V		43		IV			Mm7	0	0	1, -2, 0, 4		0	1
12	10	153/4	153/4	3.0	1/2	1/2	4/4	2	1		IV	C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
13	11	165/4	165/4	1.0	1/4	1/4	4/4	2	1		V43/ii	C	I		V43/ii	V		43		ii			Mm7	0	0	4, 1, 3, 7		3	4
13	11	169/4	169/4	1.0	1/2	1/2	4/4	2	1		ii	C	I		ii	ii							m	0	0	2, -1, 3		2	2
13	11	173/4	173/4	1.0	3/4	3/4	4/4	2	1		#viio6/ii	C	I		#viio6/ii	#vii	o	6		ii			o	0	0	4, 1, 7		7	4
14	12	177/4	177/4	1.0	0	0	4/4	2	1		ii6	C	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
14	12	181/4	181/4	1.0	1/4	1/4	4/4	2	1		viio7/V	C	I		viio7/V	vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6
14	12	185/4	185/4	1.0	1/2	1/2	4/4	2	1		V(4)}	C	I		V(4)	V			4			}	M	0	0	1, 0, 2		1	1
14	12	189/4	189/4	1.0	3/4	3/4	4/4	2	1		V|HC	C	I		V	V					HC		M	0	0	1, 5, 2		1	1
15	13	193/4	193/4	1.0	0	0	4/4	2	1		I6{	C	I		I6	I		6				{	M	0	0	4, 1, 0		0	4
15	13	197/4	197/4	1.0	1/4	1/4	4/4	2	1		V43	C	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
15	13	201/4	201/4	1.0	1/2	1/2	4/4	2	1		I	C	I		I	I							M	0	0	0, 4, 1		0	0
15	13	205/4	205/4	1.0	3/4	3/4	4/4	2	1		V6	C	I		V6	V		6					M	0	0	5, 2, 1		1	5
16	14	209/4	209/4	1.0	0	0	4/4	2	1		I	C	I		I	I							M	0	0	0, 4, 1		0	0
16	14	213/4	213/4	1.0	1/4	1/4	4/4	2	1		ii6	C	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
16	14	217/4	217/4	1.0	1/2	1/2	4/4	2	1		V	C	I		V	V							M	0	0	1, 5, 2		1	1
16	14	221/4	221/4	1.0	3/4	3/4	4/4	2	1		V2	C	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
17	15	225/4	225/4	1.0	0	0	4/4	2	1		I6	C	I		I6	I		6					M	0	0	4, 1, 0		0	4
17	15	229/4	229/4	1.0	1/4	1/4	4/4	2	1		#viio65/ii	C	I		#viio65/ii	#vii	o	65		ii			o7	0	0	4, 1, -2, 7		7	4
17	15	233/4	233/4	1.0	1/2	1/2	4/4	2	1		ii6(11#7)	C	I		ii6(11#7)	ii		6	11#7				m	0	0	-1, 3, 7	1	2	-1
17	15	237/4	237/4	1.0	3/4	3/4	4/4	2	1		ii6	C	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
18	16	241/4	241/4	1.0	0	0	4/4	2	1		V(64)	C	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
18	16	245/4	245/4	1.0	1/4	1/4	4/4	2	1		V7	C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
18	16	249/4	249/4	2.0	1/2	1/2	4/4	2	1		I|PAC}	C	I		I	I					PAC	}	M	0	0	0, 4, 1		0	0
19	17	257/4	257/4	1.0	0	0	4/4	2	1		V7{	C	I		V7	V		7				{	Mm7	0	0	1, 5, 2, -1		1	1
19	17	261/4	261/4	1.0	1/4	1/4	4/4	2	1		I	C	I		I	I							M	0	0	0, 4, 1		0	0
19	17	265/4	265/4	1.0	1/2	1/2	4/4	2	1		V7/ii	C	I		V7/ii	V		7		ii			Mm7	0	0	3, 7, 4, 1		3	3
19	17	269/4	269/4	1.0	3/4	3/4	4/4	2	1		ii	C	I		ii	ii							m	0	0	2, -1, 3		2	2
20	18	273/4	273/4	1.0	0	0	4/4	2	1		V7/iii	C	I		V7/iii	V		7		iii			Mm7	0	0	5, 9, 6, 3		5	5
20	18	277/4	277/4	1.0	1/4	1/4	4/4	2	1		iii	C	I		iii	iii							m	0	0	4, 1, 5		4	4
20	18	281/4	281/4	2.0	1/2	1/2	4/4	2	1		V43	C	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
21	19	289/4	289/4	1.0	0	0	4/4	2	1		I(74)	C	I		I(74)	I			74				M	0	0	0, -1, 1	5	0	0
21	19	293/4	293/4	1.0	1/4	1/4	4/4	2	1		I	C	I		I	I							M	0	0	0, 4, 1		0	0
21	19	297/4	297/4	1.0	1/2	1/2	4/4	2	1		ii43	C	I		ii43	ii		43					mm7	0	0	3, 0, 2, -1		2	3
21	19	301/4	301/4	1.0	3/4	3/4	4/4	2	1		IV	C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
22	20	305/4	305/4	1.0	0	0	4/4	2	1		V(64)	C	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
22	20	309/4	309/4	1.0	1/4	1/4	4/4	2	1		V7	C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
22	20	313/4	313/4	1.75	1/2	1/2	4/4	2	1		I|PAC}	C	I		I	I					PAC	}	M	0	0	0, 4, 1		0	0
23	20	80	80	0.25	0	15/16	4/4	2	1		V{	C	I		V	V						{	M	0	0	1, 5, 2		1	1
24	21	321/4	321/4	1.0	0	0	4/4	2	1		I6	C	I		I6	I		6					M	0	0	4, 1, 0		0	4
24	21	325/4	325/4	1.0	1/4	1/4	4/4	2	1		V2	C	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
24	21	329/4	329/4	1.0	1/2	1/2	4/4	2	1		I6	C	I		I6	I		6					M	0	0	4, 1, 0		0	4
24	21	333/4	333/4	1.0	3/4	3/4	4/4	2	1		V6	C	I		V6	V		6					M	0	0	5, 2, 1		1	5
25	22	337/4	337/4	1.0	0	0	4/4	2	1		I	C	I		I	I							M	0	0	0, 4, 1		0	0
25	22	341/4	341/4	1.0	1/4	1/4	4/4	2	1		V43	C	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
25	22	345/4	345/4	2.0	1/2	1/2	4/4	2	1		V6	C	I		V6	V		6					M	0	0	5, 2, 1		1	5
26	23	353/4	353/4	1.0	0	0	4/4	2	1		I6	C	I		I6	I		6					M	0	0	4, 1, 0		0	4
26	23	357/4	357/4	1.0	1/4	1/4	4/4	2	1		V43	C	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
26	23	361/4	361/4	1.0	1/2	1/2	4/4	2	1		I	C	I		I	I							M	0	0	0, 4, 1		0	0
26	23	365/4	365/4	1.0	3/4	3/4	4/4	2	1		#viio6/vi	C	I		#viio6/vi	#vii	o	6		vi			o	0	0	5, 2, 8		8	5
27	24	369/4	369/4	1.0	0	0	4/4	2	1		vi	C	I		vi	vi							m	0	0	3, 0, 4		3	3
