mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	0	1.0	0	1/2	3/4	2	1		Eb.V{	Eb	I		V	V						{	M	0	0	1, 5, 2		1	1
2	1	1	1	3.0	0	0	3/4	2	1		I	Eb	I		I	I							M	0	0	0, 4, 1		0	0
3	2	4	4	1.0	0	0	3/4	2	1		V43(4)	Eb	I		V43(4)	V		43	4				Mm7	0	0	2, -1, 1, 0		1	2
3	2	5	5	1.5	1/4	1/4	3/4	2	1		V43	Eb	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
3	2	13/2	13/2	0.5	5/8	5/8	3/4	2	1		I	Eb	I		I	I							M	0	0	0, 4, 1		0	0
4	3	7	7	1.5	0	0	3/4	2	1		V6	Eb	I		V6	V		6					M	0	0	5, 2, 1		1	5
4	3	17/2	17/2	0.5	3/8	3/8	3/4	2	1		vi7	Eb	I		vi7	vi		7					mm7	0	0	3, 0, 4, 1		3	3
4	3	9	9	0.5	1/2	1/2	3/4	2	1		V7	Eb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
4	3	19/2	19/2	0.5	5/8	5/8	3/4	2	1		V6	Eb	I		V6	V		6					M	0	0	5, 2, 1		1	5
5	4	10	10	1.0	0	0	3/4	2	1		I(94)	Eb	I		I(94)	I			94				M	0	0	0, -1, 1	2	0	0
5	4	11	11	2.0	1/4	1/4	3/4	2	1		I	Eb	I		I	I							M	0	0	0, 4, 1		0	0
6	5	13	13	1.5	0	0	3/4	2	1		I6	Eb	I		I6	I		6					M	0	0	4, 1, 0		0	4
6	5	29/2	29/2	0.5	3/8	3/8	3/4	2	1		I	Eb	I		I	I							M	0	0	0, 4, 1		0	0
6	5	15	15	0.5	1/2	1/2	3/4	2	1		IV	Eb	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
6	5	31/2	31/2	0.5	5/8	5/8	3/4	2	1		ii7	Eb	I		ii7	ii		7					mm7	0	0	2, -1, 3, 0		2	2
7	6	16	16	1.5	0	0	3/4	2	1		I6	Eb	I		I6	I		6					M	0	0	4, 1, 0		0	4
7	6	35/2	35/2	0.5	3/8	3/8	3/4	2	1		V+6/IV	Eb	I		V+6/IV	V	+	6		IV			+	0	0	4, 8, 0		0	4
7	6	18	18	0.5	1/2	1/2	3/4	2	1		IV	Eb	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
7	6	37/2	37/2	0.5	5/8	5/8	3/4	2	1		I6	Eb	I		I6	I		6					M	0	0	4, 1, 0		0	4
8	7	19	19	0.5	0	0	3/4	2	1		ii(4)	Eb	I		ii(4)	ii			4				m	0	0	2, 1, 3		2	2
8	7	39/2	39/2	0.5	1/8	1/8	3/4	2	1		ii	Eb	I		ii	ii							m	0	0	2, -1, 3		2	2
8	7	20	20	0.5	1/4	1/4	3/4	2	1		bVII6	Eb	I		bVII6	bVII		6					M	0	0	2, -1, -2		-2	2
8	7	41/2	41/2	0.5	3/8	3/8	3/4	2	1		V	Eb	I		V	V							M	0	0	1, 5, 2		1	1
8	7	21	21	0.5	1/2	1/2	3/4	2	1		I	Eb	I		I	I							M	0	0	0, 4, 1		0	0
8	7	43/2	43/2	0.5	5/8	5/8	3/4	2	1		ii6	Eb	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
9	8		22		0	0	3/4	2	1	1	V(64)|HC	Eb	I		V(64)	V			64		HC		M	0	0	1, 0, 4		1	1
9	8		23		1/4	1/4	3/4	2	1	1	V}	Eb	I		V	V						}	M	0	0	1, 5, 2		1	1
9	8		47/2		3/8	3/8	3/4	2	1	1	viio64	Eb	I		viio64	vii	o	64					o	0	0	-1, 5, 2		5	-1
9	8		24		1/2	1/2	3/4	2	1	1	I6{	Eb	I		I6	I		6				{	M	0	0	4, 1, 0		0	4
9	8		49/2		5/8	5/8	3/4	2	1	1	V43	Eb	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
10	8		25		0	0	3/4	2	1	1	I	Eb	I		I	I							M	0	0	0, 4, 1		0	0
11	8	22	28	1.0	0	0	3/4	2	1	2	V(64)|HC	Eb	I		V(64)	V			64		HC		M	0	0	1, 0, 4		1	1
11	8	23	29	2.0	1/4	1/4	3/4	2	1	2	V}	Eb	I		V	V						}	M	0	0	1, 5, 2		1	1
11	8	24	30	0.0	1/2	1/2	3/4	2	1	2	{	Eb	I									{		0	0				
12	9	25	31	2.0	0	0	3/4	2	1		V(b9)	Eb	I		V(b9)	V			b9				M	0	0	1, 5, 2	-4	1	1
12	9	27	33	1.0	1/2	1/2	3/4	2	1		V7	Eb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
13	10	28	34	1.0	0	0	3/4	2	1		V(64)	Eb	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
13	10	29	35	1.0	1/4	1/4	3/4	2	1		V7	Eb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
13	10	30	36	1.0	1/2	1/2	3/4	2	1		V(64)	Eb	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
14	11	31	37	2.0	0	0	3/4	2	1		V(b9)	Eb	I		V(b9)	V			b9				M	0	0	1, 5, 2	-4	1	1
14	11	33	39	1.0	1/2	1/2	3/4	2	1		V7	Eb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
15	12	34	40	1.0	0	0	3/4	2	1		V(64)	Eb	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
15	12	35	41	1.0	1/4	1/4	3/4	2	1		V7	Eb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
15	12	36	42	1.0	1/2	1/2	3/4	2	1		V(64)	Eb	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
16	13	37	43	2.0	0	0	3/4	2	1		I	Eb	I		I	I							M	0	0	0, 4, 1		0	0
16	13	39	45	1.0	1/2	1/2	3/4	2	1		ii7	Eb	I		ii7	ii		7					mm7	0	0	2, -1, 3, 0		2	2
17	14	40	46	1.5	0	0	3/4	2	1		I6	Eb	I		I6	I		6					M	0	0	4, 1, 0		0	4
17	14	83/2	95/2	0.5	3/8	3/8	3/4	2	1		I	Eb	I		I	I							M	0	0	0, 4, 1		0	0
17	14	42	48	0.5	1/2	1/2	3/4	2	1		IV6	Eb	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
17	14	85/2	97/2	0.5	5/8	5/8	3/4	2	1		V6	Eb	I		V6	V		6					M	0	0	5, 2, 1		1	5
18	15	43	49	0.5	0	0	3/4	2	1		I	Eb	I		I	I							M	0	0	0, 4, 1		0	0
18	15	87/2	99/2	0.5	1/8	1/8	3/4	2	1		vi	Eb	I		vi	vi							m	0	0	3, 0, 4		3	3
18	15	44	50	1.0	1/4	1/4	3/4	2	1		ii	Eb	I		ii	ii							m	0	0	2, -1, 3		2	2
18	15	45	51	1.0	1/2	1/2	3/4	2	1		V7	Eb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
19	16		52		0	0	3/4	2	1	1	I(94)|PAC	Eb	I		I(94)	I			94		PAC		M	0	0	0, -1, 1	2	0	0
19	16		53		1/4	1/4	3/4	2	1	1	I}	Eb	I		I	I						}	M	0	0	0, 4, 1		0	0
19	16		54	0.0	1/2	1/2	3/4	2	1	1	{	Eb	I									{		0	0				
20	16	46	55	1.0	0	0	3/4	2	1	2	I(94)|PAC	Eb	I		I(94)	I			94		PAC		M	0	0	0, -1, 1	2	0	0
20	16	47	56	2.0	1/4	1/4	3/4	2	1	2	I}	Eb	I		I	I						}	M	0	0	0, 4, 1		0	0
21	16	48	57	0.0	0	1/2	3/4	2	1		{	Eb	I									{		0	0				
22	17	49	58	3.0	0	0	3/4	2	1		V43	Eb	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
23	18	52	61	3.0	0	0	3/4	2	1		I6	Eb	I		I6	I		6					M	0	0	4, 1, 0		0	4
24	19	55	64	1.5	0	0	3/4	2	1		IV	Eb	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
24	19	113/2	131/2	0.5	3/8	3/8	3/4	2	1		I6	Eb	I		I6	I		6					M	0	0	4, 1, 0		0	4
24	19	57	66	0.5	1/2	1/2	3/4	2	1		V43	Eb	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
24	19	115/2	133/2	0.5	5/8	5/8	3/4	2	1		I	Eb	I		I	I							M	0	0	0, 4, 1		0	0
25	20	58	67	0.5	0	0	3/4	2	1		V	Eb	I		V	V							M	0	0	1, 5, 2		1	1
25	20	117/2	135/2	0.5	1/8	1/8	3/4	2	1		I	Eb	I		I	I							M	0	0	0, 4, 1		0	0
25	20	59	68	2.0	1/4	1/4	3/4	2	1		V	Eb	I		V	V							M	0	0	1, 5, 2		1	1
26	21	61	70	2.0	0	0	3/4	2	1		I6(#4#2)	Eb	I		I6(#4#2)	I		6	#4#2				M	0	0	9, 6, 0		0	9
26	21	63	72	1.0	1/2	1/2	3/4	2	1		I6	Eb	I		I6	I		6					M	0	0	4, 1, 0		0	4
27	22	64	73	2.0	0	0	3/4	2	1		viio7/V	Eb	I		viio7/V	vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6
27	22	66	75	1.0	1/2	1/2	3/4	2	1		I6/V	Eb	I		I6/V	I		6		V			M	0	0	5, 2, 1		1	5
28	23	67	76	1.0	0	0	3/4	2	1		IV/V	Eb	I		IV/V	IV				V			M	0	0	0, 4, 1		0	0
28	23	68	77	1.0	1/4	1/4	3/4	2	1		ii/V	Eb	I		ii/V	ii				V			m	0	0	3, 0, 4		3	3
28	23	69	78	1.0	1/2	1/2	3/4	2	1		V/V	Eb	I		V/V	V				V			M	0	0	2, 6, 3		2	2
29	24	70	79	3.0	0	0	3/4	2	1		V|HC}	Eb	I		V	V					HC	}	M	0	0	1, 5, 2		1	1
30	24	72	81	0.0	0	1/2	3/4	2	1		{	Eb	I									{		0	0				
31	25	73	82	2.0	0	0	3/4	2	1		viio43	Eb	I		viio43	vii	o	43					o7	0	0	-1, -4, 5, 2		5	-1
31	25	75	84	1.0	1/2	1/2	3/4	2	1		V	Eb	I		V	V							M	0	0	1, 5, 2		1	1
32	26	76	85	2.0	0	0	3/4	2	1		viio65	Eb	I		viio65	vii	o	65					o7	0	0	2, -1, -4, 5		5	2
32	26	78	87	1.0	1/2	1/2	3/4	2	1		V	Eb	I		V	V							M	0	0	1, 5, 2		1	1
33	27	79	88	1.0	0	0	3/4	2	1		viio43	Eb	I		viio43	vii	o	43					o7	0	0	-1, -4, 5, 2		5	-1
33	27	80	89	1.0	1/4	1/4	3/4	2	1		V	Eb	I		V	V							M	0	0	1, 5, 2		1	1
33	27	81	90	1.0	1/2	1/2	3/4	2	1		viio65	Eb	I		viio65	vii	o	65					o7	0	0	2, -1, -4, 5		5	2
34	28	82	91	1.0	0	0	3/4	2	1		V	Eb	I		V	V							M	0	0	1, 5, 2		1	1
34	28	83	92	1.0	1/4	1/4	3/4	2	1		viio65	Eb	I		viio65	vii	o	65					o7	0	0	2, -1, -4, 5		5	2
34	28	84	93	1.0	1/2	1/2	3/4	2	1		V	Eb	I		V	V							M	0	0	1, 5, 2		1	1
35	29	85	94	1.0	0	0	3/4	2	1		viio65	Eb	I		viio65	vii	o	65					o7	0	0	2, -1, -4, 5		5	2
35	29	86	95	1.0	1/4	1/4	3/4	2	1		V	Eb	I		V	V							M	0	0	1, 5, 2		1	1
35	29	87	96	1.0	1/2	1/2	3/4	2	1		viio65	Eb	I		viio65	vii	o	65					o7	0	0	2, -1, -4, 5		5	2
36	30	88	97	2.0	0	0	3/4	2	1		V|HC}	Eb	I		V	V					HC	}	M	0	0	1, 5, 2		1	1
36	30	90	99	1.0	1/2	1/2	3/4	2	1		I{	Eb	I		I	I						{	M	0	0	0, 4, 1		0	0
37	31	91	100	3.0	0	0	3/4	2	1		V43	Eb	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
38	32	94	103	3.0	0	0	3/4	2	1		I6	Eb	I		I6	I		6					M	0	0	4, 1, 0		0	4
39	33	97	106	1.5	0	0	3/4	2	1		IV	Eb	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
39	33	197/2	215/2	0.5	3/8	3/8	3/4	2	1		I6	Eb	I		I6	I		6					M	0	0	4, 1, 0		0	4
39	33	99	108	0.5	1/2	1/2	3/4	2	1		V43	Eb	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
39	33	199/2	217/2	0.5	5/8	5/8	3/4	2	1		I	Eb	I		I	I							M	0	0	0, 4, 1		0	0
40	34	100	109	0.5	0	0	3/4	2	1		V	Eb	I		V	V							M	0	0	1, 5, 2		1	1
40	34	201/2	219/2	0.5	1/8	1/8	3/4	2	1		I	Eb	I		I	I							M	0	0	0, 4, 1		0	0
40	34	101	110	1.0	1/4	1/4	3/4	2	1		V	Eb	I		V	V							M	0	0	1, 5, 2		1	1
40	34	102	111	1.0	1/2	1/2	3/4	2	1		I	Eb	I		I	I							M	0	0	0, 4, 1		0	0
41	35	103	112	2.0	0	0	3/4	2	1		I6(#4#2)	Eb	I		I6(#4#2)	I		6	#4#2				M	0	0	9, 6, 0		0	9
41	35	105	114	1.0	1/2	1/2	3/4	2	1		I6	Eb	I		I6	I		6					M	0	0	4, 1, 0		0	4
42	36	106	115	2.0	0	0	3/4	2	1		viio7/V	Eb	I		viio7/V	vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6
42	36	108	117	1.0	1/2	1/2	3/4	2	1		#viio7/vi	Eb	I		#viio7/vi	#vii	o	7		vi			o7	0	0	8, 5, 2, -1		8	8
43	37	109	118	0.75	0	0	3/4	2	1		vi	Eb	I		vi	vi							m	0	0	3, 0, 4		3	3
43	37	439/4	475/4	0.25	3/16	3/16	3/4	2	1		viio7/V	Eb	I		viio7/V	vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6
43	37	110	119	1.0	1/4	1/4	3/4	2	1		V(64)	Eb	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
43	37	111	120	1.0	1/2	1/2	3/4	2	1		V	Eb	I		V	V							M	0	0	1, 5, 2		1	1
44	38	112	121	2.0	0	0	3/4	2	1		I|PAC}	Eb	I		I	I					PAC	}	M	0	0	0, 4, 1		0	0
45	38	114	123	1.0	0	1/2	3/4	2	1		V{	Eb	I		V	V						{	M	0	0	1, 5, 2		1	1
46	39	115	124	3.0	0	0	3/4	2	1		I	Eb	I		I	I							M	0	0	0, 4, 1		0	0
47	40	118	127	1.0	0	0	3/4	2	1		V43(4)	Eb	I		V43(4)	V		43	4				Mm7	0	0	2, -1, 1, 0		1	2
47	40	119	128	1.5	1/4	1/4	3/4	2	1		V43	Eb	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
47	40	241/2	259/2	0.5	5/8	5/8	3/4	2	1		I	Eb	I		I	I							M	0	0	0, 4, 1		0	0
48	41	121	130	1.5	0	0	3/4	2	1		V6	Eb	I		V6	V		6					M	0	0	5, 2, 1		1	5
48	41	245/2	263/2	0.5	3/8	3/8	3/4	2	1		vi7	Eb	I		vi7	vi		7					mm7	0	0	3, 0, 4, 1		3	3
48	41	123	132	0.5	1/2	1/2	3/4	2	1		V7	Eb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
48	41	247/2	265/2	0.5	5/8	5/8	3/4	2	1		V6	Eb	I		V6	V		6					M	0	0	5, 2, 1		1	5
49	42	124	133	1.0	0	0	3/4	2	1		I(94)	Eb	I		I(94)	I			94				M	0	0	0, -1, 1	2	0	0
49	42	125	134	2.0	1/4	1/4	3/4	2	1		I	Eb	I		I	I							M	0	0	0, 4, 1		0	0
50	43	127	136	1.5	0	0	3/4	2	1		I6	Eb	I		I6	I		6					M	0	0	4, 1, 0		0	4
50	43	257/2	275/2	0.5	3/8	3/8	3/4	2	1		I	Eb	I		I	I							M	0	0	0, 4, 1		0	0
50	43	129	138	0.5	1/2	1/2	3/4	2	1		IV	Eb	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
50	43	259/2	277/2	0.5	5/8	5/8	3/4	2	1		ii7	Eb	I		ii7	ii		7					mm7	0	0	2, -1, 3, 0		2	2
51	44	130	139	1.5	0	0	3/4	2	1		I6	Eb	I		I6	I		6					M	0	0	4, 1, 0		0	4
51	44	263/2	281/2	0.5	3/8	3/8	3/4	2	1		V+6/IV	Eb	I		V+6/IV	V	+	6		IV			+	0	0	4, 8, 0		0	4
51	44	132	141	0.5	1/2	1/2	3/4	2	1		IV	Eb	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
51	44	265/2	283/2	0.5	5/8	5/8	3/4	2	1		I6	Eb	I		I6	I		6					M	0	0	4, 1, 0		0	4
52	45	133	142	0.5	0	0	3/4	2	1		ii(4)	Eb	I		ii(4)	ii			4				m	0	0	2, 1, 3		2	2
52	45	267/2	285/2	0.5	1/8	1/8	3/4	2	1		ii	Eb	I		ii	ii							m	0	0	2, -1, 3		2	2
52	45	134	143	0.5	1/4	1/4	3/4	2	1		bVII6	Eb	I		bVII6	bVII		6					M	0	0	2, -1, -2		-2	2
52	45	269/2	287/2	0.5	3/8	3/8	3/4	2	1		V	Eb	I		V	V							M	0	0	1, 5, 2		1	1
52	45	135	144	0.5	1/2	1/2	3/4	2	1		I	Eb	I		I	I							M	0	0	0, 4, 1		0	0
52	45	271/2	289/2	0.5	5/8	5/8	3/4	2	1		ii6	Eb	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
53	46		145		0	0	3/4	2	1	1	V(64)|HC	Eb	I		V(64)	V			64		HC		M	0	0	1, 0, 4		1	1
53	46		146		1/4	1/4	3/4	2	1	1	V}	Eb	I		V	V						}	M	0	0	1, 5, 2		1	1
53	46		293/2		3/8	3/8	3/4	2	1	1	viio64	Eb	I		viio64	vii	o	64					o	0	0	-1, 5, 2		5	-1
53	46		147		1/2	1/2	3/4	2	1	1	I6{	Eb	I		I6	I		6				{	M	0	0	4, 1, 0		0	4
53	46		295/2		5/8	5/8	3/4	2	1	1	V43	Eb	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
54	46		148		0	0	3/4	2	1	1	I	Eb	I		I	I							M	0	0	0, 4, 1		0	0
55	46	136	151	1.0	0	0	3/4	2	1	2	V(64)|HC	Eb	I		V(64)	V			64		HC		M	0	0	1, 0, 4		1	1
55	46	137	152	2.0	1/4	1/4	3/4	2	1	2	V}	Eb	I		V	V						}	M	0	0	1, 5, 2		1	1
56	46	138	153	0.0	0	1/2	3/4	2	1		{	Eb	I									{		0	0				
57	47	139	154	2.0	0	0	3/4	2	1		V(b9)	Eb	I		V(b9)	V			b9				M	0	0	1, 5, 2	-4	1	1
57	47	141	156	1.0	1/2	1/2	3/4	2	1		V7	Eb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
58	48	142	157	1.0	0	0	3/4	2	1		V(64)	Eb	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
58	48	143	158	1.0	1/4	1/4	3/4	2	1		V7	Eb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
58	48	144	159	1.0	1/2	1/2	3/4	2	1		V(64)	Eb	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
59	49	145	160	2.0	0	0	3/4	2	1		V(b9)	Eb	I		V(b9)	V			b9				M	0	0	1, 5, 2	-4	1	1
59	49	147	162	1.0	1/2	1/2	3/4	2	1		V7	Eb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
60	50	148	163	1.0	0	0	3/4	2	1		V(64)	Eb	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
60	50	149	164	1.0	1/4	1/4	3/4	2	1		V7	Eb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
60	50	150	165	1.0	1/2	1/2	3/4	2	1		V(64)	Eb	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
61	51	151	166	2.0	0	0	3/4	2	1		I	Eb	I		I	I							M	0	0	0, 4, 1		0	0
