mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	1/4	4.0	1/16	5/16	2/4	2	1	G.I{		G	I		I		I						{	M	0	0	0, 4, 1		0	0
3	2	17/4	4.75	5/16	5/16	2/4	2	1	ii2		G	I		ii2		ii		2					mm7	0	0	0, 2, -1, 3		2	0
6	5	9	1.0	0	0	2/4	2	1	V6		G	I		V6		V		6					M	0	0	5, 2, 1		1	5
6	5	10	1.0	1/4	1/4	2/4	2	1	V7		G	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
7	6	11	1.0	0	0	2/4	2	1	I		G	I		I		I							M	0	0	0, 4, 1		0	0
7	6	12	1.0	1/4	1/4	2/4	2	1	ii65		G	I		ii65		ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
8	7	13	1.0	0	0	2/4	2	1	V(64)		G	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
8	7	14	1.0	1/4	1/4	2/4	2	1	V7		G	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
9	8	15	4.0	0	0	2/4	2	1	I|PAC}		G	I		I		I					PAC	}	M	0	0	0, 4, 1		0	0
9	8	33/2	0.0	3/8	3/8	2/4	2	1	{		G	I										{		0	0				
11	10	19	1.0	0	0	2/4	2	1	vii%65	V43(2)	G	I		vii%65		vii	%	65					%7	0	0	2, -1, 3, 5		5	2
11	10	20	3.0	1/4	1/4	2/4	2	1	V43		G	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
13	12	23	1.0	0	0	2/4	2	1	I6(13)		G	I		I6(13)		I		6	13				M	0	0	4, 1, 0	3	0	4
13	12	24	3.0	1/4	1/4	2/4	2	1	I6		G	I		I6		I		6					M	0	0	4, 1, 0		0	4
15	14	27	0.5	0	0	2/4	2	1	ii6(2)		G	I		ii6(2)		ii		6	2				m	0	0	-1, 3, 4		2	-1
15	14	55/2	0.5	1/8	1/8	2/4	2	1	ii6		G	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
15	14	28	0.5	1/4	1/4	2/4	2	1	V6/V		G	I		V6/V		V		6		V			M	0	0	6, 3, 2		2	6
15	14	57/2	0.5	3/8	3/8	2/4	2	1	V65/V		G	I		V65/V		V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
16	15	29	0.5	0	0	2/4	2	1	V(11)		G	I		V(11)		V			11				M	0	0	1, 5, 2	0	1	1
16	15	59/2	0.5	1/8	1/8	2/4	2	1	V		G	I		V		V							M	0	0	1, 5, 2		1	1
16	15	30	1.0	1/4	1/4	2/4	2	1	V.vi6		G	V		vi6		vi		6					m	0	0	0, 4, 3		3	0
17	16	31	0.5	0	0	2/4	2	1	ii7	vii%65(2)	G	V		ii7		ii		7					mm7	0	0	2, -1, 3, 0		2	2
17	16	63/2	1.5	1/8	1/8	2/4	2	1	vii%65		G	V		vii%65		vii	%	65					%7	0	0	2, -1, 3, 5		5	2
18	17	33	0.5	0	0	2/4	2	1	iii(11)		G	V		iii(11)		iii			11				m	0	0	4, 1, 5	3	4	4
18	17	67/2	0.5	1/8	1/8	2/4	2	1	iii		G	V		iii		iii							m	0	0	4, 1, 5		4	4
18	17	34	1.0	1/4	1/4	2/4	2	1	I6		G	V		I6		I		6					M	0	0	4, 1, 0		0	4
19	18	35	0.5	0	0	2/4	2	1	ii6(2)		G	V		ii6(2)		ii		6	2				m	0	0	-1, 3, 4		2	-1
19	18	71/2	0.5	1/8	1/8	2/4	2	1	ii6		G	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
19	18	36	0.5	1/4	1/4	2/4	2	1	V6/V		G	V		V6/V		V		6		V			M	0	0	6, 3, 2		2	6
19	18	73/2	0.5	3/8	3/8	2/4	2	1	V65/V		G	V		V65/V		V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
20	19	37	0.5	0	0	2/4	2	1	V[V(4)		G	V	V	V(4)		V			4				M	0	0	1, 0, 2		1	1
20	19	75/2	0.5	1/8	1/8	2/4	2	1	V		G	V	V	V		V							M	0	0	1, 5, 2		1	1
20	19	38	0.5	1/4	1/4	2/4	2	1	viio64(4)/V		G	V	V	viio64(4)/V		vii	o	64	4	V			o	0	0	0, 6, 5		6	0
20	19	77/2	0.5	3/8	3/8	2/4	2	1	viio64/V		G	V	V	viio64/V		vii	o	64		V			o	0	0	0, 6, 3		6	0
21	20	39	0.5	0	0	2/4	2	1	V(9)		G	V	V	V(9)		V			9				M	0	0	1, 5, 2	3	1	1
21	20	79/2	0.5	1/8	1/8	2/4	2	1	V		G	V	V	V		V							M	0	0	1, 5, 2		1	1
21	20	40	1.0	1/4	1/4	2/4	2	1	V7/V		G	V	V	V7/V		V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
22	21	41	0.5	0	0	2/4	2	1	V(4)		G	V	V	V(4)		V			4				M	0	0	1, 0, 2		1	1
22	21	83/2	0.5	1/8	1/8	2/4	2	1	V		G	V	V	V		V							M	0	0	1, 5, 2		1	1
22	21	42	1.0	1/4	1/4	2/4	2	1	viio64/V		G	V	V	viio64/V		vii	o	64		V			o	0	0	0, 6, 3		6	0
23	22	43	0.5	0	0	2/4	2	1	V(9)		G	V	V	V(9)		V			9				M	0	0	1, 5, 2	3	1	1
23	22	87/2	0.5	1/8	1/8	2/4	2	1	V		G	V	V	V		V							M	0	0	1, 5, 2		1	1
23	22	44	1.0	1/4	1/4	2/4	2	1	V7/V		G	V	V	V7/V		V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
24	23	45	1.0	0	0	2/4	2	1	V		G	V	V	V		V							M	0	0	1, 5, 2		1	1
24	23	46	1.0	1/4	1/4	2/4	2	1	viio64/V		G	V	V	viio64/V		vii	o	64		V			o	0	0	0, 6, 3		6	0
25	24	47	4.0	0	0	2/4	2	1	V]|HC}		G	V	V	V		V					HC	}	M	0	0	1, 5, 2		1	1
27	26	51	6.0	0	0	2/4	2	1	I{		G	V		I		I						{	M	0	0	0, 4, 1		0	0
30	29	57	1.0	0	0	2/4	2	1	V7(^6#4)		G	V		V7(^6#4)		V		7	^6#4				Mm7	0	0	1, 5, 7, 4		1	1
30	29	58	7.0	1/4	1/4	2/4	2	1	V7		G	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
34	33	65	0.5	0	0	2/4	2	1	I		G	V		I		I							M	0	0	0, 4, 1		0	0
34	33	131/2	0.5	1/8	1/8	2/4	2	1	vi65	vi6(+7)	G	V		vi65		vi		65					mm7	0	0	0, 4, 1, 3		3	0
34	33	66	0.5	1/4	1/4	2/4	2	1	V6		G	V		V6		V		6					M	0	0	5, 2, 1		1	5
34	33	133/2	0.5	3/8	3/8	2/4	2	1	V7		G	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
35	34	67	0.5	0	0	2/4	2	1	I		G	V		I		I							M	0	0	0, 4, 1		0	0
35	34	135/2	0.5	1/8	1/8	2/4	2	1	vi65	vi6(+7)	G	V		vi65		vi		65					mm7	0	0	0, 4, 1, 3		3	0
35	34	68	0.5	1/4	1/4	2/4	2	1	V6		G	V		V6		V		6					M	0	0	5, 2, 1		1	5
35	34	137/2	0.5	3/8	3/8	2/4	2	1	V7		G	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
36	35	69	0.5	0	0	2/4	2	1	I		G	V		I		I							M	0	0	0, 4, 1		0	0
36	35	139/2	0.5	1/8	1/8	2/4	2	1	vi6	ii6/V	G	V		vi6		vi		6					m	0	0	0, 4, 3		3	0
36	35	70	0.5	1/4	1/4	2/4	2	1	V(64)/V		G	V		V(64)/V		V			64	V			M	0	0	2, 1, 5		2	2
36	35	141/2	0.5	3/8	3/8	2/4	2	1	V7/V		G	V		V7/V		V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
37	36	71	0.5	0	0	2/4	2	1	V|HC}		G	V		V		V					HC	}	M	0	0	1, 5, 2		1	1
37	36	143/2	0.5	1/8	1/8	2/4	2	1	V43		G	V		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
37	36	72	0.5	1/4	1/4	2/4	2	1	I		G	V		I		I							M	0	0	0, 4, 1		0	0
37	36	145/2	0.5	3/8	3/8	2/4	2	1	V6		G	V		V6		V		6					M	0	0	5, 2, 1		1	5
38	37	73	0.5	0	0	2/4	2	1	I{		G	V		I		I						{	M	0	0	0, 4, 1		0	0
38	37	147/2	0.5	1/8	1/8	2/4	2	1	vi65	vi6(+7)	G	V		vi65		vi		65					mm7	0	0	0, 4, 1, 3		3	0
38	37	74	0.5	1/4	1/4	2/4	2	1	V6		G	V		V6		V		6					M	0	0	5, 2, 1		1	5
38	37	149/2	0.5	3/8	3/8	2/4	2	1	V7		G	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
39	38	75	0.5	0	0	2/4	2	1	I		G	V		I		I							M	0	0	0, 4, 1		0	0
39	38	151/2	0.5	1/8	1/8	2/4	2	1	vi65	vi6(+7)	G	V		vi65		vi		65					mm7	0	0	0, 4, 1, 3		3	0
39	38	76	0.5	1/4	1/4	2/4	2	1	V6		G	V		V6		V		6					M	0	0	5, 2, 1		1	5
