mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
49	49	192	1.0	0	0	4/4	2	1		V		d	v	V	V		V							M	1	1	1, 5, 2		1	1
49	49	193	2.0	1/4	1/4	4/4	2	1		V7		d	v	V	V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
49	49	195	9.0	3/4	3/4	4/4	2	1		#viio65]		d	v	V	#viio65		#vii	o	65					o7	1	1	2, -1, -4, 5		5	2
52	52	204	9.0	0	0	4/4	2	1		V7|HC}{		d	v		V7		V		7			HC	}{	Mm7	1	1	1, 5, 2, -1		1	1
54	54	213	1.0	1/4	1/4	4/4	2	1		#viio		d	v		#viio		#vii	o						o	1	1	5, 2, -1		5	5
54	54	214	2.0	1/2	1/2	4/4	2	1		#viio64		d	v		#viio64		#vii	o	64					o	1	1	-1, 5, 2		5	-1
55	55	216	2.0	0	0	4/4	2	1		i6|IAC}{		d	v		i6		i		6			IAC	}{	m	1	1	-3, 1, 0		0	-3
55	55	218	4.0	1/2	1/2	4/4	2	1		bII6		d	v		bII6		bII		6					M	1	1	-1, -4, -5		-5	-1
56	56	222	1.0	1/2	1/2	4/4	2	1		iv		d	v		iv		iv							m	1	1	-1, -4, 0		-1	-1
56	56	223	1.0	3/4	3/4	4/4	2	1		#viio43		d	v		#viio43		#vii	o	43					o7	1	1	-1, -4, 5, 2		5	-1
57	57	224	2.0	0	0	4/4	2	1		i6		d	v		i6		i		6					m	1	1	-3, 1, 0		0	-3
57	57	226	4.0	1/2	1/2	4/4	2	1		bII6		d	v		bII6		bII		6					M	1	1	-1, -4, -5		-5	-1
58	58	230	1.0	1/2	1/2	4/4	2	1		iv		d	v		iv		iv							m	1	1	-1, -4, 0		-1	-1
58	58	231	1.0	3/4	3/4	4/4	2	1		#viio43		d	v		#viio43		#vii	o	43					o7	1	1	-1, -4, 5, 2		5	-1
59	59	232	2.0	0	0	4/4	2	1		i6		d	v		i6		i		6					m	1	1	-3, 1, 0		0	-3
59	59	234	3.0	1/2	1/2	4/4	2	1		bII6		d	v		bII6		bII		6					M	1	1	-1, -4, -5		-5	-1
60	60	237	1.0	1/4	1/4	4/4	2	1		V6/V		d	v		V6/V		V		6		V			M	1	1	6, 3, 2		2	6
60	60	238	3.0	1/2	1/2	4/4	2	1		V(64)		d	v		V(64)		V			64				M	1	1	1, 0, -3		1	1
61	61	241	1.0	1/4	1/4	4/4	2	1		V64/iv		d	v		V64/iv		V		64		iv			M	1	1	1, 0, 4		0	1
61	61	242	1.0	1/2	1/2	4/4	2	1		iv6		d	v		iv6		iv		6					m	1	1	-4, 0, -1		-1	-4
61	61	243	1.0	3/4	3/4	4/4	2	1		V6/iv		d	v		V6/iv		V		6		iv			M	1	1	4, 1, 0		0	4
62	62	244	1.0	0	0	4/4	2	1		iv		d	v		iv		iv							m	1	1	-1, -4, 0		-1	-1
62	62	245	1.0	1/4	1/4	4/4	2	1		bII6		d	v		bII6		bII		6					M	1	1	-1, -4, -5		-5	-1
62	62	246	1.0	1/2	1/2	4/4	2	1		V(964)		d	v		V(964)		V			964				M	1	1	1, 0, -3	-4	1	1
62	62	247	1.0	3/4	3/4	4/4	2	1		V		d	v		V		V							M	1	1	1, 5, 2		1	1
63	63	248	2.0	0	0	4/4	2	1		i|PAC}		d	v		i		i					PAC	}	m	1	1	0, -3, 1		0	0
63	63	249	0.0	1/4	1/4	4/4	2	1		{		d	v										{		1	1				
63	63	250	2.0	1/2	1/2	4/4	2	1		#viio2/iv		d	v		#viio2/iv		#vii	o	2		iv			o7	1	1	-5, 4, 1, -2		4	-5
64	64	252	2.0	0	0	4/4	2	1		bII		d	v		bII		bII							M	1	1	-5, -1, -4		-5	-5
64	64	254	1.0	1/2	1/2	4/4	2	1		iv64		d	v		iv64		iv		64					m	1	1	0, -1, -4		-1	0
64	64	255	1.0	3/4	3/4	4/4	2	1		#viio7		d	v		#viio7		#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
65	65	256	2.0	0	0	4/4	2	1		V/iv		d	v		V/iv		V				iv			M	1	1	0, 4, 1		0	0
65	65	258	2.0	1/2	1/2	4/4	2	1		#viio2/iv		d	v		#viio2/iv		#vii	o	2		iv			o7	1	1	-5, 4, 1, -2		4	-5
66	66	260	2.0	0	0	4/4	2	1		bII		d	v		bII		bII							M	1	1	-5, -1, -4		-5	-5
66	66	262	1.0	1/2	1/2	4/4	2	1		iv64		d	v		iv64		iv		64					m	1	1	0, -1, -4		-1	0
66	66	263	1.0	3/4	3/4	4/4	2	1		#viio7		d	v		#viio7		#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
67	67	264	2.0	0	0	4/4	2	1		V/iv		d	v		V/iv		V				iv			M	1	1	0, 4, 1		0	0
67	67	266	2.0	1/2	1/2	4/4	2	1		#viio2/iv		d	v		#viio2/iv		#vii	o	2		iv			o7	1	1	-5, 4, 1, -2		4	-5
68	68	268	2.0	0	0	4/4	2	1		bII		d	v		bII		bII							M	1	1	-5, -1, -4		-5	-5
68	68	270	1.0	1/2	1/2	4/4	2	1		iv64		d	v		iv64		iv		64					m	1	1	0, -1, -4		-1	0
68	68	271	1.0	3/4	3/4	4/4	2	1		#viio7		d	v		#viio7		#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
69	69	272	3.0	0	0	4/4	2	1		V7/III		d	v		V7/III		V		7		III			Mm7	1	1	-2, 2, -1, -4		-2	-2
69	69	275	1.0	3/4	3/4	4/4	2	1		viio/III		d	v		viio/III		vii	o			III			o	1	1	2, -1, -4		2	2
70	70	276	2.0	0	0	4/4	2	1		III		d	v		III		III							M	1	1	-3, 1, -2		-3	-3
70	70	278	2.0	1/2	1/2	4/4	2	1		III6	V(64)	d	v		III6		III		6					M	1	1	1, -2, -3		-3	1
71	71	280	3.0	0	0	4/4	2	1		V7		d	v		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
71	71	283	1.0	3/4	3/4	4/4	2	1		#viio		d	v		#viio		#vii	o						o	1	1	5, 2, -1		5	5
72	72	284	3.0	0	0	4/4	2	1		i		d	v		i		i							m	1	1	0, -3, 1		0	0
72	72	287	1.0	3/4	3/4	4/4	2	1		i6		d	v		i6		i		6					m	1	1	-3, 1, 0		0	-3
73	73	288	3.0	0	0	4/4	2	1		ii%65		d	v		ii%65		ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1
73	73	291	1.0	3/4	3/4	4/4	2	1		ii%43		d	v		ii%43		ii	%	43					%7	1	1	-4, 0, 2, -1		2	-4
74	74	292	4.0	0	0	4/4	2	1		V		d	v		V		V							M	1	1	1, 5, 2		1	1
75	75	296	2.0	0	0	4/4	2	1		V(64)		d	v		V(64)		V			64				M	1	1	1, 0, -3		1	1
75	75	298	2.0	1/2	1/2	4/4	2	1		V7		d	v		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
76	76	300	2.0	0	0	4/4	2	1		V(64)		d	v		V(64)		V			64				M	1	1	1, 0, -3		1	1
76	76	302	2.0	1/2	1/2	4/4	2	1		V		d	v		V		V							M	1	1	1, 5, 2		1	1
77	77	304	1.0	0	0	4/4	2	1		i|IAC}{		d	v		i		i					IAC	}{	m	1	1	0, -3, 1		0	0
77	77	305	1.0	1/4	1/4	4/4	2	1		i6		d	v		i6		i		6					m	1	1	-3, 1, 0		0	-3
77	77	306	1.0	1/2	1/2	4/4	2	1		#viio		d	v		#viio		#vii	o						o	1	1	5, 2, -1		5	5
77	77	307	1.0	3/4	3/4	4/4	2	1		V7		d	v		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
78	78	308	1.0	0	0	4/4	2	1		i		d	v		i		i							m	1	1	0, -3, 1		0	0
78	78	309	1.0	1/4	1/4	4/4	2	1		V(64)		d	v		V(64)		V			64				M	1	1	1, 0, -3		1	1
78	78	310	2.0	1/2	1/2	4/4	2	1		V		d	v		V		V							M	1	1	1, 5, 2		1	1
78	78	623/2	0.0	7/8	7/8	4/4	2	1		}		d	v										}		1	1				
79	79	312	2.0	0	0	4/4	2	1		V(64){		d	v		V(64)		V			64			{	M	1	1	1, 0, -3		1	1
79	79	314	1.0	1/2	1/2	4/4	2	1		V(13)		d	v		V(13)		V			13				M	1	1	1, 5, 2	-3	1	1
79	79	315	1.0	3/4	3/4	4/4	2	1		V7		d	v		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
80	80	316	1.0	0	0	4/4	2	1		V7(134)		d	v		V7(134)		V		7	134				Mm7	1	1	1, 0, 2, -1	-3	1	1
80	80	317	2.0	1/4	1/4	4/4	2	1		V(64)		d	v		V(64)		V			64				M	1	1	1, 0, -3		1	1
80	80	319	1.0	3/4	3/4	4/4	2	1		V		d	v		V		V							M	1	1	1, 5, 2		1	1
81	81	320	1.0	0	0	4/4	2	1		i		d	v		i		i							m	1	1	0, -3, 1		0	0
81	81	321	1.0	1/4	1/4	4/4	2	1		i6		d	v		i6		i		6					m	1	1	-3, 1, 0		0	-3
81	81	322	1.0	1/2	1/2	4/4	2	1		V6(13)		d	v		V6(13)		V		6	13				M	1	1	5, 2, 1	-3	1	5
81	81	323	1.0	3/4	3/4	4/4	2	1		V7		d	v		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
82	82	324	1.0	0	0	4/4	2	1		i(119)		d	v		i(119)		i			119				m	1	1	0, -3, 1	-1, 2	0	0
82	82	325	2.0	1/4	1/4	4/4	2	1		V(64)		d	v		V(64)		V			64				M	1	1	1, 0, -3		1	1
82	82	327	1.0	3/4	3/4	4/4	2	1		V		d	v		V		V							M	1	1	1, 5, 2		1	1
83	83	328	2.0	0	0	4/4	2	1		V(64)		d	v		V(64)		V			64				M	1	1	1, 0, -3		1	1
83	83	330	1.0	1/2	1/2	4/4	2	1		V(13)		d	v		V(13)		V			13				M	1	1	1, 5, 2	-3	1	1
83	83	331	1.0	3/4	3/4	4/4	2	1		V7		d	v		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
84	84	332	1.0	0	0	4/4	2	1		V7(134)		d	v		V7(134)		V		7	134				Mm7	1	1	1, 0, 2, -1	-3	1	1
84	84	333	2.0	1/4	1/4	4/4	2	1		V(64)		d	v		V(64)		V			64				M	1	1	1, 0, -3		1	1
84	84	335	1.0	3/4	3/4	4/4	2	1		V		d	v		V		V							M	1	1	1, 5, 2		1	1
85	85	336	2.0	0	0	4/4	2	1		i		d	v		i		i							m	1	1	0, -3, 1		0	0
85	85	338	2.0	1/2	1/2	4/4	2	1		V		d	v		V		V							M	1	1	1, 5, 2		1	1
86	86	340	2.0	0	0	4/4	2	1		i		d	v		i		i							m	1	1	0, -3, 1		0	0
86	86	342	2.0	1/2	1/2	4/4	2	1		V		d	v		V		V							M	1	1	1, 5, 2		1	1
87	87	344	16.0	0	0	4/4	2	1		i|PAC}		d	v		i		i					PAC	}	m	1	1	0, -3, 1		0	0
91	91			0	0	4/4	2	1	1	i.iv	iio6	d	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
91	91			1/2	1/2	4/4	2	1	1	i6		d	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
92	92			0	0	4/4	2	1	1	#viio6		d	i		#viio6		#vii	o	6					o	1	1	2, -1, 5		5	2
92	92			1/2	1/2	4/4	2	1	1	i6		d	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
92	92			3/4	3/4	4/4	2	1	1	i		d	i		i		i							m	1	1	0, -3, 1		0	0
95	92	360	10.0	0	0	4/4	2	1		i.iv	iio6	d	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
97	93	370	10.5	1/2	1/2	4/4	2	1		V6/iv{		d	i		V6/iv		V		6		iv		{	M	1	1	4, 1, 0		0	4
99	95	761/2	10.5	5/8	5/8	4/4	2	1		#viio7/#vii		d	i		#viio7/#vii		#vii	o	7		#vii			o7	1	1	10, 7, 4, 1		10	10
101	97	391	7.5	5/8	5/8	4/4	2	1		#iii.V(64)}		d	#iii		V(64)		V			64			}	M	1	1	1, 0, -3		1	1
103	99	797/2	16.0	0	0	4/4	2	1		i{		d	#iii		i		i						{	m	1	1	0, -3, 1		0	0
107	103	829/2	12.0	0	0	4/4	2	1		V43		d	#iii		V43		V		43					Mm7	1	1	2, -1, 1, 5		1	2
110	106	853/2	4.0	0	0	4/4	2	1		V65		d	#iii		V65		V		65					Mm7	1	1	5, 2, -1, 1		1	5
111	107	861/2	6.0	0	0	4/4	2	1		i6		d	#iii		i6		i		6					m	1	1	-3, 1, 0		0	-3
112	108	873/2	2.0	1/2	1/2	4/4	2	1		i		d	#iii		i		i							m	1	1	0, -3, 1		0	0
113	109	877/2	8.0	0	0	4/4	2	1		iv		d	#iii		iv		iv							m	1	1	-1, -4, 0		-1	-1
115	111	893/2	6.0	0	0	4/4	2	1		bII6		d	#iii		bII6		bII		6					M	1	1	-1, -4, -5		-5	-1
116	112	905/2	2.0	1/2	1/2	4/4	2	1		i.VI		d	i		VI		VI							M	1	1	-4, 0, -3		-4	-4
117	113	909/2	8.0	0	0	4/4	2	1		VII		d	i		VII		VII							M	1	1	-2, 2, -1		-2	-2
119	115	925/2	6.0	0	0	4/4	2	1		V6		d	i		V6		V		6					M	1	1	5, 2, 1		1	5
120	116	937/2	2.0	1/2	1/2	4/4	2	1		V		d	i		V		V							M	1	1	1, 5, 2		1	1
121	117	941/2	8.0	0	0	4/4	2	1		i		d	i		i		i							m	1	1	0, -3, 1		0	0
123	119	957/2	4.0	0	0	4/4	2	1		viio6/V		d	i		viio6/V		vii	o	6		V			o	1	1	3, 0, 6		6	3
124	120	965/2	4.0	0	0	4/4	2	1		It6		d	i		It6	It	vii	o	6	b3	V			It	1	1	-4, 0, 6		6	-4
125	121	973/2	6.0	0	0	4/4	2	1		V|HC}		d	i		V		V					HC	}	M	1	1	1, 5, 2		1	1
125	121	487	0.0	1/8	1/8	4/4	2	1		{		d	i										{		1	1				
126	122	985/2	1.0	1/2	1/2	4/4	2	1		V(64)		d	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
126	122	987/2	1.0	3/4	3/4	4/4	2	1		V(#964)		d	i		V(#964)		V			#964				M	1	1	1, 0, -3	3	1	1
127	123	989/2	2.0	0	0	4/4	2	1		V		d	i		V		V							M	1	1	1, 5, 2		1	1
127	123	993/2	1.0	1/2	1/2	4/4	2	1		V(64)		d	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
127	123	995/2	1.0	3/4	3/4	4/4	2	1		V(#964)		d	i		V(#964)		V			#964				M	1	1	1, 0, -3	3	1	1
128	124	997/2	2.0	0	0	4/4	2	1		V		d	i		V		V							M	1	1	1, 5, 2		1	1
128	124	1001/2	1.0	1/2	1/2	4/4	2	1		V(64)		d	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
128	124	1003/2	1.0	3/4	3/4	4/4	2	1		V(#964)		d	i		V(#964)		V			#964				M	1	1	1, 0, -3	3	1	1
129	125	1005/2	5.0	0	0	4/4	2	1		V		d	i		V		V							M	1	1	1, 5, 2		1	1
130	126	1015/2	1.0	1/4	1/4	4/4	2	1		V6		d	i		V6		V		6					M	1	1	5, 2, 1		1	5
130	126	1017/2	1.0	1/2	1/2	4/4	2	1		i		d	i		i		i							m	1	1	0, -3, 1		0	0
130	126	1019/2	1.0	3/4	3/4	4/4	2	1		viio6(2)/V		d	i		viio6(2)/V		vii	o	6	2	V			o	1	1	3, 0, 1		6	3
131	127	1021/2	2.0	0	0	4/4	2	1		V6		d	i		V6		V		6					M	1	1	5, 2, 1		1	5
131	127	1025/2	1.0	1/2	1/2	4/4	2	1		i		d	i		i		i							m	1	1	0, -3, 1		0	0
131	127	1027/2	1.0	3/4	3/4	4/4	2	1		viio6(2)/V		d	i		viio6(2)/V		vii	o	6	2	V			o	1	1	3, 0, 1		6	3
132	128	1029/2	2.0	0	0	4/4	2	1		V6		d	i		V6		V		6					M	1	1	5, 2, 1		1	5
132	128	1033/2	1.0	1/2	1/2	4/4	2	1		i		d	i		i		i							m	1	1	0, -3, 1		0	0
132	128	1035/2	1.0	3/4	3/4	4/4	2	1		viio6(2)/V		d	i		viio6(2)/V		vii	o	6	2	V			o	1	1	3, 0, 1		6	3
133	129	1037/2	6.0	0	0	4/4	2	1		V[V		d	i	V	V		V							M	1	1	1, 5, 2		1	1
134	130	1049/2	1.0	1/2	1/2	4/4	2	1		V(64)		d	i	V	V(64)		V			64				M	1	1	1, 0, -3		1	1
134	130	1051/2	1.0	3/4	3/4	4/4	2	1		V(#964)		d	i	V	V(#964)		V			#964				M	1	1	1, 0, -3	3	1	1
135	131	1053/2	2.0	0	0	4/4	2	1		V		d	i	V	V		V							M	1	1	1, 5, 2		1	1
135	131	1057/2	1.0	1/2	1/2	4/4	2	1		V(64)		d	i	V	V(64)		V			64				M	1	1	1, 0, -3		1	1
135	131	1059/2	1.0	3/4	3/4	4/4	2	1		V(#964)		d	i	V	V(#964)		V			#964				M	1	1	1, 0, -3	3	1	1
136	132	1061/2	2.0	0	0	4/4	2	1		V		d	i	V	V		V							M	1	1	1, 5, 2		1	1
136	132	1065/2	1.0	1/2	1/2	4/4	2	1		V(64)		d	i	V	V(64)		V			64				M	1	1	1, 0, -3		1	1
136	132	1067/2	1.0	3/4	3/4	4/4	2	1		V(#964)		d	i	V	V(#964)		V			#964				M	1	1	1, 0, -3	3	1	1
137	133	1069/2	4.0	0	0	4/4	2	1		V		d	i	V	V		V							M	1	1	1, 5, 2		1	1
138	134	1077/2	4.0	0	0	4/4	2	1		V(64)		d	i	V	V(64)		V			64				M	1	1	1, 0, -3		1	1
139	135	1085/2	4.0	0	0	4/4	2	1		V		d	i	V	V		V							M	1	1	1, 5, 2		1	1
140	136	1093/2	4.0	0	0	4/4	2	1		VI6		d	i	V	VI6		VI		6					M	1	1	0, -3, -4		-4	0
141	137	1101/2	8.0	0	0	4/4	2	1		V]		d	i	V	V		V							M	1	1	1, 5, 2		1	1
143	139	1117/2	3.0	0	0	4/4	2	1		VI	iv6	d	i		VI		VI							M	1	1	-4, 0, -3		-4	-4
143	139	1123/2	1.0	3/4	3/4	4/4	2	1		V		d	i		V		V							M	1	1	1, 5, 2		1	1
144	140	1125/2	1.0	0	0	4/4	2	1		iv	iio6	d	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
144	140	1127/2	1.0	1/4	1/4	4/4	2	1		i6		d	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
144	140	1129/2	1.0	1/2	1/2	4/4	2	1		bII		d	i		bII		bII							M	1	1	-5, -1, -4		-5	-5
144	140	1131/2	1.0	3/4	3/4	4/4	2	1		i		d	i		i		i							m	1	1	0, -3, 1		0	0
145	141	1133/2	1.0	0	0	4/4	2	1		V6		d	i		V6		V		6					M	1	1	5, 2, 1		1	5
145	141	1135/2	1.0	1/4	1/4	4/4	2	1		iv	iio6	d	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
145	141	1137/2	1.0	1/2	1/2	4/4	2	1		VI	iv6	d	i		VI		VI							M	1	1	-4, 0, -3		-4	-4
145	141	1139/2	1.0	3/4	3/4	4/4	2	1		V		d	i		V		V							M	1	1	1, 5, 2		1	1
146	142	1141/2	1.0	0	0	4/4	2	1		iv	iio6	d	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
146	142	1143/2	1.0	1/4	1/4	4/4	2	1		i6		d	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
146	142	1145/2	1.0	1/2	1/2	4/4	2	1		bII		d	i		bII		bII							M	1	1	-5, -1, -4		-5	-5
146	142	1147/2	1.0	3/4	3/4	4/4	2	1		i		d	i		i		i							m	1	1	0, -3, 1		0	0
147	143	1149/2	12.0	0	0	4/4	2	1		V6}{		d	i		V6		V		6				}{	M	1	1	5, 2, 1		1	5
150	146	1173/2	4.0	0	0	4/4	2	1		i		d	i		i		i							m	1	1	0, -3, 1		0	0
151	147	1181/2	4.0	0	0	4/4	2	1		#viio6		d	i		#viio6		#vii	o	6					o	1	1	2, -1, 5		5	2
152	148	1189/2	3.0	0	0	4/4	2	1		i6		d	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
152	148	1195/2	1.0	3/4	3/4	4/4	2	1		V65		d	i		V65		V		65					Mm7	1	1	5, 2, -1, 1		1	5
153	149	1197/2	1.0	0	0	4/4	2	1		i		d	i		i		i							m	1	1	0, -3, 1		0	0
153	149	1199/2	1.0	1/4	1/4	4/4	2	1		V64		d	i		V64		V		64					M	1	1	2, 1, 5		1	2
