mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	9.0	0	0	3/4	2	1	Eb.ii65{	Eb	I		ii65		ii		65				{	mm7	0	0	-1, 3, 0, 2		2	-1
4	4	9	9	6.0	0	0	3/4	2	1	viio7/V	Eb	I		viio7/V		vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6
6	6	15	15	3.0	0	0	3/4	2	1	V(64)	Eb	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
7	7	18	18	3.0	0	0	3/4	2	1	V7	Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
8	8	21	21	6.0	0	0	3/4	2	1	I|PAC}	Eb	I		I		I					PAC	}	M	0	0	0, 4, 1		0	0
10	10	27	27	9.0	0	0	3/4	2	1	ii65{	Eb	I		ii65		ii		65				{	mm7	0	0	-1, 3, 0, 2		2	-1
13	13	36	36	6.0	0	0	3/4	2	1	viio7/V	Eb	I		viio7/V		vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6
15	15	42	42	3.0	0	0	3/4	2	1	V(64)	Eb	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
16	16	45	45	3.0	0	0	3/4	2	1	V7	Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
17	17	48	48	3.0	0	0	3/4	2	1	I[I|PAC}	Eb	I	I	I		I					PAC	}	M	0	0	0, 4, 1		0	0
18	18	51	51	3.0	0	0	3/4	2	1	IV64{	Eb	I	I	IV64		IV		64				{	M	0	0	0, -1, 3		-1	0
19	19	54	54	3.0	0	0	3/4	2	1	IM7	Eb	I	I	IM7		I	M	7					MM7	0	0	0, 4, 1, 5		0	0
20	20	57	57	2.0	0	0	3/4	2	1	ii2	Eb	I	I	ii2		ii		2					mm7	0	0	0, 2, -1, 3		2	0
20	20	59	59	1.0	1/2	1/2	3/4	2	1	viio43	Eb	I	I	viio43		vii	o	43					o7	0	0	-1, -4, 5, 2		5	-1
21	21	60	60	3.0	0	0	3/4	2	1	I}	Eb	I	I	I		I						}	M	0	0	0, 4, 1		0	0
22	22	63	63	3.0	0	0	3/4	2	1	IV64{	Eb	I	I	IV64		IV		64				{	M	0	0	0, -1, 3		-1	0
23	23	66	66	3.0	0	0	3/4	2	1	IM7	Eb	I	I	IM7		I	M	7					MM7	0	0	0, 4, 1, 5		0	0
24	24	69	69	2.0	0	0	3/4	2	1	ii2	Eb	I	I	ii2		ii		2					mm7	0	0	0, 2, -1, 3		2	0
24	24	71	71	1.0	1/2	1/2	3/4	2	1	viio43	Eb	I	I	viio43		vii	o	43					o7	0	0	-1, -4, 5, 2		5	-1
25	25	72	72	3.0	0	0	3/4	2	1	I]}{	Eb	I	I	I		I						}{	M	0	0	0, 4, 1		0	0
26	26	75	75	3.0	0	0	3/4	2	1	V7	Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
27	27	78	78	3.0	0	0	3/4	2	1	I|PAC}{	Eb	I		I		I					PAC	}{	M	0	0	0, 4, 1		0	0
