mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	1/2	3/4	1	1	.F.V{	F	I		V	V					{	M	0	0	1, 5, 2		1	1
2	1	0	0	3/4	1	1	I[I	F	I	I	I	I						M	0	0	0, 4, 1		0	0
2	1	1/4	1/4	3/4	1	1	I(64)	F	I	I	I(64)	I			64			M	0	0	0, -1, 3		0	0
2	1	3/8	3/8	3/4	1	1	I	F	I	I	I	I						M	0	0	0, 4, 1		0	0
2	1	1/2	1/2	3/4	1	1	viio	F	I	I	viio	vii	o					o	0	0	5, 2, -1		5	5
2	1	5/8	5/8	3/4	1	1	I]	F	I	I	I	I						M	0	0	0, 4, 1		0	0
3	2	0	0	3/4	1	1	V(64)	F	I		V(64)	V			64			M	0	0	1, 0, 4		1	1
3	2	1/4	1/4	3/4	1	1	V	F	I		V	V						M	0	0	1, 5, 2		1	1
3	2	1/2	1/2	3/4	1	1	V6/V	F	I		V6/V	V		6		V		M	0	0	6, 3, 2		2	6
3	2	5/8	5/8	3/4	1	1	viio64	F	I		viio64	vii	o	64				o	0	0	-1, 5, 2		5	-1
4	3	0	0	3/4	1	1	I6	F	I		I6	I		6				M	0	0	4, 1, 0		0	4
4	3	1/4	1/4	3/4	1	1	V65	F	I		V65	V		65				Mm7	0	0	5, 2, -1, 1		1	5
4	3	1/2	1/2	3/4	1	1	I(4)	F	I		I(4)	I			4			M	0	0	0, -1, 1		0	0
4	3	5/8	5/8	3/4	1	1	I	F	I		I	I						M	0	0	0, 4, 1		0	0
5	4	0	0	3/4	1	1	V(64)	F	I		V(64)	V			64			M	0	0	1, 0, 4		1	1
5	4	1/4	1/4	3/4	1	1	V}	F	I		V	V					}	M	0	0	1, 5, 2		1	1
5	4	5/16	5/16	3/4	1	1	{	F	I								{		0	0				
6	5	0	0	3/4	1	1	I[I	F	I	I	I	I						M	0	0	0, 4, 1		0	0
6	5	1/4	1/4	3/4	1	1	I(64)	F	I	I	I(64)	I			64			M	0	0	0, -1, 3		0	0
6	5	3/8	3/8	3/4	1	1	I	F	I	I	I	I						M	0	0	0, 4, 1		0	0
6	5	1/2	1/2	3/4	1	1	viio64	F	I	I	viio64	vii	o	64				o	0	0	-1, 5, 2		5	-1
6	5	5/8	5/8	3/4	1	1	I]	F	I	I	I	I						M	0	0	0, 4, 1		0	0
7	6	0	0	3/4	1	1	IV	F	I		IV	IV						M	0	0	-1, 3, 0		-1	-1
7	6	1/4	1/4	3/4	1	1	V2	F	I		V2	V		2				Mm7	0	0	-1, 1, 5, 2		1	-1
7	6	1/2	1/2	3/4	1	1	I6	F	I		I6	I		6				M	0	0	4, 1, 0		0	4
8	7	0	0	3/4	1	1	IV	F	I		IV	IV						M	0	0	-1, 3, 0		-1	-1
