mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	1.0	0	1/4	6/8	2	1	G.V{	G	I		V		V						{	M	0	0	1, 5, 2		1	1
1	0	1	0.5	1/4	1/2	6/8	2	1	I6	G	I		I6		I		6					M	0	0	4, 1, 0		0	4
1	0	3/2	0.5	3/8	5/8	6/8	2	1	viio6	G	I		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
2	1	2	1.0	0	0	6/8	2	1	I	G	I		I		I							M	0	0	0, 4, 1		0	0
2	1	3	1.5	1/4	1/4	6/8	2	1	ii6	G	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
2	1	9/2	0.5	5/8	5/8	6/8	2	1	I6	G	I		I6		I		6					M	0	0	4, 1, 0		0	4
3	2	5	2.0	0	0	6/8	2	1	ii	G	I		ii		ii							m	0	0	2, -1, 3		2	2
3	2	7	0.5	1/2	1/2	6/8	2	1	viio	G	I		viio		vii	o						o	0	0	5, 2, -1		5	5
3	2	15/2	0.5	5/8	5/8	6/8	2	1	I	G	I		I		I							M	0	0	0, 4, 1		0	0
4	3	8	0.5	0	0	6/8	2	1	viio6	G	I		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
4	3	17/2	0.5	1/8	1/8	6/8	2	1	I6	G	I		I6		I		6					M	0	0	4, 1, 0		0	4
4	3	9	0.5	1/4	1/4	6/8	2	1	ii6	G	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
4	3	19/2	1.5	3/8	3/8	6/8	2	1	viio7/V	G	I		viio7/V		vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6
5	4	11	2.0	0	0	6/8	2	1	V	G	I		V		V							M	0	0	1, 5, 2		1	1
5	4	13	0.5	1/2	1/2	6/8	2	1	I6	G	I		I6		I		6					M	0	0	4, 1, 0		0	4
5	4	27/2	0.5	5/8	5/8	6/8	2	1	viio6	G	I		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
6	5	14	1.0	0	0	6/8	2	1	I	G	I		I		I							M	0	0	0, 4, 1		0	0
6	5	15	1.5	1/4	1/4	6/8	2	1	ii6	G	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
6	5	33/2	0.5	5/8	5/8	6/8	2	1	I6	G	I		I6		I		6					M	0	0	4, 1, 0		0	4
7	6	17	2.0	0	0	6/8	2	1	ii	G	I		ii		ii							m	0	0	2, -1, 3		2	2
7	6	19	0.5	1/2	1/2	6/8	2	1	viio	G	I		viio		vii	o						o	0	0	5, 2, -1		5	5
7	6	39/2	0.5	5/8	5/8	6/8	2	1	I	G	I		I		I							M	0	0	0, 4, 1		0	0
8	7	20	0.5	0	0	6/8	2	1	viio6	G	I		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
8	7	41/2	0.5	1/8	1/8	6/8	2	1	I6	G	I		I6		I		6					M	0	0	4, 1, 0		0	4
8	7	21	0.5	1/4	1/4	6/8	2	1	ii6	G	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
8	7	43/2	1.0	3/8	3/8	6/8	2	1	V(64)	G	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
8	7	45/2	0.5	5/8	5/8	6/8	2	1	V7	G	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
9	8	23	1.0	0	0	6/8	2	1	I|PAC}	G	I		I		I					PAC	}	M	0	0	0, 4, 1		0	0
9	8	24	0.5	1/4	1/4	6/8	2	1	V{	G	I		V		V						{	M	0	0	1, 5, 2		1	1
9	8	49/2	1.5	3/8	3/8	6/8	2	1	I	G	I		I		I							M	0	0	0, 4, 1		0	0
10	9	26	1.5	0	0	6/8	2	1	V65	G	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
10	9	55/2	1.5	3/8	3/8	6/8	2	1	I	G	I		I		I							M	0	0	0, 4, 1		0	0
11	10	29	1.5	0	0	6/8	2	1	V65	G	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
11	10	61/2	1.5	3/8	3/8	6/8	2	1	V	G	I		V		V							M	0	0	1, 5, 2		1	1
12	11	32	1.0	0	0	6/8	2	1	V65	G	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
12	11	33	0.5	1/4	1/4	6/8	2	1	I	G	I		I		I							M	0	0	0, 4, 1		0	0
12	11	67/2	1.0	3/8	3/8	6/8	2	1	V65	G	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
12	11	69/2	0.5	5/8	5/8	6/8	2	1	I	G	I		I		I							M	0	0	0, 4, 1		0	0
13	12	35	1.0	0	0	6/8	2	1	V65|HC}	G	I		V65		V		65			HC	}	Mm7	0	0	5, 2, -1, 1		1	5
13	12	36	1.0	1/4	1/4	6/8	2	1	V{	G	I		V		V						{	M	0	0	1, 5, 2		1	1
13	12	37	0.5	1/2	1/2	6/8	2	1	I6	G	I		I6		I		6					M	0	0	4, 1, 0		0	4
13	12	75/2	0.5	5/8	5/8	6/8	2	1	viio6	G	I		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
14	13	38	1.0	0	0	6/8	2	1	I	G	I		I		I							M	0	0	0, 4, 1		0	0
14	13	39	1.5	1/4	1/4	6/8	2	1	ii6	G	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
14	13	81/2	0.5	5/8	5/8	6/8	2	1	I6	G	I		I6		I		6					M	0	0	4, 1, 0		0	4
15	14	41	2.0	0	0	6/8	2	1	ii	G	I		ii		ii							m	0	0	2, -1, 3		2	2
15	14	43	0.5	1/2	1/2	6/8	2	1	viio	G	I		viio		vii	o						o	0	0	5, 2, -1		5	5
15	14	87/2	0.5	5/8	5/8	6/8	2	1	I	G	I		I		I							M	0	0	0, 4, 1		0	0
16	15	44	0.5	0	0	6/8	2	1	viio6	G	I		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
16	15	89/2	0.5	1/8	1/8	6/8	2	1	I6	G	I		I6		I		6					M	0	0	4, 1, 0		0	4
16	15	45	0.5	1/4	1/4	6/8	2	1	ii6	G	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
16	15	91/2	1.0	3/8	3/8	6/8	2	1	V(64)	G	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
16	15	93/2	0.5	5/8	5/8	6/8	2	1	V7	G	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
17	16	47	1.0	0	0	6/8	2	1	I|PAC}	G	I		I		I					PAC	}	M	0	0	0, 4, 1		0	0
17	16	48	2.0	1/4	1/4	6/8	2	1	i.V{	G	i		V		V						{	M	0	1	1, 5, 2		1	1
18	17	50	3.0	0	0	6/8	2	1	iio	G	i		iio		ii	o						o	0	1	2, -1, -4		2	2
19	18	53	3.0	0	0	6/8	2	1	i	G	i		i		i							m	0	1	0, -3, 1		0	0
20	19	56	1.5	0	0	6/8	2	1	iio6	G	i		iio6		ii	o	6					o	0	1	-1, -4, 2		2	-1
20	19	115/2	1.5	3/8	3/8	6/8	2	1	V7	G	i		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
21	20	59	1.5	0	0	6/8	2	1	i|PAC}{	G	i		i		i					PAC	}{	m	0	1	0, -3, 1		0	0
21	20	121/2	1.5	3/8	3/8	6/8	2	1	V6	G	i		V6		V		6					M	0	1	5, 2, 1		1	5
22	21	62	1.5	0	0	6/8	2	1	i	G	i		i		i							m	0	1	0, -3, 1		0	0
22	21	127/2	1.5	3/8	3/8	6/8	2	1	V6	G	i		V6		V		6					M	0	1	5, 2, 1		1	5
23	22	65	3.0	0	0	6/8	2	1	i	G	i		i		i							m	0	1	0, -3, 1		0	0
24	23	68	1.0	0	0	6/8	2	1	V(64)/V	G	i		V(64)/V		V			64	V			M	0	1	2, 1, 5		2	2
24	23	69	0.5	1/4	1/4	6/8	2	1	V/V	G	i		V/V		V				V			M	0	1	2, 6, 3		2	2
24	23	139/2	1.5	3/8	3/8	6/8	2	1	V7	G	i		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
25	24	71	1.5	0	0	6/8	2	1	i	G	i		i		i							m	0	1	0, -3, 1		0	0
25	24	145/2	1.5	3/8	3/8	6/8	2	1	V6	G	i		V6		V		6					M	0	1	5, 2, 1		1	5
26	25	74	1.5	0	0	6/8	2	1	i	G	i		i		i							m	0	1	0, -3, 1		0	0
26	25	151/2	1.5	3/8	3/8	6/8	2	1	bIII.IV6	G	bIII		IV6		IV		6					M	0	0	3, 0, -1		-1	3
27	26	77	1.5	0	0	6/8	2	1	V6	G	bIII		V6		V		6					M	0	0	5, 2, 1		1	5
27	26	157/2	1.5	3/8	3/8	6/8	2	1	I	G	bIII		I		I							M	0	0	0, 4, 1		0	0
28	27	80	1.5	0	0	6/8	2	1	ii6	G	bIII		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
28	27	163/2	1.5	3/8	3/8	6/8	2	1	V7	G	bIII		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
29	28	83	1.5	0	0	6/8	2	1	I6	G	bIII		I6		I		6					M	0	0	4, 1, 0		0	4
29	28	169/2	1.5	3/8	3/8	6/8	2	1	V(64)	G	bIII		V(64)		V			64				M	0	0	1, 0, 4		1	1
30	29	86	1.5	0	0	6/8	2	1	ii6	G	bIII		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
30	29	175/2	1.5	3/8	3/8	6/8	2	1	V7	G	bIII		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
31	30	89	3.0	0	0	6/8	2	1	I	G	bIII		I		I							M	0	0	0, 4, 1		0	0
32	31	92	3.0	0	0	6/8	2	1	V2	G	bIII		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
33	32	95	3.0	0	0	6/8	2	1	I|IAC}{	G	bIII		I		I					IAC	}{	M	0	0	0, 4, 1		0	0
34	33	98	1.5	0	0	6/8	2	1	V43	G	bIII		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
34	33	199/2	1.5	3/8	3/8	6/8	2	1	V2	G	bIII		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
35	34	101	1.5	0	0	6/8	2	1	I6	G	bIII		I6		I		6					M	0	0	4, 1, 0		0	4
35	34	205/2	1.5	3/8	3/8	6/8	2	1	I	G	bIII		I		I							M	0	0	0, 4, 1		0	0
36	35	104	1.5	0	0	6/8	2	1	V(64)/V	G	bIII		V(64)/V		V			64	V			M	0	0	2, 1, 5		2	2
36	35	211/2	1.5	3/8	3/8	6/8	2	1	V7/V	G	bIII		V7/V		V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
37	36	107	1.5	0	0	6/8	2	1	V	G	bIII		V		V							M	0	0	1, 5, 2		1	1
37	36	217/2	1.5	3/8	3/8	6/8	2	1	V2	G	bIII		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
38	37	110	1.5	0	0	6/8	2	1	I6	G	bIII		I6		I		6					M	0	0	4, 1, 0		0	4
38	37	223/2	1.5	3/8	3/8	6/8	2	1	I	G	bIII		I		I							M	0	0	0, 4, 1		0	0
39	38	113	1.5	0	0	6/8	2	1	V6	G	bIII		V6		V		6					M	0	0	5, 2, 1		1	5
39	38	229/2	1.5	3/8	3/8	6/8	2	1	V	G	bIII		V		V							M	0	0	1, 5, 2		1	1
40	39	116	1.5	0	0	6/8	2	1	I	G	bIII		I		I							M	0	0	0, 4, 1		0	0
40	39	235/2	1.5	3/8	3/8	6/8	2	1	ii6	G	bIII		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
41	40	119	1.5	0	0	6/8	2	1	V	G	bIII		V		V							M	0	0	1, 5, 2		1	1
41	40	241/2	1.5	3/8	3/8	6/8	2	1	I	G	bIII		I		I							M	0	0	0, 4, 1		0	0
