mc	mn	onset	label	globalkey	localkey	pedal	chord	numeral	special	form	figbass	changes	relativeroot	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
60	58	1/4	V(#6#4)	g	i		V(#6#4)	V				#6#4			M	1	1	1, 5, 7	4	1	1
61	59	0	V7(#4)	g	i		V7(#4)	V			7	#4			Mm7	1	1	1, 5, 7, -1		1	1
61	59	1/4	V7	g	i		V7	V			7				Mm7	1	1	1, 5, 2, -1		1	1
61	59	3/8	V(64)	g	i		V(64)	V				64			M	1	1	1, 0, -3		1	1
62	60	0	V	g	i		V	V							M	1	1	1, 5, 2		1	1
62	60	1/4	V(#6#4)	g	i		V(#6#4)	V				#6#4			M	1	1	1, 5, 7	4	1	1
63	61	0	V7(#4)	g	i		V7(#4)	V			7	#4			Mm7	1	1	1, 5, 7, -1		1	1
63	61	1/4	V7	g	i		V7	V			7				Mm7	1	1	1, 5, 2, -1		1	1
63	61	3/8	V(64)	g	i		V(64)	V				64			M	1	1	1, 0, -3		1	1
64	62	0	V	g	i		V	V							M	1	1	1, 5, 2		1	1
64	62	1/4	V(#6#4)	g	i		V(#6#4)	V				#6#4			M	1	1	1, 5, 7	4	1	1
65	63	0	V7	g	i		V7	V			7				Mm7	1	1	1, 5, 2, -1		1	1
65	63	1/4	V(#7)\\	g	i		V(#7)	V				#7		\\	M	1	1	1, 5, 2	6	1	1
66	64	0	V	g	i		V	V							M	1	1	1, 5, 2		1	1
66	64	1/8	i6	g	i		i6	i			6				m	1	1	-3, 1, 0		0	-3
66	64	1/4	viio6	g	i		viio6	vii		o	6				o	1	1	-5, -8, -2		-2	-5
66	64	3/8	i	g	i		i	i							m	1	1	0, -3, 1		0	0
67	65	0	V65	g	i		V65	V			65				Mm7	1	1	5, 2, -1, 1		1	5
68	66	0	i	g	i		i	i							m	1	1	0, -3, 1		0	0
68	66	1/8	i6	g	i		i6	i			6				m	1	1	-3, 1, 0		0	-3
68	66	1/4	viio6	g	i		viio6	vii		o	6				o	1	1	-5, -8, -2		-2	-5
68	66	3/8	i	g	i		i	i							m	1	1	0, -3, 1		0	0
69	67	0	iv	g	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
70	68	0	i6	g	i		i6	i			6				m	1	1	-3, 1, 0		0	-3
71	69	0	V65	g	i		V65	V			65				Mm7	1	1	5, 2, -1, 1		1	5
72	70	0	i	g	i		i	i							m	1	1	0, -3, 1		0	0
72	70	1/4	iio6	g	i		iio6	ii		o	6				o	1	1	-1, -4, 2		2	-1
73	71	0	V(64)	g	i		V(64)	V				64			M	1	1	1, 0, -3		1	1
73	71	1/4	V\\	g	i		V	V						\\	M	1	1	1, 5, 2		1	1
74	72	0	i6	g	i		i6	i			6				m	1	1	-3, 1, 0		0	-3
74	72	1/8	i	g	i		i	i							m	1	1	0, -3, 1		0	0
74	72	1/4	V65	g	i		V65	V			65				Mm7	1	1	5, 2, -1, 1		1	5
74	72	3/8	i	g	i		i	i							m	1	1	0, -3, 1		0	0
75	73	0	V7	g	i		V7	V			7				Mm7	1	1	1, 5, 2, -1		1	1
76	74	0	i6	g	i		i6	i			6				m	1	1	-3, 1, 0		0	-3
76	74	1/8	i	g	i		i	i							m	1	1	0, -3, 1		0	0
76	74	1/4	V65	g	i		V65	V			65				Mm7	1	1	5, 2, -1, 1		1	5
76	74	3/8	i	g	i		i	i							m	1	1	0, -3, 1		0	0
77	75	0	V7/III	g	i		V7/III	V			7		III		Mm7	1	1	-2, 2, -1, -4		-2	-2
78	76	0	III	g	i		III	III							M	1	1	-3, 1, -2		-3	-3
78	76	1/4	V65/III	g	i		V65/III	V			65		III		Mm7	1	1	2, -1, -4, -2		-2	2
78	76	3/8	III	g	i		III	III							M	1	1	-3, 1, -2		-3	-3
79	77	0	V65	g	i		V65	V			65				Mm7	1	1	5, 2, -1, 1		1	5
79	77	1/8	i	g	i		i	i							m	1	1	0, -3, 1		0	0
79	77	1/4	V7	g	i		V7	V			7				Mm7	1	1	1, 5, 2, -1		1	1
79	77	3/8	VI	g	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
80	78	0	iio6	g	i		iio6	ii		o	6				o	1	1	-1, -4, 2		2	-1
80	78	3/8	V65/V	g	i		V65/V	V			65		V		Mm7	1	1	6, 3, 0, 2		2	6
81	79	0	V\\	g	i		V	V						\\	M	1	1	1, 5, 2		1	1
82	80	0	V65	g	i		V65	V			65				Mm7	1	1	5, 2, -1, 1		1	5
83	81	0	i	g	i		i	i							m	1	1	0, -3, 1		0	0
84	82	0	V65	g	i		V65	V			65				Mm7	1	1	5, 2, -1, 1		1	5
85	83	0	i	g	i		i	i							m	1	1	0, -3, 1		0	0
86	84	0	V65	g	i		V65	V			65				Mm7	1	1	5, 2, -1, 1		1	5
87	85	0	i	g	i		i	i							m	1	1	0, -3, 1		0	0
87	85	1/4	V2/iv	g	i		V2/iv	V			2		iv		Mm7	1	1	-2, 0, 4, 1		0	-2
88	86	0	iv6	g	i		iv6	iv			6				m	1	1	-4, 0, -1		-1	-4
88	86	1/4	iv	g	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
89	87	0	i6	g	i		i6	i			6				m	1	1	-3, 1, 0		0	-3
89	87	1/4	iio6	g	i		iio6	ii		o	6				o	1	1	-1, -4, 2		2	-1
90	88	0	V(64)	g	i		V(64)	V				64			M	1	1	1, 0, -3		1	1
90	88	1/4	V7	g	i		V7	V			7				Mm7	1	1	1, 5, 2, -1		1	1
91	89	0	i	g	i		i	i							m	1	1	0, -3, 1		0	0
91	89	1/4	V2/iv	g	i		V2/iv	V			2		iv		Mm7	1	1	-2, 0, 4, 1		0	-2
92	90	0	iv6	g	i		iv6	iv			6				m	1	1	-4, 0, -1		-1	-4
92	90	1/4	iv	g	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
93	91	0	viio7/V	g	i		viio7/V	vii		o	7		V		o7	1	1	6, 3, 0, -3		6	6
95	93	0	V(64)	g	i		V(64)	V				64			M	1	1	1, 0, -3		1	1
96	94	0	V7	g	i		V7	V			7				Mm7	1	1	1, 5, 2, -1		1	1
97	95	0	V(64)	g	i		V(64)	V				64			M	1	1	1, 0, -3		1	1
98	96	0	V7	g	i		V7	V			7				Mm7	1	1	1, 5, 2, -1		1	1
99	97	0	i\\	g	i		i	i						\\	m	1	1	0, -3, 1		0	0
99	97	3/8	i64	g	i		i64	i			64				m	1	1	1, 0, -3		0	1
100	98	0	V2	g	i		V2	V			2				Mm7	1	1	-1, 1, 5, 2		1	-1
100	98	1/8	V65	g	i		V65	V			65				Mm7	1	1	5, 2, -1, 1		1	5
101	99	0	i	g	i		i	i							m	1	1	0, -3, 1		0	0
101	99	3/8	i64	g	i		i64	i			64				m	1	1	1, 0, -3		0	1
102	100	0	V2	g	i		V2	V			2				Mm7	1	1	-1, 1, 5, 2		1	-1
102	100	1/8	V65	g	i		V65	V			65				Mm7	1	1	5, 2, -1, 1		1	5
103	101	0	i	g	i		i	i							m	1	1	0, -3, 1		0	0
103	101	3/8	i64	g	i		i64	i			64				m	1	1	1, 0, -3		0	1
104	102	0	V2	g	i		V2	V			2				Mm7	1	1	-1, 1, 5, 2		1	-1
104	102	1/8	V65	g	i		V65	V			65				Mm7	1	1	5, 2, -1, 1		1	5
105	103	0	i[i	g	i	i	i	i							m	1	1	0, -3, 1		0	0
105	103	1/4	V7/iv	g	i	i	V7/iv	V			7		iv		Mm7	1	1	0, 4, 1, -2		0	0
106	104	0	iv64	g	i	i	iv64	iv			64				m	1	1	0, -1, -4		-1	0
106	104	1/4	#viio2	g	i	i	#viio2	#vii		o	2				o7	1	1	-4, 5, 2, -1		5	-4
107	105	0	I	g	i	i	I	I							M	1	1	0, 4, 1		0	0
107	105	1/4	V2/iv	g	i	i	V2/iv	V			2		iv		Mm7	1	1	-2, 0, 4, 1		0	-2
108	106	0	iv6	g	i	i	iv6	iv			6				m	1	1	-4, 0, -1		-1	-4
108	106	1/4	#viio43	g	i	i	#viio43	#vii		o	43				o7	1	1	-1, -4, 5, 2		5	-1
109	107	0	I	g	i	i	I	I							M	1	1	0, 4, 1		0	0
109	107	1/4	#viio43	g	i	i	#viio43	#vii		o	43				o7	1	1	-1, -4, 5, 2		5	-1
110	108	0	I	g	i	i	I	I							M	1	1	0, 4, 1		0	0
110	108	1/4	#viio43	g	i	i	#viio43	#vii		o	43				o7	1	1	-1, -4, 5, 2		5	-1
111	109	0	I]\\	g	i	i	I	I						\\	M	1	1	0, 4, 1		0	0
