mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	0	1.0	0	1/2	6/8	2	1		Eb.I{	Eb	I		I	I						{	M	0	0	0, 4, 1		0	0
2	1	1	1	6.0	0	0	6/8	2	1		I64	Eb	I		I64	I		64					M	0	0	1, 0, 4		0	1
4	3	7	7	1.5	0	0	6/8	2	1		V7	Eb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
4	3	17/2	17/2	1.5	3/8	3/8	6/8	2	1		viio6	Eb	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
5	4	10	10	3.0	0	0	6/8	2	1		I64	Eb	I		I64	I		64					M	0	0	1, 0, 4		0	1
6	5	13	13	1.5	0	0	6/8	2	1		V7	Eb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
6	5	29/2	29/2	1.5	3/8	3/8	6/8	2	1		viio6	Eb	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
7	6	16	16	3.0	0	0	6/8	2	1		I|PAC}	Eb	I		I	I					PAC	}	M	0	0	0, 4, 1		0	0
7	6	18	18	0.0	1/2	1/2	6/8	2	1		{	Eb	I									{		0	0				
8	7	19	19	6.0	0	0	6/8	2	1		I64	Eb	I		I64	I		64					M	0	0	1, 0, 4		0	1
10	9	25	25	1.5	0	0	6/8	2	1		V7	Eb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
10	9	53/2	53/2	1.5	3/8	3/8	6/8	2	1		viio6	Eb	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
11	10	28	28	3.0	0	0	6/8	2	1		I64	Eb	I		I64	I		64					M	0	0	1, 0, 4		0	1
12	11	31	31	1.5	0	0	6/8	2	1		V7	Eb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
12	11	65/2	65/2	1.5	3/8	3/8	6/8	2	1		viio6	Eb	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
13	12	34	34	1.5	0	0	6/8	2	1		I|PAC}	Eb	I		I	I					PAC	}	M	0	0	0, 4, 1		0	0
13	12	71/2	71/2	1.5	3/8	3/8	6/8	2	1		V{	Eb	I		V	V						{	M	0	0	1, 5, 2		1	1
14	13	37	37	1.5	0	0	6/8	2	1		I	Eb	I		I	I							M	0	0	0, 4, 1		0	0
14	13	77/2	77/2	1.5	3/8	3/8	6/8	2	1		V	Eb	I		V	V							M	0	0	1, 5, 2		1	1
15	14	40	40	1.5	0	0	6/8	2	1		I6	Eb	I		I6	I		6					M	0	0	4, 1, 0		0	4
15	14	83/2	83/2	1.5	3/8	3/8	6/8	2	1		V	Eb	I		V	V							M	0	0	1, 5, 2		1	1
16	15	43	43	1.5	0	0	6/8	2	1		I6	Eb	I		I6	I		6					M	0	0	4, 1, 0		0	4
16	15	89/2	89/2	1.5	3/8	3/8	6/8	2	1		V	Eb	I		V	V							M	0	0	1, 5, 2		1	1
17	16	46	46	1.5	0	0	6/8	2	1		V6	Eb	I		V6	V		6					M	0	0	5, 2, 1		1	5
17	16	95/2	95/2	4.5	3/8	3/8	6/8	2	1		V	Eb	I		V	V							M	0	0	1, 5, 2		1	1
19	18	52	52	1.5	0	0	6/8	2	1		V6	Eb	I		V6	V		6					M	0	0	5, 2, 1		1	5
19	18	107/2	107/2	1.5	3/8	3/8	6/8	2	1		V	Eb	I		V	V							M	0	0	1, 5, 2		1	1
20	19	55	55	1.5	0	0	6/8	2	1		V6	Eb	I		V6	V		6					M	0	0	5, 2, 1		1	5
20	19	113/2	113/2	1.5	3/8	3/8	6/8	2	1		V	Eb	I		V	V							M	0	0	1, 5, 2		1	1
21	20	58	58	3.0	0	0	6/8	2	1		I|IAC}	Eb	I		I	I					IAC	}	M	0	0	0, 4, 1		0	0
21	20	59	59	0.0	1/4	1/4	6/8	2	1		{	Eb	I									{		0	0				
22	21	61	61	1.5	0	0	6/8	2	1		IV6	Eb	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
22	21	125/2	125/2	1.5	3/8	3/8	6/8	2	1		IV	Eb	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
23	22	64	64	1.5	0	0	6/8	2	1		I6	Eb	I		I6	I		6					M	0	0	4, 1, 0		0	4
23	22	131/2	131/2	1.5	3/8	3/8	6/8	2	1		I	Eb	I		I	I							M	0	0	0, 4, 1		0	0
24	23	67	67	1.5	0	0	6/8	2	1		IV6	Eb	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
24	23	137/2	137/2	1.5	3/8	3/8	6/8	2	1		IV	Eb	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
25	24	70	70	1.5	0	0	6/8	2	1		I6	Eb	I		I6	I		6					M	0	0	4, 1, 0		0	4
25	24	143/2	143/2	1.5	3/8	3/8	6/8	2	1		I	Eb	I		I	I							M	0	0	0, 4, 1		0	0
26	25	73	73	1.5	0	0	6/8	2	1		IV6	Eb	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
26	25	149/2	149/2	1.5	3/8	3/8	6/8	2	1		IV	Eb	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
27	26	76	76	1.5	0	0	6/8	2	1		I6	Eb	I		I6	I		6					M	0	0	4, 1, 0		0	4
27	26	155/2	155/2	1.5	3/8	3/8	6/8	2	1		ii6	Eb	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
28	27	79	79	1.5	0	0	6/8	2	1		V(64)	Eb	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
28	27	161/2	161/2	1.5	3/8	3/8	6/8	2	1		V7	Eb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
29	28	82	82	3.0	0	0	6/8	2	1		I|PAC}	Eb	I		I	I					PAC	}	M	0	0	0, 4, 1		0	0
29	28	167/2	167/2	0.0	3/8	3/8	6/8	2	1		{	Eb	I									{		0	0				
30	29	85	85	1.5	0	0	6/8	2	1		iv6	Eb	I		iv6	iv		6					m	0	0	-4, 0, -1		-1	-4
30	29	173/2	173/2	1.5	3/8	3/8	6/8	2	1		iv	Eb	I		iv	iv							m	0	0	-1, -4, 0		-1	-1
31	30	88	88	1.5	0	0	6/8	2	1		i6	Eb	I		i6	i		6					m	0	0	-3, 1, 0		0	-3
31	30	179/2	179/2	1.5	3/8	3/8	6/8	2	1		i	Eb	I		i	i							m	0	0	0, -3, 1		0	0
32	31	91	91	1.5	0	0	6/8	2	1		iv6	Eb	I		iv6	iv		6					m	0	0	-4, 0, -1		-1	-4
32	31	185/2	185/2	1.5	3/8	3/8	6/8	2	1		iv	Eb	I		iv	iv							m	0	0	-1, -4, 0		-1	-1
33	32	94	94	1.5	0	0	6/8	2	1		i6	Eb	I		i6	i		6					m	0	0	-3, 1, 0		0	-3
33	32	191/2	191/2	1.5	3/8	3/8	6/8	2	1		i	Eb	I		i	i							m	0	0	0, -3, 1		0	0
34	33	97	97	1.5	0	0	6/8	2	1		V.viio6	Eb	V		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
34	33	197/2	197/2	1.5	3/8	3/8	6/8	2	1		ii2	Eb	V		ii2	ii		2					mm7	0	0	0, 2, -1, 3		2	0
35	34	100	100	10.5	0	0	6/8	2	1		V65	Eb	V		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
38	37	221/2	221/2	1.5	3/8	3/8	6/8	2	1		I	Eb	V		I	I							M	0	0	0, 4, 1		0	0
39	38	112	112	13.5	0	0	6/8	2	1		V65	Eb	V		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
43	42	251/2	251/2	1.5	3/8	3/8	6/8	2	1		I	Eb	V		I	I							M	0	0	0, 4, 1		0	0
44	43	127	127	1.5	0	0	6/8	2	1		#viio6/vi	Eb	V		#viio6/vi	#vii	o	6		vi			o	0	0	5, 2, 8		8	5
44	43	257/2	257/2	1.5	3/8	3/8	6/8	2	1		vi	Eb	V		vi	vi							m	0	0	3, 0, 4		3	3
45	44	130	130	1.5	0	0	6/8	2	1		viio6/IV	Eb	V		viio6/IV	vii	o	6		IV			o	0	0	1, -2, 4		4	1
45	44	263/2	263/2	1.5	3/8	3/8	6/8	2	1		IV	Eb	V		IV	IV							M	0	0	-1, 3, 0		-1	-1
46	45	133	133	1.5	0	0	6/8	2	1		#viio6/ii	Eb	V		#viio6/ii	#vii	o	6		ii			o	0	0	4, 1, 7		7	4
46	45	269/2	269/2	1.5	3/8	3/8	6/8	2	1		ii	Eb	V		ii	ii							m	0	0	2, -1, 3		2	2
47	46	136	136	9.0	0	0	6/8	2	1		ii6	Eb	V		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
50	49	145	145	1.5	0	0	6/8	2	1		V(64)	Eb	V		V(64)	V			64				M	0	0	1, 0, 4		1	1
50	49	293/2	293/2	1.5	3/8	3/8	6/8	2	1		V7	Eb	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
