mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
26	26	1/2	1/2	2/2	1	1	I6	G	V		I6		I		6				M	0	0	4, 1, 0		0	4
27	27	0	0	2/2	1	1	ii6	G	V		ii6		ii		6				m	0	0	-1, 3, 2		2	-1
27	27	1/2	1/2	2/2	1	1	viio/V	G	V		viio/V		vii	o			V		o	0	0	6, 3, 0		6	6
28	28	0	0	2/2	1	1	V}	G	V		V		V					}	M	0	0	1, 5, 2		1	1
29	29	0	0	2/2	1	1	I6{	G	V		I6		I		6			{	M	0	0	4, 1, 0		0	4
29	29	1/4	1/4	2/2	1	1	V2	G	V		V2		V		2				Mm7	0	0	-1, 1, 5, 2		1	-1
29	29	1/2	1/2	2/2	1	1	I6	G	V		I6		I		6				M	0	0	4, 1, 0		0	4
29	29	3/4	3/4	2/2	1	1	V6	G	V		V6		V		6				M	0	0	5, 2, 1		1	5
30	30	0	0	2/2	1	1	I	G	V		I		I						M	0	0	0, 4, 1		0	0
30	30	1/4	1/4	2/2	1	1	V	G	V		V		V						M	0	0	1, 5, 2		1	1
31	31	0	0	2/2	1	1	V2	G	V		V2		V		2				Mm7	0	0	-1, 1, 5, 2		1	-1
31	31	1/4	1/4	2/2	1	1	I6	G	V		I6		I		6				M	0	0	4, 1, 0		0	4
31	31	1/2	1/2	2/2	1	1	V64	G	V		V64		V		64				M	0	0	2, 1, 5		1	2
31	31	3/4	3/4	2/2	1	1	I	G	V		I		I						M	0	0	0, 4, 1		0	0
32	32	0	0	2/2	1	1	V65	G	V		V65		V		65				Mm7	0	0	5, 2, -1, 1		1	5
32	32	1/4	1/4	2/2	1	1	I	G	V		I		I						M	0	0	0, 4, 1		0	0
33	33	0	0	2/2	1	1	ii6	G	V		ii6		ii		6				m	0	0	-1, 3, 2		2	-1
33	33	1/2	1/2	2/2	1	1	I6	G	V		I6		I		6				M	0	0	4, 1, 0		0	4
34	34	0	0	2/2	1	1	ii6	G	V		ii6		ii		6				m	0	0	-1, 3, 2		2	-1
34	34	1/2	1/2	2/2	1	1	I6	G	V		I6		I		6				M	0	0	4, 1, 0		0	4
35	35	0	0	2/2	1	1	ii6	G	V		ii6		ii		6				m	0	0	-1, 3, 2		2	-1
35	35	1/2	1/2	2/2	1	1	V(4)	G	V		V(4)		V			4			M	0	0	1, 0, 2		1	1
35	35	3/4	3/4	2/2	1	1	V	G	V		V		V						M	0	0	1, 5, 2		1	1
36	36	0	0	2/2	1	1	I}{	G	V		I		I					}{	M	0	0	0, 4, 1		0	0
37	37	0	0	2/2	1	1	V43	G	V		V43		V		43				Mm7	0	0	2, -1, 1, 5		1	2
38	38	0	0	2/2	1	1	I	G	V		I		I						M	0	0	0, 4, 1		0	0
39	39	0	0	2/2	1	1	V65	G	V		V65		V		65				Mm7	0	0	5, 2, -1, 1		1	5
40	40	0	0	2/2	1	1	I	G	V		I		I						M	0	0	0, 4, 1		0	0
41	41	0	0	2/2	1	1	V7/IV	G	V		V7/IV		V		7		IV		Mm7	0	0	0, 4, 1, -2		0	0
42	42	0	0	2/2	1	1	ii6	G	V		ii6		ii		6				m	0	0	-1, 3, 2		2	-1
42	42	1/2	1/2	2/2	1	1	V(64)	G	V		V(64)		V			64			M	0	0	1, 0, 4		1	1
42	42	3/4	3/4	2/2	1	1	V7	G	V		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
43	43	0	0	2/2	1	1	I}{	G	V		I		I					}{	M	0	0	0, 4, 1		0	0
44	44	0	0	2/2	1	1	IV	G	V		IV		IV						M	0	0	-1, 3, 0		-1	-1
45	45	0	0	2/2	1	1	I	G	V		I		I						M	0	0	0, 4, 1		0	0
45	45	1/4	1/4	2/2	1	1	ii6	G	V		ii6		ii		6				m	0	0	-1, 3, 2		2	-1
45	45	1/2	1/2	2/2	1	1	V(64)	G	V		V(64)		V			64			M	0	0	1, 0, 4		1	1
45	45	3/4	3/4	2/2	1	1	V	G	V		V		V						M	0	0	1, 5, 2		1	1
46	46	0	0	2/2	1	1	I	G	V		I		I						M	0	0	0, 4, 1		0	0
47	47	0	0	2/2	1	1	IV	G	V		IV		IV						M	0	0	-1, 3, 0		-1	-1
48	48	0	0	2/2	1	1	I	G	V		I		I						M	0	0	0, 4, 1		0	0
48	48	1/4	1/4	2/2	1	1	ii6	G	V		ii6		ii		6				m	0	0	-1, 3, 2		2	-1
48	48	1/2	1/2	2/2	1	1	V(64)	G	V		V(64)		V			64			M	0	0	1, 0, 4		1	1
48	48	3/4	3/4	2/2	1	1	V	G	V		V		V						M	0	0	1, 5, 2		1	1
49	49	0	0	2/2	1	1	I[I}	G	V	I	I		I					}	M	0	0	0, 4, 1		0	0
49	49	1/2	1/2	2/2	1	1	V2	G	V	I	V2		V		2				Mm7	0	0	-1, 1, 5, 2		1	-1
50	50	0	0	2/2	1	1	I	G	V	I	I		I						M	0	0	0, 4, 1		0	0
50	50	1/2	1/2	2/2	1	1	V2	G	V	I	V2		V		2				Mm7	0	0	-1, 1, 5, 2		1	-1
51	51	0	0	2/2	1	1	I	G	V	I	I		I						M	0	0	0, 4, 1		0	0
51	51	1/4	1/4	2/2	1	1	V2	G	V	I	V2		V		2				Mm7	0	0	-1, 1, 5, 2		1	-1
51	51	1/2	1/2	2/2	1	1	I	G	V	I	I		I						M	0	0	0, 4, 1		0	0
51	51	3/4	3/4	2/2	1	1	V2	G	V	I	V2		V		2				Mm7	0	0	-1, 1, 5, 2		1	-1
52	52	0	0	2/2	1	1	I]	G	V	I	I		I						M	0	0	0, 4, 1		0	0
53	53	0	0	2/2	1	1	i{	G	V		i		i					{	m	0	0	0, -3, 1		0	0
54	54	0	0	2/2	1	1	i/v	G	V		i/v		i				v		m	0	0	1, -2, 2		1	1
54	54	1/4	1/4	2/2	1	1	V2/v	G	V		V2/v		V		2		v		Mm7	0	0	0, 2, 6, 3		2	0
54	54	1/2	1/2	2/2	1	1	i6/v	G	V		i6/v		i		6		v		m	0	0	-2, 2, 1		1	-2
54	54	3/4	3/4	2/2	1	1	V6/v	G	V		V6/v		V		6		v		M	0	0	6, 3, 2		2	6
55	55	0	0	2/2	1	1	i/v	G	V		i/v		i				v		m	0	0	1, -2, 2		1	1
55	55	1/4	1/4	2/2	1	1	V43/v	G	V		V43/v		V		43		v		Mm7	0	0	3, 0, 2, 6		2	3
55	55	1/2	1/2	2/2	1	1	i6/v	G	V		i6/v		i		6		v		m	0	0	-2, 2, 1		1	-2
55	55	3/4	3/4	2/2	1	1	V43/v	G	V		V43/v		V		43		v		Mm7	0	0	3, 0, 2, 6		2	3
56	56	0	0	2/2	1	1	i/v	G	V		i/v		i				v		m	0	0	1, -2, 2		1	1
57	57	0	0	2/2	1	1	i/ii	G	V		i/ii		i				ii		m	0	0	2, -1, 3		2	2
57	57	1/4	1/4	2/2	1	1	V2/ii	G	V		V2/ii		V		2		ii		Mm7	0	0	1, 3, 7, 4		3	1
57	57	1/2	1/2	2/2	1	1	i6/ii	G	V		i6/ii		i		6		ii		m	0	0	-1, 3, 2		2	-1
57	57	3/4	3/4	2/2	1	1	V6/ii	G	V		V6/ii		V		6		ii		M	0	0	7, 4, 3		3	7
58	58	0	0	2/2	1	1	i/ii	G	V		i/ii		i				ii		m	0	0	2, -1, 3		2	2
58	58	1/2	1/2	2/2	1	1	.Ger6/ii	G	V		Ger6/ii	Ger	vii	o	65	b3	V/ii		M	0	0	-2, 2, -1, 8		8	-2
59	59	1/2	1/2	2/2	1	1	V7/ii	G	V		V7/ii		V		7		ii		Mm7	0	0	3, 7, 4, 1		3	3
60	60	0	0	2/2	1	1	i/ii	G	V		i/ii		i				ii		m	0	0	2, -1, 3		2	2
60	60	1/2	1/2	2/2	1	1	V/ii	G	V		V/ii		V				ii		M	0	0	3, 7, 4		3	3
60	60	3/4	3/4	2/2	1	1	i/ii	G	V		i/ii		i				ii		m	0	0	2, -1, 3		2	2
61	61	0	0	2/2	1	1	V/ii	G	V		V/ii		V				ii		M	0	0	3, 7, 4		3	3
61	61	1/2	1/2	2/2	1	1	V7/ii	G	V		V7/ii		V		7		ii		Mm7	0	0	3, 7, 4, 1		3	3
62	62	0	0	2/2	1	1	i/ii	G	V		i/ii		i				ii		m	0	0	2, -1, 3		2	2
62	62	1/2	1/2	2/2	1	1	V/ii	G	V		V/ii		V				ii		M	0	0	3, 7, 4		3	3
62	62	3/4	3/4	2/2	1	1	i/ii	G	V		i/ii		i				ii		m	0	0	2, -1, 3		2	2
63	63	0	0	2/2	1	1	V/ii]	G	V		V/ii		V				ii		M	0	0	3, 7, 4		3	3
64	64	0	0	2/2	1	1	i/ii	G	V		i/ii		i				ii		m	0	0	2, -1, 3		2	2
65	65	0	0	2/2	1	1	I.ii	G	I		ii		ii						m	0	0	2, -1, 3		2	2
66	66	0	0	2/2	1	1	V	G	I		V		V						M	0	0	1, 5, 2		1	1
66	66	1/2	1/2	2/2	1	1	V7	G	I		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
67	67	0	0	2/2	1	1	I}{	G	I		I		I					}{	M	0	0	0, 4, 1		0	0
68	68	1/4	1/4	2/2	1	1	I6	G	I		I6		I		6				M	0	0	4, 1, 0		0	4
68	68	1/2	1/2	2/2	1	1	viio6	G	I		viio6		vii	o	6				o	0	0	2, -1, 5		5	2
68	68	3/4	3/4	2/2	1	1	I	G	I		I		I						M	0	0	0, 4, 1		0	0
69	69	0	0	2/2	1	1	V6	G	I		V6		V		6				M	0	0	5, 2, 1		1	5
69	69	1/4	1/4	2/2	1	1	V	G	I		V		V						M	0	0	1, 5, 2		1	1
69	69	1/2	1/2	2/2	1	1	I	G	I		I		I						M	0	0	0, 4, 1		0	0
69	69	3/4	3/4	2/2	1	1	V2/IV	G	I		V2/IV		V		2		IV		Mm7	0	0	-2, 0, 4, 1		0	-2
70	70	0	0	2/2	1	1	IV6(2)	G	I		IV6(2)		IV		6	2			M	0	0	3, 0, 1		-1	3
70	70	1/4	1/4	2/2	1	1	viio	G	I		viio		vii	o					o	0	0	5, 2, -1		5	5
70	70	1/2	1/2	2/2	1	1	I}	G	I		I		I					}	M	0	0	0, 4, 1		0	0
71	71	0	0	2/2	1	1	{	G	I									{		0	0				
72	72	1/4	1/4	2/2	1	1	I6	G	I		I6		I		6				M	0	0	4, 1, 0		0	4
72	72	1/2	1/2	2/2	1	1	V64	G	I		V64		V		64				M	0	0	2, 1, 5		1	2
72	72	3/4	3/4	2/2	1	1	I	G	I		I		I						M	0	0	0, 4, 1		0	0
73	73	0	0	2/2	1	1	V6	G	I		V6		V		6				M	0	0	5, 2, 1		1	5
73	73	1/4	1/4	2/2	1	1	V	G	I		V		V						M	0	0	1, 5, 2		1	1
73	73	1/2	1/2	2/2	1	1	I	G	I		I		I						M	0	0	0, 4, 1		0	0
73	73	3/4	3/4	2/2	1	1	V2/IV	G	I		V2/IV		V		2		IV		Mm7	0	0	-2, 0, 4, 1		0	-2
74	74	0	0	2/2	1	1	I6/IV	G	I		I6/IV		I		6		IV		M	0	0	3, 0, -1		-1	3
74	74	1/4	1/4	2/2	1	1	IV/IV	G	I		IV/IV		IV				IV		M	0	0	-2, 2, -1		-2	-2
74	74	1/2	1/2	2/2	1	1	I6/IV	G	I		I6/IV		I		6		IV		M	0	0	3, 0, -1		-1	3
74	74	3/4	3/4	2/2	1	1	V7/IV	G	I		V7/IV		V		7		IV		Mm7	0	0	0, 4, 1, -2		0	0
75	75	0	0	2/2	1	1	I/IV}{	G	I		I/IV		I				IV	}{	M	0	0	-1, 3, 0		-1	-1
76	76	0	0	2/2	1	1	V43/IV	G	I		V43/IV		V		43		IV		Mm7	0	0	1, -2, 0, 4		0	1
77	77	0	0	2/2	1	1	I/IV	G	I		I/IV		I				IV		M	0	0	-1, 3, 0		-1	-1
78	78	0	0	2/2	1	1	V65/IV	G	I		V65/IV		V		65		IV		Mm7	0	0	4, 1, -2, 0		0	4
79	79	0	0	2/2	1	1	I/IV	G	I		I/IV		I				IV		M	0	0	-1, 3, 0		-1	-1
80	80	0	0	2/2	1	1	V43/ii	G	I		V43/ii		V		43		ii		Mm7	0	0	4, 1, 3, 7		3	4
81	81	0	0	2/2	1	1	ii6	G	I		ii6		ii		6				m	0	0	-1, 3, 2		2	-1
81	81	1/2	1/2	2/2	1	1	V6/V	G	I		V6/V		V		6		V		M	0	0	6, 3, 2		2	6
81	81	3/4	3/4	2/2	1	1	V65/V	G	I		V65/V		V		65		V		Mm7	0	0	6, 3, 0, 2		2	6
82	82	0	0	2/2	1	1	V[V}{	G	I	V	V		V					}{	M	0	0	1, 5, 2		1	1
82	82	1/2	1/2	2/2	1	1	V7	G	I		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
83	83	0	0	2/2	1	1	V(64)	G	I		V(64)		V			64			M	0	0	1, 0, 4		1	1
84	84	0	0	2/2	1	1	V	G	I		V		V						M	0	0	1, 5, 2		1	1
84	84	1/2	1/2	2/2	1	1	V7	G	I		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
85	85	0	0	2/2	1	1	V(64)	G	I		V(64)		V			64			M	0	0	1, 0, 4		1	1
86	86	0	0	2/2	1	1	V	G	I		V		V						M	0	0	1, 5, 2		1	1
86	86	1/4	1/4	2/2	1	1	V(64)	G	I		V(64)		V			64			M	0	0	1, 0, 4		1	1
86	86	1/2	1/2	2/2	1	1	V	G	I		V		V						M	0	0	1, 5, 2		1	1
86	86	3/4	3/4	2/2	1	1	V(64)	G	I		V(64)		V			64			M	0	0	1, 0, 4		1	1
87	87	0	0	2/2	1	1	V}	G	I		V		V					}	M	0	0	1, 5, 2		1	1
87	87	5/8	5/8	2/2	1	1	{	G	I									{		0	0				
88	88	0	0	2/2	1	1	I6	G	I		I6		I		6				M	0	0	4, 1, 0		0	4
88	88	1/4	1/4	2/2	1	1	V2	G	I		V2		V		2				Mm7	0	0	-1, 1, 5, 2		1	-1
88	88	1/2	1/2	2/2	1	1	I6	G	I		I6		I		6				M	0	0	4, 1, 0		0	4
88	88	3/4	3/4	2/2	1	1	V6	G	I		V6		V		6				M	0	0	5, 2, 1		1	5
89	89	0	0	2/2	1	1	I	G	I		I		I						M	0	0	0, 4, 1		0	0
89	89	1/4	1/4	2/2	1	1	V6	G	I		V6		V		6				M	0	0	5, 2, 1		1	5
89	89	1/2	1/2	2/2	1	1	V	G	I		V		V						M	0	0	1, 5, 2		1	1
90	90	0	0	2/2	1	1	V2	G	I		V2		V		2				Mm7	0	0	-1, 1, 5, 2		1	-1
90	90	1/4	1/4	2/2	1	1	I6	G	I		I6		I		6				M	0	0	4, 1, 0		0	4
90	90	1/2	1/2	2/2	1	1	V64	G	I		V64		V		64				M	0	0	2, 1, 5		1	2
90	90	3/4	3/4	2/2	1	1	I	G	I		I		I						M	0	0	0, 4, 1		0	0
91	91	0	0	2/2	1	1	V65	G	I		V65		V		65				Mm7	0	0	5, 2, -1, 1		1	5
91	91	1/4	1/4	2/2	1	1	I	G	I		I		I						M	0	0	0, 4, 1		0	0
92	92	0	0	2/2	1	1	ii6	G	I		ii6		ii		6				m	0	0	-1, 3, 2		2	-1
92	92	1/2	1/2	2/2	1	1	I6	G	I		I6		I		6				M	0	0	4, 1, 0		0	4
93	93	0	0	2/2	1	1	ii6	G	I		ii6		ii		6				m	0	0	-1, 3, 2		2	-1
93	93	1/2	1/2	2/2	1	1	I6	G	I		I6		I		6				M	0	0	4, 1, 0		0	4
94	94	0	0	2/2	1	1	ii6	G	I		ii6		ii		6				m	0	0	-1, 3, 2		2	-1
94	94	1/2	1/2	2/2	1	1	V65/V	G	I		V65/V		V		65		V		Mm7	0	0	6, 3, 0, 2		2	6
95	95	0	0	2/2	1	1	V}	G	I		V		V					}	M	0	0	1, 5, 2		1	1
96	96	0	0	2/2	1	1	I6{	G	I		I6		I		6			{	M	0	0	4, 1, 0		0	4
96	96	1/4	1/4	2/2	1	1	V2	G	I		V2		V		2				Mm7	0	0	-1, 1, 5, 2		1	-1
96	96	1/2	1/2	2/2	1	1	I6	G	I		I6		I		6				M	0	0	4, 1, 0		0	4
96	96	3/4	3/4	2/2	1	1	V6	G	I		V6		V		6				M	0	0	5, 2, 1		1	5
97	97	0	0	2/2	1	1	I	G	I		I		I						M	0	0	0, 4, 1		0	0
97	97	1/4	1/4	2/2	1	1	V6	G	I		V6		V		6				M	0	0	5, 2, 1		1	5
97	97	1/2	1/2	2/2	1	1	V	G	I		V		V						M	0	0	1, 5, 2		1	1
98	98	0	0	2/2	1	1	V2	G	I		V2		V		2				Mm7	0	0	-1, 1, 5, 2		1	-1
98	98	1/4	1/4	2/2	1	1	I6	G	I		I6		I		6				M	0	0	4, 1, 0		0	4
98	98	1/2	1/2	2/2	1	1	V64	G	I		V64		V		64				M	0	0	2, 1, 5		1	2
98	98	3/4	3/4	2/2	1	1	I	G	I		I		I						M	0	0	0, 4, 1		0	0
99	99	0	0	2/2	1	1	V65	G	I		V65		V		65				Mm7	0	0	5, 2, -1, 1		1	5
99	99	1/4	1/4	2/2	1	1	I	G	I		I		I						M	0	0	0, 4, 1		0	0
100	100	0	0	2/2	1	1	ii6	G	I		ii6		ii		6				m	0	0	-1, 3, 2		2	-1
100	100	1/4	1/4	2/2	1	1	viio64	G	I		viio64		vii	o	64				o	0	0	-1, 5, 2		5	-1
100	100	1/2	1/2	2/2	1	1	I6	G	I		I6		I		6				M	0	0	4, 1, 0		0	4
101	101	0	0	2/2	1	1	ii6	G	I		ii6		ii		6				m	0	0	-1, 3, 2		2	-1
101	101	1/4	1/4	2/2	1	1	viio64	G	I		viio64		vii	o	64				o	0	0	-1, 5, 2		5	-1
101	101	1/2	1/2	2/2	1	1	I6	G	I		I6		I		6				M	0	0	4, 1, 0		0	4
102	102	0	0	2/2	1	1	ii6	G	I		ii6		ii		6				m	0	0	-1, 3, 2		2	-1
102	102	1/2	1/2	2/2	1	1	V(4)	G	I		V(4)		V			4			M	0	0	1, 0, 2		1	1
102	102	3/4	3/4	2/2	1	1	V	G	I		V		V						M	0	0	1, 5, 2		1	1
103	103	0	0	2/2	1	1	I}{	G	I		I		I					}{	M	0	0	0, 4, 1		0	0
104	104	0	0	2/2	1	1	V43	G	I		V43		V		43				Mm7	0	0	2, -1, 1, 5		1	2
105	105	0	0	2/2	1	1	I	G	I		I		I						M	0	0	0, 4, 1		0	0
106	106	0	0	2/2	1	1	V65	G	I		V65		V		65				Mm7	0	0	5, 2, -1, 1		1	5
107	107	0	0	2/2	1	1	I	G	I		I		I						M	0	0	0, 4, 1		0	0
108	108	0	0	2/2	1	1	V65/IV	G	I		V65/IV		V		65		IV		Mm7	0	0	4, 1, -2, 0		0	4
108	108	1/2	1/2	2/2	1	1	#viio65/ii	G	I		#viio65/ii		#vii	o	65		ii		o7	0	0	4, 1, -2, 7		7	4
109	109	0	0	2/2	1	1	ii6	G	I		ii6		ii		6				m	0	0	-1, 3, 2		2	-1
109	109	1/2	1/2	2/2	1	1	V(64)	G	I		V(64)		V			64			M	0	0	1, 0, 4		1	1
109	109	3/4	3/4	2/2	1	1	V7	G	I		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
110	110	0	0	2/2	1	1	I}{	G	I		I		I					}{	M	0	0	0, 4, 1		0	0
111	111	0	0	2/2	1	1	IV	G	I		IV		IV						M	0	0	-1, 3, 0		-1	-1
112	112	0	0	2/2	1	1	I	G	I		I		I						M	0	0	0, 4, 1		0	0
112	112	1/4	1/4	2/2	1	1	ii6	G	I		ii6		ii		6				m	0	0	-1, 3, 2		2	-1
112	112	1/2	1/2	2/2	1	1	V(64)	G	I		V(64)		V			64			M	0	0	1, 0, 4		1	1
112	112	3/4	3/4	2/2	1	1	V	G	I		V		V						M	0	0	1, 5, 2		1	1
113	113	0	0	2/2	1	1	I	G	I		I		I						M	0	0	0, 4, 1		0	0
114	114	0	0	2/2	1	1	IV	G	I		IV		IV						M	0	0	-1, 3, 0		-1	-1
115	115	0	0	2/2	1	1	I	G	I		I		I						M	0	0	0, 4, 1		0	0
115	115	1/4	1/4	2/2	1	1	ii6	G	I		ii6		ii		6				m	0	0	-1, 3, 2		2	-1
115	115	1/2	1/2	2/2	1	1	V(64)	G	I		V(64)		V			64			M	0	0	1, 0, 4		1	1
115	115	3/4	3/4	2/2	1	1	V	G	I		V		V						M	0	0	1, 5, 2		1	1
116	116	0	0	2/2	1	1	I[I}	G	I	I	I		I					}	M	0	0	0, 4, 1		0	0
116	116	1/2	1/2	2/2	1	1	V2	G	I	I	V2		V		2				Mm7	0	0	-1, 1, 5, 2		1	-1
117	117	0	0	2/2	1	1	I	G	I	I	I		I						M	0	0	0, 4, 1		0	0
117	117	1/2	1/2	2/2	1	1	V2	G	I	I	V2		V		2				Mm7	0	0	-1, 1, 5, 2		1	-1
118	118	0	0	2/2	1	1	I	G	I	I	I		I						M	0	0	0, 4, 1		0	0
