mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	1.0	0	0	2/4	2	1	Ab.I{	Ab	I		I		I						{	M	0	0	0, 4, 1		0	0
1	1	1	0.75	1/4	1/4	2/4	2	1	V65(6)	Ab	I		V65(6)		V		65	6				Mm7	0	0	5, 4, -1, 1		1	5
1	1	7/4	0.25	7/16	7/16	2/4	2	1	V65	Ab	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
2	2	2	2.0	0	0	2/4	2	1	I	Ab	I		I		I							M	0	0	0, 4, 1		0	0
3	3	4	0.5	0	0	2/4	2	1	V65	Ab	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
3	3	9/2	0.5	1/8	1/8	2/4	2	1	V6	Ab	I		V6		V		6					M	0	0	5, 2, 1		1	5
3	3	5	0.5	1/4	1/4	2/4	2	1	I(4)	Ab	I		I(4)		I			4				M	0	0	0, -1, 1		0	0
3	3	11/2	0.25	3/8	3/8	2/4	2	1	I(11)	Ab	I		I(11)		I			11				M	0	0	0, 4, 1	-1	0	0
3	3	23/4	0.25	7/16	7/16	2/4	2	1	I	Ab	I		I		I							M	0	0	0, 4, 1		0	0
4	4	6	1.5	0	0	2/4	2	1	V	Ab	I		V		V							M	0	0	1, 5, 2		1	1
4	4	15/2	0.5	3/8	3/8	2/4	2	1	V+	Ab	I		V+		V	+						+	0	0	1, 5, 9		1	1
5	5	8	1.0	0	0	2/4	2	1	I	Ab	I		I		I							M	0	0	0, 4, 1		0	0
5	5	9	1.0	1/4	1/4	2/4	2	1	I6	Ab	I		I6		I		6					M	0	0	4, 1, 0		0	4
6	6	10	1.0	0	0	2/4	2	1	IV	Ab	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
6	6	11	2.0	1/4	1/4	2/4	2	1	IV6	Ab	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
7	7	13	0.5	1/4	1/4	2/4	2	1	V65	Ab	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
7	7	27/2	0.5	3/8	3/8	2/4	2	1	I	Ab	I		I		I							M	0	0	0, 4, 1		0	0
8	8	14	1.0	0	0	2/4	2	1	V(64)|HC	Ab	I		V(64)		V			64		HC		M	0	0	1, 0, 4		1	1
8	8	15	1.0	1/4	1/4	2/4	2	1	V}	Ab	I		V		V						}	M	0	0	1, 5, 2		1	1
9	9	16	1.0	0	0	2/4	2	1	I{	Ab	I		I		I						{	M	0	0	0, 4, 1		0	0
9	9	17	0.75	1/4	1/4	2/4	2	1	V65(6)	Ab	I		V65(6)		V		65	6				Mm7	0	0	5, 4, -1, 1		1	5
9	9	71/4	0.25	7/16	7/16	2/4	2	1	V65	Ab	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
10	10	18	0.5	0	0	2/4	2	1	I	Ab	I		I		I							M	0	0	0, 4, 1		0	0
10	10	37/2	0.5	1/8	1/8	2/4	2	1	I6	Ab	I		I6		I		6					M	0	0	4, 1, 0		0	4
10	10	19	0.5	1/4	1/4	2/4	2	1	I64	Ab	I		I64		I		64					M	0	0	1, 0, 4		0	1
10	10	39/2	0.5	3/8	3/8	2/4	2	1	I	Ab	I		I		I							M	0	0	0, 4, 1		0	0
11	11	20	1.0	0	0	2/4	2	1	V6	Ab	I		V6		V		6					M	0	0	5, 2, 1		1	5
11	11	21	0.75	1/4	1/4	2/4	2	1	I(4)	Ab	I		I(4)		I			4				M	0	0	0, -1, 1		0	0
11	11	87/4	0.25	7/16	7/16	2/4	2	1	I	Ab	I		I		I							M	0	0	0, 4, 1		0	0
12	12	22	1.5	0	0	2/4	2	1	V	Ab	I		V		V							M	0	0	1, 5, 2		1	1
12	12	47/2	0.5	3/8	3/8	2/4	2	1	IV	Ab	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
13	13	24	1.0	0	0	2/4	2	1	I	Ab	I		I		I							M	0	0	0, 4, 1		0	0
13	13	25	1.0	1/4	1/4	2/4	2	1	I6	Ab	I		I6		I		6					M	0	0	4, 1, 0		0	4
14	14	26	1.0	0	0	2/4	2	1	IV	Ab	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
14	14	27	1.0	1/4	1/4	2/4	2	1	ii6	Ab	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
15	15	28	1.0	0	0	2/4	2	1	V(64)	Ab	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
15	15	29	1.0	1/4	1/4	2/4	2	1	V7	Ab	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
16	16	30	1.0	0	0	2/4	2	1	I(974)|PAC	Ab	I		I(974)		I			974		PAC		M	0	0	0, -1, 1	2, 5	0	0
16	16	31	1.0	1/4	1/4	2/4	2	1	I}	Ab	I		I		I						}	M	0	0	0, 4, 1		0	0
17	17	32	2.0	0	0	2/4	2	1	V65/ii{	Ab	I		V65/ii		V		65		ii		{	Mm7	0	0	7, 4, 1, 3		3	7
18	18	34	1.0	0	0	2/4	2	1	ii(94)	Ab	I		ii(94)		ii			94				m	0	0	2, 1, 3	4	2	2
18	18	35	1.0	1/4	1/4	2/4	2	1	ii	Ab	I		ii		ii							m	0	0	2, -1, 3		2	2
19	19	36	2.0	0	0	2/4	2	1	V65	Ab	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
