mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	1/2	3/4	2	1		G.I{	G	I		I	I						{	M	0	0	0, 4, 1		0	0
2	1	0	0	3/4	2	1		V43	G	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
3	2	0	0	3/4	2	1		I	G	I		I	I							M	0	0	0, 4, 1		0	0
4	3	0	0	3/4	2	1		V6	G	I		V6	V		6					M	0	0	5, 2, 1		1	5
5	4	0	0	3/4	2	1		I	G	I		I	I							M	0	0	0, 4, 1		0	0
6	5	0	0	3/4	2	1		V43	G	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
7	6	0	0	3/4	2	1		I	G	I		I	I							M	0	0	0, 4, 1		0	0
8	7	0	0	3/4	2	1		V7	G	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
9	8	0	0	3/4	2	1		I|PAC}	G	I		I	I					PAC	}	M	0	0	0, 4, 1		0	0
9	8	1/2	1/2	3/4	2	1		{	G	I									{		0	0				
10	9	0	0	3/4	2	1		V6/vi	G	I		V6/vi	V		6		vi			M	0	0	8, 5, 4		4	8
10	9	1/4	1/4	3/4	2	1		IV6	G	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
11	10	1/4	1/4	3/4	2	1		iii6	G	I		iii6	iii		6					m	0	0	1, 5, 4		4	1
12	11	1/4	1/4	3/4	2	1		ii6	G	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
13	12	0	0	3/4	2	1		V(64)}	G	I		V(64)	V			64			}	M	0	0	1, 0, 4		1	1
13	12	1/4	1/4	3/4	2	1		V|HC	G	I		V	V					HC		M	0	0	1, 5, 2		1	1
13	12	1/2	1/2	3/4	2	1		I{	G	I		I	I						{	M	0	0	0, 4, 1		0	0
14	13	0	0	3/4	2	1		V43	G	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
15	14	0	0	3/4	2	1		I	G	I		I	I							M	0	0	0, 4, 1		0	0
16	15	0	0	3/4	2	1		V6	G	I		V6	V		6					M	0	0	5, 2, 1		1	5
17	16	0	0	3/4	2	1		I	G	I		I	I							M	0	0	0, 4, 1		0	0
18	17	0	0	3/4	2	1		V43	G	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
19	18	0	0	3/4	2	1		I	G	I		I	I							M	0	0	0, 4, 1		0	0
20	19	0	0	3/4	2	1		V7	G	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
21	20	0	0	3/4	2	1		I|PAC}	G	I		I	I					PAC	}	M	0	0	0, 4, 1		0	0
21	20	1/2	1/2	3/4	2	1		{	G	I									{		0	0				
22	21	0	0	3/4	2	1		vi6	G	I		vi6	vi		6					m	0	0	0, 4, 3		3	0
22	21	1/2	1/2	3/4	2	1		I(7)	G	I		I(7)	I			7				M	0	0	0, 4, 1	5	0	0
23	22	0	0	3/4	2	1		I(64)	G	I		I(64)	I			64				M	0	0	0, -1, 3		0	0
23	22	1/2	1/2	3/4	2	1		I	G	I		I	I							M	0	0	0, 4, 1		0	0
24	23	0	0	3/4	2	1		V65	G	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
25	24	0	0	3/4	2	1		I|IAC}	G	I		I	I					IAC	}	M	0	0	0, 4, 1		0	0
26	25	0	0	3/4	2	1		{	G	I									{		0	0				
26	25	1/2	1/2	3/4	2	1		V.I6	G	V		I6	I		6					M	0	0	4, 1, 0		0	4
27	26	0	0	3/4	2	1		viio6	G	V		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
27	26	1/2	1/2	3/4	2	1		I	G	V		I	I							M	0	0	0, 4, 1		0	0
28	27	0	0	3/4	2	1		IV	G	V		IV	IV							M	0	0	-1, 3, 0		-1	-1
28	27	1/2	1/2	3/4	2	1		V65/V	G	V		V65/V	V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
29	28	0	0	3/4	2	1		V|HC}{	G	V		V	V					HC	}{	M	0	0	1, 5, 2		1	1
29	28	1/2	1/2	3/4	2	1		V7	G	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
30	29	0	0	3/4	2	1		V(64)	G	V		V(64)	V			64				M	0	0	1, 0, 4		1	1
31	30	0	0	3/4	2	1		V7	G	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
32	31	0	0	3/4	2	1		V(64)	G	V		V(64)	V			64				M	0	0	1, 0, 4		1	1
33	32	0	0	3/4	2	1		V	G	V		V	V							M	0	0	1, 5, 2		1	1
33	32	1/2	1/2	3/4	2	1		V7	G	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
34	33	0	0	3/4	2	1		V(64)	G	V		V(64)	V			64				M	0	0	1, 0, 4		1	1
35	34	0	0	3/4	2	1		V7	G	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
35	34	1/4	1/4	3/4	2	1		#viio7/vi	G	V		#viio7/vi	#vii	o	7		vi			o7	0	0	8, 5, 2, -1		8	8
35	34	1/2	1/2	3/4	2	1		vi	G	V		vi	vi							m	0	0	3, 0, 4		3	3
36	35	0	0	3/4	2	1		ii6	G	V		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
36	35	1/4	1/4	3/4	2	1		V(64)	G	V		V(64)	V			64				M	0	0	1, 0, 4		1	1
36	35	1/2	1/2	3/4	2	1		V	G	V		V	V							M	0	0	1, 5, 2		1	1
37	36	0	0	3/4	2	1		I|PAC}{	G	V		I	I					PAC	}{	M	0	0	0, 4, 1		0	0
39	38	1/4	1/4	3/4	2	1		V(64)	G	V		V(64)	V			64				M	0	0	1, 0, 4		1	1
39	38	1/2	1/2	3/4	2	1		V7	G	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
40	39	0	0	3/4	2	1		I|PAC}{	G	V		I	I					PAC	}{	M	0	0	0, 4, 1		0	0
42	41	1/4	1/4	3/4	2	1		V(64)	G	V		V(64)	V			64				M	0	0	1, 0, 4		1	1
42	41	1/2	1/2	3/4	2	1		V7	G	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
43	42	0	0	3/4	2	1		I[I|PAC}{	G	V	I	I	I					PAC	}{	M	0	0	0, 4, 1		0	0
43	42	1/2	1/2	3/4	2	1		I.V7	G	I	V	V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
44	43	0	0	3/4	2	1		I	G	I	V	I	I							M	0	0	0, 4, 1		0	0
44	43	1/2	1/2	3/4	2	1		viio6/V	G	I	V	viio6/V	vii	o	6		V			o	0	0	3, 0, 6		6	3
45	44	0	0	3/4	2	1		V	G	I	V	V	V							M	0	0	1, 5, 2		1	1
45	44	1/2	1/2	3/4	2	1		V7	G	I	V	V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
46	45	0	0	3/4	2	1		I	G	I	V	I	I							M	0	0	0, 4, 1		0	0
46	45	1/2	1/2	3/4	2	1		viio6/V	G	I	V	viio6/V	vii	o	6		V			o	0	0	3, 0, 6		6	3
47	46	0	0	3/4	2	1		V|HC}	G	I	V	V	V					HC	}	M	0	0	1, 5, 2		1	1
47	46	1/2	1/2	3/4	2	1		V7]	G	I	V	V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
48	47	0	0	3/4	2	1		I6	G	I		I6	I		6					M	0	0	4, 1, 0		0	4
48	47	1/4	1/4	3/4	2	1		V64	G	I		V64	V		64					M	0	0	2, 1, 5		1	2
48	47	1/2	1/2	3/4	2	1		I{	G	I		I	I						{	M	0	0	0, 4, 1		0	0
49	48	0	0	3/4	2	1		V43	G	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
50	49	0	0	3/4	2	1		I	G	I		I	I							M	0	0	0, 4, 1		0	0
51	50	0	0	3/4	2	1		V6	G	I		V6	V		6					M	0	0	5, 2, 1		1	5
52	51	0	0	3/4	2	1		I	G	I		I	I							M	0	0	0, 4, 1		0	0
53	52	0	0	3/4	2	1		V43	G	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
54	53	0	0	3/4	2	1		I	G	I		I	I							M	0	0	0, 4, 1		0	0
55	54	0	0	3/4	2	1		V7	G	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
56	55	0	0	3/4	2	1		I|PAC}	G	I		I	I					PAC	}	M	0	0	0, 4, 1		0	0
56	55	1/2	1/2	3/4	2	1		{	G	I									{		0	0				
57	56	0	0	3/4	2	1		V6/vi	G	I		V6/vi	V		6		vi			M	0	0	8, 5, 4		4	8
57	56	1/4	1/4	3/4	2	1		IV6	G	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
58	57	1/4	1/4	3/4	2	1		iii6	G	I		iii6	iii		6					m	0	0	1, 5, 4		4	1
59	58	1/4	1/4	3/4	2	1		ii6	G	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
60	59	0	0	3/4	2	1		V(64)}	G	I		V(64)	V			64			}	M	0	0	1, 0, 4		1	1
60	59	1/4	1/4	3/4	2	1		V|HC	G	I		V	V					HC		M	0	0	1, 5, 2		1	1
60	59	1/2	1/2	3/4	2	1		I{	G	I		I	I						{	M	0	0	0, 4, 1		0	0
61	60	0	0	3/4	2	1		V43	G	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
62	61	0	0	3/4	2	1		I	G	I		I	I							M	0	0	0, 4, 1		0	0
63	62	0	0	3/4	2	1		V6	G	I		V6	V		6					M	0	0	5, 2, 1		1	5
64	63	0	0	3/4	2	1		I	G	I		I	I							M	0	0	0, 4, 1		0	0
