mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	1.5	0	0	2/4	2	1		Ab.I{	Ab	I		I	I						{	M	0	0	0, 4, 1		0	0
1	1	3/2	3/2	0.5	3/8	3/8	2/4	2	1		V43	Ab	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
2	2	2	2	1.5	0	0	2/4	2	1		I6	Ab	I		I6	I		6					M	0	0	4, 1, 0		0	4
2	2	7/2	7/2	0.5	3/8	3/8	2/4	2	1		IV	Ab	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
3	3	4	4	0.5	0	0	2/4	2	1		ii	Ab	I		ii	ii							m	0	0	2, -1, 3		2	2
3	3	9/2	9/2	0.5	1/8	1/8	2/4	2	1		V6	Ab	I		V6	V		6					M	0	0	5, 2, 1		1	5
3	3	5	5	0.5	1/4	1/4	2/4	2	1		I	Ab	I		I	I							M	0	0	0, 4, 1		0	0
3	3	11/2	11/2	0.5	3/8	3/8	2/4	2	1		I6	Ab	I		I6	I		6					M	0	0	4, 1, 0		0	4
4	4	6	6	1.25	0	0	2/4	2	1		V	Ab	I		V	V							M	0	0	1, 5, 2		1	1
4	4	29/4	29/4	0.25	5/16	5/16	2/4	2	1		V2	Ab	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
4	4	15/2	15/2	0.25	3/8	3/8	2/4	2	1		vi64	Ab	I		vi64	vi		64					m	0	0	4, 3, 0		3	4
4	4	31/4	31/4	0.25	7/16	7/16	2/4	2	1		viio6	Ab	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
5	5	8	8	1.5	0	0	2/4	2	1		I	Ab	I		I	I							M	0	0	0, 4, 1		0	0
5	5	19/2	19/2	0.5	3/8	3/8	2/4	2	1		V43	Ab	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
6	6	10	10	1.5	0	0	2/4	2	1		I6	Ab	I		I6	I		6					M	0	0	4, 1, 0		0	4
6	6	23/2	23/2	0.5	3/8	3/8	2/4	2	1		IV	Ab	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
7	7	12	12	0.5	0	0	2/4	2	1		ii	Ab	I		ii	ii							m	0	0	2, -1, 3		2	2
7	7	25/2	25/2	0.5	1/8	1/8	2/4	2	1		V6	Ab	I		V6	V		6					M	0	0	5, 2, 1		1	5
7	7	13	13	0.5	1/4	1/4	2/4	2	1		I	Ab	I		I	I							M	0	0	0, 4, 1		0	0
7	7	27/2	27/2	0.5	3/8	3/8	2/4	2	1		I6	Ab	I		I6	I		6					M	0	0	4, 1, 0		0	4
8	8	14	14	1.0	0	0	2/4	2	1		V7	Ab	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
8	8	15	15	1.0	1/4	1/4	2/4	2	1		I	Ab	I		I	I							M	0	0	0, 4, 1		0	0
