mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	3.0	0	0	6/8	2	1	e.i{		e	i		i	i						{	m	1	1	0, -3, 1		0	0
2	2	3	3	3.0	0	0	6/8	2	1	i2		e	i		i2	i		2					mm7	1	1	-2, 0, -3, 1		0	-2
3	3	6	6	1.5	0	0	6/8	2	1	VI		e	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
3	3	15/2	15/2	1.0	3/8	3/8	6/8	2	1	iio6(2)		e	i		iio6(2)	ii	o	6	2				o	1	1	-1, -4, -3		2	-1
3	3	17/2	17/2	0.5	5/8	5/8	6/8	2	1	iio6		e	i		iio6	ii	o	6					o	1	1	-1, -4, 2		2	-1
4	4	9	9	1.5	0	0	6/8	2	1	V(4)		e	i		V(4)	V			4				M	1	1	1, 0, 2		1	1
4	4	21/2	21/2	1.5	3/8	3/8	6/8	2	1	V		e	i		V	V							M	1	1	1, 5, 2		1	1
5	5	12	12	3.0	0	0	6/8	2	1	iv		e	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
6	6	15	15	3.0	0	0	6/8	2	1	i6		e	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
7	7	18	18	1.5	0	0	6/8	2	1	ii%7		e	i		ii%7	ii	%	7					%7	1	1	2, -1, -4, 0		2	2
7	7	39/2	39/2	1.5	3/8	3/8	6/8	2	1	V		e	i		V	V							M	1	1	1, 5, 2		1	1
8	8	21	21	3.0	0	0	6/8	2	1	i|PAC}		e	i		i	i					PAC	}	m	1	1	0, -3, 1		0	0
9	9	24	24	3.0	0	0	6/8	2	1	V[V7{		e	i	V	V7	V		7				{	Mm7	1	1	1, 5, 2, -1		1	1
10	10	27	27	3.0	0	0	6/8	2	1	i6		e	i	V	i6	i		6					m	1	1	-3, 1, 0		0	-3
11	11	30	30	1.5	0	0	6/8	2	1	iio6		e	i	V	iio6	ii	o	6					o	1	1	-1, -4, 2		2	-1
11	11	63/2	63/2	1.0	3/8	3/8	6/8	2	1	viio7(6)/V		e	i	V	viio7(6)/V	vii	o	7	6	V			o7	1	1	6, 3, 2, -3		6	6
11	11	65/2	65/2	0.5	5/8	5/8	6/8	2	1	viio7/V		e	i	V	viio7/V	vii	o	7		V			o7	1	1	6, 3, 0, -3		6	6
12	12	33	33	1.5	0	0	6/8	2	1	V		e	i	V	V	V							M	1	1	1, 5, 2		1	1
12	12	69/2	69/2	1.5	3/8	3/8	6/8	2	1	i		e	i	V	i	i							m	1	1	0, -3, 1		0	0
13	13	36	36	3.0	0	0	6/8	2	1	V7		e	i	V	V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
14	14	39	39	3.0	0	0	6/8	2	1	i6		e	i	V	i6	i		6					m	1	1	-3, 1, 0		0	-3
15	15	42	42	1.5	0	0	6/8	2	1	iio6		e	i	V	iio6	ii	o	6					o	1	1	-1, -4, 2		2	-1
15	15	87/2	87/2	1.0	3/8	3/8	6/8	2	1	viio7(6)/V		e	i	V	viio7(6)/V	vii	o	7	6	V			o7	1	1	6, 3, 2, -3		6	6
15	15	89/2	89/2	0.5	5/8	5/8	6/8	2	1	viio7/V		e	i	V	viio7/V	vii	o	7		V			o7	1	1	6, 3, 0, -3		6	6
16	16	45	45	1.5	0	0	6/8	2	1	V		e	i	V	V	V							M	1	1	1, 5, 2		1	1
16	16	93/2	93/2	1.5	3/8	3/8	6/8	2	1	i|PAC}		e	i	V	i	i					PAC	}	m	1	1	0, -3, 1		0	0
16	16	47	47	0.0	1/2	1/2	6/8	2	1	{		e	i	V								{		1	1				
17	17	48	48	3.0	0	0	6/8	2	1	V7		e	i	V	V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
18	18	51	51	3.0	0	0	6/8	2	1	i6		e	i	V	i6	i		6					m	1	1	-3, 1, 0		0	-3
