mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	3.5	0	5/8	2/2	2	1	c.i{		c	i		i		i						{	m	1	1	0, -3, 1		0	0
2	1	7/2	2.0	1/2	1/2	2/2	2	1	i(9#74)		c	i		i(9#74)		i			9#74				m	1	1	0, -1, 1	2, 5	0	0
3	2	11/2	2.0	0	0	2/2	2	1	i		c	i		i		i							m	1	1	0, -3, 1		0	0
3	2	15/2	2.0	1/2	1/2	2/2	2	1	i6		c	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
4	3	19/2	2.0	0	0	2/2	2	1	i		c	i		i		i							m	1	1	0, -3, 1		0	0
4	3	23/2	2.0	1/2	1/2	2/2	2	1	V6		c	i		V6		V		6					M	1	1	5, 2, 1		1	5
5	4	27/2	4.0	0	0	2/2	2	1	V		c	i		V		V							M	1	1	1, 5, 2		1	1
6	5	35/2	4.0	0	0	2/2	2	1	#viio43		c	i		#viio43		#vii	o	43					o7	1	1	-1, -4, 5, 2		5	-1
7	6	43/2	2.0	0	0	2/2	2	1	i6		c	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
7	6	47/2	2.0	1/2	1/2	2/2	2	1	Ger6		c	i		Ger6	Ger	vii	o	65	b3	V			Ger	1	1	-4, 0, -3, 6		6	-4
8	7	51/2	2.0	0	0	2/2	2	1	V(64)		c	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
8	7	55/2	2.0	1/2	1/2	2/2	2	1	V		c	i		V		V							M	1	1	1, 5, 2		1	1
9	8	59/2	4.0	0	0	2/2	2	1	i|PAC}		c	i		i		i					PAC	}	m	1	1	0, -3, 1		0	0
9	8	65/2	0.0	3/4	3/4	2/2	2	1	{		c	i										{		1	1				
10	9	67/2	4.0	0	0	2/2	2	1	#viio43		c	i		#viio43		#vii	o	43					o7	1	1	-1, -4, 5, 2		5	-1
11	10	75/2	3.5	0	0	2/2	2	1	i6		c	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
11	10	41	0.5	7/8	7/8	2/2	2	1	It		c	i		It	It	vii	o	6	b3	V			It	1	1	-4, 0, 6		6	-4
12	11	83/2	2.0	0	0	2/2	2	1	V(64)		c	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
12	11	87/2	2.0	1/2	1/2	2/2	2	1	V		c	i		V		V							M	1	1	1, 5, 2		1	1
13	12	91/2	1.0	0	0	2/2	2	1	i		c	i		i		i							m	1	1	0, -3, 1		0	0
13	12	93/2	1.0	1/4	1/4	2/2	2	1	V7/iv		c	i		V7/iv		V		7		iv			Mm7	1	1	0, 4, 1, -2		0	0
13	12	95/2	2.0	1/2	1/2	2/2	2	1	V65/iv		c	i		V65/iv		V		65		iv			Mm7	1	1	4, 1, -2, 0		0	4
14	13	99/2	2.0	0	0	2/2	2	1	iv		c	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
14	13	103/2	2.0	1/2	1/2	2/2	2	1	V7		c	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
15	14	107/2	2.0	0	0	2/2	2	1	VI		c	i		VI		VI							M	1	1	-4, 0, -3		-4	-4
15	14	111/2	2.0	1/2	1/2	2/2	2	1	V43/iv		c	i		V43/iv		V		43		iv			Mm7	1	1	1, -2, 0, 4		0	1
16	15	115/2	2.0	0	0	2/2	2	1	iv		c	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
16	15	119/2	1.5	1/2	1/2	2/2	2	1	V(64)		c	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
16	15	61	0.5	7/8	7/8	2/2	2	1	V		c	i		V		V							M	1	1	1, 5, 2		1	1
17	16	123/2	1.0	0	0	2/2	2	1	i		c	i		i		i							m	1	1	0, -3, 1		0	0
17	16	125/2	1.0	1/4	1/4	2/2	2	1	V		c	i		V		V							M	1	1	1, 5, 2		1	1
17	16	127/2	1.0	1/2	1/2	2/2	2	1	i		c	i		i		i							m	1	1	0, -3, 1		0	0
17	16	129/2	1.0	3/4	3/4	2/2	2	1	V		c	i		V		V							M	1	1	1, 5, 2		1	1
18	17	131/2	4.0	0	0	2/2	2	1	i|PAC}		c	i		i		i					PAC	}	m	1	1	0, -3, 1		0	0
19	18	139/2	4.0	0	0	2/2	2	1	III.V2/ii{		c	III		V2/ii		V		2		ii		{	Mm7	1	0	1, 3, 7, 4		3	1
20	19	147/2	4.0	0	0	2/2	2	1	ii6		c	III		ii6		ii		6					m	1	0	-1, 3, 2		2	-1
21	20	155/2	4.0	0	0	2/2	2	1	V65/ii		c	III		V65/ii		V		65		ii			Mm7	1	0	7, 4, 1, 3		3	7
22	21	163/2	2.0	0	0	2/2	2	1	ii(4)		c	III		ii(4)		ii			4				m	1	0	2, 1, 3		2	2
22	21	167/2	2.0	1/2	1/2	2/2	2	1	ii		c	III		ii		ii							m	1	0	2, -1, 3		2	2
23	22	171/2	4.0	0	0	2/2	2	1	V2		c	III		V2		V		2					Mm7	1	0	-1, 1, 5, 2		1	-1
24	23	179/2	4.0	0	0	2/2	2	1	I6		c	III		I6		I		6					M	1	0	4, 1, 0		0	4
25	24	187/2	4.0	0	0	2/2	2	1	V65		c	III		V65		V		65					Mm7	1	0	5, 2, -1, 1		1	5
26	25	195/2	2.0	0	0	2/2	2	1	I|IAC}{		c	III		I		I					IAC	}{	M	1	0	0, 4, 1		0	0
26	25	199/2	2.0	1/2	1/2	2/2	2	1	V2		c	III		V2		V		2					Mm7	1	0	-1, 1, 5, 2		1	-1
27	26	203/2	2.0	0	0	2/2	2	1	I6		c	III		I6		I		6					M	1	0	4, 1, 0		0	4
27	26	207/2	2.0	1/2	1/2	2/2	2	1	V65		c	III		V65		V		65					Mm7	1	0	5, 2, -1, 1		1	5
28	27	211/2	2.0	0	0	2/2	2	1	I		c	III		I		I							M	1	0	0, 4, 1		0	0
28	27	215/2	2.0	1/2	1/2	2/2	2	1	V2		c	III		V2		V		2					Mm7	1	0	-1, 1, 5, 2		1	-1
29	28	219/2	2.0	0	0	2/2	2	1	I6		c	III		I6		I		6					M	1	0	4, 1, 0		0	4
29	28	223/2	2.0	1/2	1/2	2/2	2	1	V65		c	III		V65		V		65					Mm7	1	0	5, 2, -1, 1		1	5
30	29	227/2	2.0	0	0	2/2	2	1	I		c	III		I		I							M	1	0	0, 4, 1		0	0
30	29	231/2	2.0	1/2	1/2	2/2	2	1	V2		c	III		V2		V		2					Mm7	1	0	-1, 1, 5, 2		1	-1
31	30	235/2	2.0	0	0	2/2	2	1	i6		c	III		i6		i		6					m	1	0	-3, 1, 0		0	-3
31	30	239/2	2.0	1/2	1/2	2/2	2	1	V65		c	III		V65		V		65					Mm7	1	0	5, 2, -1, 1		1	5
32	31	243/2	2.0	0	0	2/2	2	1	i		c	III		i		i							m	1	0	0, -3, 1		0	0
32	31	247/2	2.0	1/2	1/2	2/2	2	1	V		c	III		V		V							M	1	0	1, 5, 2		1	1
33	32	251/2	2.0	0	0	2/2	2	1	It6(2)		c	III		It6(2)	It	vii	o	6	b32	V			It	1	0	-4, 0, 1		6	-4
33	32	255/2	2.0	1/2	1/2	2/2	2	1	It6		c	III		It6	It	vii	o	6	b3	V			It	1	0	-4, 0, 6		6	-4
34	33	259/2	2.0	0	0	2/2	2	1	V|HC		c	III		V		V					HC		M	1	0	1, 5, 2		1	1
34	33	263/2	2.0	1/2	1/2	2/2	2	1	V(9#7b64)		c	III		V(9#7b64)		V			9#7b64				M	1	0	1, 0, -3	3, 6	1	1
35	34	267/2	2.0	0	0	2/2	2	1	V		c	III		V		V							M	1	0	1, 5, 2		1	1
35	34	271/2	2.0	1/2	1/2	2/2	2	1	V(9#7b64)		c	III		V(9#7b64)		V			9#7b64				M	1	0	1, 0, -3	3, 6	1	1
36	35	275/2	2.0	0	0	2/2	2	1	V		c	III		V		V							M	1	0	1, 5, 2		1	1
36	35	279/2	6.0	1/2	1/2	2/2	2	1	V7}		c	III		V7		V		7				}	Mm7	1	0	1, 5, 2, -1		1	1
38	37	291/2	2.0	0	0	2/2	2	1	I{		c	III		I		I						{	M	1	0	0, 4, 1		0	0
38	37	295/2	2.0	1/2	1/2	2/2	2	1	V7		c	III		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
39	38	299/2	2.0	0	0	2/2	2	1	I		c	III		I		I							M	1	0	0, 4, 1		0	0
39	38	303/2	2.0	1/2	1/2	2/2	2	1	V7		c	III		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
40	39	307/2	4.0	0	0	2/2	2	1	I		c	III		I		I							M	1	0	0, 4, 1		0	0
41	40	315/2	4.0	0	0	2/2	2	1	V65/IV		c	III		V65/IV		V		65		IV			Mm7	1	0	4, 1, -2, 0		0	4
42	41	323/2	4.0	0	0	2/2	2	1	IV		c	III		IV		IV							M	1	0	-1, 3, 0		-1	-1
43	42	331/2	2.0	0	0	2/2	2	1	V(64)		c	III		V(64)		V			64				M	1	0	1, 0, 4		1	1
43	42	335/2	2.0	1/2	1/2	2/2	2	1	V7		c	III		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
44	43	339/2	3.0	0	0	2/2	2	1	I|PAC}		c	III		I		I					PAC	}	M	1	0	0, 4, 1		0	0
