mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	3.0	0	1/2	2/2	2	1	G.V[V{		G	I	V	V		V						{	M	0	0	1, 5, 2		1	1
2	1	3	1.0	1/4	1/4	2/2	2	1	I6		G	I	V	I6		I		6					M	0	0	4, 1, 0		0	4
2	1	4	1.0	1/2	1/2	2/2	2	1	IV(+2)		G	I	V	IV(+2)		IV			+2				M	0	0	-1, 3, 0	1	-1	-1
2	1	5	1.0	3/4	3/4	2/2	2	1	V		G	I	V	V		V							M	0	0	1, 5, 2		1	1
3	2	6	1.0	0	0	2/2	2	1	I6		G	I	V	I6		I		6					M	0	0	4, 1, 0		0	4
3	2	7	1.0	1/4	1/4	2/2	2	1	I		G	I	V	I		I							M	0	0	0, 4, 1		0	0
3	2	8	2.0	1/2	1/2	2/2	2	1	V		G	I	V	V		V							M	0	0	1, 5, 2		1	1
4	3	10	2.0	0	0	2/2	2	1	I		G	I	V	I		I							M	0	0	0, 4, 1		0	0
4	3	12	1.0	1/2	1/2	2/2	2	1	viio6/V		G	I	V	viio6/V		vii	o	6		V			o	0	0	3, 0, 6		6	3
4	3	13	1.0	3/4	3/4	2/2	2	1	V65/V		G	I	V	V65/V		V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
5	4	14	3.0	0	0	2/2	2	1	V		G	I	V	V		V							M	0	0	1, 5, 2		1	1
5	4	17	1.0	3/4	3/4	2/2	2	1	viio/V		G	I	V	viio/V		vii	o			V			o	0	0	6, 3, 0		6	6
6	5	18	1.0	0	0	2/2	2	1	V7		G	I	V	V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
6	5	19	1.0	1/4	1/4	2/2	2	1	I6		G	I	V	I6		I		6					M	0	0	4, 1, 0		0	4
6	5	20	1.0	1/2	1/2	2/2	2	1	IV(+2)		G	I	V	IV(+2)		IV			+2				M	0	0	-1, 3, 0	1	-1	-1
6	5	21	1.0	3/4	3/4	2/2	2	1	V		G	I	V	V		V							M	0	0	1, 5, 2		1	1
7	6	22	1.0	0	0	2/2	2	1	I6		G	I	V	I6		I		6					M	0	0	4, 1, 0		0	4
