mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
9	9	1/2	1/2	4/4	1	1		V(64)	A	I	V	V(64)		V			64				M	0	0	1, 0, 4		1	1
10	10	0	0	4/4	1	1		V	A	I	V	V		V							M	0	0	1, 5, 2		1	1
11	11	0	0	4/4	1	1		V7	A	I	V	V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
11	11	1/2	1/2	4/4	1	1		V(64)	A	I	V	V(64)		V			64				M	0	0	1, 0, 4		1	1
11	11	3/4	3/4	4/4	1	1		viio6/V	A	I	V	viio6/V		vii	o	6		V			o	0	0	3, 0, 6		6	3
12	12	0	0	4/4	1	1		V]}	A	I	V	V		V						}	M	0	0	1, 5, 2		1	1
13	13	0	0	4/4	1	1		I{	A	I		I		I						{	M	0	0	0, 4, 1		0	0
14	14	0	0	4/4	1	1		V43	A	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
14	14	3/4	3/4	4/4	1	1		I6	A	I		I6		I		6					M	0	0	4, 1, 0		0	4
15	15	0	0	4/4	1	1		ii6	A	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
15	15	1/2	1/2	4/4	1	1		V(64)	A	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
15	15	3/4	3/4	4/4	1	1		V7	A	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
16	16	0	0	4/4	1	1		I(974)}	A	I		I(974)		I			974			}	M	0	0	0, -1, 1	2, 5	0	0
16	16	1/2	1/2	4/4	1	1		I	A	I		I		I							M	0	0	0, 4, 1		0	0
16	16	5/8	5/8	4/4	1	1		IV{	A	I		IV		IV						{	M	0	0	-1, 3, 0		-1	-1
17	17	0	0	4/4	1	1		viio	A	I		viio		vii	o						o	0	0	5, 2, -1		5	5
17	17	1/4	1/4	4/4	1	1		V43	A	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
18	18	0	0	4/4	1	1		I	A	I		I		I							M	0	0	0, 4, 1		0	0
18	18	1/4	1/4	4/4	1	1		I6	A	I		I6		I		6					M	0	0	4, 1, 0		0	4
19	19	0	0	4/4	1	1		ii6	A	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
19	19	1/2	1/2	4/4	1	1		V7	A	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
20	20	0	0	4/4	1	1		I	A	I		I		I							M	0	0	0, 4, 1		0	0
21	21	0	0	4/4	1	1		viio	A	I		viio		vii	o						o	0	0	5, 2, -1		5	5
21	21	1/4	1/4	4/4	1	1		V43	A	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
22	22	0	0	4/4	1	1		I	A	I		I		I							M	0	0	0, 4, 1		0	0
22	22	1/4	1/4	4/4	1	1		I6	A	I		I6		I		6					M	0	0	4, 1, 0		0	4
23	23	0	0	4/4	1	1		V.viio6	A	V		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
23	23	1/2	1/2	4/4	1	1		V6	A	V		V6		V		6					M	0	0	5, 2, 1		1	5
24	24	0	0	4/4	1	1		I	A	V		I		I							M	0	0	0, 4, 1		0	0
24	24	3/4	3/4	4/4	1	1		V43	A	V		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
24	24	7/8	7/8	4/4	1	1		I6	A	V		I6		I		6					M	0	0	4, 1, 0		0	4
25	25	0	0	4/4	1	1		ii6	A	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
25	25	1/2	1/2	4/4	1	1		V7	A	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
26	26	0	0	4/4	1	1		I}{	A	V		I		I						}{	M	0	0	0, 4, 1		0	0
27	27	0	0	4/4	1	1		V2	A	V		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
28	28	0	0	4/4	1	1		I6	A	V		I6		I		6					M	0	0	4, 1, 0		0	4
28	28	1/4	1/4	4/4	1	1		I	A	V		I		I							M	0	0	0, 4, 1		0	0
29	29	0	0	4/4	1	1		V2	A	V		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
30	30	0	0	4/4	1	1		I6	A	V		I6		I		6					M	0	0	4, 1, 0		0	4
30	30	1/4	1/4	4/4	1	1		I	A	V		I		I							M	0	0	0, 4, 1		0	0
31	31	0	0	4/4	1	1		V2	A	V		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
32	32	0	0	4/4	1	1		I6	A	V		I6		I		6					M	0	0	4, 1, 0		0	4
32	32	3/8	3/8	4/4	1	1		I.viio	A	I		viio		vii	o						o	0	0	5, 2, -1		5	5
32	32	1/2	1/2	4/4	1	1		V2/IV	A	I		V2/IV		V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
33	33	0	0	4/4	1	1		IV6(2)	A	I		IV6(2)		IV		6	2				M	0	0	3, 0, 1		-1	3
33	33	1/4	1/4	4/4	1	1		IV6	A	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
33	33	1/2	1/2	4/4	1	1		V2/iii	A	I		V2/iii		V		2		iii			Mm7	0	0	3, 5, 9, 6		5	3
34	34	0	0	4/4	1	1		iii6(2)	A	I		iii6(2)		iii		6	2				m	0	0	1, 5, -1		4	1
34	34	1/8	1/8	4/4	1	1		iii6	A	I		iii6		iii		6					m	0	0	1, 5, 4		4	1
34	34	3/8	3/8	4/4	1	1		IV/II	A	I		IV/II		IV				II			M	0	0	1, 5, 2		1	1
34	34	1/2	1/2	4/4	1	1		V2/II	A	I		V2/II		V		2		II			Mm7	0	0	1, 3, 7, 4		3	1
35	35	0	0	4/4	1	1		II6(2)	A	I		II6(2)		II		6	2				M	0	0	6, 3, 4		2	6
35	35	1/4	1/4	4/4	1	1		II6	A	I		II6		II		6					M	0	0	6, 3, 2		2	6
35	35	1/2	1/2	4/4	1	1		V2	A	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
36	36	0	0	4/4	1	1		I6	A	I		I6		I		6					M	0	0	4, 1, 0		0	4
36	36	1/2	1/2	4/4	1	1		V43	A	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
36	36	3/4	3/4	4/4	1	1		I	A	I		I		I							M	0	0	0, 4, 1		0	0
37	37	0	0	4/4	1	1		V	A	I		V		V							M	0	0	1, 5, 2		1	1
38	38	0	0	4/4	1	1		I6	A	I		I6		I		6					M	0	0	4, 1, 0		0	4
38	38	1/2	1/2	4/4	1	1		V43	A	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
38	38	3/4	3/4	4/4	1	1		I	A	I		I		I							M	0	0	0, 4, 1		0	0
39	39	0	0	4/4	1	1		V}	A	I		V		V						}	M	0	0	1, 5, 2		1	1
41	41	0	0	4/4	1	1		I{	A	I		I		I						{	M	0	0	0, 4, 1		0	0
42	42	0	0	4/4	1	1		V43	A	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
43	43	0	0	4/4	1	1		I	A	I		I		I							M	0	0	0, 4, 1		0	0
43	43	1/4	1/4	4/4	1	1		V	A	I		V		V							M	0	0	1, 5, 2		1	1
43	43	1/2	1/2	4/4	1	1		I	A	I		I		I							M	0	0	0, 4, 1		0	0
43	43	3/4	3/4	4/4	1	1		IV6	A	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
44	44	0	0	4/4	1	1		V(64)}	A	I		V(64)		V			64			}	M	0	0	1, 0, 4		1	1
44	44	1/2	1/2	4/4	1	1		V	A	I		V		V							M	0	0	1, 5, 2		1	1
44	44	3/4	3/4	4/4	1	1		viio64	A	I		viio64		vii	o	64					o	0	0	-1, 5, 2		5	-1
45	45	0	0	4/4	1	1		I6{	A	I		I6		I		6				{	M	0	0	4, 1, 0		0	4
45	45	1/2	1/2	4/4	1	1		V64	A	I		V64		V		64					M	0	0	2, 1, 5		1	2
46	46	0	0	4/4	1	1		V65/V/V	A	I		V65/V/V		V		65		V/V			Mm7	0	0	7, 4, 1, 3		3	7
46	46	1/2	1/2	4/4	1	1		V43/V/V	A	I		V43/V/V		V		43		V/V			Mm7	0	0	4, 1, 3, 7		3	4
47	47	0	0	4/4	1	1		V(64)/V	A	I		V(64)/V		V			64	V			M	0	0	2, 1, 5		2	2
47	47	1/2	1/2	4/4	1	1		V7/V	A	I		V7/V		V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
48	48	0	0	4/4	1	1		V[V(9#74)}	A	I	V	V(9#74)		V			9#74			}	M	0	0	1, 0, 2	3, 6	1	1
48	48	1/2	1/2	4/4	1	1		V	A	I	V	V		V							M	0	0	1, 5, 2		1	1
48	48	5/8	5/8	4/4	1	1		V7{	A	I	V	V7		V		7				{	Mm7	0	0	1, 5, 2, -1		1	1
49	49	1/2	1/2	4/4	1	1		V(64)	A	I	V	V(64)		V			64				M	0	0	1, 0, 4		1	1
50	50	0	0	4/4	1	1		V	A	I	V	V		V							M	0	0	1, 5, 2		1	1
51	51	0	0	4/4	1	1		V7	A	I	V	V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
51	51	1/2	1/2	4/4	1	1		V(64)	A	I	V	V(64)		V			64				M	0	0	1, 0, 4		1	1
51	51	3/4	3/4	4/4	1	1		viio6/V	A	I	V	viio6/V		vii	o	6		V			o	0	0	3, 0, 6		6	3
52	52	0	0	4/4	1	1		V]}	A	I	V	V		V						}	M	0	0	1, 5, 2		1	1
53	53	0	0	4/4	1	1		I{	A	I		I		I						{	M	0	0	0, 4, 1		0	0
54	54	0	0	4/4	1	1		V43	A	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
54	54	3/4	3/4	4/4	1	1		I6	A	I		I6		I		6					M	0	0	4, 1, 0		0	4
55	55	0	0	4/4	1	1		ii6	A	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
55	55	1/2	1/2	4/4	1	1		V(64)	A	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
55	55	3/4	3/4	4/4	1	1		V7	A	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
56	56	0	0	4/4	1	1		I(974)}	A	I		I(974)		I			974			}	M	0	0	0, -1, 1	2, 5	0	0
56	56	1/2	1/2	4/4	1	1		I	A	I		I		I							M	0	0	0, 4, 1		0	0
57	57	0	0	4/4	1	1		i.i{	A	i		i		i						{	m	0	1	0, -3, 1		0	0
58	58	0	0	4/4	1	1		V43	A	i		V43		V		43					Mm7	0	1	2, -1, 1, 5		1	2
59	59	0	0	4/4	1	1		i6	A	i		i6		i		6					m	0	1	-3, 1, 0		0	-3
60	60	1/4	1/4	4/4	1	1		iio6	A	i		iio6		ii	o	6					o	0	1	-1, -4, 2		2	-1
60	60	1/2	1/2	4/4	1	1		V(64)	A	i		V(64)		V			64				M	0	1	1, 0, -3		1	1
60	60	3/4	3/4	4/4	1	1		V7	A	i		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
61	61	0	0	4/4	1	1		i}{	A	i		i		i						}{	m	0	1	0, -3, 1		0	0
62	62	0	0	4/4	1	1		iv	A	i		iv		iv							m	0	1	-1, -4, 0		-1	-1
63	63	0	0	4/4	1	1		V7/III	A	i		V7/III		V		7		III			Mm7	0	1	-2, 2, -1, -4		-2	-2
64	64	1/2	1/2	4/4	1	1		I/III	A	i		I/III		I				III			M	0	1	-3, 1, -2		-3	-3
65	65	0	0	4/4	1	1		ii6/III	A	i		ii6/III		ii		6		III			m	0	1	-4, 0, -1		-1	-4
65	65	1/4	1/4	4/4	1	1		viio7/V/III	A	i		viio7/V/III		vii	o	7		V/III			o7	0	1	3, 0, -3, -6		3	3
65	65	1/2	1/2	4/4	1	1		V(64)/III	A	i		V(64)/III		V			64	III			M	0	1	-2, -3, 1		-2	-2
65	65	3/4	3/4	4/4	1	1		V7/III	A	i		V7/III		V		7		III			Mm7	0	1	-2, 2, -1, -4		-2	-2
66	66	0	0	4/4	1	1	1	I/III}	A	i		I/III		I				III		}	M	0	1	-3, 1, -2		-3	-3
67	67	0	0	4/4	1	1	2	I/III}	A	i		I/III		I				III		}	M	0	1	-3, 1, -2		-3	-3
68	68	0	0	4/4	1	1		{	A	i										{		0	1				
69	69	0	0	4/4	1	1		V(4)/III	A	i		V(4)/III		V			4	III			M	0	1	-2, -3, -1		-2	-2
69	69	1/4	1/4	4/4	1	1		V/III	A	i		V/III		V				III			M	0	1	-2, 2, -1		-2	-2
70	70	0	0	4/4	1	1		iv(4)	A	i		iv(4)		iv			4				m	0	1	-1, -2, 0		-1	-1
70	70	1/4	1/4	4/4	1	1		iv	A	i		iv		iv							m	0	1	-1, -4, 0		-1	-1
71	71	0	0	4/4	1	1		i(4)	A	i		i(4)		i			4				m	0	1	0, -1, 1		0	0
71	71	1/4	1/4	4/4	1	1		i	A	i		i		i							m	0	1	0, -3, 1		0	0
72	72	0	0	4/4	1	1		v(4)	A	i		v(4)		v			4				m	0	1	1, 0, 2		1	1
72	72	1/4	1/4	4/4	1	1		v	A	i		v		v							m	0	1	1, -2, 2		1	1
73	73	0	0	4/4	1	1		V65/v	A	i		V65/v		V		65		v			Mm7	0	1	6, 3, 0, 2		2	6
74	74	0	0	4/4	1	1		v	A	i		v		v							m	0	1	1, -2, 2		1	1
74	74	1/4	1/4	4/4	1	1		iio6/v	A	i		iio6/v		ii	o	6		v			o	0	1	0, -3, 3		3	0
74	74	1/2	1/2	4/4	1	1		V(64)/v	A	i		V(64)/v		V			64	v			M	0	1	2, 1, -2		2	2
74	74	3/4	3/4	4/4	1	1		V7/v	A	i		V7/v		V		7		v			Mm7	0	1	2, 6, 3, 0		2	2
75	75	0	0	4/4	1	1		V	A	i		V		V							M	0	1	1, 5, 2		1	1
75	75	1/4	1/4	4/4	1	1		V7	A	i		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
75	75	1/2	1/2	4/4	1	1		V(64)	A	i		V(64)		V			64				M	0	1	1, 0, -3		1	1
75	75	3/4	3/4	4/4	1	1		V	A	i		V		V							M	0	1	1, 5, 2		1	1
76	76	0	0	4/4	1	1		i}{	A	i		i		i						}{	m	0	1	0, -3, 1		0	0
77	77	0	0	4/4	1	1		V43	A	i		V43		V		43					Mm7	0	1	2, -1, 1, 5		1	2
78	78	0	0	4/4	1	1		i6	A	i		i6		i		6					m	0	1	-3, 1, 0		0	-3
79	79	1/4	1/4	4/4	1	1		iv6	A	i		iv6		iv		6					m	0	1	-4, 0, -1		-1	-4
79	79	1/2	1/2	4/4	1	1		V(64)	A	i		V(64)		V			64				M	0	1	1, 0, -3		1	1
79	79	3/4	3/4	4/4	1	1		V7	A	i		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
80	80	0	0	4/4	1	1		i}	A	i		i		i						}	m	0	1	0, -3, 1		0	0
81	81	0	0	4/4	1	1		I/III{	A	i		I/III		I				III		{	M	0	1	-3, 1, -2		-3	-3
82	82	0	0	4/4	1	1		V(4)/III	A	i		V(4)/III		V			4	III			M	0	1	-2, -3, -1		-2	-2
82	82	1/4	1/4	4/4	1	1		V/III	A	i		V/III		V				III			M	0	1	-2, 2, -1		-2	-2
83	83	0	0	4/4	1	1		iv(4)	A	i		iv(4)		iv			4				m	0	1	-1, -2, 0		-1	-1
83	83	1/4	1/4	4/4	1	1		iv	A	i		iv		iv							m	0	1	-1, -4, 0		-1	-1
84	84	0	0	4/4	1	1		i(4)	A	i		i(4)		i			4				m	0	1	0, -1, 1		0	0
84	84	1/4	1/4	4/4	1	1		i	A	i		i		i							m	0	1	0, -3, 1		0	0
85	85	0	0	4/4	1	1		v(4)	A	i		v(4)		v			4				m	0	1	1, 0, 2		1	1
85	85	1/4	1/4	4/4	1	1		v	A	i		v		v							m	0	1	1, -2, 2		1	1
86	86	0	0	4/4	1	1		V65/v	A	i		V65/v		V		65		v			Mm7	0	1	6, 3, 0, 2		2	6
87	87	0	0	4/4	1	1		v	A	i		v		v							m	0	1	1, -2, 2		1	1
87	87	1/4	1/4	4/4	1	1		iio6/v	A	i		iio6/v		ii	o	6		v			o	0	1	0, -3, 3		3	0
87	87	1/2	1/2	4/4	1	1		V(64)/v	A	i		V(64)/v		V			64	v			M	0	1	2, 1, -2		2	2
87	87	3/4	3/4	4/4	1	1		V7/v	A	i		V7/v		V		7		v			Mm7	0	1	2, 6, 3, 0		2	2
88	88	0	0	4/4	1	1		V	A	i		V		V							M	0	1	1, 5, 2		1	1
88	88	1/4	1/4	4/4	1	1		V7	A	i		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
88	88	1/2	1/2	4/4	1	1		V(64)	A	i		V(64)		V			64				M	0	1	1, 0, -3		1	1
88	88	3/4	3/4	4/4	1	1		V	A	i		V		V							M	0	1	1, 5, 2		1	1
89	89	0	0	4/4	1	1		i}{	A	i		i		i						}{	m	0	1	0, -3, 1		0	0
90	90	0	0	4/4	1	1		V43	A	i		V43		V		43					Mm7	0	1	2, -1, 1, 5		1	2
91	91	0	0	4/4	1	1		i6	A	i		i6		i		6					m	0	1	-3, 1, 0		0	-3
92	92	0	0	4/4	1	1		VI	A	i		VI		VI							M	0	1	-4, 0, -3		-4	-4
92	92	1/2	1/2	4/4	1	1		.Ger6	A	i		Ger6	Ger	vii	o	65	b3	V			Ger	0	1	-4, 0, -3, 6		6	-4
93	93	0	0	4/4	1	1		V	A	i		V		V							M	0	1	1, 5, 2		1	1
94	94	0	0	4/4	1	1		viio65/V	A	i		viio65/V		vii	o	65		V			o7	0	1	3, 0, -3, 6		6	3
95	95	0	0	4/4	1	1		V65}	A	i		V65		V		65				}	Mm7	0	1	5, 2, -1, 1		1	5
101	101	0	0	4/4	1	1		I{	A	i		I		I						{	M	0	1	0, 4, 1		0	0
102	102	0	0	4/4	1	1		V43	A	i		V43		V		43					Mm7	0	1	2, -1, 1, 5		1	2
103	103	0	0	4/4	1	1		I	A	i		I		I							M	0	1	0, 4, 1		0	0
103	103	1/4	1/4	4/4	1	1		V	A	i		V		V							M	0	1	1, 5, 2		1	1
103	103	1/2	1/2	4/4	1	1		I	A	i		I		I							M	0	1	0, 4, 1		0	0
103	103	3/4	3/4	4/4	1	1		IV6	A	i		IV6		IV		6					M	0	1	3, 0, -1		-1	3
104	104	0	0	4/4	1	1		V(64)}	A	i		V(64)		V			64			}	M	0	1	1, 0, -3		1	1
104	104	1/2	1/2	4/4	1	1		V	A	i		V		V							M	0	1	1, 5, 2		1	1
104	104	3/4	3/4	4/4	1	1		V2	A	i		V2		V		2					Mm7	0	1	-1, 1, 5, 2		1	-1
105	105	0	0	4/4	1	1		I6{	A	i		I6		I		6				{	M	0	1	4, 1, 0		0	4
105	105	1/2	1/2	4/4	1	1		V64	A	i		V64		V		64					M	0	1	2, 1, 5		1	2
106	106	0	0	4/4	1	1		V65/V/V	A	i		V65/V/V		V		65		V/V			Mm7	0	1	7, 4, 1, 3		3	7
106	106	1/2	1/2	4/4	1	1		V43/V/V	A	i		V43/V/V		V		43		V/V			Mm7	0	1	4, 1, 3, 7		3	4
107	107	0	0	4/4	1	1		V(64)/V	A	i		V(64)/V		V			64	V			M	0	1	2, 1, 5		2	2
107	107	1/2	1/2	4/4	1	1		V7/V	A	i		V7/V		V		7		V			Mm7	0	1	2, 6, 3, 0		2	2
108	108	0	0	4/4	1	1		V(9#74)}	A	i		V(9#74)		V			9#74			}	M	0	1	1, 0, 2	-4, 6	1	1
108	108	1/2	1/2	4/4	1	1		V	A	i		V		V							M	0	1	1, 5, 2		1	1
108	108	9/16	9/16	4/4	1	1		{	A	i										{		0	1				
109	109	0	0	4/4	1	1		V7	A	i		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
109	109	1/2	1/2	4/4	1	1		V(64)	A	i		V(64)		V			64				M	0	1	1, 0, -3		1	1
110	110	0	0	4/4	1	1		V	A	i		V		V							M	0	1	1, 5, 2		1	1
111	111	0	0	4/4	1	1		V7	A	i		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
111	111	1/2	1/2	4/4	1	1		V(64)	A	i		V(64)		V			64				M	0	1	1, 0, -3		1	1
112	112	0	0	4/4	1	1		V}	A	i		V		V						}	M	0	1	1, 5, 2		1	1
113	113	0	0	4/4	1	1		I{	A	i		I		I						{	M	0	1	0, 4, 1		0	0
114	114	0	0	4/4	1	1		V43	A	i		V43		V		43					Mm7	0	1	2, -1, 1, 5		1	2
114	114	3/4	3/4	4/4	1	1		I6	A	i		I6		I		6					M	0	1	4, 1, 0		0	4
115	115	0	0	4/4	1	1		ii6	A	i		ii6		ii		6					m	0	1	-1, 3, 2		2	-1
115	115	1/2	1/2	4/4	1	1		V(64)	A	i		V(64)		V			64				M	0	1	1, 0, -3		1	1
115	115	3/4	3/4	4/4	1	1		V7	A	i		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
116	116	0	0	4/4	1	1		I(974)}	A	i		I(974)		I			974			}	M	0	1	0, -1, 1	2, -2	0	0
116	116	1/2	1/2	4/4	1	1		I	A	i		I		I							M	0	1	0, 4, 1		0	0
116	116	5/8	5/8	4/4	1	1		IV{	A	i		IV		IV						{	M	0	1	-1, 3, 0		-1	-1
117	117	0	0	4/4	1	1		viio	A	i		viio		vii	o						o	0	1	-2, -5, -8		-2	-2
117	117	1/4	1/4	4/4	1	1		V43	A	i		V43		V		43					Mm7	0	1	2, -1, 1, 5		1	2
118	118	0	0	4/4	1	1		I	A	i		I		I							M	0	1	0, 4, 1		0	0
118	118	1/4	1/4	4/4	1	1		I6	A	i		I6		I		6					M	0	1	4, 1, 0		0	4
119	119	0	0	4/4	1	1		ii6	A	i		ii6		ii		6					m	0	1	-1, 3, 2		2	-1
119	119	1/2	1/2	4/4	1	1		V7	A	i		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
120	120	0	0	4/4	1	1		I	A	i		I		I							M	0	1	0, 4, 1		0	0
121	121	0	0	4/4	1	1		viio	A	i		viio		vii	o						o	0	1	-2, -5, -8		-2	-2
121	121	1/4	1/4	4/4	1	1		V43	A	i		V43		V		43					Mm7	0	1	2, -1, 1, 5		1	2
122	122	0	0	4/4	1	1		I	A	i		I		I							M	0	1	0, 4, 1		0	0
122	122	1/4	1/4	4/4	1	1		I6	A	i		I6		I		6					M	0	1	4, 1, 0		0	4
123	123	0	0	4/4	1	1		viio6/V	A	i		viio6/V		vii	o	6		V			o	0	1	3, 0, 6		6	3
124	124	0	0	4/4	1	1		I/V}{	A	i		I/V		I				V		}{	M	0	1	1, 5, 2		1	1
125	125	0	0	4/4	1	1		V2	A	i		V2		V		2					Mm7	0	1	-1, 1, 5, 2		1	-1
126	126	0	0	4/4	1	1		I6	A	i		I6		I		6					M	0	1	4, 1, 0		0	4
126	126	1/4	1/4	4/4	1	1		I	A	i		I		I							M	0	1	0, 4, 1		0	0
127	127	0	0	4/4	1	1		V2	A	i		V2		V		2					Mm7	0	1	-1, 1, 5, 2		1	-1
128	128	0	0	4/4	1	1		I6	A	i		I6		I		6					M	0	1	4, 1, 0		0	4
128	128	1/4	1/4	4/4	1	1		I	A	i		I		I							M	0	1	0, 4, 1		0	0
129	129	0	0	4/4	1	1		V2	A	i		V2		V		2					Mm7	0	1	-1, 1, 5, 2		1	-1
130	130	0	0	4/4	1	1		I6	A	i		I6		I		6					M	0	1	4, 1, 0		0	4
130	130	3/8	3/8	4/4	1	1		viio/IV	A	i		viio/IV		vii	o			IV			o	0	1	4, 1, -2		4	4
130	130	1/2	1/2	4/4	1	1		V2/bVII	A	i		V2/bVII		V		2		bVII			Mm7	0	1	-10, -8, -4, -7		-8	-10
131	131	0	0	4/4	1	1		.bVII6(2)	A	i		bVII6(2)		bVII		6	2				M	0	1	-5, -8, 0		-9	-5
131	131	1/4	1/4	4/4	1	1		.bVII6	A	i		bVII6		bVII		6					M	0	1	-5, -8, -9		-9	-5
131	131	1/2	1/2	4/4	1	1		V2/VI	A	i		V2/VI		V		2		VI			Mm7	0	1	-5, -3, 1, -2		-3	-5
132	132	0	0	4/4	1	1		VI6(2)	A	i		VI6(2)		VI		6	2				M	0	1	0, -3, -2		-4	0
132	132	1/8	1/8	4/4	1	1		VI6	A	i		VI6		VI		6					M	0	1	0, -3, -4		-4	0
132	132	3/8	3/8	4/4	1	1		viio/V/V	A	i		viio/V/V		vii	o			V/V			o	0	1	7, 4, 1		7	7
132	132	1/2	1/2	4/4	1	1		V2/V	A	i		V2/V		V		2		V			Mm7	0	1	0, 2, 6, 3		2	0
133	133	0	0	4/4	1	1		V6(2)	A	i		V6(2)		V		6	2				M	0	1	5, 2, -4		1	5
133	133	1/4	1/4	4/4	1	1		V6	A	i		V6		V		6					M	0	1	5, 2, 1		1	5
133	133	1/2	1/2	4/4	1	1		V2/IV	A	i		V2/IV		V		2		IV			Mm7	0	1	-2, 0, 4, 1		0	-2
134	134	0	0	4/4	1	1		IV6(2)	A	i		IV6(2)		IV		6	2				M	0	1	3, 0, 1		-1	3
134	134	1/8	1/8	4/4	1	1		IV6	A	i		IV6		IV		6					M	0	1	3, 0, -1		-1	3
134	134	1/4	1/4	4/4	1	1		I64(4)	A	i		I64(4)		I		64	4				M	0	1	1, 0, -1		0	1
134	134	3/8	3/8	4/4	1	1		I64	A	i		I64		I		64					M	0	1	1, 0, 4		0	1
134	134	1/2	1/2	4/4	1	1		ii65(2)	A	i		ii65(2)		ii		65	2				mm7	0	1	-1, 3, 0, -3		2	-1
