mc	mn	onset	label	alt_label	globalkey	localkey	pedal	chord	numeral	special	form	figbass	changes	relativeroot	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
465	465	0	V(64)		C	I		V(64)	V				64			M	0	0	1, 0, 4		1	1
468	468	0	V		C	I		V	V							M	0	0	1, 5, 2		1	1
468	468	1/2	viio6		C	I		viio6	vii		o	6				o	0	0	2, -1, 5		5	2
469	469	0	V(64)		C	I		V(64)	V				64			M	0	0	1, 0, 4		1	1
472	472	0	V		C	I		V	V							M	0	0	1, 5, 2		1	1
472	472	1/2	viio6		C	I		viio6	vii		o	6				o	0	0	2, -1, 5		5	2
473	473	0	V(64)		C	I		V(64)	V				64			M	0	0	1, 0, 4		1	1
475	475	0	V		C	I		V	V							M	0	0	1, 5, 2		1	1
481	481	0	V2		C	I		V2	V			2				Mm7	0	0	-1, 1, 5, 2		1	-1
485	485	0	I[I\\		C	I	I	I	I						\\	M	0	0	0, 4, 1		0	0
487	487	0	V43		C	I	I	V43	V			43				Mm7	0	0	2, -1, 1, 5		1	2
487	487	1/2	V6		C	I	I	V6	V			6				M	0	0	5, 2, 1		1	5
488	488	0	I		C	I	I	I	I							M	0	0	0, 4, 1		0	0
491	491	0	V43		C	I	I	V43	V			43				Mm7	0	0	2, -1, 1, 5		1	2
491	491	1/2	V6		C	I	I	V6	V			6				M	0	0	5, 2, 1		1	5
492	492	0	I		C	I	I	I	I							M	0	0	0, 4, 1		0	0
493	493	0	i		C	I	I	i	i							m	0	0	0, -3, 1		0	0
495	495	0	V43		C	I	I	V43	V			43				Mm7	0	0	2, -1, 1, 5		1	2
495	495	1/2	V6		C	I	I	V6	V			6				M	0	0	5, 2, 1		1	5
496	496	0	i]\\		C	I	I	i	i						\\	m	0	0	0, -3, 1		0	0
496	496	1/2	V7/bVI		C	I		V7/bVI	V			7		bVI		Mm7	0	0	-3, 1, -2, -5		-3	-3
497	497	0	.bVI[bVI		C	I	bVI	bVI	bVI							M	0	0	-4, 0, -3		-4	-4
499	499	0	V43/bVI		C	I	bVI	V43/bVI	V			43		bVI		Mm7	0	0	-2, -5, -3, 1		-3	-2
499	499	1/2	V6/bVI		C	I	bVI	V6/bVI	V			6		bVI		M	0	0	1, -2, -3		-3	1
500	500	0	.bVI]\\		C	I	bVI	bVI	bVI						\\	M	0	0	-4, 0, -3		-4	-4
500	500	1/2	V7/iv		C	I		V7/iv	V			7		iv		Mm7	0	0	0, 4, 1, -2		0	0
501	501	0	iv[iv		C	I	iv	iv	iv							m	0	0	-1, -4, 0		-1	-1
503	503	0	V43/iv		C	I	iv	V43/iv	V			43		iv		Mm7	0	0	1, -2, 0, 4		0	1
503	503	1/2	V6/iv		C	I	iv	V6/iv	V			6		iv		M	0	0	4, 1, 0		0	4
504	504	0	iv		C	I	iv	iv	iv							m	0	0	-1, -4, 0		-1	-1
505	505	0	V43/iv]		C	I	iv	V43/iv	V			43		iv		Mm7	0	0	1, -2, 0, 4		0	1
505	505	1/2	V6/iv		C	I		V6/iv	V			6		iv		M	0	0	4, 1, 0		0	4
506	506	0	iv		C	I		iv	iv							m	0	0	-1, -4, 0		-1	-1
506	506	1/2	i64		C	I		i64	i			64				m	0	0	1, 0, -3		0	1
507	507	0	ii%43		C	I		ii%43	ii		%	43				%7	0	0	8, 0, 2, 1		2	8
509	509	0	.Fr6		C	I		Fr6	V	Fr		7	b5	V		M	0	0	2, 6, -4, 0		2	2
511	511	0	V(4)		C	I		V(4)	V				4			M	0	0	1, 0, 2		1	1
513	513	0	V		C	I		V	V							M	0	0	1, 5, 2		1	1
515	515	0	I[I		C	I	I	I	I							M	0	0	0, 4, 1		0	0
516	516	0	V2		C	I	I	V2	V			2				Mm7	0	0	-1, 1, 5, 2		1	-1
516	516	1/2	I		C	I	I	I	I							M	0	0	0, 4, 1		0	0
518	518	0	V2		C	I	I	V2	V			2				Mm7	0	0	-1, 1, 5, 2		1	-1
518	518	1/2	I		C	I	I	I	I							M	0	0	0, 4, 1		0	0
520	520	0	V2		C	I	I	V2	V			2				Mm7	0	0	-1, 1, 5, 2		1	-1
520	520	1/2	I		C	I	I	I	I							M	0	0	0, 4, 1		0	0
522	522	0	V2		C	I	I	V2	V			2				Mm7	0	0	-1, 1, 5, 2		1	-1
522	522	1/2	I		C	I	I	I	I							M	0	0	0, 4, 1		0	0
523	523	0	V2		C	I	I	V2	V			2				Mm7	0	0	-1, 1, 5, 2		1	-1
523	523	1/2	I		C	I	I	I	I							M	0	0	0, 4, 1		0	0
524	524	0	V2		C	I	I	V2	V			2				Mm7	0	0	-1, 1, 5, 2		1	-1
524	524	1/2	I		C	I	I	I	I							M	0	0	0, 4, 1		0	0
525	525	0	V2		C	I	I	V2	V			2				Mm7	0	0	-1, 1, 5, 2		1	-1
525	525	1/2	V43		C	I	I	V43	V			43				Mm7	0	0	2, -1, 1, 5		1	2
529	529	0	I]\\		C	I	I	I	I						\\	M	0	0	0, 4, 1		0	0
