mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	0	1.0	0	1/2	3/4	2	1	f.V{	f	i		V		V						{	M	1	1	1, 5, 2		1	1
2	1	1	1	2.0	0	0	3/4	2	1	i	f	i		i		i							m	1	1	0, -3, 1		0	0
2	1	3	3	1.0	1/2	1/2	3/4	2	1	V6	f	i		V6		V		6					M	1	1	5, 2, 1		1	5
3	2	4	4	3.0	0	0	3/4	2	1	i	f	i		i		i							m	1	1	0, -3, 1		0	0
4	3	7	7	2.0	0	0	3/4	2	1	iv	f	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
4	3	9	9	1.0	1/2	1/2	3/4	2	1	#viio	f	i		#viio		#vii	o						o	1	1	5, 2, -1		5	5
5	4	10	10	2.0	0	0	3/4	2	1	i	f	i		i		i							m	1	1	0, -3, 1		0	0
5	4	12	12	1.0	1/2	1/2	3/4	2	1	III.viio	f	III		viio		vii	o						o	1	0	5, 2, -1		5	5
6	5	13	13	1.0	0	0	3/4	2	1	I	f	III		I		I							M	1	0	0, 4, 1		0	0
6	5	14	14	1.0	1/4	1/4	3/4	2	1	vi	f	III		vi		vi							m	1	0	3, 0, 4		3	3
6	5	15	15	1.0	1/2	1/2	3/4	2	1	V6	f	III		V6		V		6					M	1	0	5, 2, 1		1	5
7	6	16	16	1.0	0	0	3/4	2	1	I	f	III		I		I							M	1	0	0, 4, 1		0	0
7	6	17	17	1.0	1/4	1/4	3/4	2	1	vi	f	III		vi		vi							m	1	0	3, 0, 4		3	3
7	6	18	18	1.0	1/2	1/2	3/4	2	1	ii6	f	III		ii6		ii		6					m	1	0	-1, 3, 2		2	-1
8	7	19	19	2.0	0	0	3/4	2	1	V(64)	f	III		V(64)		V			64				M	1	0	1, 0, 4		1	1
8	7	21	21	1.0	1/2	1/2	3/4	2	1	V7	f	III		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
9	8	22	22	2.0	0	0	3/4	2	1	I|PAC}	f	III		I		I					PAC	}	M	1	0	0, 4, 1		0	0
10	8	24	24	3.0	0	1/2	3/4	2	1	i.V{	f	i		V		V						{	M	1	1	1, 5, 2		1	1
11	9	27	27	1.0	1/2	1/2	3/4	2	1	VIM43	f	i		VIM43		VI	M	43					MM7	1	1	-3, 1, -4, 0		-4	-3
12	10	28	28	2.0	0	0	3/4	2	1	iv	f	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
12	10	30	30	3.0	1/2	1/2	3/4	2	1	iio6	f	i		iio6		ii	o	6					o	1	1	-1, -4, 2		2	-1
13	11	33	33	1.0	1/2	1/2	3/4	2	1	VII43	f	i		VII43		VII		43					Mm7	1	1	-1, -4, -2, 2		-2	-1
14	12	34	34	2.0	0	0	3/4	2	1	v	f	i		v		v							m	1	1	1, -2, 2		1	1
14	12	36	36	3.0	1/2	1/2	3/4	2	1	#viio6/iv	f	i		#viio6/iv		#vii	o	6		iv			o	1	1	1, -2, 4		4	1
15	13	39	39	1.0	1/2	1/2	3/4	2	1	V43/iv	f	i		V43/iv		V		43		iv			Mm7	1	1	1, -2, 0, 4		0	1
16	14	40	40	2.0	0	0	3/4	2	1	iv6(#7)	f	i		iv6(#7)		iv		6	#7				m	1	1	-4, 0, 4		-1	-4
16	14	42	42	1.0	1/2	1/2	3/4	2	1	iv6	f	i		iv6		iv		6					m	1	1	-4, 0, -1		-1	-4
17	15	43	43	2.0	0	0	3/4	2	1	It6	f	i		It6	It	vii	o	6	b3	V			It	1	1	-4, 0, 6		6	-4
17	15	45	45	1.0	1/2	1/2	3/4	2	1	Fr6	f	i		Fr6	Fr	V		43	b5	V			Fr	1	1	-4, 0, 2, 6		2	-4
18	16	46	46	3.0	0	0	3/4	2	1	V|HC}	f	i		V		V					HC	}	M	1	1	1, 5, 2		1	1
18	16	48	48	0.0	1/2	1/2	3/4	2	1	{	f	i										{		1	1				
19	17	49	49	2.0	0	0	3/4	2	1	i	f	i		i		i							m	1	1	0, -3, 1		0	0
19	17	51	51	1.0	1/2	1/2	3/4	2	1	V6	f	i		V6		V		6					M	1	1	5, 2, 1		1	5
20	18	52	52	3.0	0	0	3/4	2	1	i	f	i		i		i							m	1	1	0, -3, 1		0	0
21	19	55	55	2.0	0	0	3/4	2	1	iv	f	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
21	19	57	57	1.0	1/2	1/2	3/4	2	1	#viio	f	i		#viio		#vii	o						o	1	1	5, 2, -1		5	5
22	20	58	58	3.0	0	0	3/4	2	1	i	f	i		i		i							m	1	1	0, -3, 1		0	0
23	21	61	61	2.0	0	0	3/4	2	1	iv	f	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
23	21	63	63	1.0	1/2	1/2	3/4	2	1	#viio	f	i		#viio		#vii	o						o	1	1	5, 2, -1		5	5
24	22	64	64	3.0	0	0	3/4	2	1	i	f	i		i		i							m	1	1	0, -3, 1		0	0
25	23	67	67	2.0	0	0	3/4	2	1	#viio43(4)	f	i		#viio43(4)		#vii	o	43	4				o7	1	1	-1, -4, 5, -3		5	-1
25	23	69	69	1.0	1/2	1/2	3/4	2	1	#viio7	f	i		#viio7		#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
26	24	70	70	2.0	0	0	3/4	2	1	#viio43(4)	f	i		#viio43(4)		#vii	o	43	4				o7	1	1	-1, -4, 5, -3		5	-1
26	24	72	72	1.0	1/2	1/2	3/4	2	1	#viio7	f	i		#viio7		#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
27	25	73	73	1.0	0	0	3/4	2	1	V(64)	f	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
27	25	74	74	2.0	1/4	1/4	3/4	2	1	V7	f	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
28	26	76	76	3.0	0	0	3/4	2	1	i	f	i		i		i							m	1	1	0, -3, 1		0	0
29	27	79	79	2.0	0	0	3/4	2	1	#viio43(4)	f	i		#viio43(4)		#vii	o	43	4				o7	1	1	-1, -4, 5, -3		5	-1
29	27	81	81	1.0	1/2	1/2	3/4	2	1	#viio7	f	i		#viio7		#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
30	28	82	82	2.0	0	0	3/4	2	1	#viio43(4)	f	i		#viio43(4)		#vii	o	43	4				o7	1	1	-1, -4, 5, -3		5	-1
30	28	84	84	1.0	1/2	1/2	3/4	2	1	#viio7	f	i		#viio7		#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
31	29	85	85	1.0	0	0	3/4	2	1	V(64)	f	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
31	29	86	86	2.0	1/4	1/4	3/4	2	1	V7	f	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
32	30	88	88	2.0	0	0	3/4	2	1	i|PAC}	f	i		i		i					PAC	}	m	1	1	0, -3, 1		0	0
32	30	90	90	1.0	1/2	1/2	3/4	2	1	V{	f	i		V		V						{	M	1	1	1, 5, 2		1	1
33	31	91	91	2.0	0	0	3/4	2	1	V7	f	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
33	31	93	93	1.0	1/2	1/2	3/4	2	1	V(64)	f	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
34	32	94	94	2.0	0	0	3/4	2	1	V7	f	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
34	32	96	96	1.0	1/2	1/2	3/4	2	1	V(64)	f	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
35	33	97	97	3.0	0	0	3/4	2	1	V	f	i		V		V							M	1	1	1, 5, 2		1	1
36	34	100	100	3.0	0	0	3/4	2	1	i	f	i		i		i							m	1	1	0, -3, 1		0	0
37	35	103	103	2.0	0	0	3/4	2	1	V7	f	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
37	35	105	105	1.0	1/2	1/2	3/4	2	1	V(64)	f	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
38	36	106	106	2.0	0	0	3/4	2	1	V7	f	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
38	36	108	108	1.0	1/2	1/2	3/4	2	1	V	f	i		V		V							M	1	1	1, 5, 2		1	1
39	37	109	109	5.0	0	0	3/4	2	1	i|PAC}	f	i		i		i					PAC	}	m	1	1	0, -3, 1		0	0
41	38	114	114	7.0	0	1/2	3/4	2	1	VI.I{	f	VI		I		I						{	M	1	0	0, 4, 1		0	0
44	41	121	121	3.0	0	0	3/4	2	1	ii2(2)	f	VI		ii2(2)		ii		2	2				mm7	1	0	0, 4, -1, 3		2	0
45	42	124	124	3.0	0	0	3/4	2	1	ii2	f	VI		ii2		ii		2					mm7	1	0	0, 2, -1, 3		2	0
46	43	127	127	6.0	0	0	3/4	2	1	V65	f	VI		V65		V		65					Mm7	1	0	5, 2, -1, 1		1	5
48	45	133	133	3.0	0	0	3/4	2	1	I(94)	f	VI		I(94)		I			94				M	1	0	0, -1, 1	2	0	0
49	46	136	136	3.0	0	0	3/4	2	1	I	f	VI		I		I							M	1	0	0, 4, 1		0	0
50	47	139	139	3.0	0	0	3/4	2	1	IV/V	f	VI		IV/V		IV				V			M	1	0	0, 4, 1		0	0
51	48	142	142	3.0	0	0	3/4	2	1	I6/V	f	VI		I6/V		I		6		V			M	1	0	5, 2, 1		1	5
52	49	145	145	3.0	0	0	3/4	2	1	V43(4)/V	f	VI		V43(4)/V		V		43	4	V			Mm7	1	0	3, 0, 2, 1		2	3
53	50	148	148	2.0	0	0	3/4	2	1	V43(+4)/V	f	VI		V43(+4)/V		V		43	+4	V			Mm7	1	0	3, 0, 2, 6	1	2	3
53	50	150	150	1.0	1/2	1/2	3/4	2	1	I6/V	f	VI		I6/V		I		6		V			M	1	0	5, 2, 1		1	5
54	51	151	151	1.0	0	0	3/4	2	1	ii6(9)/V	f	VI		ii6(9)/V		ii		6	9	V			m	1	0	0, 4, 3	5	3	0
54	51	152	152	1.0	1/4	1/4	3/4	2	1	ii6/V	f	VI		ii6/V		ii		6		V			m	1	0	0, 4, 3		3	0
54	51	153	153	1.0	1/2	1/2	3/4	2	1	viio7/V/V	f	VI		viio7/V/V		vii	o	7		V/V			o7	1	0	7, 4, 1, -2		7	7
55	52	154	154	2.0	0	0	3/4	2	1	V(64)/V	f	VI		V(64)/V		V			64	V			M	1	0	2, 1, 5		2	2
55	52	156	156	1.0	1/2	1/2	3/4	2	1	V7/V	f	VI		V7/V		V		7		V			Mm7	1	0	2, 6, 3, 0		2	2
56	53	157	157	3.0	0	0	3/4	2	1	I(974)/V|PAC	f	VI		I(974)/V		I			974	V	PAC		M	1	0	1, 0, 2	3, 6	1	1
57	54	160	160	2.0	0	0	3/4	2	1	I/V}	f	VI		I/V		I				V		}	M	1	0	1, 5, 2		1	1
57	54	162	162	7.0	1/2	1/2	3/4	2	1	I{	f	VI		I		I						{	M	1	0	0, 4, 1		0	0
60	57	169	169	3.0	0	0	3/4	2	1	ii2(2)	f	VI		ii2(2)		ii		2	2				mm7	1	0	0, 4, -1, 3		2	0
61	58	172	172	1.0	0	0	3/4	2	1	ii6	f	VI		ii6		ii		6					m	1	0	-1, 3, 2		2	-1
61	58	173	173	1.0	1/4	1/4	3/4	2	1	ii	f	VI		ii		ii							m	1	0	2, -1, 3		2	2
61	58	174	174	0.5	1/2	1/2	3/4	2	1	#viio6/vi	f	VI		#viio6/vi		#vii	o	6		vi			o	1	0	5, 2, 8		8	5
61	58	349/2	349/2	0.5	5/8	5/8	3/4	2	1	vi	f	VI		vi		vi							m	1	0	3, 0, 4		3	3
62	59	175	175	9.0	0	0	3/4	2	1	#viio7/vi	f	VI		#viio7/vi		#vii	o	7		vi			o7	1	0	8, 5, 2, -1		8	8
65	62	184	184	1.0	0	0	3/4	2	1	vi6	f	VI		vi6		vi		6					m	1	0	0, 4, 3		3	0
65	62	185	185	1.0	1/4	1/4	3/4	2	1	vi	f	VI		vi		vi							m	1	0	3, 0, 4		3	3
65	62	186	186	0.5	1/2	1/2	3/4	2	1	#viio6/iii	f	VI		#viio6/iii		#vii	o	6		iii			o	1	0	6, 3, 9		9	6
65	62	373/2	373/2	0.5	5/8	5/8	3/4	2	1	iii	f	VI		iii		iii							m	1	0	4, 1, 5		4	4
66	63	187	187	6.0	0	0	3/4	2	1	#viio7/iii	f	VI		#viio7/iii		#vii	o	7		iii			o7	1	0	9, 6, 3, 0		9	9
68	65	193	193	3.0	0	0	3/4	2	1	V6/iii	f	VI		V6/iii		V		6		iii			M	1	0	9, 6, 5		5	9
69	66	196	196	1.0	0	0	3/4	2	1	iii6	f	VI		iii6		iii		6					m	1	0	1, 5, 4		4	1
69	66	197	197	1.0	1/4	1/4	3/4	2	1	iii	f	VI		iii		iii							m	1	0	4, 1, 5		4	4
69	66	198	198	1.0	1/2	1/2	3/4	2	1	I6/V	f	VI		I6/V		I		6		V			M	1	0	5, 2, 1		1	5
70	67	199	199	3.0	0	0	3/4	2	1	ii65/V	f	VI		ii65/V		ii		65		V			mm7	1	0	0, 4, 1, 3		3	0
71	68	202	202	3.0	0	0	3/4	2	1	V/V	f	VI		V/V		V				V			M	1	0	2, 6, 3		2	2
72	69	205	205	5.0	0	0	3/4	2	1	I/V|PAC}	f	VI		I/V		I				V	PAC	}	M	1	0	1, 5, 2		1	1
73	70	210	210	4.0	1/2	1/2	3/4	2	1	iio/ii{	f	VI		iio/ii		ii	o			ii		{	o	1	0	4, 1, -2		4	4
75	72	214	214	3.0	0	0	3/4	2	1	ii%2/ii	f	VI		ii%2/ii		ii	%	2		ii			%7	1	0	2, 4, 1, -2		4	2
76	73	217	217	3.0	0	0	3/4	2	1	#viio7/ii	f	VI		#viio7/ii		#vii	o	7		ii			o7	1	0	7, 4, 1, -2		7	7
77	74	220	220	3.0	0	0	3/4	2	1	V65/ii	f	VI		V65/ii		V		65		ii			Mm7	1	0	7, 4, 1, 3		3	7
78	75	223	223	3.0	0	0	3/4	2	1	ii	f	VI		ii		ii							m	1	0	2, -1, 3		2	2
79	76	226	226	3.0	0	0	3/4	2	1	ii%2	f	VI		ii%2		ii	%	2					%7	1	0	0, 2, -1, -4		2	0
80	77	229	229	3.0	0	0	3/4	2	1	viio7	f	VI		viio7		vii	o	7					o7	1	0	5, 2, -1, -4		5	5
81	78	232	232	3.0	0	0	3/4	2	1	V65|HC}	f	VI		V65		V		65			HC	}	Mm7	1	0	5, 2, -1, 1		1	5
82	79	235	235	6.0	0	0	3/4	2	1	I{	f	VI		I		I						{	M	1	0	0, 4, 1		0	0
84	81	241	241	3.0	0	0	3/4	2	1	ii2(2)	f	VI		ii2(2)		ii		2	2				mm7	1	0	0, 4, -1, 3		2	0
85	82	244	244	1.0	0	0	3/4	2	1	ii6	f	VI		ii6		ii		6					m	1	0	-1, 3, 2		2	-1
85	82	245	245	1.0	1/4	1/4	3/4	2	1	ii	f	VI		ii		ii							m	1	0	2, -1, 3		2	2
85	82	246	246	0.5	1/2	1/2	3/4	2	1	#viio6/vi	f	VI		#viio6/vi		#vii	o	6		vi			o	1	0	5, 2, 8		8	5
85	82	493/2	493/2	0.5	5/8	5/8	3/4	2	1	vi	f	VI		vi		vi							m	1	0	3, 0, 4		3	3
86	83	247	247	6.0	0	0	3/4	2	1	#viio7/vi	f	VI		#viio7/vi		#vii	o	7		vi			o7	1	0	8, 5, 2, -1		8	8
88	85	253	253	3.0	0	0	3/4	2	1	i(964)/vi|IAC	f	VI		i(964)/vi		i			964	vi	IAC		m	1	0	3, 2, -1	5	3	3
89	86	256	256	3.0	0	0	3/4	2	1	i/vi}	f	VI		i/vi		i				vi		}	m	1	0	3, 0, 4		3	3
90	87	259	259	6.0	0	0	3/4	2	1	viio7/V{	f	VI		viio7/V		vii	o	7		V		{	o7	1	0	6, 3, 0, -3		6	6
