mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	3/4	2	1	Eb.ii65{	Eb	I		ii65		ii		65				{	mm7	0	0	-1, 3, 0, 2		2	-1
4	4	0	0	3/4	2	1	viio7/V	Eb	I		viio7/V		vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6
6	6	0	0	3/4	2	1	V(64)	Eb	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
7	7	0	0	3/4	2	1	V7	Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
8	8	0	0	3/4	2	1	I|PAC}	Eb	I		I		I					PAC	}	M	0	0	0, 4, 1		0	0
10	10	0	0	3/4	2	1	ii65{	Eb	I		ii65		ii		65				{	mm7	0	0	-1, 3, 0, 2		2	-1
13	13	0	0	3/4	2	1	viio7/V	Eb	I		viio7/V		vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6
15	15	0	0	3/4	2	1	V(64)	Eb	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
16	16	0	0	3/4	2	1	V7	Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
17	17	0	0	3/4	2	1	I[I|PAC}	Eb	I	I	I		I					PAC	}	M	0	0	0, 4, 1		0	0
18	18	0	0	3/4	2	1	IV64{	Eb	I	I	IV64		IV		64				{	M	0	0	0, -1, 3		-1	0
19	19	0	0	3/4	2	1	IM7	Eb	I	I	IM7		I	M	7					MM7	0	0	0, 4, 1, 5		0	0
20	20	0	0	3/4	2	1	ii2	Eb	I	I	ii2		ii		2					mm7	0	0	0, 2, -1, 3		2	0
20	20	1/2	1/2	3/4	2	1	viio43	Eb	I	I	viio43		vii	o	43					o7	0	0	-1, -4, 5, 2		5	-1
21	21	0	0	3/4	2	1	I}	Eb	I	I	I		I						}	M	0	0	0, 4, 1		0	0
22	22	0	0	3/4	2	1	IV64{	Eb	I	I	IV64		IV		64				{	M	0	0	0, -1, 3		-1	0
23	23	0	0	3/4	2	1	IM7	Eb	I	I	IM7		I	M	7					MM7	0	0	0, 4, 1, 5		0	0
24	24	0	0	3/4	2	1	ii2	Eb	I	I	ii2		ii		2					mm7	0	0	0, 2, -1, 3		2	0
24	24	1/2	1/2	3/4	2	1	viio43	Eb	I	I	viio43		vii	o	43					o7	0	0	-1, -4, 5, 2		5	-1
25	25	0	0	3/4	2	1	I]}{	Eb	I	I	I		I						}{	M	0	0	0, 4, 1		0	0
26	26	0	0	3/4	2	1	V7	Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
27	27	0	0	3/4	2	1	I|PAC}{	Eb	I		I		I					PAC	}{	M	0	0	0, 4, 1		0	0
28	28	0	0	3/4	2	1	V7	Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
29	29	0	0	3/4	2	1	I	Eb	I		I		I							M	0	0	0, 4, 1		0	0
29	29	1/4	1/4	3/4	2	1	viio/V	Eb	I		viio/V		vii	o			V			o	0	0	6, 3, 0		6	6
30	30	0	0	3/4	2	1	V/V	Eb	I		V/V		V				V			M	0	0	2, 6, 3		2	2
31	31	0	0	3/4	2	1	V|HC}	Eb	I		V		V					HC	}	M	0	0	1, 5, 2		1	1
33	33	0	0	3/4	2	1	ii%65{	Eb	I		ii%65		ii	%	65				{	%7	0	0	-1, -4, 0, 2		2	-1
35	35	1/2	1/2	3/4	2	1	bVI64	Eb	I		bVI64		bVI		64					M	0	0	-3, -4, 0		-4	-3
36	36	0	0	3/4	2	1	viio65(2)	Eb	I		viio65(2)		vii	o	65	2				o7	0	0	2, -1, -4, 0		5	2
36	36	1/2	1/2	3/4	2	1	viio65	Eb	I		viio65		vii	o	65					o7	0	0	2, -1, -4, 5		5	2
37	37	0	0	3/4	2	1	ii%65	Eb	I		ii%65		ii	%	65					%7	0	0	-1, -4, 0, 2		2	-1
37	37	1/2	1/2	3/4	2	1	bVI64	Eb	I		bVI64		bVI		64					M	0	0	-3, -4, 0		-4	-3
38	38	0	0	3/4	2	1	viio65(2)	Eb	I		viio65(2)		vii	o	65	2				o7	0	0	2, -1, -4, 0		5	2
38	38	1/2	1/2	3/4	2	1	viio65	Eb	I		viio65		vii	o	65					o7	0	0	2, -1, -4, 5		5	2
39	39	0	0	3/4	2	1	V.ii%65/V	Eb	V		ii%65/V		ii	%	65		V			%7	0	0	0, -3, 1, 3		3	0
39	39	1/2	1/2	3/4	2	1	bVI64/V	Eb	V		bVI64/V		bVI		64		V			M	0	0	-2, -3, 1		-3	-2
40	40	0	0	3/4	2	1	viio65(2)/V	Eb	V		viio65(2)/V		vii	o	65	2	V			o7	0	0	3, 0, -3, 1		6	3
40	40	1/2	1/2	3/4	2	1	viio65/V	Eb	V		viio65/V		vii	o	65		V			o7	0	0	3, 0, -3, 6		6	3
41	41	0	0	3/4	2	1	ii%65/V	Eb	V		ii%65/V		ii	%	65		V			%7	0	0	0, -3, 1, 3		3	0
41	41	1/2	1/2	3/4	2	1	bVI64/V	Eb	V		bVI64/V		bVI		64		V			M	0	0	-2, -3, 1		-3	-2
42	42	0	0	3/4	2	1	viio65(2)/V	Eb	V		viio65(2)/V		vii	o	65	2	V			o7	0	0	3, 0, -3, 1		6	3
42	42	1/2	1/2	3/4	2	1	viio65/V	Eb	V		viio65/V		vii	o	65		V			o7	0	0	3, 0, -3, 6		6	3
43	43	0	0	3/4	2	1	Ger6	Eb	V		Ger6	Ger	vii	o	65	b3	V			Ger	0	0	-4, 0, -3, 6		6	-4
44	44	0	0	3/4	2	1	V|HC}	Eb	V		V		V					HC	}	M	0	0	1, 5, 2		1	1
45	45	5/8	5/8	3/4	2	1	{	Eb	V										{		0	0				
46	46	0	0	3/4	2	1	I6	Eb	V		I6		I		6					M	0	0	4, 1, 0		0	4
48	48	0	0	3/4	2	1	IV	Eb	V		IV		IV							M	0	0	-1, 3, 0		-1	-1
48	48	1/2	1/2	3/4	2	1	ii6(#7)	Eb	V		ii6(#7)		ii		6	#7				m	0	0	-1, 3, 7		2	-1
49	49	0	0	3/4	2	1	ii6	Eb	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
49	49	1/2	1/2	3/4	2	1	V65/V	Eb	V		V65/V		V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
50	50	0	0	3/4	2	1	V7	Eb	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
51	51	1/2	1/2	3/4	2	1	#viio7/vi	Eb	V		#viio7/vi		#vii	o	7		vi			o7	0	0	8, 5, 2, -1		8	8
52	52	0	0	3/4	2	1	vi	Eb	V		vi		vi							m	0	0	3, 0, 4		3	3
52	52	1/4	1/4	3/4	2	1	ii6	Eb	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
52	52	1/2	1/2	3/4	2	1	V7	Eb	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
53	53	0	0	3/4	2	1	I|PAC}	Eb	V		I		I					PAC	}	M	0	0	0, 4, 1		0	0
57	57	0	0	3/4	2	1	I6{	Eb	V		I6		I		6				{	M	0	0	4, 1, 0		0	4
59	59	0	0	3/4	2	1	IV	Eb	V		IV		IV							M	0	0	-1, 3, 0		-1	-1
59	59	1/2	1/2	3/4	2	1	ii6(#7)	Eb	V		ii6(#7)		ii		6	#7				m	0	0	-1, 3, 7		2	-1
60	60	0	0	3/4	2	1	ii6	Eb	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
60	60	1/2	1/2	3/4	2	1	V65/V	Eb	V		V65/V		V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
