mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	0	0	3/8	4/4	2	1	c.i{					c	i		i		i						{	m	1	1	0, -3, 1		0	0	2	4	0.3333333333333333	0.25	0.5	0.3333333333333333
1	0	3/8	3/4	4/4	2	1	iv				iio6	c	i		iv		iv							m	1	1	-1, -4, 0		-1	-1	0	4	0.0	0.0	0.5	0.0
2	1	0	0	4/4	2	1	i6					c	i		i6		i		6					m	1	1	-3, 1, 0		0	-3	0	2	0.0	0.0	0.5	0.0
2	1	3/8	3/8	4/4	2	1	i					c	i		i		i							m	1	1	0, -3, 1		0	0	2	4	0.3333333333333333	0.25	0.5	0.3333333333333333
2	1	3/4	3/4	4/4	2	1	VI				iv6	c	i		VI		VI							M	1	1	-4, 0, -3		-4	-4	0	4	0.0	0.0	0.5	0.0
3	2	0	0	4/4	2	1	V				i64	c	i		V		V							M	1	1	1, 5, 2		1	1	0	2	0.0	0.0	0.5	0.0
3	2	3/8	3/8	4/4	2	1	i					c	i		i		i							m	1	1	0, -3, 1		0	0	1	4	0.2	0.125	0.5	0.2
4	3	0	0	4/4	2	1	It6					c	i		It6	It	vii	o	6	b3	V			It	1	1	-4, 0, 6		6	-4	0	4	0.0	0.0	3.25	0.0
4	3	1/4	1/4	4/4	2	1	Ger6					c	i		Ger6	Ger	vii	o	65	b3	V			Ger	1	1	-4, 0, -3, 6		6	-4	2	2	0.5	0.25	0.25	0.5
4	3	3/4	3/4	4/4	2	1	It6					c	i		It6	It	vii	o	6	b3	V			It	1	1	-4, 0, 6		6	-4	1	1	0.5	0.125	0.125	0.5
5	4	0	0	4/4	2	1	V|HC}					c	i		V		V					HC	}	M	1	1	1, 5, 2		1	1	2	8	0.2	0.25	1.5	0.14285714285714285
5	4	3/4	3/4	4/4	2	1	i					c	i		i		i							m	1	1	0, -3, 1		0	0	0	4	0.0	0.0	0.5	0.0
6	5	0	0	4/4	2	1	#viio				V6	c	i		#viio		#vii	o						o	1	1	5, 2, -1		5	5	0	2	0.0	0.0	0.5	0.0
6	5	3/8	3/8	4/4	2	1	V					c	i		V		V							M	1	1	1, 5, 2		1	1	2	4	0.3333333333333333	0.25	0.5	0.3333333333333333
6	5	3/4	3/4	4/4	2	1	i6					c	i		i6		i		6					m	1	1	-3, 1, 0		0	-3	0	4	0.0	0.0	0.5	0.0
7	6	0	0	4/4	2	1	#viio6					c	i		#viio6		#vii	o	6					o	1	1	2, -1, 5		5	2	0	2	0.0	0.0	0.5	0.0
7	6	3/8	3/8	4/4	2	1	V7					c	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1	2	8	0.2	0.25	1.0	0.2
8	7	0	0	4/4	2	1	#viio7					c	i		#viio7		#vii	o	7					o7	1	1	5, 2, -1, -4		5	5	0	8	0.0	0.0	1.0	0.0
8	7	1/2	1/2	4/4	2	1	V43					c	i		V43		V		43					Mm7	1	1	2, -1, 1, 5		1	2	2	6	0.25	0.25	0.75	0.25
9	8	0	0	4/4	2	1	i[i|PAC}{					c	i	i	i		i					PAC	}{	m	1	1	0, -3, 1		0	0	0	9	0.0	0.0	1.25	0.0
9	8	1/2	1/2	4/4	2	1	V7/iv					c	i	i	V7/iv		V		7		iv			Mm7	1	1	0, 4, 1, -2		0	0	1	13	0.07142857142857142	0.125	1.625	0.07142857142857142
10	9	0	0	4/4	2	1	iv					c	i	i	iv		iv							m	1	1	-1, -4, 0		-1	-1	0	9	0.0	0.0	1.25	0.0
10	9	1/2	1/2	4/4	2	1	#viio43					c	i	i	#viio43		#vii	o	43					o7	1	1	-1, -4, 5, 2		5	-1	3	11	0.21428571428571427	0.375	1.375	0.21428571428571427
11	10	0	0	4/4	2	1	i					c	i	i	i		i							m	1	1	0, -3, 1		0	0	1	9	0.1	0.125	1.125	0.1
11	10	1/2	1/2	4/4	2	1	V7/iv					c	i	i	V7/iv		V		7		iv			Mm7	1	1	0, 4, 1, -2		0	0	1	13	0.07142857142857142	0.125	1.625	0.07142857142857142
12	11	0	0	4/4	2	1	iv					c	i	i	iv		iv							m	1	1	-1, -4, 0		-1	-1	0	9	0.0	0.0	1.375	0.0
12	11	1/2	1/2	4/4	2	1	#viio43					c	i	i	#viio43		#vii	o	43					o7	1	1	-1, -4, 5, 2		5	-1	3	11	0.21428571428571427	0.375	1.375	0.21428571428571427
13	12	0	0	4/4	2	1	i]					c	i	i	i		i							m	1	1	0, -3, 1		0	0	2	8	0.2	0.125	1.25	0.09090909090909091
13	12	3/8	3/8	4/4	2	1	V65/V					c	i		V65/V		V		65		V			Mm7	1	1	6, 3, 0, 2		2	6	0	3	0.0	0.0	0.25	0.0
13	12	1/2	1/2	4/4	2	1	V					c	i		V		V							M	1	1	1, 5, 2		1	1	3	4	0.42857142857142855	0.1875	0.4375	0.3
13	12	7/8	7/8	4/4	2	1	#viio					c	i		#viio		#vii	o						o	1	1	5, 2, -1		5	5	1	2	0.3333333333333333	0.0625	0.1875	0.25
14	13	0	0	4/4	2	1	i					c	i		i		i							m	1	1	0, -3, 1		0	0	2	5	0.2857142857142857	0.125	0.5	0.2
14	13	3/8	3/8	4/4	2	1	V65/V					c	i		V65/V		V		65		V			Mm7	1	1	6, 3, 0, 2		2	6	0	3	0.0	0.0	0.25	0.0
14	13	1/2	1/2	4/4	2	1	V					c	i		V		V							M	1	1	1, 5, 2		1	1	3	4	0.42857142857142855	0.1875	0.4375	0.3
14	13	7/8	7/8	4/4	2	1	#viio					c	i		#viio		#vii	o						o	1	1	5, 2, -1		5	5	1	2	0.3333333333333333	0.0625	0.1875	0.25
15	14	0	0	4/4	2	1	i					c	i		i		i							m	1	1	0, -3, 1		0	0	2	5	0.2857142857142857	0.125	0.5	0.2
15	14	3/8	3/8	4/4	2	1	V65/V					c	i		V65/V		V		65		V			Mm7	1	1	6, 3, 0, 2		2	6	0	3	0.0	0.0	0.25	0.0
15	14	1/2	1/2	4/4	2	1	V					c	i		V		V							M	1	1	1, 5, 2		1	1	0	5	0.0	0.0	0.5	0.0
15	14	3/4	3/4	4/4	2	1	i					c	i		i		i							m	1	1	0, -3, 1		0	0	0	6	0.0	0.0	0.75	0.0
16	15	0	0	4/4	2	1	V					c	i		V		V							M	1	1	1, 5, 2		1	1	0	6	0.0	0.0	0.75	0.0
16	15	1/4	1/4	4/4	2	1	i					c	i		i		i							m	1	1	0, -3, 1		0	0	0	6	0.0	0.0	0.75	0.0
16	15	1/2	1/2	4/4	2	1	V					c	i		V		V							M	1	1	1, 5, 2		1	1	0	6	0.0	0.0	0.75	0.0
16	15	3/4	3/4	4/4	2	1	i					c	i		i		i							m	1	1	0, -3, 1		0	0	0	6	0.0	0.0	0.75	0.0
17	16	0	0	4/4	2	1	V|HC}					c	i		V		V					HC	}	M	1	1	1, 5, 2		1	1	0	8	0.0	0.0	4.0	0.0
17	16	5/8	5/8	4/4	2	1	III.V{					c	III		V		V						{	M	1	0	-2, 2, -1		-2	-2	1	2	0.3333333333333333	0.125	0.25	0.3333333333333333
18	17	0	0	4/4	2	1	I					c	III		I		I							M	1	0	-3, 1, -2		-3	-3	1	6	0.14285714285714285	0.125	2.375	0.05
18	17	1/2	1/2	4/4	2	1	V2					c	III		V2		V		2					Mm7	1	0	-4, -2, 2, -1		-2	-4	0	5	0.0	0.0	1.25	0.0
18	17	3/4	3/4	4/4	2	1	I6					c	III		I6		I		6					M	1	0	1, -2, -3		-3	1	0	4	0.0	0.0	1.0	0.0
19	18	0	0	4/4	2	1	V43					c	III		V43		V		43					Mm7	1	0	-1, -4, -2, 2		-2	-1	1	6	0.14285714285714285	0.5	3.0	0.14285714285714285
19	18	5/8	5/8	4/4	2	1	V					c	III		V		V							M	1	0	-2, 2, -1		-2	-2	1	2	0.3333333333333333	0.125	0.25	0.3333333333333333
20	19	0	0	4/4	2	1	I	0	-6.78287	/		c	III		I		I							M	1	0	-3, 1, -2		-3	-3	1	6	0.14285714285714285	0.125	2.375	0.05
20	19	1/2	1/2	4/4	2	1	ii6					c	III		ii6		ii		6					m	1	0	-4, 0, -1		-1	-4	0	5	0.0	0.0	1.25	0.0
20	19	3/4	3/4	4/4	2	1	V65/V	-1	-6	/		c	III		V65/V		V		65		V			Mm7	1	0	3, 0, -3, -1		-1	3	0	5	0.0	0.0	1.25	0.0
21	20	0	0	4/4	2	1	V|HC}					c	III		V		V					HC	}	M	1	0	-2, 2, -1		-2	-2	1	7	0.125	0.125	2.75	0.043478260869565216
22	21	0	0	4/4	2	1	I					c	III		I		I							M	1	0	-3, 1, -2		-3	-3	1	6	0.14285714285714285	0.125	2.375	0.05
22	21	1/2	1/2	4/4	2	1	V2					c	III		V2		V		2					Mm7	1	0	-4, -2, 2, -1		-2	-4	0	5	0.0	0.0	1.25	0.0
22	21	3/4	3/4	4/4	2	1	I6					c	III		I6		I		6					M	1	0	1, -2, -3		-3	1	0	4	0.0	0.0	1.0	0.0
23	22	0	0	4/4	2	1	IV					c	III		IV		IV							M	1	0	-4, 0, -3		-4	-4	1	11	0.08333333333333333	0.125	1.875	0.0625
24	23	0	0	4/4	2	1	V(64)					c	III		V(64)		V			64				M	1	0	-2, -3, 1		-2	-2	2	3	0.4	0.25	1.25	0.16666666666666666
24	23	1/2	1/2	4/4	2	1	V7(9)					c	III		V7(9)		V		7	9				Mm7	1	0	-2, 2, -1, -4	0	-2	-2	0	4	0.0	0.0	1.375	0.0
24	23	3/4	3/4	4/4	2	1	V65					c	III		V65		V		65					Mm7	1	0	2, -1, -4, -2		-2	2	1	2	0.3333333333333333	0.125	0.375	0.25
25	24	0	0	4/4	2	1	I					c	III		I		I							M	1	0	-3, 1, -2		-3	-3	1	5	0.16666666666666666	0.125	2.625	0.045454545454545456
25	24	1/4	1/4	4/4	2	1	I6					c	III		I6		I		6					M	1	0	1, -2, -3		-3	1	0	1	0.0	0.0	0.25	0.0
25	24	1/2	1/2	4/4	2	1	V64					c	III		V64		V		64					M	1	0	-1, -2, 2		-2	-1	0	2	0.0	0.0	0.375	0.0
25	24	3/4	3/4	4/4	2	1	I					c	III		I		I							M	1	0	-3, 1, -2		-3	-3	1	2	0.3333333333333333	0.125	0.375	0.25
26	25	0	0	4/4	2	1	V(64)					c	III		V(64)		V			64				M	1	0	-2, -3, 1		-2	-2	2	3	0.4	0.25	1.25	0.16666666666666666
26	25	1/2	1/2	4/4	2	1	V7(9)					c	III		V7(9)		V		7	9				Mm7	1	0	-2, 2, -1, -4	0	-2	-2	0	4	0.0	0.0	1.375	0.0
26	25	3/4	3/4	4/4	2	1	V65					c	III		V65		V		65					Mm7	1	0	2, -1, -4, -2		-2	2	1	2	0.3333333333333333	0.125	0.375	0.25
27	26	0	0	4/4	2	1	I					c	III		I		I							M	1	0	-3, 1, -2		-3	-3	1	5	0.16666666666666666	0.125	2.625	0.045454545454545456
27	26	1/4	1/4	4/4	2	1	I6					c	III		I6		I		6					M	1	0	1, -2, -3		-3	1	0	1	0.0	0.0	0.25	0.0
27	26	1/2	1/2	4/4	2	1	V64					c	III		V64		V		64					M	1	0	-1, -2, 2		-2	-1	0	3	0.0	0.0	0.5	0.0
27	26	3/4	3/4	4/4	2	1	I					c	III		I		I							M	1	0	-3, 1, -2		-3	-3	2	3	0.4	0.25	0.5	0.3333333333333333
28	27	0	0	4/4	2	1	ii6					c	III		ii6		ii		6					m	1	0	-4, 0, -1		-1	-4	6	5	0.5454545454545454	0.75	1.0	0.42857142857142855
28	27	1/2	1/2	4/4	2	1	V7					c	III		V7		V		7					Mm7	1	0	-2, 2, -1, -4		-2	-2	4	7	0.36363636363636365	0.5	1.25	0.2857142857142857
29	28	0	0	4/4	2	1	I|PAC}{					c	III		I		I					PAC	}{	M	1	0	-3, 1, -2		-3	-3	1	16	0.058823529411764705	0.125	1.5	0.07692307692307693
29	28	3/4	3/4	4/4	2	1	IV6					c	III		IV6		IV		6					M	1	0	0, -3, -4		-4	0	0	8	0.0	0.0	0.75	0.0
