mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	6/8	2	1	d.i{				d	i		i		i						{	m	1	1	2, -1, 3		2	2	2	10	0.16666666666666666	0.25	5.0	0.047619047619047616
2	2	0	0	6/8	2	1	iv64				d	i		iv64		iv		64					m	1	1	2, 1, -2		1	2	2	10	0.16666666666666666	0.25	5.0	0.047619047619047616
3	3	0	0	6/8	2	1	#viio7				d	i		#viio7		#vii	o	7					o7	1	1	7, 4, 1, -2		7	7	1	5	0.16666666666666666	0.125	1.125	0.1
3	3	1/4	1/4	6/8	2	1	iv64				d	i		iv64		iv		64					m	1	1	2, 1, -2		1	2	0	5	0.0	0.0	0.625	0.0
3	3	3/8	3/8	6/8	2	1	#viio65				d	i		#viio65		#vii	o	65					o7	1	1	4, 1, -2, 7		7	4	0	5	0.0	0.0	1.25	0.0
3	3	5/8	5/8	6/8	2	1	iv64				d	i		iv64		iv		64					m	1	1	2, 1, -2		1	2	0	5	0.0	0.0	0.625	0.0
4	4	0	0	6/8	2	1	#viio7				d	i		#viio7		#vii	o	7					o7	1	1	7, 4, 1, -2		7	7	1	5	0.16666666666666666	0.125	1.125	0.1
4	4	1/4	1/4	6/8	2	1	V2/iv				d	i		V2/iv		V		2		iv			Mm7	1	1	0, 2, 6, 3		2	0	0	5	0.0	0.0	0.625	0.0
4	4	3/8	3/8	6/8	2	1	iv6				d	i		iv6		iv		6					m	1	1	-2, 2, 1		1	-2	0	4	0.0	0.0	1.0	0.0
4	4	5/8	5/8	6/8	2	1	V65/iv				d	i		V65/iv		V		65		iv			Mm7	1	1	6, 3, 0, 2		2	6	0	6	0.0	0.0	0.75	0.0
5	5	0	0	6/8	2	1	iv				d	i		iv		iv							m	1	1	1, -2, 2		1	1	0	11	0.0	0.0	1.75	0.0
