mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	pedalend	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
70	70	1/4	1/4	2/2	2	1	viio	0	-3.82618	/	V65	G	I		viio		vii	o							o	0	0	6, 3, 0		6.0	6.0	0	2	0.0	0.0	0.5	0.0
70	70	1/2	1/2	2/2	2	1	I|IAC}					G	I		I		I						IAC	}	M	0	0	1, 5, 2		1.0	1.0	3	17	0.15	0.16666666666666666	3.9583333333333335	0.0404040404040404
72	72	1/4	1/4	2/2	2	1	I6	0	-3.25782	/		G	I		I6		I		6						M	0	0	5, 2, 1		1.0	5.0	0	3	0.0	0.0	0.5	0.0
72	72	1/2	1/2	2/2	2	1	V64	0	-3.25782	/		G	I		V64		V		64						M	0	0	3, 2, 6		2.0	3.0	0	3	0.0	0.0	0.5	0.0
72	72	3/4	3/4	2/2	2	1	I	0	-3.44727	/		G	I		I		I								M	0	0	1, 5, 2		1.0	1.0	0	3	0.0	0.0	0.5	0.0
73	73	0	0	2/2	2	1	V6					G	I		V6		V		6						M	0	0	6, 3, 2		2.0	6.0	0	3	0.0	0.0	0.5	0.0
73	73	1/4	1/4	2/2	2	1	V					G	I		V		V								M	0	0	2, 6, 3		2.0	2.0	0	3	0.0	0.0	0.375	0.0
73	73	1/2	1/2	2/2	2	1	I					G	I		I		I								M	0	0	1, 5, 2		1.0	1.0	0	3	0.0	0.0	0.5	0.0
73	73	3/4	3/4	2/2	2	1	V2/IV	-1.76842	-3.76316	/		G	I		V2/IV		V		2		IV				Mm7	0	0	-1, 1, 5, 2		1.0	-1.0	0	3	0.0	0.0	0.375	0.0
74	74	0	0	2/2	2	1	I6/IV	0	-3.54382	/		G	I		I6/IV		I		6		IV				M	0	0	4, 1, 0		0.0	4.0	0	3	0.0	0.0	0.5	0.0
74	74	1/4	1/4	2/2	2	1	IV/IV					G	I		IV/IV		IV				IV				M	0	0	-1, 3, 0		-1.0	-1.0	0	3	0.0	0.0	0.5	0.0
74	74	1/2	1/2	2/2	2	1	V(64)/IV					G	I		V(64)/IV		V			64	IV				M	0	0	1, 0, 4		1.0	1.0	0	3	0.0	0.0	0.5	0.0
74	74	3/4	3/4	2/2	2	1	V7/IV					G	I		V7/IV		V		7		IV				Mm7	0	0	1, 5, 2, -1		1.0	1.0	0	3	0.0	0.0	0.5	0.0
75	75	0	0	2/2	2	1	I/IV|PAC}{					G	I		I/IV		I				IV		PAC	}{	M	0	0	0, 4, 1		0.0	0.0	6	8	0.42857142857142855	0.5	0.75	0.4
76	76	0	0	2/2	2	1	V43/IV					G	I		V43/IV		V		43		IV				Mm7	0	0	2, -1, 1, 5		1.0	2.0	0	16	0.0	0.0	2.0	0.0
77	77	0	0	2/2	2	1	I/IV					G	I		I/IV		I				IV				M	0	0	0, 4, 1		0.0	0.0	6	7	0.46153846153846156	0.5	0.75	0.4
78	78	0	0	2/2	2	1	V65/IV					G	I		V65/IV		V		65		IV				Mm7	0	0	5, 2, -1, 1		1.0	5.0	0	16	0.0	0.0	2.0	0.0
79	79	0	0	2/2	2	1	I/IV					G	I		I/IV		I				IV				M	0	0	0, 4, 1		0.0	0.0	7	6	0.5384615384615384	0.5833333333333334	0.6666666666666666	0.4666666666666667
80	80	0	0	2/2	2	1	V43/ii				V43/vi/IV	G	I		V43/ii		V		43		ii				Mm7	0	0	5, 2, 4, 8		4.0	5.0	0	16	0.0	0.0	2.0	0.0
81	81	0	0	2/2	2	1	ii6				vi6/IV	G	I		ii6		ii		6						m	0	0	0, 4, 3		3.0	0.0	0	8	0.0	0.0	1.25	0.0
81	81	1/2	1/2	2/2	2	1	V6/V					G	I		V6/V		V		6		V				M	0	0	7, 4, 3		3.0	7.0	0	3	0.0	0.0	0.25	0.0
81	81	3/4	3/4	2/2	2	1	V65/V					G	I		V65/V		V		65		V				Mm7	0	0	7, 4, 1, 3		3.0	7.0	0	4	0.0	0.0	0.5	0.0
82	82	0	0	2/2	2	1	V[V|HC}{					G	I	V	V		V						HC	}{	M	0	0	2, 6, 3		2.0	2.0	0	10	0.0	0.0	1.0	0.0
82	82	1/2	1/2	2/2	2	1	V7					G	I		V7		V		7						Mm7	0	0	2, 6, 3, 0		2.0	2.0	0	10	0.0	0.0	1.0	0.0
83	83	0	0	2/2	2	1	V(64)					G	I		V(64)		V			64					M	0	0	2, 1, 5		2.0	2.0	0	20	0.0	0.0	2.0	0.0
84	84	0	0	2/2	2	1	V					G	I		V		V								M	0	0	2, 6, 3		2.0	2.0	0	10	0.0	0.0	1.0	0.0
84	84	1/2	1/2	2/2	2	1	V7					G	I		V7		V		7						Mm7	0	0	2, 6, 3, 0		2.0	2.0	0	10	0.0	0.0	1.0	0.0
85	85	0	0	2/2	2	1	V(64)					G	I		V(64)		V			64					M	0	0	2, 1, 5		2.0	2.0	0	20	0.0	0.0	2.0	0.0
86	86	0	0	2/2	2	1	V					G	I		V		V								M	0	0	2, 6, 3		2.0	2.0	0	4	0.0	0.0	0.5	0.0
86	86	1/4	1/4	2/2	2	1	V(64)					G	I		V(64)		V			64					M	0	0	2, 1, 5		2.0	2.0	0	6	0.0	0.0	0.5	0.0
86	86	1/2	1/2	2/2	2	1	V					G	I		V		V								M	0	0	2, 6, 3		2.0	2.0	0	4	0.0	0.0	0.5	0.0
86	86	3/4	3/4	2/2	2	1	V(64)					G	I		V(64)		V			64					M	0	0	2, 1, 5		2.0	2.0	0	6	0.0	0.0	0.5	0.0
87	87	0	0	2/2	2	1	V|HC}					G	I		V		V						HC	}	M	0	0	2, 6, 3		2.0	2.0	0	6	0.0	0.0	1.125	0.0
88	88	0	0	2/2	2	1	I6					G	I		I6		I		6						M	0	0	5, 2, 1		1.0	5.0	0	3	0.0	0.0	0.5	0.0
88	88	1/4	1/4	2/2	2	1	V2					G	I		V2		V		2						Mm7	0	0	0, 2, 6, 3		2.0	0.0	0	3	0.0	0.0	0.5	0.0
88	88	1/2	1/2	2/2	2	1	I6					G	I		I6		I		6						M	0	0	5, 2, 1		1.0	5.0	0	3	0.0	0.0	0.5	0.0
88	88	3/4	3/4	2/2	2	1	V6					G	I		V6		V		6						M	0	0	6, 3, 2		2.0	6.0	0	3	0.0	0.0	0.5	0.0
89	89	0	0	2/2	2	1	I(4)					G	I		I(4)		I			4					M	0	0	1, 0, 2		1.0	1.0	0	2	0.0	0.0	0.25	0.0
89	89	1/8	1/8	2/2	2	1	I					G	I		I		I								M	0	0	1, 5, 2		1.0	1.0	0	2	0.0	0.0	0.25	0.0
89	89	1/4	1/4	2/2	2	1	V6					G	I		V6		V		6						M	0	0	6, 3, 2		2.0	6.0	0	3	0.0	0.0	0.5	0.0
89	89	1/2	1/2	2/2	2	1	V					G	I		V		V								M	0	0	2, 6, 3		2.0	2.0	0	4	0.0	0.0	0.625	0.0
90	90	0	0	2/2	2	1	V2					G	I		V2		V		2						Mm7	0	0	0, 2, 6, 3		2.0	0.0	0	3	0.0	0.0	0.5	0.0
90	90	1/4	1/4	2/2	2	1	I6					G	I		I6		I		6						M	0	0	5, 2, 1		1.0	5.0	0	3	0.0	0.0	0.5	0.0
90	90	1/2	1/2	2/2	2	1	V64					G	I		V64		V		64						M	0	0	3, 2, 6		2.0	3.0	0	4	0.0	0.0	0.75	0.0
90	90	3/4	3/4	2/2	2	1	I					G	I		I		I								M	0	0	1, 5, 2		1.0	1.0	0	4	0.0	0.0	0.75	0.0
91	91	0	0	2/2	2	1	V65	0	-2.65685	/		G	I		V65		V		65						Mm7	0	0	6, 3, 0, 2		2.0	6.0	0	5	0.0	0.0	0.625	0.0
91	91	1/4	1/4	2/2	2	1	I	0	-2.69606	/		G	I		I		I								M	0	0	1, 5, 2		1.0	1.0	1	7	0.125	0.125	1.125	0.1
92	92	0	0	2/2	2	1	ii6(2)					G	I		ii6(2)		ii		6	2					m	0	0	0, 4, 5		3.0	0.0	0	3	0.0	0.0	1.125	0.0
92	92	1/8	1/8	2/2	2	1	ii6					G	I		ii6		ii		6						m	0	0	0, 4, 3		3.0	0.0	0	3	0.0	0.0	0.375	0.0
92	92	1/2	1/2	2/2	2	1	I6					G	I		I6		I		6						M	0	0	5, 2, 1		1.0	5.0	1	5	0.16666666666666666	0.125	0.875	0.125
93	93	0	0	2/2	2	1	ii6(2)					G	I		ii6(2)		ii		6	2					m	0	0	0, 4, 5		3.0	0.0	0	3	0.0	0.0	1.125	0.0
93	93	1/8	1/8	2/2	2	1	ii6					G	I		ii6		ii		6						m	0	0	0, 4, 3		3.0	0.0	0	3	0.0	0.0	0.375	0.0
93	93	1/2	1/2	2/2	2	1	I6					G	I		I6		I		6						M	0	0	5, 2, 1		1.0	5.0	1	5	0.16666666666666666	0.125	0.875	0.125
94	94	0	0	2/2	2	1	ii6(2)					G	I		ii6(2)		ii		6	2					m	0	0	0, 4, 5		3.0	0.0	0	1	0.0	0.0	0.125	0.0
94	94	1/8	1/8	2/2	2	1	ii6					G	I		ii6		ii		6						m	0	0	0, 4, 3		3.0	0.0	0	4	0.0	0.0	0.75	0.0
94	94	1/2	1/2	2/2	2	1	V65/V	0.251339	-2.5	/		G	I		V65/V		V		65		V				Mm7	0	0	7, 4, 1, 3		3.0	7.0	0	5	0.0	0.0	0.875	0.0
95	95	0	0	2/2	2	1	V|HC}					G	I		V		V						HC	}	M	0	0	2, 6, 3		2.0	2.0	4	5	0.4444444444444444	0.5	0.75	0.4
96	96	0	0	2/2	2	1	I6{	0	-3.56942	/		G	I		I6		I		6					{	M	0	0	5, 2, 1		1.0	5.0	0	3	0.0	0.0	0.5	0.0
96	96	1/4	1/4	2/2	2	1	V2	0	-3.7833	/		G	I		V2		V		2						Mm7	0	0	0, 2, 6, 3		2.0	0.0	0	3	0.0	0.0	0.5	0.0
96	96	1/2	1/2	2/2	2	1	I6	1.14071	-3.71201	/		G	I		I6		I		6						M	0	0	5, 2, 1		1.0	5.0	0	3	0.0	0.0	0.5	0.0
96	96	3/4	3/4	2/2	2	1	V6	0	-3.49812	/		G	I		V6		V		6						M	0	0	6, 3, 2		2.0	6.0	0	3	0.0	0.0	0.5	0.0
97	97	0	0	2/2	2	1	I(4)	0	-3.74765	/		G	I		I(4)		I			4					M	0	0	1, 0, 2		1.0	1.0	0	2	0.0	0.0	0.25	0.0
97	97	1/8	1/8	2/2	2	1	I					G	I		I		I								M	0	0	1, 5, 2		1.0	1.0	0	2	0.0	0.0	0.25	0.0
97	97	1/4	1/4	2/2	2	1	V6					G	I		V6		V		6						M	0	0	6, 3, 2		2.0	6.0	0	3	0.0	0.0	0.5	0.0
97	97	1/2	1/2	2/2	2	1	V					G	I		V		V								M	0	0	2, 6, 3		2.0	2.0	0	4	0.0	0.0	0.625	0.0
98	98	0	0	2/2	2	1	V2	0	-4.06848	/		G	I		V2		V		2						Mm7	0	0	0, 2, 6, 3		2.0	0.0	0	3	0.0	0.0	0.5	0.0
98	98	1/4	1/4	2/2	2	1	I6	0	-4.4606	/		G	I		I6		I		6						M	0	0	5, 2, 1		1.0	5.0	0	3	0.0	0.0	0.5	0.0
98	98	1/2	1/2	2/2	2	1	V64	0	-4.21107	/		G	I		V64		V		64						M	0	0	3, 2, 6		2.0	3.0	0	4	0.0	0.0	0.75	0.0
98	98	3/4	3/4	2/2	2	1	I	0	-4.17542	/		G	I		I		I								M	0	0	1, 5, 2		1.0	1.0	0	4	0.0	0.0	0.75	0.0
99	99	0	0	2/2	2	1	V65	0	-4.69587	/		G	I		V65		V		65						Mm7	0	0	6, 3, 0, 2		2.0	6.0	0	5	0.0	0.0	0.625	0.0
99	99	1/4	1/4	2/2	2	1	I	0	-4.69587	/		G	I		I		I								M	0	0	1, 5, 2		1.0	1.0	1	7	0.125	0.125	1.125	0.1
100	100	0	0	2/2	2	1	ii6(2)	0	-3.55872	/		G	I		ii6(2)		ii		6	2					m	0	0	0, 4, 5		3.0	0.0	0	3	0.0	0.0	0.875	0.0
100	100	1/8	1/8	2/2	2	1	ii6					G	I		ii6		ii		6						m	0	0	0, 4, 3		3.0	0.0	0	1	0.0	0.0	0.125	0.0
100	100	1/4	1/4	2/2	2	1	viio64					G	I		viio64		vii	o	64						o	0	0	0, 6, 3		6.0	0.0	0	3	0.0	0.0	0.5	0.0
100	100	1/2	1/2	2/2	2	1	I6	0	-3.4803	/		G	I		I6		I		6						M	0	0	5, 2, 1		1.0	5.0	1	5	0.16666666666666666	0.125	0.875	0.125
101	101	0	0	2/2	2	1	ii6(2)	0	-3.36266	/		G	I		ii6(2)		ii		6	2					m	0	0	0, 4, 5		3.0	0.0	0	3	0.0	0.0	0.875	0.0
101	101	1/8	1/8	2/2	2	1	ii6					G	I		ii6		ii		6						m	0	0	0, 4, 3		3.0	0.0	0	1	0.0	0.0	0.125	0.0
101	101	1/4	1/4	2/2	2	1	viio64	0	-3.12739	/		G	I		viio64		vii	o	64						o	0	0	0, 6, 3		6.0	0.0	0	3	0.0	0.0	0.5	0.0
101	101	1/2	1/2	2/2	2	1	I6	0	-3.1666	/		G	I		I6		I		6						M	0	0	5, 2, 1		1.0	5.0	1	5	0.16666666666666666	0.125	0.875	0.125
102	102	0	0	2/2	2	1	ii6(2)	0	-3.63715	/		G	I		ii6(2)		ii		6	2					m	0	0	0, 4, 5		3.0	0.0	0	1	0.0	0.0	0.125	0.0
102	102	1/8	1/8	2/2	2	1	ii6					G	I		ii6		ii		6						m	0	0	0, 4, 3		3.0	0.0	0	4	0.0	0.0	0.625	0.0
102	102	1/2	1/2	2/2	2	1	V(4)	0	-3.51951	/		G	I		V(4)		V			4					M	0	0	2, 1, 3		2.0	2.0	0	3	0.0	0.0	0.5	0.0
102	102	3/4	3/4	2/2	2	1	V	0	-3.44109	/		G	I		V		V								M	0	0	2, 6, 3		2.0	2.0	1	2	0.3333333333333333	0.125	0.375	0.25
103	103	0	0	2/2	2	1	I|PAC}{	0	-4.10656	/		G	I		I		I						PAC	}{	M	0	0	1, 5, 2		1.0	1.0	6	8	0.42857142857142855	0.5	0.75	0.4
104	104	0	0	2/2	2	1	V43					G	I		V43		V		43						Mm7	0	0	3, 0, 2, 6		2.0	3.0	0	16	0.0	0.0	2.0	0.0
105	105	0	0	2/2	2	1	I					G	I		I		I								M	0	0	1, 5, 2		1.0	1.0	6	8	0.42857142857142855	0.5	1.0	0.3333333333333333
106	106	0	0	2/2	2	1	V65	0	-3.85697	/		G	I		V65		V		65						Mm7	0	0	6, 3, 0, 2		2.0	6.0	0	16	0.0	0.0	2.0	0.0
107	107	0	0	2/2	2	1	I	0	-4.17012	/		G	I		I		I								M	0	0	1, 5, 2		1.0	1.0	6	9	0.4	0.5	1.0	0.3333333333333333
108	108	0	0	2/2	2	1	V65/IV					G	I		V65/IV		V		65		IV				Mm7	0	0	5, 2, -1, 1		1.0	5.0	0	8	0.0	0.0	1.0	0.0
108	108	1/2	1/2	2/2	2	1	#viio65/ii					G	I		#viio65/ii		#vii	o	65		ii				o7	0	0	5, 2, -1, 8		8.0	5.0	0	8	0.0	0.0	1.0	0.0
109	109	0	0	2/2	2	1	ii6	0	-3.54382	/		G	I		ii6		ii		6						m	0	0	0, 4, 3		3.0	0.0	0	12	0.0	0.0	1.0	0.0
109	109	1/2	1/2	2/2	2	1	V(64)	0	-2.86534	/		G	I		V(64)		V			64					M	0	0	2, 1, 5		2.0	2.0	0	4	0.0	0.0	0.5	0.0
109	109	3/4	3/4	2/2	2	1	V7	0	-4.32669	/		G	I		V7		V		7						Mm7	0	0	2, 6, 3, 0		2.0	2.0	0	4	0.0	0.0	0.5	0.0
110	110	0	0	2/2	2	1	I|PAC}{	0	-3.43944	/		G	I		I		I						PAC	}{	M	0	0	1, 5, 2		1.0	1.0	6	8	0.42857142857142855	0.5	1.0	0.3333333333333333
111	111	0	0	2/2	2	1	IV	0	-4.06573	/		G	I		IV		IV								M	0	0	0, 4, 1		0.0	0.0	6	7	0.46153846153846156	0.5	2.4166666666666665	0.17142857142857143
112	112	0	0	2/2	2	1	I	0	-3.7833	/		G	I		I		I								M	0	0	1, 5, 2		1.0	1.0	0	3	0.0	0.0	0.75	0.0
112	112	1/4	1/4	2/2	2	1	ii6	0	-3.7833	/		G	I		ii6		ii		6						m	0	0	0, 4, 3		3.0	0.0	0	3	0.0	0.0	0.75	0.0
112	112	1/2	1/2	2/2	2	1	V(64)	0	-3.42683	/		G	I		V(64)		V			64					M	0	0	2, 1, 5		2.0	2.0	0	3	0.0	0.0	0.75	0.0
112	112	3/4	3/4	2/2	2	1	V	0	-3.31989	/		G	I		V		V								M	0	0	2, 6, 3		2.0	2.0	0	3	0.0	0.0	0.75	0.0
113	113	0	0	2/2	2	1	I|IAC	0	-4.18109	/		G	I		I		I						IAC		M	0	0	1, 5, 2		1.0	1.0	6	6	0.5	0.5	0.5	0.5
114	114	0	0	2/2	2	1	IV					G	I		IV		IV								M	0	0	0, 4, 1		0.0	0.0	6	7	0.46153846153846156	0.5	2.4166666666666665	0.17142857142857143
115	115	0	0	2/2	2	1	I					G	I		I		I								M	0	0	1, 5, 2		1.0	1.0	0	3	0.0	0.0	0.75	0.0
115	115	1/4	1/4	2/2	2	1	ii6					G	I		ii6		ii		6						m	0	0	0, 4, 3		3.0	0.0	0	3	0.0	0.0	0.75	0.0
115	115	1/2	1/2	2/2	2	1	V(64)					G	I		V(64)		V			64					M	0	0	2, 1, 5		2.0	2.0	0	3	0.0	0.0	0.75	0.0
115	115	3/4	3/4	2/2	2	1	V					G	I		V		V								M	0	0	2, 6, 3		2.0	2.0	0	3	0.0	0.0	0.75	0.0
116	116	0	0	2/2	2	1	I[I|PAC}	0	-5.02163	/		G	I	I	I		I						PAC	}	M	0	0	1, 5, 2		1.0	1.0	0	10	0.0	0.0	1.0	0.0
116	116	1/2	1/2	2/2	2	1	V2	0	-4.94522	/		G	I		V2		V		2						Mm7	0	0	0, 2, 6, 3		2.0	0.0	2	8	0.2	0.16666666666666666	0.8333333333333334	0.16666666666666666
117	117	0	0	2/2	2	1	I					G	I		I		I								M	0	0	1, 5, 2		1.0	1.0	0	10	0.0	0.0	1.0	0.0
117	117	1/2	1/2	2/2	2	1	V2					G	I		V2		V		2						Mm7	0	0	0, 2, 6, 3		2.0	0.0	2	8	0.2	0.16666666666666666	0.8333333333333334	0.16666666666666666
118	118	0	0	2/2	2	1	I	0	-4.63957	/		G	I		I		I								M	0	0	1, 5, 2		1.0	1.0	0	10	0.0	0.0	1.0	0.0
118	118	1/2	1/2	2/2	2	1	V2	0	-4.71598	/		G	I		V2		V		2						Mm7	0	0	0, 2, 6, 3		2.0	0.0	2	8	0.2	0.16666666666666666	0.8333333333333334	0.16666666666666666
119	119	0	0	2/2	2	1	I					G	I		I		I								M	0	0	1, 5, 2		1.0	1.0	0	10	0.0	0.0	1.0	0.0
119	119	1/2	1/2	2/2	2	1	V2					G	I		V2		V		2						Mm7	0	0	0, 2, 6, 3		2.0	0.0	2	8	0.2	0.16666666666666666	0.8333333333333334	0.16666666666666666
120	120	0	0	2/2	2	1	I	0	-3.72261	/		G	I		I		I								M	0	0	1, 5, 2		1.0	1.0	0	4	0.0	0.0	0.5	0.0
120	120	1/4	1/4	2/2	2	1	V2	0	-3.95185	/		G	I		V2		V		2						Mm7	0	0	0, 2, 6, 3		2.0	0.0	1	5	0.16666666666666666	0.08333333333333333	0.4166666666666667	0.16666666666666666
120	120	1/2	1/2	2/2	2	1	I	0	-3.79902	/		G	I		I		I								M	0	0	1, 5, 2		1.0	1.0	0	4	0.0	0.0	0.5	0.0
120	120	3/4	3/4	2/2	2	1	V2	0	-3.79902	/		G	I		V2		V		2						Mm7	0	0	0, 2, 6, 3		2.0	0.0	1	5	0.16666666666666666	0.08333333333333333	0.4166666666666667	0.16666666666666666
121	121	0	0	2/2	2	1	I]					G	I		I		I					]			M	0	0	1, 5, 2		1.0	1.0	0	2	0.0	0.0	0.5	0.0
121	121	1/2	1/2	2/2	2	1	V7					G	I		V7		V		7						Mm7	0	0	2, 6, 3, 0		2.0	2.0	0	6	0.0	0.0	1.5	0.0
122	122	0	0	2/2	2	1	I|PAC					G	I		I		I						PAC		M	0	0	1, 5, 2		1.0	1.0	0	5	0.0	0.0	1.25	0.0
