mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	volta	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	4/4	2	1	C.I{						C	I		I		I						{	M	0	0	0, 4, 1		0.0	0.0	0	53	0.0	0.0	6.625	0.0
2	2	3/4	3/4	4/4	2	1	V2/V						C	I		V2/V		V		2		V			Mm7	0	0	0, 2, 6, 3		2.0	0.0	0	8	0.0	0.0	1.0	0.0
3	3	0	0	4/4	2	1	V6						C	I		V6		V		6					M	0	0	5, 2, 1		1.0	5.0	4	40	0.09090909090909091	0.1875	5.5625	0.03260869565217391
5	5	0	0	4/4	2	1	IV/IV						C	I		IV/IV		IV				IV			M	0	0	-2, 2, -1		-2.0	-2.0	0	56	0.0	0.0	7.0	0.0
6	6	3/4	3/4	4/4	2	1	V2/IV						C	I		V2/IV		V		2		IV			Mm7	0	0	-2, 0, 4, 1		0.0	-2.0	0	8	0.0	0.0	1.0	0.0
7	7	0	0	4/4	2	1	IV6						C	I		IV6		IV		6					M	0	0	3, 0, -1		-1.0	3.0	1	20	0.047619047619047616	0.0625	2.9375	0.020833333333333332
8	8	0	0	4/4	2	1	iv6						C	I		iv6		iv		6					m	0	0	-4, 0, -1		-1.0	-4.0	3	20	0.13043478260869565	0.125	2.625	0.045454545454545456
9	9	0	0	4/4	2	1	V7						C	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1.0	1.0	1	13	0.07142857142857142	0.0	2.25	0.0
9	9	3/4	3/4	4/4	2	1	iv6						C	I		iv6		iv		6					m	0	0	-4, 0, -1		-1.0	-4.0	2	6	0.25	0.125	0.625	0.16666666666666666
10	10	0	0	4/4	2	1	V7						C	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1.0	1.0	2	6	0.25	0.125	0.625	0.16666666666666666
10	10	1/4	1/4	4/4	2	1	iv6						C	I		iv6		iv		6					m	0	0	-4, 0, -1		-1.0	-4.0	2	6	0.25	0.125	0.625	0.16666666666666666
10	10	1/2	1/2	4/4	2	1	V7						C	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1.0	1.0	2	6	0.25	0.125	0.625	0.16666666666666666
10	10	3/4	3/4	4/4	2	1	iv6						C	I		iv6		iv		6					m	0	0	-4, 0, -1		-1.0	-4.0	2	6	0.25	0.125	0.625	0.16666666666666666
11	11	0	0	4/4	2	1	V7						C	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1.0	1.0	8	16	0.3333333333333333	0.5	2.375	0.17391304347826086
12	12	0	0	4/4	2	1	i						C	I		i		i							m	0	0	0, -3, 1		0.0	0.0	0	11	0.0	0.0	1.375	0.0
13	13	0	0	4/4	2	1	V|HC}						C	I		V		V					HC	}	M	0	0	1, 5, 2		1.0	1.0	0	3	0.0	0.0	3.0	0.0
14	14	0	0	4/4	2	1	I{						C	I		I		I						{	M	0	0	0, 4, 1		0.0	0.0	0	56	0.0	0.0	3.625	0.0
15	15	3/4	3/4	4/4	2	1	V2/V						C	I		V2/V		V		2		V			Mm7	0	0	0, 2, 6, 3		2.0	0.0	0	8	0.0	0.0	0.5	0.0
16	16	0	0	4/4	2	1	V6						C	I		V6		V		6					M	0	0	5, 2, 1		1.0	5.0	4	55	0.06779661016949153	0.1875	4.1875	0.04285714285714286
18	18	0	0	4/4	2	1	iv/vi						C	I		iv/vi		iv				vi			m	0	0	2, -1, 3		2.0	2.0	0	56	0.0	0.0	3.625	0.0
19	19	3/4	3/4	4/4	2	1	V2/vi						C	I		V2/vi		V		2		vi			Mm7	0	0	2, 4, 8, 5		4.0	2.0	0	8	0.0	0.0	0.5	0.0
20	20	0	0	4/4	2	1	vi6						C	I		vi6		vi		6					m	0	0	0, 4, 3		3.0	0.0	4	55	0.06779661016949153	0.1875	4.1875	0.04285714285714286
22	22	0	0	4/4	2	1	III.It6	0	-6.23723	/			C	III		It6	It	vii	o	6	b3	V			It	0	0	0, 4, 10		10.0	0.0	3	28	0.0967741935483871	0.125	2.125	0.05555555555555555
23	23	0	0	4/4	2	1	V						C	III		V		V							M	0	0	5, 9, 6		5.0	5.0	2	11	0.15384615384615385	0.125	0.875	0.125
23	23	1/2	1/2	4/4	2	1	V(b64)						C	III		V(b64)		V			b64				M	0	0	5, 4, 1		5.0	5.0	3	13	0.1875	0.1875	0.8125	0.1875
24	24	0	0	4/4	2	1	V7						C	III		V7		V		7					Mm7	0	0	5, 9, 6, 3		5.0	5.0	4	12	0.25	0.25	0.75	0.25
24	24	1/2	1/2	4/4	2	1	V(b64)						C	III		V(b64)		V			b64				M	0	0	5, 4, 1		5.0	5.0	5	11	0.3125	0.3125	0.6875	0.3125
25	25	0	0	4/4	2	1	V						C	III		V		V							M	0	0	5, 9, 6		5.0	5.0	4	12	0.25	0.25	0.75	0.25
25	25	1/2	1/2	4/4	2	1	V(b64)						C	III		V(b64)		V			b64				M	0	0	5, 4, 1		5.0	5.0	3	13	0.1875	0.1875	0.8125	0.1875
26	26	0	0	4/4	2	1	V7						C	III		V7		V		7					Mm7	0	0	5, 9, 6, 3		5.0	5.0	4	12	0.25	0.25	0.75	0.25
26	26	1/2	1/2	4/4	2	1	V(b64)						C	III		V(b64)		V			b64				M	0	0	5, 4, 1		5.0	5.0	5	11	0.3125	0.3125	0.6875	0.3125
27	27	0	0	4/4	2	1	V						C	III		V		V							M	0	0	5, 9, 6		5.0	5.0	0	8	0.0	0.0	0.5	0.0
27	27	1/4	1/4	4/4	2	1	i						C	III		i		i							m	0	0	4, 1, 5		4.0	4.0	2	6	0.25	0.125	0.375	0.25
27	27	1/2	1/2	4/4	2	1	V						C	III		V		V							M	0	0	5, 9, 6		5.0	5.0	0	8	0.0	0.0	0.5	0.0
27	27	3/4	3/4	4/4	2	1	i						C	III		i		i							m	0	0	4, 1, 5		4.0	4.0	2	6	0.25	0.125	0.375	0.25
28	28	0	0	4/4	2	1	V						C	III		V		V							M	0	0	5, 9, 6		5.0	5.0	0	8	0.0	0.0	0.5	0.0
28	28	1/4	1/4	4/4	2	1	V(b64)						C	III		V(b64)		V			b64				M	0	0	5, 4, 1		5.0	5.0	0	8	0.0	0.0	0.5	0.0
