mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	0	0	1/2	3/4	2	1	f.V{	-0.45	-4.38	/	f	i		V		V						{	M	1	1	0, 4, 1		0	0	0	2	0.0	0.0	0.5	0.0
2	1	0	0	3/4	2	1	i	0	-4.38	/	f	i		i		i							m	1	1	-1, -4, 0		-1	-1	0	4	0.0	0.0	1.0	0.0
2	1	1/2	1/2	3/4	2	1	V6	0	-4.38	/	f	i		V6		V		6					M	1	1	4, 1, 0		0	4	0	2	0.0	0.0	0.5	0.0
3	2	0	0	3/4	2	1	i	0	-4.38	/	f	i		i		i							m	1	1	-1, -4, 0		-1	-1	0	6	0.0	0.0	1.5	0.0
4	3	0	0	3/4	2	1	iv	0	-4.38	/	f	i		iv		iv							m	1	1	-2, -5, -1		-2	-2	0	4	0.0	0.0	1.0	0.0
4	3	1/2	1/2	3/4	2	1	#viio	0	-4.37559	/	f	i		#viio		#vii	o						o	1	1	4, 1, -2		4	4	0	2	0.0	0.0	0.5	0.0
5	4	0	0	3/4	2	1	i	0	-4.38	/	f	i		i		i							m	1	1	-1, -4, 0		-1	-1	0	4	0.0	0.0	1.0	0.0
5	4	1/2	1/2	3/4	2	1	III.viio	-1.95	-4.38	/	f	III		viio		vii	o						o	1	0	1, -2, -5		1	1	0	2	0.0	0.0	0.5	0.0
6	5	0	0	3/4	2	1	I	0.6	-4.38	/	f	III		I		I							M	1	0	-4, 0, -3		-4	-4	0	3	0.0	0.0	1.0	0.0
6	5	1/4	1/4	3/4	2	1	vi	0	-4.38	/	f	III		vi		vi							m	1	0	-1, -4, 0		-1	-1	0	2	0.0	0.0	0.5	0.0
6	5	1/2	1/2	3/4	2	1	V6	0	-4.38	/	f	III		V6		V		6					M	1	0	1, -2, -3		-3	1	0	4	0.0	0.0	1.0	0.0
7	6	0	0	3/4	2	1	I	0	-4.38	/	f	III		I		I							M	1	0	-4, 0, -3		-4	-4	0	6	0.0	0.0	2.5	0.0
7	6	1/4	1/4	3/4	2	1	vi	0	-4.38	/	f	III		vi		vi							m	1	0	-1, -4, 0		-1	-1	0	2	0.0	0.0	0.75	0.0
7	6	1/2	1/2	3/4	2	1	ii6	0	-4.38	/	f	III		ii6		ii		6					m	1	0	-5, -1, -2		-2	-5	1	3	0.25	0.0	0.75	0.0
8	7	0	0	3/4	2	1	V(64)				f	III		V(64)		V			64				M	1	0	-3, -4, 0		-3	-3	0	5	0.0	0.0	2.0	0.0
8	7	1/2	1/2	3/4	2	1	V7				f	III		V7		V		7					Mm7	1	0	-3, 1, -2, -5		-3	-3	0	4	0.0	0.0	1.0	0.0
9	8	0	0	3/4	2	1	I|PAC}				f	III		I		I					PAC	}	M	1	0	-4, 0, -3		-4	-4	0	4	0.0	0.0	1.0	0.0
10	8	0	1/2	3/4	2	1	i.V{				f	i		V		V						{	M	1	1	0, 4, 1		0	0	1	3	0.25	0.125	0.625	0.16666666666666666
11	9	1/2	1/2	3/4	2	1	VIM43	-1.65	-5.05	/	f	i		VIM43		VI	M	43					MM7	1	1	-4, 0, -5, -1		-5	-4	0	4	0.0	0.0	1.0	0.0
12	10	0	0	3/4	2	1	iv	0	-3.44727	/	f	i		iv		iv							m	1	1	-2, -5, -1		-2	-2	1	5	0.16666666666666666	0.125	1.625	0.07142857142857142
12	10	1/2	1/2	3/4	2	1	iio6	0	-3.25782	/	f	i		iio6		ii	o	6					o	1	1	-2, -5, 1		1	-2	1	9	0.1	0.125	2.625	0.045454545454545456
13	11	1/2	1/2	3/4	2	1	VII43	-1.5	-4	/	f	i		VII43		VII		43					Mm7	1	1	-2, -5, -3, 1		-3	-2	0	4	0.0	0.0	1.0	0.0
14	12	0	0	3/4	2	1	v	0	-3.55	/	f	i		v		v							m	1	1	0, -3, 1		0	0	1	5	0.16666666666666666	0.125	1.625	0.07142857142857142
14	12	1/2	1/2	3/4	2	1	#viio6/iv	-1.65	-3.82036	/	f	i		#viio6/iv		#vii	o	6		iv			o	1	1	0, -3, 3		3	0	1	9	0.1	0.125	2.625	0.045454545454545456
15	13	1/2	1/2	3/4	2	1	V43/iv	-0.15	-5.35	/	f	i		V43/iv		V		43		iv			Mm7	1	1	0, -3, -1, 3		-1	0	0	4	0.0	0.0	1.0	0.0
16	14	0	0	3/4	2	1	iv6(#7)	0.15	-3.4	/	f	i		iv6(#7)		iv		6	#7				m	1	1	-5, -1, 3		-2	-5	1	5	0.16666666666666666	0.125	1.875	0.0625
16	14	1/2	1/2	3/4	2	1	iv6	0.3	-4.6	/	f	i		iv6		iv		6					m	1	1	-5, -1, -2		-2	-5	0	4	0.0	0.0	1.0	0.0
17	15	0	0	3/4	2	1	It6	0	-5.29638	/	f	i		It6	It	vii	o	6	b3	V			It	1	1	-5, -1, 5		5	-5	0	4	0.0	0.0	2.0	0.0
17	15	1/2	1/2	3/4	2	1	Fr6	0.15	-5.2	/	f	i		Fr6	Fr	V		43	b5	V			Fr	1	1	-5, -1, 1, 5		1	-5	0	4	0.0	0.0	1.0	0.0
18	16	0	0	3/4	2	1	V|HC}	-0.15	-3.7	/	f	i		V		V					HC	}	M	1	1	0, 4, 1		0	0	0	5	0.0	0.0	2.25	0.0
19	17	0	0	3/4	2	1	i	0	-5.51	/	f	i		i		i							m	1	1	-1, -4, 0		-1	-1	0	2	0.0	0.0	0.5	0.0
19	17	1/2	1/2	3/4	2	1	V6	0	-5.51	/	f	i		V6		V		6					M	1	1	4, 1, 0		0	4	0	1	0.0	0.0	0.25	0.0
20	18	0	0	3/4	2	1	i	0	-5.51	/	f	i		i		i							m	1	1	-1, -4, 0		-1	-1	0	3	0.0	0.0	0.75	0.0
21	19	0	0	3/4	2	1	iv	0.3	-5.51	/	f	i		iv		iv							m	1	1	-2, -5, -1		-2	-2	0	2	0.0	0.0	0.5	0.0
21	19	1/2	1/2	3/4	2	1	#viio	0	-5.51413	/	f	i		#viio		#vii	o						o	1	1	4, 1, -2		4	4	0	1	0.0	0.0	0.25	0.0
22	20	0	0	3/4	2	1	i	0.45	-5.51	/	f	i		i		i							m	1	1	-1, -4, 0		-1	-1	0	4	0.0	0.0	1.0	0.0
23	21	0	0	3/4	2	1	iv	-1.05	-5.51	/	f	i		iv		iv							m	1	1	-2, -5, -1		-2	-2	0	4	0.0	0.0	1.0	0.0
23	21	1/2	1/2	3/4	2	1	#viio	0	-5.51	/	f	i		#viio		#vii	o						o	1	1	4, 1, -2		4	4	0	2	0.0	0.0	0.5	0.0
24	22	0	0	3/4	2	1	i	0	-5.51	/	f	i		i		i							m	1	1	-1, -4, 0		-1	-1	0	6	0.0	0.0	1.75	0.0
25	23	0	0	3/4	2	1	#viio43(4)	-0.15	-5.51719	/	f	i		#viio43(4)		#vii	o	43	4				o7	1	1	-2, -5, 4, -4		4	-2	0	6	0.0	0.0	3.25	0.0
25	23	1/2	1/2	3/4	2	1	#viio7	0	-5.01986	/	f	i		#viio7		#vii	o	7					o7	1	1	4, 1, -2, -5		4	4	0	2	0.0	0.0	0.5	0.0
26	24	0	0	3/4	2	1	#viio43(4)	-0.3	-5.43666	/	f	i		#viio43(4)		#vii	o	43	4				o7	1	1	-2, -5, 4, -4		4	-2	0	6	0.0	0.0	3.25	0.0
26	24	1/2	1/2	3/4	2	1	#viio7	0	-4.16719	/	f	i		#viio7		#vii	o	7					o7	1	1	4, 1, -2, -5		4	4	0	2	0.0	0.0	0.5	0.0
27	25	0	0	3/4	2	1	V(64)	0	-3.64821	/	f	i		V(64)		V			64				M	1	1	0, -1, -4		0	0	0	3	0.0	0.0	1.0	0.0
27	25	1/4	1/4	3/4	2	1	V7	0	-3.70562	/	f	i		V7		V		7					Mm7	1	1	0, 4, 1, -2		0	0	0	5	0.0	0.0	1.25	0.0
