mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	minDistance	offset	volta	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
63	60	1/2	1/2	4/4	2	1	I]						F#	I	I	I		I							M	0	0	6, 10, 7		6.0	6.0	1	8	0.1111111111111111	0.0625	1.1875	0.05
64	61	0	0	4/4	2	1	V43						F#	I		V43		V		43					Mm7	0	0	8, 5, 7, 11		7.0	8.0	0	4	0.0	0.0	0.25	0.0
64	61	1/4	1/4	4/4	2	1	V7						F#	I		V7		V		7					Mm7	0	0	7, 11, 8, 5		7.0	7.0	0	5	0.0	0.0	0.5	0.0
64	61	1/2	1/2	4/4	2	1	V						F#	I		V		V							M	0	0	7, 11, 8		7.0	7.0	0	1	0.0	0.0	0.25	0.0
64	61	3/4	3/4	4/4	2	1	V43						F#	I		V43		V		43					Mm7	0	0	8, 5, 7, 11		7.0	8.0	0	4	0.0	0.0	0.25	0.0
65	62	0	0	4/4	2	1	I6						F#	I		I6		I		6					M	0	0	10, 7, 6		6.0	10.0	1	9	0.1	0.0625	0.9375	0.0625
65	62	3/4	3/4	4/4	2	1	I						F#	I		I		I							M	0	0	6, 10, 7		6.0	6.0	1	3	0.25	0.0625	0.1875	0.25
66	63	0	0	4/4	2	1	V43/ii						F#	I		V43/ii		V		43		ii			Mm7	0	0	10, 7, 9, 13		9.0	10.0	0	4	0.0	0.0	0.25	0.0
66	63	1/4	1/4	4/4	2	1	V7/ii						F#	I		V7/ii		V		7		ii			Mm7	0	0	9, 13, 10, 7		9.0	9.0	0	5	0.0	0.0	0.5	0.0
66	63	1/2	1/2	4/4	2	1	V/ii						F#	I		V/ii		V				ii			M	0	0	9, 13, 10		9.0	9.0	0	1	0.0	0.0	0.25	0.0
66	63	3/4	3/4	4/4	2	1	V43/ii						F#	I		V43/ii		V		43		ii			Mm7	0	0	10, 7, 9, 13		9.0	10.0	0	4	0.0	0.0	0.25	0.0
67	64	0	0	4/4	2	1	ii6						F#	I		ii6		ii		6					m	0	0	5, 9, 8		8.0	5.0	1	9	0.1	0.0625	0.9375	0.0625
67	64	3/4	3/4	4/4	2	1	bVII.I6						F#	bVII		I6		I		6					M	0	0	8, 5, 4		4.0	8.0	2	5	0.2857142857142857	0.16666666666666666	1.0833333333333333	0.13333333333333333
68	65	0	0	4/4	2	1	ii6						F#	bVII		ii6		ii		6					m	0	0	3, 7, 6		6.0	3.0	4	6	0.4	0.3333333333333333	2.1666666666666665	0.13333333333333333
68	65	1/2	1/2	4/4	2	1	V7						F#	bVII		V7		V		7					Mm7	0	0	5, 9, 6, 3		5.0	5.0	3	7	0.3	0.25	2.25	0.1
69	66	0	0	4/4	2	1	I	0.112418	4.28692		/		F#	bVII		I		I							M	0	0	4, 8, 5		4.0	4.0	0	7	0.0	0.0	1.75	0.0
69	66	1/4	1/4	4/4	2	1	V						F#	bVII		V		V							M	0	0	5, 9, 6		5.0	5.0	0	8	0.0	0.0	2.0	0.0
69	66	1/2	1/2	4/4	2	1	I|IAC}						F#	bVII		I		I					IAC	}	M	0	0	4, 8, 5		4.0	4.0	0	13	0.0	0.0	3.25	0.0
70	67	1/2	1/2	4/4	2	1	i.i6						F#	i		i6		i		6					m	0	1	3, 7, 6		6.0	3.0	0	6	0.0	0.0	1.5	0.0
71	68	0	0	4/4	2	1	IV						F#	i		IV		IV							M	0	1	5, 9, 6		5.0	5.0	0	6	0.0	0.0	1.5	0.0
71	68	1/4	1/4	4/4	2	1	V43						F#	i		V43		V		43					Mm7	0	1	8, 5, 7, 11		7.0	8.0	0	8	0.0	0.0	2.0	0.0
71	68	1/2	1/2	4/4	2	1	i|IAC}						F#	i		i		i					IAC	}	m	0	1	6, 3, 7		6.0	6.0	0	13	0.0	0.0	3.25	0.0
72	69	1/2	1/2	4/4	2	1	iio6						F#	i		iio6		ii	o	6					o	0	1	5, 2, 8		8.0	5.0	0	5	0.0	0.0	1.25	0.0
73	70	0	0	4/4	2	1	V7						F#	i		V7		V		7					Mm7	0	1	7, 11, 8, 5		7.0	7.0	0	6	0.0	0.0	1.5	0.0
73	70	1/4	1/4	4/4	2	1	iv.V7						F#	iv		V7		V		7					Mm7	0	1	6, 10, 7, 4		6.0	6.0	0	7	0.0	0.0	1.75	0.0
73	70	1/2	1/2	4/4	2	1	i|PAC}						F#	iv		i		i					PAC	}	m	0	1	5, 2, 6		5.0	5.0	0	10	0.0	0.0	2.5	0.0
74	71	1/2	1/2	4/4	2	1	iio6						F#	iv		iio6		ii	o	6					o	0	1	4, 1, 7		7.0	4.0	0	6	0.0	0.0	1.5	0.0
75	72	0	0	4/4	2	1	V7						F#	iv		V7		V		7					Mm7	0	1	6, 10, 7, 4		6.0	6.0	0	7	0.0	0.0	1.75	0.0
75	72	1/4	1/4	4/4	2	1	i						F#	iv		i		i							m	0	1	5, 2, 6		5.0	5.0	0	6	0.0	0.0	1.5	0.0
75	72	1/2	1/2	4/4	2	1	IV.V65|HC}						F#	IV		V65		V		65			HC	}	Mm7	0	0	10, 7, 4, 6		6.0	10.0	0	6	0.0	0.0	1.5	0.0
76	73	0	0	4/4	2	1	viio6{	-0.224836	2.65378	-4.67122	/		F#	IV		viio6		vii	o	6				{	o	0	0	7, 4, 10		10.0	7.0	0	4	0.0	0.0	1.0	0.0
76	73	1/4	1/4	4/4	2	1	I	0	2.67103	-4.33397	/		F#	IV		I		I							M	0	0	5, 9, 6		5.0	5.0	0	4	0.0	0.0	1.0	0.0
76	73	1/2	1/2	4/4	2	1	viio	0	2.48824		/		F#	IV		viio		vii	o						o	0	0	10, 7, 4		10.0	10.0	0	4	0.0	0.0	1.0	0.0
77	74	0	0	4/4	2	1	V6						F#	IV		V6		V		6					M	0	0	10, 7, 6		6.0	10.0	0	5	0.0	0.0	1.25	0.0
77	74	1/2	1/2	4/4	2	1	V7						F#	IV		V7		V		7					Mm7	0	0	6, 10, 7, 4		6.0	6.0	0	5	0.0	0.0	1.25	0.0
78	75	0	0	4/4	2	1	I|IAC}						F#	IV		I		I					IAC	}	M	0	0	5, 9, 6		5.0	5.0	0	5	0.0	0.0	1.25	0.0
78	75	1/4	1/4	4/4	2	1	I6{	0.224836	4.28692		/		F#	IV		I6		I		6				{	M	0	0	9, 6, 5		5.0	9.0	1	3	0.25	0.0625	0.1875	0.25
78	75	1/2	1/2	4/4	2	1	I	0	4.39934		/		F#	IV		I		I							M	0	0	5, 9, 6		5.0	5.0	0	3	0.0	0.0	1.0	0.0
79	76	0	0	4/4	2	1	viio6(2)	0	-7.14821		/		F#	IV		viio6(2)		vii	o	6	2				o	0	0	7, 4, 5		10.0	7.0	0	3	0.0	0.0	1.75	0.0
79	76	1/4	1/4	4/4	2	1	viio6	0.786925	3.37434		/		F#	IV		viio6		vii	o	6					o	0	0	7, 4, 10		10.0	7.0	1	5	0.16666666666666666	0.0625	1.1875	0.05
80	77	0	0	4/4	2	1	I.V2/ii						F#	I		V2/ii		V		2		ii			Mm7	0	0	7, 9, 13, 10		9.0	7.0	2	8	0.2	0.125	1.375	0.08333333333333333
80	77	1/2	1/2	4/4	2	1	V43/ii						F#	I		V43/ii		V		43		ii			Mm7	0	0	10, 7, 9, 13		9.0	10.0	1	5	0.16666666666666666	0.0625	0.6875	0.08333333333333333
80	77	3/4	3/4	4/4	2	1	V7/ii						F#	I		V7/ii		V		7		ii			Mm7	0	0	9, 13, 10, 7		9.0	9.0	1	6	0.14285714285714285	0.0625	0.9375	0.0625
81	78	0	0	4/4	2	1	V(64)/ii						F#	I		V(64)/ii		V			64	ii			M	0	0	9, 8, 5		9.0	9.0	1	6	0.14285714285714285	0.0625	0.9375	0.0625
81	78	1/4	1/4	4/4	2	1	V2/ii						F#	I		V2/ii		V		2		ii			Mm7	0	0	7, 9, 13, 10		9.0	7.0	1	6	0.14285714285714285	0.0625	0.9375	0.0625
81	78	1/2	1/2	4/4	2	1	ii6						F#	I		ii6		ii		6					m	0	0	5, 9, 8		8.0	5.0	1	13	0.07142857142857142	0.0625	1.9375	0.03125
82	79	0	0	4/4	2	1	viio43						F#	I		viio43		vii	o	43					o7	0	0	5, 2, 11, 8		11.0	5.0	0	7	0.0	0.0	1.0	0.0
82	79	1/4	1/4	4/4	2	1	V2						F#	I		V2		V		2					Mm7	0	0	5, 7, 11, 8		7.0	5.0	1	6	0.14285714285714285	0.0625	0.9375	0.0625
82	79	1/2	1/2	4/4	2	1	viio43						F#	I		viio43		vii	o	43					o7	0	0	5, 2, 11, 8		11.0	5.0	0	7	0.0	0.0	1.0	0.0
82	79	3/4	3/4	4/4	2	1	V2						F#	I		V2		V		2					Mm7	0	0	5, 7, 11, 8		7.0	5.0	1	6	0.14285714285714285	0.0625	0.9375	0.0625
83	80	0	0	4/4	2	1	viio43						F#	I		viio43		vii	o	43					o7	0	0	5, 2, 11, 8		11.0	5.0	0	7	0.0	0.0	1.0	0.0
83	80	1/4	1/4	4/4	2	1	V2						F#	I		V2		V		2					Mm7	0	0	5, 7, 11, 8		7.0	5.0	0	7	0.0	0.0	1.0	0.0
83	80	1/2	1/2	4/4	2	1	V43						F#	I		V43		V		43					Mm7	0	0	8, 5, 7, 11		7.0	8.0	0	4	0.0	0.0	0.25	0.0
83	80	3/4	3/4	4/4	2	1	ii6						F#	I		ii6		ii		6					m	0	0	5, 9, 8		8.0	5.0	0	7	0.0	0.0	1.0	0.0
84	81	0	0	4/4	2	1	viio43						F#	I		viio43		vii	o	43					o7	0	0	5, 2, 11, 8		11.0	5.0	0	7	0.0	0.0	1.0	0.0
84	81	1/4	1/4	4/4	2	1	V2						F#	I		V2		V		2					Mm7	0	0	5, 7, 11, 8		7.0	5.0	1	6	0.14285714285714285	0.0625	0.9375	0.0625
84	81	1/2	1/2	4/4	2	1	viio43						F#	I		viio43		vii	o	43					o7	0	0	5, 2, 11, 8		11.0	5.0	0	7	0.0	0.0	1.0	0.0
84	81	3/4	3/4	4/4	2	1	V2						F#	I		V2		V		2					Mm7	0	0	5, 7, 11, 8		7.0	5.0	1	6	0.14285714285714285	0.0625	0.9375	0.0625
85	82	0	0	4/4	2	1	viio43						F#	I		viio43		vii	o	43					o7	0	0	5, 2, 11, 8		11.0	5.0	0	7	0.0	0.0	1.0	0.0
85	82	1/4	1/4	4/4	2	1	V2						F#	I		V2		V		2					Mm7	0	0	5, 7, 11, 8		7.0	5.0	0	7	0.0	0.0	1.0	0.0
85	82	1/2	1/2	4/4	2	1	V43						F#	I		V43		V		43					Mm7	0	0	8, 5, 7, 11		7.0	8.0	0	4	0.0	0.0	0.25	0.0
85	82	3/4	3/4	4/4	2	1	ii6						F#	I		ii6		ii		6					m	0	0	5, 9, 8		8.0	5.0	0	7	0.0	0.0	1.0	0.0
86	83	0	0	4/4	2	1	V2						F#	I		V2		V		2					Mm7	0	0	5, 7, 11, 8		7.0	5.0	0	7	0.0	0.0	1.0	0.0
86	83	1/4	1/4	4/4	2	1	I6						F#	I		I6		I		6					M	0	0	10, 7, 6		6.0	10.0	0	21	0.0	0.0	3.0	0.0
87	84	0	0	4/4	2	1	I6(#4#2)	0	-6.97253		/		F#	I		I6(#4#2)		I		6	#4#2				M	0	0	15, 12, 6		6.0	15.0	8	20	0.2857142857142857	2.0	2.0	0.5
88	85	0	0	4/4	2	1	Ger6	0	-6.69466		/		F#	I		Ger6	Ger	vii	o	65	b3	V			Ger	0	0	2, 6, 3, 12		12.0	2.0	4	28	0.125	1.0	4.0	0.2
89	86	0	0	4/4	2	1	V7(4)	0	-7.042		/		F#	I		V7(4)		V		7	4				Mm7	0	0	7, 6, 8, 5		7.0	7.0	0	10	0.0	0.0	2.5	0.0
89	86	1/2	1/2	4/4	2	1	V7						F#	I		V7		V		7					Mm7	0	0	7, 11, 8, 5		7.0	7.0	0	8	0.0	0.0	0.5	0.0
90	87	0	0	4/4	2	1	I|PAC}						F#	I		I		I					PAC	}	M	0	0	6, 10, 7		6.0	6.0	1	10	0.09090909090909091	0.08333333333333333	1.6666666666666667	0.047619047619047616
90	87	3/4	3/4	4/4	2	1	I(64)						F#	I		I(64)		I			64				M	0	0	6, 5, 9		6.0	6.0	0	6	0.0	0.0	0.5	0.0
91	88	0	0	4/4	2	1	I						F#	I		I		I							M	0	0	6, 10, 7		6.0	6.0	2	12	0.14285714285714285	0.16666666666666666	1.3333333333333333	0.1111111111111111
91	88	3/4	3/4	4/4	2	1	V7						F#	I		V7		V		7					Mm7	0	0	7, 11, 8, 5		7.0	7.0	0	7	0.0	0.0	0.75	0.0
92	89	0	0	4/4	2	1	I|IAC}{						F#	I		I		I					IAC	}{	M	0	0	6, 10, 7		6.0	6.0	2	10	0.16666666666666666	0.16666666666666666	1.3333333333333333	0.1111111111111111
92	89	3/4	3/4	4/4	2	1	I(64)						F#	I		I(64)		I			64				M	0	0	6, 5, 9		6.0	6.0	0	6	0.0	0.0	0.5	0.0
93	90	0	0	4/4	2	1	I						F#	I		I		I							M	0	0	6, 10, 7		6.0	6.0	1	7	0.125	0.08333333333333333	0.9166666666666666	0.08333333333333333
93	90	1/2	1/2	4/4	2	1	V7/ii						F#	I		V7/ii		V		7		ii			Mm7	0	0	9, 13, 10, 7		9.0	9.0	0	6	0.0	0.0	1.5	0.0
93	90	3/4	3/4	4/4	2	1	ii						F#	I		ii		ii							m	0	0	8, 5, 9		8.0	8.0	0	7	0.0	0.0	1.75	0.0
94	91	0	0	4/4	2	1	V7|HC}{						F#	I		V7		V		7			HC	}{	Mm7	0	0	7, 11, 8, 5		7.0	7.0	2	15	0.11764705882352941	0.125	4.875	0.025
95	92	0	0	4/4	2	1	I|PAC}{						F#	I		I		I					PAC	}{	M	0	0	6, 10, 7		6.0	6.0	0	10	0.0	0.0	1.0	0.0
95	92	1/2	1/2	4/4	2	1	V/ii	0	-6.44206		/		F#	I		V/ii		V				ii			M	0	0	9, 13, 10		9.0	9.0	2	8	0.2	0.5	2.0	0.2
95	92	3/4	3/4	4/4	2	1	ii	0	-6.31576		/		F#	I		ii		ii							m	0	0	8, 5, 9		8.0	8.0	0	7	0.0	0.0	1.75	0.0
96	93	0	0	4/4	2	1	V7|HC}{						F#	I		V7		V		7			HC	}{	Mm7	0	0	7, 11, 8, 5		7.0	7.0	2	19	0.09523809523809523	0.125	6.875	0.017857142857142856
97	94	0	0	4/4	2	1	I|PAC}{						F#	I		I		I					PAC	}{	M	0	0	6, 10, 7		6.0	6.0	0	6	0.0	0.0	0.75	0.0
97	94	1/4	1/4	4/4	2	1	I6						F#	I		I6		I		6					M	0	0	10, 7, 6		6.0	10.0	0	4	0.0	0.0	0.25	0.0
97	94	1/2	1/2	4/4	2	1	V7						F#	I		V7		V		7					Mm7	0	0	7, 11, 8, 5		7.0	7.0	2	9	0.18181818181818182	0.125	1.875	0.0625
98	95	0	0	4/4	2	1	I|PAC}						F#	I		I		I					PAC	}	M	0	0	6, 10, 7		6.0	6.0	0	6	0.0	0.0	0.75	0.0
98	95	1/4	1/4	4/4	2	1	I6						F#	I		I6		I		6					M	0	0	10, 7, 6		6.0	10.0	0	4	0.0	0.0	0.25	0.0
98	95	1/2	1/2	4/4	2	1	V2						F#	I		V2		V		2					Mm7	0	0	5, 7, 11, 8		7.0	5.0	4	12	0.25	0.25	1.5	0.14285714285714285
99	96	1/4	1/4	4/4	2	1	V7						F#	I		V7		V		7					Mm7	0	0	7, 11, 8, 5		7.0	7.0	7	16	0.30434782608695654	0.4375	2.3125	0.1590909090909091
100	97	1/4	1/4	4/4	2	1	V(64)						F#	I		V(64)		V			64				M	0	0	7, 6, 10		7.0	7.0	2	5	0.2857142857142857	0.125	0.875	0.125
100	97	1/2	1/2	4/4	2	1	I6						F#	I		I6		I		6					M	0	0	10, 7, 6		6.0	10.0	3	5	0.375	0.1875	0.4375	0.3
100	97	15/16	15/16	4/4	2	1	viio6	-0.763404	3.01042		/		F#	I		viio6		vii	o	6					o	0	0	8, 5, 11		11.0	8.0	0	2	0.0	0.0	0.125	0.0
101	98	0	0	4/4	2	1	I						F#	I		I		I							M	0	0	6, 10, 7		6.0	6.0	2	2	0.5	0.125	0.125	0.5
101	98	1/4	1/4	4/4	2	1	IV.V65						F#	IV		V65		V		65					Mm7	0	0	10, 7, 4, 6		6.0	10.0	2	6	0.25	0.125	1.125	0.1
101	98	1/2	1/2	4/4	2	1	V						F#	IV		V		V							M	0	0	6, 10, 7		6.0	6.0	1	3	0.25	0.0625	0.1875	0.25
101	98	3/4	3/4	4/4	2	1	viio6						F#	IV		viio6		vii	o	6					o	0	0	7, 4, 10		10.0	7.0	1	4	0.2	0.0625	0.5	0.1111111111111111
101	98	15/16	15/16	4/4	2	1	I						F#	IV		I		I							M	0	0	5, 9, 6		5.0	5.0	0	3	0.0	0.0	0.1875	0.0
102	99	0	0	4/4	2	1	viio						F#	IV		viio		vii	o						o	0	0	10, 7, 4		10.0	10.0	2	5	0.2857142857142857	0.125	0.875	0.125
102	99	1/4	1/4	4/4	2	1	V65						F#	IV		V65		V		65					Mm7	0	0	10, 7, 4, 6		6.0	10.0	0	7	0.0	0.0	1.0	0.0
102	99	1/2	1/2	4/4	2	1	iio						F#	IV		iio		ii	o						o	0	0	7, 4, 1		7.0	7.0	1	6	0.14285714285714285	0.0625	0.9375	0.0625
102	99	3/4	3/4	4/4	2	1	V65						F#	IV		V65		V		65					Mm7	0	0	10, 7, 4, 6		6.0	10.0	0	6	0.0	0.0	0.75	0.0
103	100	0	0	4/4	2	1	iio						F#	IV		iio		ii	o						o	0	0	7, 4, 1		7.0	7.0	1	6	0.14285714285714285	0.0625	0.9375	0.0625
103	100	1/4	1/4	4/4	2	1	V65						F#	IV		V65		V		65					Mm7	0	0	10, 7, 4, 6		6.0	10.0	0	7	0.0	0.0	1.0	0.0
103	100	1/2	1/2	4/4	2	1	i						F#	IV		i		i							m	0	0	5, 2, 6		5.0	5.0	0	7	0.0	0.0	1.0	0.0
103	100	3/4	3/4	4/4	2	1	i6						F#	IV		i6		i		6					m	0	0	2, 6, 5		5.0	2.0	0	7	0.0	0.0	1.0	0.0
104	101	0	0	4/4	2	1	I.viio7						F#	I		viio7		vii	o	7					o7	0	0	11, 8, 5, 2		11.0	11.0	0	21	0.0	0.0	3.0	0.0
104	101	3/4	3/4	4/4	2	1	V65						F#	I		V65		V		65					Mm7	0	0	11, 8, 5, 7		7.0	11.0	0	7	0.0	0.0	1.0	0.0
105	102	0	0	4/4	2	1	viio						F#	I		viio		vii	o						o	0	0	11, 8, 5		11.0	11.0	1	3	0.25	0.0625	0.1875	0.25
105	102	1/4	1/4	4/4	2	1	V43						F#	I		V43		V		43					Mm7	0	0	8, 5, 7, 11		7.0	8.0	1	6	0.14285714285714285	0.0625	0.9375	0.0625
105	102	1/2	1/2	4/4	2	1	I						F#	I		I		I							M	0	0	6, 10, 7		6.0	6.0	1	3	0.25	0.0625	0.1875	0.25
105	102	3/4	3/4	4/4	2	1	I64						F#	I		I64		I		64					M	0	0	7, 6, 10		6.0	7.0	2	4	0.3333333333333333	0.125	0.625	0.16666666666666666
106	103	0	0	4/4	2	1	I6						F#	I		I6		I		6					M	0	0	10, 7, 6		6.0	10.0	2	2	0.5	0.125	0.125	0.5
106	103	1/4	1/4	4/4	2	1	I						F#	I		I		I							M	0	0	6, 10, 7		6.0	6.0	4	6	0.4	0.25	0.75	0.25
106	103	3/4	3/4	4/4	2	1	I64						F#	I		I64		I		64					M	0	0	7, 6, 10		6.0	7.0	2	4	0.3333333333333333	0.125	0.625	0.16666666666666666
107	104	0	0	4/4	2	1	I6						F#	I		I6		I		6					M	0	0	10, 7, 6		6.0	10.0	2	2	0.5	0.125	0.125	0.5
107	104	1/4	1/4	4/4	2	1	I						F#	I		I		I							M	0	0	6, 10, 7		6.0	6.0	2	6	0.25	0.125	1.125	0.1
107	104	1/2	1/2	4/4	2	1	I64						F#	I		I64		I		64					M	0	0	7, 6, 10		6.0	7.0	2	6	0.25	0.125	1.125	0.1
107	104	3/4	3/4	4/4	2	1	I6						F#	I		I6		I		6					M	0	0	10, 7, 6		6.0	10.0	2	6	0.25	0.125	1.125	0.1
108	105	0	0	4/4	2	1	I}	0	-7.83713		/	1.0	F#	I		I		I						}	M	0	0	6, 10, 7		6.0	6.0	4	9	0.3076923076923077	0.25	1.5	0.14285714285714285
108	105	3/4	3/4	4/4	2	1	i{	0	-7.84		/	1.0	F#	I		i		i						{	m	0	0	6, 3, 7		6.0	6.0	3	3	0.5	0.1875	0.3125	0.375
109	105	0	0	4/4	2	1	I}	0	-7.84		/	2.0	F#	I		I		I						}	M	0	0	6, 10, 7		6.0	6.0	0	5	0.0	0.0	1.25	0.0
