mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	0	0	3/8	2/4	2	1	g.V{	-0.8	-5	/	g	i		V		V						{	M	1	1	2, 6, 3		2	2	0	1	0.0	0.0	0.125	0.0
2	1	0	0	2/4	2	1	i				g	i		i		i							m	1	1	1, -2, 2		1	1	0	1	0.0	0.0	0.125	0.0
2	1	1/8	1/8	2/4	2	1	i6				g	i		i6		i		6					m	1	1	-2, 2, 1		1	-2	0	3	0.0	0.0	0.375	0.0
2	1	1/4	1/4	2/4	2	1	#viio6				g	i		#viio6		#vii	o	6					o	1	1	3, 0, 6		6	3	0	3	0.0	0.0	0.375	0.0
2	1	3/8	3/8	2/4	2	1	i				g	i		i		i							m	1	1	1, -2, 2		1	1	0	3	0.0	0.0	0.375	0.0
3	2	0	0	2/4	2	1	V65				g	i		V65		V		65					Mm7	1	1	6, 3, 0, 2		2	6	2	8	0.2	0.25	1.75	0.125
4	3	0	0	2/4	2	1	i				g	i		i		i							m	1	1	1, -2, 2		1	1	0	3	0.0	0.0	0.375	0.0
4	3	1/8	1/8	2/4	2	1	i6				g	i		i6		i		6					m	1	1	-2, 2, 1		1	-2	0	3	0.0	0.0	0.375	0.0
4	3	1/4	1/4	2/4	2	1	#viio6				g	i		#viio6		#vii	o	6					o	1	1	3, 0, 6		6	3	0	3	0.0	0.0	0.375	0.0
4	3	3/8	3/8	2/4	2	1	i				g	i		i		i							m	1	1	1, -2, 2		1	1	0	3	0.0	0.0	0.375	0.0
5	4	0	0	2/4	2	1	iv				g	i		iv		iv							m	1	1	0, -3, 1		0	0	0	6	0.0	0.0	1.5	0.0
6	5	0	0	2/4	2	1	i6				g	i		i6		i		6					m	1	1	-2, 2, 1		1	-2	1	6	0.14285714285714285	0.125	0.875	0.125
7	6	0	0	2/4	2	1	V65				g	i		V65		V		65					Mm7	1	1	6, 3, 0, 2		2	6	1	7	0.125	0.125	1.125	0.1
8	7	0	0	2/4	2	1	i				g	i		i		i							m	1	1	1, -2, 2		1	1	0	4	0.0	0.0	0.75	0.0
8	7	1/4	1/4	2/4	2	1	iio6				g	i		iio6		ii	o	6					o	1	1	0, -3, 3		3	0	0	4	0.0	0.0	0.75	0.0
9	8	0	0	2/4	2	1	V(64)				g	i		V(64)		V			64				M	1	1	2, 1, -2		2	2	1	4	0.2	0.03125	0.71875	0.041666666666666664
9	8	1/4	1/4	2/4	2	1	V|HC}				g	i		V		V					HC	}	M	1	1	2, 6, 3		2	2	0	4	0.0	0.0	0.5	0.0
10	9	0	0	2/4	2	1	i				g	i		i		i							m	1	1	1, -2, 2		1	1	0	1	0.0	0.0	0.125	0.0
10	9	1/8	1/8	2/4	2	1	i6				g	i		i6		i		6					m	1	1	-2, 2, 1		1	-2	0	3	0.0	0.0	0.375	0.0
10	9	1/4	1/4	2/4	2	1	#viio6				g	i		#viio6		#vii	o	6					o	1	1	3, 0, 6		6	3	0	3	0.0	0.0	0.375	0.0
10	9	3/8	3/8	2/4	2	1	i				g	i		i		i							m	1	1	1, -2, 2		1	1	0	3	0.0	0.0	0.375	0.0
11	10	0	0	2/4	2	1	V65				g	i		V65		V		65					Mm7	1	1	6, 3, 0, 2		2	6	2	8	0.2	0.25	1.75	0.125
12	11	0	0	2/4	2	1	i				g	i		i		i							m	1	1	1, -2, 2		1	1	0	3	0.0	0.0	0.375	0.0
12	11	1/8	1/8	2/4	2	1	i6				g	i		i6		i		6					m	1	1	-2, 2, 1		1	-2	0	3	0.0	0.0	0.375	0.0
12	11	1/4	1/4	2/4	2	1	#viio6				g	i		#viio6		#vii	o	6					o	1	1	3, 0, 6		6	3	0	3	0.0	0.0	0.375	0.0
12	11	3/8	3/8	2/4	2	1	i				g	i		i		i							m	1	1	1, -2, 2		1	1	0	3	0.0	0.0	0.375	0.0
13	12	0	0	2/4	2	1	iv				g	i		iv		iv							m	1	1	0, -3, 1		0	0	0	5	0.0	0.0	1.125	0.0
13	12	3/8	3/8	2/4	2	1	III.viio6	-1.11894	-3.52423	/	g	III		viio6		vii	o	6					o	1	0	0, -3, 3		3	0	0	3	0.0	0.0	0.375	0.0
14	13	0	0	2/4	2	1	I6				g	III		I6		I		6					M	1	0	2, -1, -2		-2	2	4	8	0.3333333333333333	0.25	1.0	0.2
15	14	0	0	2/4	2	1	ii6(2)				g	III		ii6(2)		ii		6	2				m	1	0	-3, 1, 2		0	-3	1	5	0.16666666666666666	0.0	0.5	0.0
15	14	1/8	1/8	2/4	2	1	ii6				g	III		ii6		ii		6					m	1	0	-3, 1, 0		0	-3	0	2	0.0	0.0	0.25	0.0
15	14	1/4	1/4	2/4	2	1	V6/V				g	III		V6/V		V		6		V			M	1	0	4, 1, 0		0	4	2	4	0.3333333333333333	0.0	0.5	0.0
15	14	3/8	3/8	2/4	2	1	V65/V				g	III		V65/V		V		65		V			Mm7	1	0	4, 1, -2, 0		0	4	0	2	0.0	0.0	0.25	0.0
16	15	0	0	2/4	2	1	V|HC}				g	III		V		V					HC	}	M	1	0	-1, 3, 0		-1	-1	5	8	0.38461538461538464	0.25	0.75	0.25
17	16	0	0	2/4	2	1	V65{				g	III		V65		V		65				{	Mm7	1	0	3, 0, -3, -1		-1	3	0	12	0.0	0.0	1.0	0.0
18	17	0	0	2/4	2	1	I				g	III		I		I							M	1	0	-2, 2, -1		-2	-2	0	12	0.0	0.0	1.0	0.0
19	18	0	0	2/4	2	1	V65				g	III		V65		V		65					Mm7	1	0	3, 0, -3, -1		-1	3	0	12	0.0	0.0	1.0	0.0
20	19	0	0	2/4	2	1	I				g	III		I		I							M	1	0	-2, 2, -1		-2	-2	0	12	0.0	0.0	1.0	0.0
21	20	0	0	2/4	2	1	V65				g	III		V65		V		65					Mm7	1	0	3, 0, -3, -1		-1	3	0	12	0.0	0.0	1.0	0.0
22	21	0	0	2/4	2	1	I|EC}{				g	III		I		I					EC	}{	M	1	0	-2, 2, -1		-2	-2	1	5	0.16666666666666666	0.0625	0.4375	0.125
22	21	1/4	1/4	2/4	2	1	V2/IV				g	III		V2/IV		V		2		IV			Mm7	1	0	-4, -2, 2, -1		-2	-4	1	7	0.125	0.0625	0.4375	0.125
23	22	0	0	2/4	2	1	IV6				g	III		IV6		IV		6					M	1	0	1, -2, -3		-3	1	1	5	0.16666666666666666	0.0625	0.4375	0.125
23	22	1/4	1/4	2/4	2	1	IV				g	III		IV		IV							M	1	0	-3, 1, -2		-3	-3	1	7	0.125	0.0625	0.4375	0.125
24	23	0	0	2/4	2	1	V(64)				g	III		V(64)		V			64				M	1	0	-1, -2, 2		-1	-1	2	6	0.25	0.125	0.375	0.25
24	23	1/4	1/4	2/4	2	1	V7				g	III		V7		V		7					Mm7	1	0	-1, 3, 0, -3		-1	-1	1	7	0.125	0.0625	0.4375	0.125
25	24	0	0	2/4	2	1	I|EC}				g	III		I		I					EC	}	M	1	0	-2, 2, -1		-2	-2	5	11	0.3125	0.3125	1.1875	0.20833333333333334
26	25	1/4	1/4	2/4	2	1	V2/IV				g	III		V2/IV		V		2		IV			Mm7	1	0	-4, -2, 2, -1		-2	-4	1	7	0.125	0.0625	0.4375	0.125
27	26	0	0	2/4	2	1	IV6				g	III		IV6		IV		6					M	1	0	1, -2, -3		-3	1	2	6	0.25	0.125	0.375	0.25
27	26	1/4	1/4	2/4	2	1	IV				g	III		IV		IV							M	1	0	-3, 1, -2		-3	-3	2	6	0.25	0.125	0.375	0.25
28	27	0	0	2/4	2	1	I6				g	III		I6		I		6					M	1	0	2, -1, -2		-2	2	2	6	0.25	0.125	0.375	0.25
28	27	1/4	1/4	2/4	2	1	ii6				g	III		ii6		ii		6					m	1	0	-3, 1, 0		0	-3	2	6	0.25	0.125	0.375	0.25
29	28	0	0	2/4	2	1	V(64)				g	III		V(64)		V			64				M	1	0	-1, -2, 2		-1	-1	2	6	0.25	0.125	0.375	0.25
29	28	1/4	1/4	2/4	2	1	V7				g	III		V7		V		7					Mm7	1	0	-1, 3, 0, -3		-1	-1	1	7	0.125	0.0625	0.4375	0.125
30	29	0	0	2/4	2	1	I|PAC}{				g	III		I		I					PAC	}{	M	1	0	-2, 2, -1		-2	-2	4	8	0.3333333333333333	0.25	0.6875	0.26666666666666666
31	30	0	0	2/4	2	1	V43				g	III		V43		V		43					Mm7	1	0	0, -3, -1, 3		-1	0	0	6	0.0	0.0	0.5	0.0
31	30	1/4	1/4	2/4	2	1	V7				g	III		V7		V		7					Mm7	1	0	-1, 3, 0, -3		-1	-1	0	7	0.0	0.0	0.5625	0.0
