mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	0	0	3/8	2/4	2	1	F.V{	-1.14185	-2.62687	/		F	I		V		V						{	M	0	0	0, 4, 1		0.0	0.0	0	1	0.0	0.0	0.125	0.0
2	1	0	0	2/4	2	1	I					F	I		I		I							M	0	0	-1, 3, 0		-1.0	-1.0	0	3	0.0	0.0	0.375	0.0
2	1	3/8	3/8	2/4	2	1	V					F	I		V		V							M	0	0	0, 4, 1		0.0	0.0	0	1	0.0	0.0	0.125	0.0
3	2	0	0	2/4	2	1	I6					F	I		I6		I		6					M	0	0	3, 0, -1		-1.0	3.0	0	3	0.0	0.0	0.375	0.0
3	2	3/8	3/8	2/4	2	1	I					F	I		I		I							M	0	0	-1, 3, 0		-1.0	-1.0	0	1	0.0	0.0	0.125	0.0
4	3	0	0	2/4	2	1	V					F	I		V		V							M	0	0	0, 4, 1		0.0	0.0	2	4	0.3333333333333333	0.125	0.375	0.25
5	4	0	0	2/4	2	1	I6					F	I		I6		I		6					M	0	0	3, 0, -1		-1.0	3.0	1	3	0.25	0.0625	0.3125	0.16666666666666666
5	4	3/8	3/8	2/4	2	1	V64					F	I		V64		V		64					M	0	0	1, 0, 4		0.0	1.0	1	2	0.3333333333333333	0.0625	0.1875	0.25
6	5	0	0	2/4	2	1	I6					F	I		I6		I		6					M	0	0	3, 0, -1		-1.0	3.0	1	6	0.14285714285714285	0.0625	0.6875	0.08333333333333333
6	5	3/8	3/8	2/4	2	1	V64					F	I		V64		V		64					M	0	0	1, 0, 4		0.0	1.0	0	2	0.0	0.0	0.25	0.0
7	6	0	0	2/4	2	1	I					F	I		I		I							M	0	0	-1, 3, 0		-1.0	-1.0	1	5	0.16666666666666666	0.125	0.625	0.16666666666666666
7	6	3/8	3/8	2/4	2	1	vi					F	I		vi		vi							m	0	0	2, -1, 3		2.0	2.0	0	2	0.0	0.0	0.25	0.0
8	7	0	0	2/4	2	1	V6					F	I		V6		V		6					M	0	0	4, 1, 0		0.0	4.0	0	2	0.0	0.0	0.25	0.0
8	7	1/8	1/8	2/4	2	1	V					F	I		V		V							M	0	0	0, 4, 1		0.0	0.0	2	3	0.4	0.1875	0.3125	0.375
8	7	3/8	3/8	2/4	2	1	V65					F	I		V65		V		65					Mm7	0	0	4, 1, -2, 0		0.0	4.0	0	3	0.0	0.0	0.25	0.0
9	8	0	0	2/4	2	1	I					F	I		I		I							M	0	0	-1, 3, 0		-1.0	-1.0	1	3	0.25	0.125	0.375	0.25
9	8	1/4	1/4	2/4	2	1	I6					F	I		I6		I		6					M	0	0	3, 0, -1		-1.0	3.0	1	2	0.3333333333333333	0.0625	0.1875	0.25
9	8	3/8	3/8	2/4	2	1	V.V65	-1	-6	/		F	V		V65		V		65					Mm7	0	0	5, 2, -1, 1		1.0	5.0	0	4	0.0	0.0	0.375	0.0
10	9	0	0	2/4	2	1	I					F	V		I		I							M	0	0	0, 4, 1		0.0	0.0	2	4	0.3333333333333333	0.25	0.5	0.3333333333333333
