mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	3/4	2	1	Bb.I{				Bb	I		I	I						{	M	0	0	-2, 2, -1		-2	-2	1	14	0.06666666666666667	0.03125	6.46875	0.004807692307692308
3	3	0	0	3/4	2	1	V43				Bb	I		V43	V		43					Mm7	0	0	0, -3, -1, 3		-1	0	1	8	0.1111111111111111	0.03125	4.96875	0.00625
4	4	1/2	1/2	3/4	2	1	V65				Bb	I		V65	V		65					Mm7	0	0	3, 0, -3, -1		-1	3	0	4	0.0	0.0	1.0	0.0
5	5	0	0	3/4	2	1	I				Bb	I		I	I							M	0	0	-2, 2, -1		-2	-2	6	11	0.35294117647058826	0.03125	3.46875	0.008928571428571428
6	6	1/2	1/2	3/4	2	1	#viio65/ii				Bb	I		#viio65/ii	#vii	o	65		ii			o7	0	0	2, -1, -4, 5		5	2	0	4	0.0	0.0	1.0	0.0
7	7	0	0	3/4	2	1	ii6(11#7)				Bb	I		ii6(11#7)	ii		6	11#7				m	0	0	-3, 1, 5	-1	0	-3	0	4	0.0	0.0	1.25	0.0
7	7	1/4	1/4	3/4	2	1	ii6				Bb	I		ii6	ii		6					m	0	0	-3, 1, 0		0	-3	0	2	0.0	0.0	0.25	0.0
7	7	3/8	3/8	3/4	2	1	V(64)				Bb	I		V(64)	V			64				M	0	0	-1, -2, 2		-1	-1	0	4	0.0	0.0	0.5	0.0
7	7	1/2	1/2	3/4	2	1	ii43				Bb	I		ii43	ii		43					mm7	0	0	1, -2, 0, -3		0	1	0	4	0.0	0.0	0.5	0.0
7	7	5/8	5/8	3/4	2	1	V43/V				Bb	I		V43/V	V		43		V			Mm7	0	0	1, -2, 0, 4		0	1	0	4	0.0	0.0	0.5	0.0
8	8	0	0	3/4	2	1	V(#74)|HC	0	-6.647	/	Bb	I		V(#74)	V			#74		HC		M	0	0	-1, -2, 0	4	-1	-1	2	6	0.25	0.0625	1.0625	0.05555555555555555
8	8	1/4	1/4	3/4	2	1	V}				Bb	I		V	V						}	M	0	0	-1, 3, 0		-1	-1	0	4	0.0	0.0	0.4375	0.0
8	8	5/8	5/8	3/4	2	1	IV				Bb	I		IV	IV							M	0	0	-3, 1, -2		-3	-3	0	2	0.0	0.0	0.125	0.0
8	8	11/16	11/16	3/4	2	1	viio6	-0.246256	-2.57445	/	Bb	I		viio6	vii	o	6					o	0	0	0, -3, 3		3	0	0	2	0.0	0.0	0.125	0.0
9	9	0	0	3/4	2	1	I{				Bb	I		I	I						{	M	0	0	-2, 2, -1		-2	-2	3	19	0.13636363636363635	0.09375	6.15625	0.015
11	11	0	0	3/4	2	1	V7				Bb	I		V7	V		7					Mm7	0	0	-1, 3, 0, -3		-1	-1	1	6	0.14285714285714285	0.03125	2.71875	0.011363636363636364
11	11	1/4	1/4	3/4	2	1	V7(b9)				Bb	I		V7(b9)	V		7	b9				Mm7	0	0	-1, 3, 0, -3	-6	-1	-1	1	10	0.09090909090909091	0.03125	2.21875	0.013888888888888888
12	12	1/2	1/2	3/4	2	1	ii%2				Bb	I		ii%2	ii	%	2					%7	0	0	-2, 0, -3, -6		0	-2	0	4	0.0	0.0	1.0	0.0
13	13	0	0	3/4	2	1	V65				Bb	I		V65	V		65					Mm7	0	0	3, 0, -3, -1		-1	3	2	4	0.3333333333333333	0.0625	1.0625	0.05555555555555555
13	13	1/4	1/4	3/4	2	1	V43				Bb	I		V43	V		43					Mm7	0	0	0, -3, -1, 3		-1	0	0	4	0.0	0.0	1.0	0.0
14	14	0	0	3/4	2	1	V7				Bb	I		V7	V		7					Mm7	0	0	-1, 3, 0, -3		-1	-1	1	7	0.125	0.03125	1.96875	0.015625
14	14	1/2	1/2	3/4	2	1	#viio7/vi				Bb	I		#viio7/vi	#vii	o	7		vi			o7	0	0	6, 3, 0, -3		6	6	0	5	0.0	0.0	1.25	0.0
15	15	0	0	3/4	2	1	vi				Bb	I		vi	vi							m	0	0	1, -2, 2		1	1	0	6	0.0	0.0	1.125	0.0
15	15	1/2	1/2	3/4	2	1	viio7/V				Bb	I		viio7/V	vii	o	7		V			o7	0	0	4, 1, -2, -5		4	4	0	6	0.0	0.0	0.75	0.0
16	16	0	0	3/4	2	1	V(64)				Bb	I		V(64)	V			64				M	0	0	-1, -2, 2		-1	-1	0	7	0.0	0.0	1.25	0.0
16	16	1/2	1/2	3/4	2	1	V7				Bb	I		V7	V		7					Mm7	0	0	-1, 3, 0, -3		-1	-1	0	5	0.0	0.0	0.625	0.0
17	17	0	0	3/4	2	1	I[I|PAC}{				Bb	I	I	I	I					PAC	}{	M	0	0	-2, 2, -1		-2	-2	0	16	0.0	0.0	1.0625	0.0
18	18	0	0	3/4	2	1	IV6				Bb	I	I	IV6	IV		6					M	0	0	1, -2, -3		-3	1	0	4	0.0	0.0	0.875	0.0
18	18	1/4	1/4	3/4	2	1	I				Bb	I	I	I	I							M	0	0	-2, 2, -1		-2	-2	0	3	0.0	0.0	0.75	0.0
18	18	1/2	1/2	3/4	2	1	I(#4#2)				Bb	I	I	I(#4#2)	I			#4#2				M	0	0	-2, 7, 4		-2	-2	0	9	0.0	0.0	1.5625	0.0
19	19	1/4	1/4	3/4	2	1	I				Bb	I	I	I	I							M	0	0	-2, 2, -1		-2	-2	0	11	0.0	0.0	0.75	0.0
20	20	0	0	3/4	2	1	ii6	0	-7.07833	/	Bb	I	I	ii6	ii		6					m	0	0	-3, 1, 0		0	-3	1	5	0.16666666666666666	0.125	1.5	0.07692307692307693
20	20	1/2	1/2	3/4	2	1	viio43	0	-7.294	/	Bb	I	I	viio43	vii	o	43					o7	0	0	-3, -6, 3, 0		3	-3	3	8	0.2727272727272727	0.0625	1.75	0.034482758620689655
21	21	1/4	1/4	3/4	2	1	I				Bb	I	I	I	I							M	0	0	-2, 2, -1		-2	-2	0	14	0.0	0.0	1.375	0.0
22	22	1/4	1/4	3/4	2	1	V.ii6				Bb	V	IV	ii6	ii		6					m	0	0	-2, 2, 1		1	-2	0	3	0.0	0.0	0.75	0.0
