mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	3/4	2	1	Eb.ii65{				Eb	I		ii65		ii		65				{	mm7	0	0	-4, 0, -3, -1		-1	-4	0	33	0.0	0.0	10.75	0.0
4	4	0	0	3/4	2	1	viio7/V				Eb	I		viio7/V		vii	o	7		V			o7	0	0	3, 0, -3, -6		3	3	0	23	0.0	0.0	8.25	0.0
6	6	0	0	3/4	2	1	V(64)				Eb	I		V(64)		V			64				M	0	0	-2, -3, 1		-2	-2	0	6	0.0	0.0	4.5	0.0
7	7	0	0	3/4	2	1	V7				Eb	I		V7		V		7					Mm7	0	0	-2, 2, -1, -4		-2	-2	4	16	0.2	0.375	3.375	0.1
8	8	0	0	3/4	2	1	I|PAC}				Eb	I		I		I					PAC	}	M	0	0	-3, 1, -2		-3	-3	11	11	0.5	0.875	1.1875	0.42424242424242425
10	10	0	0	3/4	2	1	ii65{				Eb	I		ii65		ii		65				{	mm7	0	0	-4, 0, -3, -1		-1	-4	1	27	0.03571428571428571	0.0	7.75	0.0
13	13	0	0	3/4	2	1	viio7/V				Eb	I		viio7/V		vii	o	7		V			o7	0	0	3, 0, -3, -6		3	3	0	17	0.0	0.0	6.75	0.0
15	15	0	0	3/4	2	1	V(64)				Eb	I		V(64)		V			64				M	0	0	-2, -3, 1		-2	-2	0	3	0.0	0.0	2.25	0.0
16	16	0	0	3/4	2	1	V7				Eb	I		V7		V		7					Mm7	0	0	-2, 2, -1, -4		-2	-2	4	16	0.2	0.375	3.375	0.1
17	17	0	0	3/4	2	1	I[I|PAC}				Eb	I	I	I		I					PAC	}	M	0	0	-3, 1, -2		-3	-3	0	9	0.0	0.0	1.375	0.0
18	18	0	0	3/4	2	1	IV64{				Eb	I	I	IV64		IV		64				{	M	0	0	-3, -4, 0		-4	-3	1	11	0.08333333333333333	0.0	2.75	0.0
19	19	0	0	3/4	2	1	IM7				Eb	I	I	IM7		I	M	7					MM7	0	0	-3, 1, -2, 2		-3	-3	0	12	0.0	0.0	2.75	0.0
20	20	0	0	3/4	2	1	ii2				Eb	I	I	ii2		ii		2					mm7	0	0	-3, -1, -4, 0		-1	-3	0	12	0.0	0.0	1.75	0.0
20	20	1/2	1/2	3/4	2	1	viio43				Eb	I	I	viio43		vii	o	43					o7	0	0	-4, -7, 2, -1		2	-4	2	4	0.3333333333333333	0.25	0.625	0.2857142857142857
21	21	0	0	3/4	2	1	I}				Eb	I	I	I		I						}	M	0	0	-3, 1, -2		-3	-3	0	10	0.0	0.0	1.375	0.0
22	22	0	0	3/4	2	1	IV64{	0	-7.27923	/	Eb	I	I	IV64		IV		64				{	M	0	0	-3, -4, 0		-4	-3	1	11	0.08333333333333333	0.0	2.625	0.0
23	23	0	0	3/4	2	1	IM7				Eb	I	I	IM7		I	M	7					MM7	0	0	-3, 1, -2, 2		-3	-3	0	12	0.0	0.0	2.625	0.0
24	24	0	0	3/4	2	1	ii2				Eb	I	I	ii2		ii		2					mm7	0	0	-3, -1, -4, 0		-1	-3	0	12	0.0	0.0	1.75	0.0
24	24	1/2	1/2	3/4	2	1	viio43				Eb	I	I	viio43		vii	o	43					o7	0	0	-4, -7, 2, -1		2	-4	2	4	0.3333333333333333	0.25	0.625	0.2857142857142857
