mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	0	0	1/2	2/2	2	1	G.V[V{					G	I	V	V		V						{	M	0	0	2, 6, 3		2.0	2.0	3	4	0.42857142857142855	0.25	1.5	0.14285714285714285
2	1	1/4	1/4	2/2	2	1	I6					G	I	V	I6		I		6					M	0	0	5, 2, 1		1.0	5.0	0	3	0.0	0.0	1.25	0.0
2	1	1/2	1/2	2/2	2	1	IV(+2)					G	I	V	IV(+2)		IV			+2				M	0	0	0, 4, 1	2	0.0	0.0	0	2	0.0	0.0	0.5	0.0
2	1	3/4	3/4	2/2	2	1	V					G	I	V	V		V							M	0	0	2, 6, 3		2.0	2.0	0	2	0.0	0.0	0.5	0.0
3	2	0	0	2/2	2	1	I6					G	I	V	I6		I		6					M	0	0	5, 2, 1		1.0	5.0	0	4	0.0	0.0	2.5	0.0
3	2	1/4	1/4	2/2	2	1	I					G	I	V	I		I							M	0	0	1, 5, 2		1.0	1.0	0	1	0.0	0.0	0.25	0.0
3	2	1/2	1/2	2/2	2	1	V					G	I	V	V		V							M	0	0	2, 6, 3		2.0	2.0	2	5	0.2857142857142857	0.25	1.0	0.2
4	3	0	0	2/2	2	1	I					G	I	V	I		I							M	0	0	1, 5, 2		1.0	1.0	1	6	0.14285714285714285	0.25	2.5	0.09090909090909091
4	3	1/2	1/2	2/2	2	1	viio6/V					G	I	V	viio6/V		vii	o	6		V			o	0	0	4, 1, 7		7.0	4.0	0	2	0.0	0.0	0.5	0.0
4	3	3/4	3/4	2/2	2	1	V65/V	0.293732	-2.9785	/		G	I	V	V65/V		V		65		V			Mm7	0	0	7, 4, 1, 3		3.0	7.0	0	3	0.0	0.0	0.75	0.0
5	4	0	0	2/2	2	1	V					G	I	V	V		V							M	0	0	2, 6, 3		2.0	2.0	2	6	0.25	0.125	2.875	0.041666666666666664
5	4	3/4	3/4	2/2	2	1	viio/V					G	I	V	viio/V		vii	o			V			o	0	0	7, 4, 1		7.0	7.0	1	2	0.3333333333333333	0.125	0.375	0.25
6	5	0	0	2/2	2	1	V7					G	I	V	V7		V		7					Mm7	0	0	2, 6, 3, 0		2.0	2.0	0	3	0.0	0.0	1.5	0.0
6	5	1/4	1/4	2/2	2	1	I6					G	I	V	I6		I		6					M	0	0	5, 2, 1		1.0	5.0	0	3	0.0	0.0	1.25	0.0
6	5	1/2	1/2	2/2	2	1	IV(+2)					G	I	V	IV(+2)		IV			+2				M	0	0	0, 4, 1	2	0.0	0.0	0	2	0.0	0.0	0.5	0.0
6	5	3/4	3/4	2/2	2	1	V					G	I	V	V		V							M	0	0	2, 6, 3		2.0	2.0	0	2	0.0	0.0	0.5	0.0
7	6	0	0	2/2	2	1	I6					G	I	V	I6		I		6					M	0	0	5, 2, 1		1.0	5.0	0	4	0.0	0.0	2.75	0.0
7	6	1/4	1/4	2/2	2	1	I					G	I	V	I		I							M	0	0	1, 5, 2		1.0	1.0	0	1	0.0	0.0	0.25	0.0
7	6	1/2	1/2	2/2	2	1	V]					G	I	V	V		V							M	0	0	2, 6, 3		2.0	2.0	2	4	0.3333333333333333	0.25	0.75	0.25
8	7	0	0	2/2	2	1	I					G	I		I		I							M	0	0	1, 5, 2		1.0	1.0	0	3	0.0	0.0	0.75	0.0
8	7	1/4	1/4	2/2	2	1	vi				IV6	G	I		vi		vi							m	0	0	4, 1, 5		4.0	4.0	0	3	0.0	0.0	0.75	0.0
8	7	1/2	1/2	2/2	2	1	ii6					G	I		ii6		ii		6					m	0	0	0, 4, 3		3.0	0.0	0	4	0.0	0.0	1.0	0.0
8	7	3/4	3/4	2/2	2	1	V7					G	I		V7		V		7					Mm7	0	0	2, 6, 3, 0		2.0	2.0	0	4	0.0	0.0	1.0	0.0
9	8	0	0	2/2	2	1	I[I|PAC}					G	I	I	I		I					PAC	}	M	0	0	1, 5, 2		1.0	1.0	0	7	0.0	0.0	2.5	0.0
9	8	3/4	3/4	2/2	2	1	viio6					G	I	I	viio6		vii	o	6					o	0	0	3, 0, 6		6.0	3.0	0	3	0.0	0.0	0.75	0.0
10	9	0	0	2/2	2	1	V7/IV					G	I	I	V7/IV		V		7		IV			Mm7	0	0	1, 5, 2, -1		1.0	1.0	0	4	0.0	0.0	1.75	0.0
10	9	1/4	1/4	2/2	2	1	IV					G	I	I	IV		IV							M	0	0	0, 4, 1		0.0	0.0	0	3	0.0	0.0	0.75	0.0
10	9	1/2	1/2	2/2	2	1	iv6					G	I	I	iv6		iv		6					m	0	0	-3, 1, 0		0.0	-3.0	0	4	0.0	0.0	1.0	0.0
10	9	3/4	3/4	2/2	2	1	viio7					G	I	I	viio7		vii	o	7					o7	0	0	6, 3, 0, -3		6.0	6.0	0	4	0.0	0.0	1.0	0.0
11	10	0	0	2/2	2	1	I(b64)					G	I	I	I(b64)		I			b64				M	0	0	1, 0, -3		1.0	1.0	0	4	0.0	0.0	1.0	0.0
11	10	1/4	1/4	2/2	2	1	I]					G	I	I	I		I							M	0	0	1, 5, 2		1.0	1.0	0	4	0.0	0.0	1.0	0.0
11	10	1/2	1/2	2/2	2	1	V					G	I		V		V							M	0	0	2, 6, 3		2.0	2.0	2	6	0.25	0.25	1.75	0.125
12	11	0	0	2/2	2	1	I					G	I		I		I							M	0	0	1, 5, 2		1.0	1.0	0	6	0.0	0.0	2.0	0.0
12	11	1/2	1/2	2/2	2	1	V					G	I		V		V							M	0	0	2, 6, 3		2.0	2.0	2	6	0.25	0.25	1.75	0.125
13	12	0	0	2/2	2	1	I[I|IAC}					G	I	I	I		I					IAC	}	M	0	0	1, 5, 2		1.0	1.0	0	8	0.0	0.0	2.75	0.0
13	12	3/4	3/4	2/2	2	1	viio6					G	I	I	viio6		vii	o	6					o	0	0	3, 0, 6		6.0	3.0	0	3	0.0	0.0	0.75	0.0
14	13	0	0	2/2	2	1	V7/IV					G	I	I	V7/IV		V		7		IV			Mm7	0	0	1, 5, 2, -1		1.0	1.0	0	4	0.0	0.0	1.75	0.0
14	13	1/4	1/4	2/2	2	1	IV					G	I	I	IV		IV							M	0	0	0, 4, 1		0.0	0.0	0	3	0.0	0.0	0.75	0.0
14	13	1/2	1/2	2/2	2	1	iv6					G	I	I	iv6		iv		6					m	0	0	-3, 1, 0		0.0	-3.0	0	4	0.0	0.0	1.0	0.0
14	13	3/4	3/4	2/2	2	1	viio7					G	I	I	viio7		vii	o	7					o7	0	0	6, 3, 0, -3		6.0	6.0	0	4	0.0	0.0	1.0	0.0
15	14	0	0	2/2	2	1	I(b64)					G	I	I	I(b64)		I			b64				M	0	0	1, 0, -3		1.0	1.0	0	4	0.0	0.0	1.0	0.0
15	14	1/4	1/4	2/2	2	1	I]					G	I	I	I		I							M	0	0	1, 5, 2		1.0	1.0	0	4	0.0	0.0	1.0	0.0
15	14	1/2	1/2	2/2	2	1	V					G	I		V		V							M	0	0	2, 6, 3		2.0	2.0	2	6	0.25	0.25	1.75	0.125
16	15	0	0	2/2	2	1	I					G	I		I		I							M	0	0	1, 5, 2		1.0	1.0	0	6	0.0	0.0	2.0	0.0
16	15	1/2	1/2	2/2	2	1	V					G	I		V		V							M	0	0	2, 6, 3		2.0	2.0	2	6	0.25	0.25	1.75	0.125
17	16	0	0	2/2	2	1	I|IAC}					G	I		I		I					IAC	}	M	0	0	1, 5, 2		1.0	1.0	0	5	0.0	0.0	1.25	0.0
17	16	1/2	1/2	2/2	2	1	V[V{					G	I	V	V		V						{	M	0	0	2, 6, 3		2.0	2.0	3	2	0.6	0.25	0.25	0.5
18	17	0	0	2/2	2	1	I6					G	I	V	I6		I		6					M	0	0	5, 2, 1		1.0	5.0	2	6	0.25	0.16666666666666666	1.5	0.09999999999999999
18	17	1/2	1/2	2/2	2	1	ii64					G	I	V	ii64		ii		64					m	0	0	4, 3, 0		3.0	4.0	1	3	0.25	0.08333333333333333	0.4166666666666667	0.16666666666666666
18	17	3/4	3/4	2/2	2	1	V7					G	I	V	V7		V		7					Mm7	0	0	2, 6, 3, 0		2.0	2.0	1	3	0.25	0.08333333333333333	0.4166666666666667	0.16666666666666666
19	18	0	0	2/2	2	1	I					G	I	V	I		I							M	0	0	1, 5, 2		1.0	1.0	2	6	0.25	0.16666666666666666	1.8333333333333333	0.08333333333333333
19	18	1/2	1/2	2/2	2	1	V					G	I	V	V		V							M	0	0	2, 6, 3		2.0	2.0	5	5	0.5	0.5	0.5	0.5
20	19	0	0	2/2	2	1	I6					G	I	V	I6		I		6					M	0	0	5, 2, 1		1.0	5.0	1	4	0.2	0.08333333333333333	0.9166666666666666	0.08333333333333333
20	19	1/4	1/4	2/2	2	1	I					G	I	V	I		I							M	0	0	1, 5, 2		1.0	1.0	1	3	0.25	0.08333333333333333	0.4166666666666667	0.16666666666666666
20	19	1/2	1/2	2/2	2	1	viio/V					G	I	V	viio/V		vii	o			V			o	0	0	7, 4, 1		7.0	7.0	2	3	0.4	0.5833333333333334	0.4166666666666667	0.5833333333333334
20	19	3/4	3/4	2/2	2	1	V7/V					G	I	V	V7/V		V		7		V			Mm7	0	0	3, 7, 4, 1		3.0	3.0	0	4	0.0	0.0	0.5	0.0
21	20	0	0	2/2	2	1	V					G	I	V	V		V							M	0	0	2, 6, 3		2.0	2.0	4	10	0.2857142857142857	0.3333333333333333	1.9166666666666667	0.14814814814814814
22	21	0	0	2/2	2	1	I6					G	I	V	I6		I		6					M	0	0	5, 2, 1		1.0	5.0	2	6	0.25	0.16666666666666666	1.5	0.09999999999999999
22	21	1/2	1/2	2/2	2	1	ii64					G	I	V	ii64		ii		64					m	0	0	4, 3, 0		3.0	4.0	1	3	0.25	0.08333333333333333	0.4166666666666667	0.16666666666666666
