mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	minDistance	offset	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
24	23	1/4	1/4	2/4	2	1	ii					G	I		ii		ii							m	0	0	3, 0, 4		3.0	3.0	4	6	0.4	0.25	1.0	0.2
25	24	0	0	2/4	2	1	V(64)	0.449671	4.95434		/	G	I		V(64)		V			64				M	0	0	2, 1, 5		2.0	2.0	0	11	0.0	0.0	1.375	0.0
26	25	1/4	1/4	2/4	2	1	V					G	I		V		V							M	0	0	2, 6, 3		2.0	2.0	0	5	0.0	0.0	0.625	0.0
27	26	0	0	2/4	2	1	I|PAC}{					G	I		I		I					PAC	}{	M	0	0	1, 5, 2		1.0	1.0	0	5	0.0	0.0	0.625	0.0
28	27	0	0	2/4	2	1	V(64)	0.674507	5.89488		/	G	I		V(64)		V			64				M	0	0	2, 1, 5		2.0	2.0	0	6	0.0	0.0	0.75	0.0
28	27	1/4	1/4	2/4	2	1	V	0.112418	5.88074		/	G	I		V		V							M	0	0	2, 6, 3		2.0	2.0	0	6	0.0	0.0	0.75	0.0
29	28	0	0	2/4	2	1	I|IAC}{					G	I		I		I					IAC	}{	M	0	0	1, 5, 2		1.0	1.0	0	6	0.0	0.0	0.75	0.0
30	29	0	0	2/4	2	1	V(64)	0.337254	5.89488		/	G	I		V(64)		V			64				M	0	0	2, 1, 5		2.0	2.0	0	6	0.0	0.0	0.75	0.0
30	29	1/4	1/4	2/4	2	1	V	0.112418	5.88074		/	G	I		V		V							M	0	0	2, 6, 3		2.0	2.0	0	6	0.0	0.0	0.75	0.0
31	30	0	0	2/4	2	1	I|PAC}{					G	I		I		I					PAC	}{	M	0	0	1, 5, 2		1.0	1.0	59	47	0.5566037735849056	3.6875	3.0625	0.5462962962962963
38	37	0	0	2/4	2	1	V	-0.112418	7.06287		/	G	I		V		V							M	0	0	2, 6, 3		2.0	2.0	6	10	0.375	0.375	0.625	0.375
39	38	0	0	2/4	2	1	I	0	5.74836		/	G	I		I		I							M	0	0	1, 5, 2		1.0	1.0	10	6	0.625	0.625	0.375	0.625
40	39	0	0	2/4	2	1	V|HC}					G	I		V		V					HC	}	M	0	0	2, 6, 3		2.0	2.0	0	84	0.0	0.0	6.875	0.0
46	45	7/16	7/16	2/4	2	1	I{					G	I		I		I						{	M	0	0	1, 5, 2		1.0	1.0	7	73	0.0875	0.4375	9.0	0.046357615894039736
54	53	1/4	1/4	2/4	2	1	iii.iv					G	iii		iv		iv							m	0	1	4, 1, 5		4.0	4.0	4	6	0.4	0.25	1.0	0.2
55	54	0	0	2/4	2	1	V	-0.112418	4.31865		/	G	iii		V		V							M	0	1	6, 10, 7		6.0	6.0	0	6	0.0	0.0	0.75	0.0
56	55	0	0	2/4	2	1	iv6					G	iii		iv6		iv		6					m	0	1	1, 5, 4		4.0	1.0	0	3	0.0	0.0	0.375	0.0
56	55	1/4	1/4	2/4	2	1	It6					G	iii		It6	It	vii	o	6	b3	V			It	0	1	1, 5, 11		11.0	1.0	0	3	0.0	0.0	0.375	0.0
57	56	0	0	2/4	2	1	V|HC}{					G	iii		V		V					HC	}{	M	0	1	6, 10, 7		6.0	6.0	4	3	0.5714285714285714	0.25	0.375	0.4
58	57	0	0	2/4	2	1	iv6					G	iii		iv6		iv		6					m	0	1	1, 5, 4		4.0	1.0	0	10	0.0	0.0	1.25	0.0
58	57	1/4	1/4	2/4	2	1	iv					G	iii		iv		iv							m	0	1	4, 1, 5		4.0	4.0	4	6	0.4	0.25	1.0	0.2
59	58	0	0	2/4	2	1	V					G	iii		V		V							M	0	1	6, 10, 7		6.0	6.0	0	6	0.0	0.0	0.75	0.0
60	59	0	0	2/4	2	1	iv6					G	iii		iv6		iv		6					m	0	1	1, 5, 4		4.0	1.0	0	3	0.0	0.0	0.375	0.0
60	59	1/4	1/4	2/4	2	1	It6					G	iii		It6	It	vii	o	6	b3	V			It	0	1	1, 5, 11		11.0	1.0	0	3	0.0	0.0	0.375	0.0
61	60	0	0	2/4	2	1	V					G	iii		V		V							M	0	1	6, 10, 7		6.0	6.0	0	3	0.0	0.0	0.375	0.0
62	61	0	0	2/4	2	1	iv6					G	iii		iv6		iv		6					m	0	1	1, 5, 4		4.0	1.0	0	3	0.0	0.0	0.375	0.0
62	61	1/4	1/4	2/4	2	1	It6					G	iii		It6	It	vii	o	6	b3	V			It	0	1	1, 5, 11		11.0	1.0	0	3	0.0	0.0	0.375	0.0
63	62	0	0	2/4	2	1	V					G	iii		V		V							M	0	1	6, 10, 7		6.0	6.0	0	3	0.0	0.0	0.375	0.0
64	63	0	0	2/4	2	1	iv6					G	iii		iv6		iv		6					m	0	1	1, 5, 4		4.0	1.0	0	5	0.0	0.0	0.625	0.0
64	63	1/4	1/4	2/4	2	1	It6					G	iii		It6	It	vii	o	6	b3	V			It	0	1	1, 5, 11		11.0	1.0	0	5	0.0	0.0	0.625	0.0
65	64	0	0	2/4	2	1	V|HC}					G	iii		V		V					HC	}	M	0	1	6, 10, 7		6.0	6.0	7	13	0.35	0.4375	0.9375	0.3181818181818182
67	66	0	0	2/4	2	1	I{					G	iii		I		I						{	M	0	1	5, 9, 6		5.0	5.0	1	25	0.038461538461538464	0.125	3.375	0.03571428571428571
69	68	0	0	2/4	2	1	V7					G	iii		V7		V		7					Mm7	0	1	6, 10, 7, 4		6.0	6.0	2	26	0.07142857142857142	0.125	3.125	0.038461538461538464
71	70	0	0	2/4	2	1	I|PAC}{					G	iii		I		I					PAC	}{	M	0	1	5, 9, 6		5.0	5.0	1	25	0.038461538461538464	0.125	3.375	0.03571428571428571
73	72	0	0	2/4	2	1	V7					G	iii		V7		V		7					Mm7	0	1	6, 10, 7, 4		6.0	6.0	2	15	0.11764705882352941	0.125	1.625	0.07142857142857142
74	73	0	0	2/4	2	1	I|PAC}					G	iii		I		I					PAC	}	M	0	1	5, 9, 6		5.0	5.0	5	4	0.5555555555555556	0.3125	0.3125	0.5
75	74	0	0	2/4	2	1	i{					G	iii		i		i						{	m	0	1	5, 2, 6		5.0	5.0	0	4	0.0	0.0	0.3125	0.0
75	74	1/8	1/8	2/4	2	1	i6					G	iii		i6		i		6					m	0	1	2, 6, 5		5.0	2.0	1	10	0.09090909090909091	0.125	0.8125	0.13333333333333333
76	75	0	0	2/4	2	1	i					G	iii		i		i							m	0	1	5, 2, 6		5.0	5.0	0	4	0.0	0.0	0.3125	0.0
76	75	1/8	1/8	2/4	2	1	i6					G	iii		i6		i		6					m	0	1	2, 6, 5		5.0	2.0	0	7	0.0	0.0	0.625	0.0
76	75	3/8	3/8	2/4	2	1	i					G	iii		i		i							m	0	1	5, 2, 6		5.0	5.0	0	4	0.0	0.0	0.3125	0.0
77	76	0	0	2/4	2	1	V65					G	iii		V65		V		65					Mm7	0	1	10, 7, 4, 6		6.0	10.0	0	4	0.0	0.0	0.3125	0.0
77	76	1/8	1/8	2/4	2	1	V7					G	iii		V7		V		7					Mm7	0	1	6, 10, 7, 4		6.0	6.0	0	4	0.0	0.0	0.4375	0.0
77	76	1/4	1/4	2/4	2	1	V	0	7.20979		/	G	iii		V		V							M	0	1	6, 10, 7		6.0	6.0	1	15	0.0625	0.0625	1.0625	0.05555555555555555
78	77	1/4	1/4	2/4	2	1	V43	0.337254	6.51617		/	G	iii		V43		V		43					Mm7	0	1	7, 4, 6, 10		6.0	7.0	1	9	0.1	0.0625	0.5625	0.1
79	78	0	0	2/4	2	1	i|IAC}{					G	iii		i		i					IAC	}{	m	0	1	5, 2, 6		5.0	5.0	0	4	0.0	0.0	0.3125	0.0
79	78	1/8	1/8	2/4	2	1	i6					G	iii		i6		i		6					m	0	1	2, 6, 5		5.0	2.0	0	4	0.0	0.0	0.4375	0.0
79	78	1/4	1/4	2/4	2	1	viio2/V					G	iii		viio2/V		vii	o	2		V			o7	0	1	2, 11, 8, 5		11.0	2.0	0	7	0.0	0.0	0.5	0.0
80	79	0	0	2/4	2	1	V65/III					G	iii		V65/III		V		65		III			Mm7	0	1	7, 4, 1, 3		3.0	7.0	2	17	0.10526315789473684	0.125	1.125	0.1
81	80	0	0	2/4	2	1	III					G	iii		III		III							M	0	1	2, 6, 3		2.0	2.0	0	4	0.0	0.0	0.3125	0.0
81	80	1/8	1/8	2/4	2	1	III6					G	iii		III6		III		6					M	0	1	6, 3, 2		2.0	6.0	0	4	0.0	0.0	0.4375	0.0
81	80	1/4	1/4	2/4	2	1	#viio43/ii					G	iii		#viio43/ii		#vii	o	43		ii			o7	0	1	6, 3, 12, 9		12.0	6.0	0	7	0.0	0.0	0.5	0.0
82	81	0	0	2/4	2	1	V65/v					G	iii		V65/v		V		65		v			Mm7	0	1	11, 8, 5, 7		7.0	11.0	2	17	0.10526315789473684	0.125	1.125	0.1
83	82	0	0	2/4	2	1	v					G	iii		v		v							m	0	1	6, 3, 7		6.0	6.0	0	4	0.0	0.0	0.3125	0.0
83	82	1/8	1/8	2/4	2	1	v6					G	iii		v6		v		6					m	0	1	3, 7, 6		6.0	3.0	0	11	0.0	0.0	0.9375	0.0
84	83	0	0	2/4	2	1	V7/iv					G	iii		V7/iv		V		7		iv			Mm7	0	1	5, 9, 6, 3		5.0	5.0	0	6	0.0	0.0	0.625	0.0
84	83	1/4	1/4	2/4	2	1	iv64					G	iii		iv64		iv		64					m	0	1	5, 4, 1		4.0	5.0	0	5	0.0	0.0	0.375	0.0
85	84	0	0	2/4	2	1	V7/III					G	iii		V7/III		V		7		III			Mm7	0	1	3, 7, 4, 1		3.0	3.0	0	6	0.0	0.0	0.625	0.0
85	84	1/4	1/4	2/4	2	1	III64					G	iii		III64		III		64					M	0	1	3, 2, 6		2.0	3.0	0	5	0.0	0.0	0.375	0.0
86	85	0	0	2/4	2	1	VIM7					G	iii		VIM7		VI	M	7					MM7	0	1	1, 5, 2, 6		1.0	1.0	0	6	0.0	0.0	0.625	0.0
86	85	1/4	1/4	2/4	2	1	iio64					G	iii		iio64		ii	o	64					o	0	1	1, 7, 4		7.0	1.0	0	5	0.0	0.0	0.375	0.0
87	86	0	0	2/4	2	1	V7					G	iii		V7		V		7					Mm7	0	1	6, 10, 7, 4		6.0	6.0	0	7	0.0	0.0	0.875	0.0
87	86	1/4	1/4	2/4	2	1	VI					G	iii		VI		VI							M	0	1	1, 5, 2		1.0	1.0	0	6	0.0	0.0	0.625	0.0
88	87	0	0	2/4	2	1	iio6(2)					G	iii		iio6(2)		ii	o	6	2				o	0	1	4, 1, 2		7.0	4.0	0	4	0.0	0.0	0.5	0.0
88	87	1/8	1/8	2/4	2	1	iio6	0.674507	5.63594		/	G	iii		iio6		ii	o	6					o	0	1	4, 1, 7		7.0	4.0	0	3	0.0	0.0	0.25	0.0
88	87	1/4	1/4	2/4	2	1	V(4)					G	iii		V(4)		V			4				M	0	1	6, 5, 7		6.0	6.0	0	4	0.0	0.0	0.5	0.0
88	87	3/8	3/8	2/4	2	1	V	0.337254	5.4111		/	G	iii		V		V							M	0	1	6, 10, 7		6.0	6.0	0	3	0.0	0.0	0.25	0.0
89	88	0	0	2/4	2	1	i|PAC}{					G	iii		i		i					PAC	}{	m	0	1	5, 2, 6		5.0	5.0	0	12	0.0	0.0	1.625	0.0
90	89	0	0	2/4	2	1	V/III	0.112418	5.18627		/	G	iii		V/III		V				III			M	0	1	3, 7, 4		3.0	3.0	2	15	0.11764705882352941	0.125	1.625	0.07142857142857142
91	90	0	0	2/4	2	1	III					G	iii		III		III							M	0	1	2, 6, 3		2.0	2.0	0	10	0.0	0.0	1.375	0.0
92	91	0	0	2/4	2	1	V/v					G	iii		V/v		V				v			M	0	1	7, 11, 8		7.0	7.0	2	15	0.11764705882352941	0.125	1.625	0.07142857142857142
93	92	0	0	2/4	2	1	v					G	iii		v		v							m	0	1	6, 3, 7		6.0	6.0	0	10	0.0	0.0	1.375	0.0
94	93	0	0	2/4	2	1	V65/iv	0	-6.34507		/	G	iii		V65/iv		V		65		iv			Mm7	0	1	9, 6, 3, 5		5.0	9.0	1	6	0.14285714285714285	0.0625	0.75	0.07692307692307693
94	93	1/4	1/4	2/4	2	1	iv	0	-6.73326		/	G	iii		iv		iv							m	0	1	4, 1, 5		4.0	4.0	2	6	0.25	0.125	0.75	0.14285714285714285
95	94	0	0	2/4	2	1	V65/III					G	iii		V65/III		V		65		III			Mm7	0	1	7, 4, 1, 3		3.0	7.0	2	6	0.25	0.125	0.75	0.14285714285714285
95	94	1/4	1/4	2/4	2	1	III	0	-6.9058		/	G	iii		III		III							M	0	1	2, 6, 3		2.0	2.0	2	6	0.25	0.125	0.75	0.14285714285714285
96	95	0	0	2/4	2	1	VIM65					G	iii		VIM65		VI	M	65					MM7	0	1	5, 2, 6, 1		1.0	5.0	1	7	0.125	0.0625	0.8125	0.07142857142857142
96	95	1/4	1/4	2/4	2	1	iio					G	iii		iio		ii	o						o	0	1	7, 4, 1		7.0	7.0	2	6	0.25	0.125	0.75	0.14285714285714285
97	96	0	0	2/4	2	1	V65					G	iii		V65		V		65					Mm7	0	1	10, 7, 4, 6		6.0	10.0	0	8	0.0	0.0	0.75	0.0
97	96	1/4	1/4	2/4	2	1	i					G	iii		i		i							m	0	1	5, 2, 6		5.0	5.0	1	7	0.125	0.0625	0.6875	0.08333333333333333
98	97	0	0	2/4	2	1	iio6					G	iii		iio6		ii	o	6					o	0	1	4, 1, 7		7.0	4.0	1	6	0.14285714285714285	0.0625	0.5625	0.1
98	97	1/4	1/4	2/4	2	1	V7					G	iii		V7		V		7					Mm7	0	1	6, 10, 7, 4		6.0	6.0	1	6	0.14285714285714285	0.0625	0.5625	0.1
99	98	0	0	2/4	2	1	i|PAC}					G	iii		i		i					PAC	}	m	0	1	5, 2, 6		5.0	5.0	0	12	0.0	0.0	1.75	0.0
100	99	0	0	2/4	2	1	V7					G	iii		V7		V		7					Mm7	0	1	6, 10, 7, 4		6.0	6.0	0	15	0.0	0.0	2.5	0.0
101	100	0	0	2/4	2	1	I					G	iii		I		I							M	0	1	5, 9, 6		5.0	5.0	0	12	0.0	0.0	1.75	0.0
102	101	0	0	2/4	2	1	V7					G	iii		V7		V		7					Mm7	0	1	6, 10, 7, 4		6.0	6.0	0	15	0.0	0.0	2.5	0.0
103	102	0	0	2/4	2	1	i					G	iii		i		i							m	0	1	5, 2, 6		5.0	5.0	0	12	0.0	0.0	1.75	0.0
104	103	0	0	2/4	2	1	V7					G	iii		V7		V		7					Mm7	0	1	6, 10, 7, 4		6.0	6.0	0	15	0.0	0.0	2.5	0.0
105	104	0	0	2/4	2	1	i	0.224836	5.11418		/	G	iii		i		i							m	0	1	5, 2, 6		5.0	5.0	0	9	0.0	0.0	1.25	0.0
105	104	1/4	1/4	2/4	2	1	V7					G	iii		V7		V		7					Mm7	0	1	6, 10, 7, 4		6.0	6.0	0	9	0.0	0.0	1.25	0.0
106	105	0	0	2/4	2	1	i	0	5.2266		/	G	iii		i		i							m	0	1	5, 2, 6		5.0	5.0	0	9	0.0	0.0	1.25	0.0
106	105	1/4	1/4	2/4	2	1	V7					G	iii		V7		V		7					Mm7	0	1	6, 10, 7, 4		6.0	6.0	0	9	0.0	0.0	1.25	0.0
107	106	0	0	2/4	2	1	i					G	iii		i		i							m	0	1	5, 2, 6		5.0	5.0	0	9	0.0	0.0	1.25	0.0
107	106	1/4	1/4	2/4	2	1	V7					G	iii		V7		V		7					Mm7	0	1	6, 10, 7, 4		6.0	6.0	0	9	0.0	0.0	1.25	0.0
108	107	0	0	2/4	2	1	i					G	iii		i		i							m	0	1	5, 2, 6		5.0	5.0	0	9	0.0	0.0	1.25	0.0
108	107	1/4	1/4	2/4	2	1	V7					G	iii		V7		V		7					Mm7	0	1	6, 10, 7, 4		6.0	6.0	0	9	0.0	0.0	1.25	0.0
109	108	0	0	2/4	2	1	i|PAC}					G	iii		i		i					PAC	}	m	0	1	5, 2, 6		5.0	5.0	0	25	0.0	0.0	4.625	0.0
112	111	7/16	7/16	2/4	2	1	I.I{					G	I		I		I						{	M	0	0	1, 5, 2		1.0	1.0	6	61	0.08955223880597014	0.375	7.4375	0.048
120	119	0	0	2/4	2	1	V2/iv					G	I		V2/iv		V		2		iv			Mm7	0	0	-1, 1, 5, 2		1.0	-1.0	0	13	0.0	0.0	1.625	0.0
121	120	0	0	2/4	2	1	iv.i6					G	iv		i6		i		6					m	0	1	-3, 1, 0		0.0	-3.0	0	13	0.0	0.0	1.625	0.0
122	121	0	0	2/4	2	1	V43					G	iv		V43		V		43					Mm7	0	1	2, -1, 1, 5		1.0	2.0	0	13	0.0	0.0	1.625	0.0
123	122	0	0	2/4	2	1	i|IAC}					G	iv		i		i					IAC	}	m	0	1	0, -3, 1		0.0	0.0	0	32	0.0	0.0	3.875	0.0
127	126	0	0	2/4	2	1	IV/IV.v					G	IV/IV		v		v							m	0	0	0, -3, 1		0.0	0.0	0	6	0.0	0.0	0.625	0.0
128	127	0	0	2/4	2	1	V2					G	IV/IV		V2		V		2					Mm7	0	0	-2, 0, 4, 1		0.0	-2.0	0	13	0.0	0.0	1.625	0.0
129	128	0	0	2/4	2	1	I6					G	IV/IV		I6		I		6					M	0	0	3, 0, -1		-1.0	3.0	0	13	0.0	0.0	1.625	0.0
130	129	0	0	2/4	2	1	V43					G	IV/IV		V43		V		43					Mm7	0	0	1, -2, 0, 4		0.0	1.0	0	13	0.0	0.0	1.625	0.0
131	130	0	0	2/4	2	1	I	0.112418	4.99316		/	G	IV/IV		I		I							M	0	0	-1, 3, 0		-1.0	-1.0	0	6	0.0	0.0	0.75	0.0
131	130	1/4	1/4	2/4	2	1	IV/IV/IV.V					G	IV/IV/IV		V		V							M	0	0	-1, 3, 0		-1.0	-1.0	0	7	0.0	0.0	0.875	0.0
132	131	0	0	2/4	2	1	V2	0.112418	7.8711		/	G	IV/IV/IV		V2		V		2					Mm7	0	0	-3, -1, 3, 0		-1.0	-3.0	0	13	0.0	0.0	1.625	0.0
133	132	0	0	2/4	2	1	I6					G	IV/IV/IV		I6		I		6					M	0	0	2, -1, -2		-2.0	2.0	0	13	0.0	0.0	1.625	0.0
134	133	0	0	2/4	2	1	V43					G	IV/IV/IV		V43		V		43					Mm7	0	0	0, -3, -1, 3		-1.0	0.0	0	13	0.0	0.0	1.625	0.0
135	134	0	0	2/4	2	1	I|IAC}{					G	IV/IV/IV		I		I					IAC	}{	M	0	0	-2, 2, -1		-2.0	-2.0	37	32	0.5362318840579711	2.3125	2.25	0.5068493150684932
140	139	0	0	2/4	2	1	iv.iio					G	iv		iio		ii	o						o	0	1	2, -1, -4		2.0	2.0	8	8	0.5	0.5	0.5	0.5
141	140	0	0	2/4	2	1	V6					G	iv		V6		V		6					M	0	1	5, 2, 1		1.0	5.0	0	3	0.0	0.0	0.25	0.0
141	140	1/8	1/8	2/4	2	1	i					G	iv		i		i							m	0	1	0, -3, 1		0.0	0.0	0	2	0.0	0.0	0.125	0.0
141	140	1/4	1/4	2/4	2	1	V43					G	iv		V43		V		43					Mm7	0	1	2, -1, 1, 5		1.0	2.0	0	3	0.0	0.0	0.375	0.0
141	140	3/8	3/8	2/4	2	1	i6					G	iv		i6		i		6					m	0	1	-3, 1, 0		0.0	-3.0	0	2	0.0	0.0	0.125	0.0
142	141	0	0	2/4	2	1	V2					G	iv		V2		V		2					Mm7	0	1	-1, 1, 5, 2		1.0	-1.0	1	4	0.2	0.0625	0.4375	0.125
142	141	1/4	1/4	2/4	2	1	#viio					G	iv		#viio		#vii	o						o	0	1	5, 2, -1		5.0	5.0	2	3	0.4	0.125	0.375	0.25
143	142	0	0	2/4	2	1	i|IAC}{					G	iv		i		i					IAC	}{	m	0	1	0, -3, 1		0.0	0.0	37	28	0.5692307692307692	2.3125	1.8125	0.5606060606060606
148	147	0	0	2/4	2	1	v.iio					G	v		iio		ii	o						o	0	1	4, 1, -2		4.0	4.0	8	8	0.5	0.5	0.5	0.5
149	148	0	0	2/4	2	1	V6					G	v		V6		V		6					M	0	1	7, 4, 3		3.0	7.0	0	3	0.0	0.0	0.25	0.0
149	148	1/8	1/8	2/4	2	1	i					G	v		i		i							m	0	1	2, -1, 3		2.0	2.0	0	2	0.0	0.0	0.125	0.0
149	148	1/4	1/4	2/4	2	1	V43					G	v		V43		V		43					Mm7	0	1	4, 1, 3, 7		3.0	4.0	0	3	0.0	0.0	0.375	0.0
149	148	3/8	3/8	2/4	2	1	i6					G	v		i6		i		6					m	0	1	-1, 3, 2		2.0	-1.0	0	2	0.0	0.0	0.125	0.0
150	149	0	0	2/4	2	1	V2					G	v		V2		V		2					Mm7	0	1	1, 3, 7, 4		3.0	1.0	1	4	0.2	0.0625	0.4375	0.125
150	149	1/4	1/4	2/4	2	1	#viio					G	v		#viio		#vii	o						o	0	1	7, 4, 1		7.0	7.0	2	3	0.4	0.125	0.375	0.25
151	150	0	0	2/4	2	1	i|IAC}{					G	v		i		i					IAC	}{	m	0	1	2, -1, 3		2.0	2.0	19	14	0.5757575757575758	1.1875	0.9375	0.5588235294117647
154	153	0	0	2/4	2	1	I.viio6					G	I		viio6		vii	o	6					o	0	0	3, 0, 6		6.0	3.0	8	8	0.5	0.5	0.5	0.5
155	154	0	0	2/4	2	1	viio					G	I		viio		vii	o						o	0	0	6, 3, 0		6.0	6.0	0	4	0.0	0.0	0.25	0.0
155	154	1/8	1/8	2/4	2	1	i					G	I		i		i							m	0	0	1, -2, 2		1.0	1.0	0	4	0.0	0.0	0.25	0.0
155	154	1/4	1/4	2/4	2	1	viio6					G	I		viio6		vii	o	6					o	0	0	3, 0, 6		6.0	3.0	0	4	0.0	0.0	0.25	0.0
155	154	3/8	3/8	2/4	2	1	i6					G	I		i6		i		6					m	0	0	-2, 2, 1		1.0	-2.0	0	4	0.0	0.0	0.25	0.0
156	155	0	0	2/4	2	1	iv					G	I		iv		iv							m	0	0	0, -3, 1		0.0	0.0	2	6	0.25	0.125	0.375	0.25
156	155	1/4	1/4	2/4	2	1	viio					G	I		viio		vii	o						o	0	0	6, 3, 0		6.0	6.0	4	4	0.5	0.25	0.25	0.5
157	156	0	0	2/4	2	1	i					G	I		i		i							m	0	0	1, -2, 2		1.0	1.0	4	4	0.5	0.25	0.25	0.5
157	156	1/4	1/4	2/4	2	1	bVI					G	I		bVI		bVI							M	0	0	-3, 1, -2		-3.0	-3.0	4	4	0.5	0.25	0.25	0.5
158	157	0	0	2/4	2	1	viio/V					G	I		viio/V		vii	o			V			o	0	0	7, 4, 1		7.0	7.0	4	12	0.25	0.25	0.75	0.25
159	158	0	0	2/4	2	1	V					G	I		V		V							M	0	0	2, 6, 3		2.0	2.0	0	8	0.0	0.0	0.5	0.0
159	158	1/4	1/4	2/4	2	1	Ger7					G	I		Ger7	Ger	vii	o	7	b3	V			Ger	0	0	7, -3, 1, -2		7.0	7.0	0	8	0.0	0.0	0.5	0.0
160	159	0	0	2/4	2	1	V					G	I		V		V							M	0	0	2, 6, 3		2.0	2.0	0	8	0.0	0.0	0.5	0.0
160	159	1/4	1/4	2/4	2	1	Ger7					G	I		Ger7	Ger	vii	o	7	b3	V			Ger	0	0	7, -3, 1, -2		7.0	7.0	0	8	0.0	0.0	0.5	0.0
161	160	0	0	2/4	2	1	V					G	I		V		V							M	0	0	2, 6, 3		2.0	2.0	0	8	0.0	0.0	0.5	0.0
161	160	1/4	1/4	2/4	2	1	Ger7					G	I		Ger7	Ger	vii	o	7	b3	V			Ger	0	0	7, -3, 1, -2		7.0	7.0	0	8	0.0	0.0	0.5	0.0
162	161	0	0	2/4	2	1	V					G	I		V		V							M	0	0	2, 6, 3		2.0	2.0	0	8	0.0	0.0	0.5	0.0
162	161	1/4	1/4	2/4	2	1	Ger7					G	I		Ger7	Ger	vii	o	7	b3	V			Ger	0	0	7, -3, 1, -2		7.0	7.0	0	8	0.0	0.0	0.5	0.0
163	162	0	0	2/4	2	1	V|HC}{					G	I		V		V					HC	}{	M	0	0	2, 6, 3		2.0	2.0	0	64	0.0	0.0	4.0	0.0
167	166	0	0	2/4	2	1	V7					G	I		V7		V		7					Mm7	0	0	2, 6, 3, 0		2.0	2.0	0	150	0.0	0.0	19.5	0.0
183	182	0	0	2/4	2	1	V7(b9)					G	I		V7(b9)		V		7	b9				Mm7	0	0	2, 6, 3, 0	-3	2.0	2.0	0	7	0.0	0.0	1.0	0.0
184	183	0	0	2/4	2	1	V7					G	I		V7		V		7					Mm7	0	0	2, 6, 3, 0		2.0	2.0	0	6	0.0	0.0	1.3125	0.0
185	184	0	0	2/4	2	1	V7(b9)					G	I		V7(b9)		V		7	b9				Mm7	0	0	2, 6, 3, 0	-3	2.0	2.0	0	7	0.0	0.0	1.0	0.0
186	185	0	0	2/4	2	1	V7					G	I		V7		V		7					Mm7	0	0	2, 6, 3, 0		2.0	2.0	0	6	0.0	0.0	1.3125	0.0
187	186	0	0	2/4	2	1	V7(b9)					G	I		V7(b9)		V		7	b9				Mm7	0	0	2, 6, 3, 0	-3	2.0	2.0	0	7	0.0	0.0	1.0	0.0
188	187	0	0	2/4	2	1	V7					G	I		V7		V		7					Mm7	0	0	2, 6, 3, 0		2.0	2.0	0	18	0.0	0.0	3.0	0.0
