mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	volta	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
9	9	5/8	5/8	3/4	2	1	V65/ii	0	-4.05199	/			E	I		V65/ii		V		65		ii			Mm7	0	0	11, 8, 5, 7		7.0	11.0	0	1	0.0	0.0	0.125	0.0
10	10	0	0	3/4	2	1	ii(4)						E	I		ii(4)		ii			4				m	0	0	6, 5, 7		6.0	6.0	0	3	0.0	0.0	0.75	0.0
10	10	1/4	1/4	3/4	2	1	vi7(6)						E	I		vi7(6)		vi		7	6				mm7	0	0	7, 4, 3, 5		7.0	7.0	0	4	0.0	0.0	1.125	0.0
10	10	1/2	1/2	3/4	2	1	V65						E	I		V65		V		65					Mm7	0	0	9, 6, 3, 5		5.0	9.0	0	3	0.0	0.0	0.75	0.0
10	10	5/8	5/8	3/4	2	1	V6						E	I		V6		V		6					M	0	0	9, 6, 5		5.0	9.0	0	1	0.0	0.0	0.125	0.0
11	11	0	0	3/4	2	1	I(4)						E	I		I(4)		I			4				M	0	0	4, 3, 5		4.0	4.0	0	3	0.0	0.0	0.75	0.0
11	11	1/4	1/4	3/4	2	1	I64						E	I		I64		I		64					M	0	0	5, 4, 8		4.0	5.0	0	4	0.0	0.0	1.125	0.0
11	11	1/2	1/2	3/4	2	1	iv/iii						E	I		iv/iii		iv				iii			m	0	0	7, 4, 8		7.0	7.0	0	4	0.0	0.0	0.875	0.0
12	12	0	0	3/4	2	1	V(64)/iii						E	I		V(64)/iii		V			64	iii			M	0	0	9, 8, 5		9.0	9.0	0	4	0.0	0.0	1.0	0.0
12	12	1/4	1/4	3/4	2	1	V7/iii						E	I		V7/iii		V		7		iii			Mm7	0	0	9, 13, 10, 7		9.0	9.0	0	4	0.0	0.0	1.0	0.0
12	12	1/2	1/2	3/4	2	1	i/iii|PAC}						E	I		i/iii		i				iii	PAC	}	m	0	0	8, 5, 9		8.0	8.0	0	4	0.0	0.0	1.0	0.0
13	13	0	0	3/4	2	1	ii{						E	I		ii		ii						{	m	0	0	6, 3, 7		6.0	6.0	0	9	0.0	0.0	1.625	0.0
13	13	1/2	1/2	3/4	2	1	ii2						E	I		ii2		ii		2					mm7	0	0	4, 6, 3, 7		6.0	4.0	0	4	0.0	0.0	0.875	0.0
14	14	0	0	3/4	2	1	V65(9)						E	I		V65(9)		V		65	9				Mm7	0	0	9, 6, 3, 5	7	5.0	9.0	0	12	0.0	0.0	2.375	0.0
14	14	3/8	3/8	3/4	2	1	V65						E	I		V65		V		65					Mm7	0	0	9, 6, 3, 5		5.0	9.0	0	7	0.0	0.0	0.875	0.0
14	14	5/8	5/8	3/4	2	1	I						E	I		I		I							M	0	0	4, 8, 5		4.0	4.0	0	5	0.0	0.0	0.625	0.0
15	15	0	0	3/4	2	1	V(64)						E	I		V(64)		V			64				M	0	0	5, 4, 8		5.0	5.0	1	6	0.14285714285714285	0.0625	1.8125	0.03333333333333333
15	15	1/2	1/2	3/4	2	1	V						E	I		V		V							M	0	0	5, 9, 6		5.0	5.0	0	3	0.0	0.0	0.75	0.0
15	15	5/8	5/8	3/4	2	1	V7						E	I		V7		V		7					Mm7	0	0	5, 9, 6, 3		5.0	5.0	0	1	0.0	0.0	0.125	0.0
16	16	0	0	3/4	2	1	I(974)|PAC						E	I		I(974)		I			974		PAC		M	0	0	4, 3, 5	6, 9	4.0	4.0	0	5	0.0	0.0	2.25	0.0
16	16	1/4	1/4	3/4	2	1	V7						E	I		V7		V		7					Mm7	0	0	5, 9, 6, 3		5.0	5.0	0	1	0.0	0.0	0.25	0.0
16	16	1/2	1/2	3/4	2	1	I}						E	I		I		I						}	M	0	0	4, 8, 5		4.0	4.0	1	16	0.058823529411764705	0.0625	3.9375	0.015625
18	18	0	0	3/4	2	1	V43(4)						E	I		V43(4)		V		43	4				Mm7	0	0	6, 3, 5, 4		5.0	6.0	0	2	0.0	0.0	0.5	0.0
18	18	1/4	1/4	3/4	2	1	V43						E	I		V43		V		43					Mm7	0	0	6, 3, 5, 9		5.0	6.0	0	11	0.0	0.0	2.5	0.0
19	19	0	0	3/4	2	1	I6						E	I		I6		I		6					M	0	0	8, 5, 4		4.0	8.0	4	15	0.21052631578947367	0.2375	2.7625	0.07916666666666666
20	20	0	0	3/4	2	1	V2(6)						E	I		V2(6)		V		2	6				Mm7	0	0	3, 5, 9, 8		5.0	3.0	0	2	0.0	0.0	0.5	0.0
20	20	1/4	1/4	3/4	2	1	V2						E	I		V2		V		2					Mm7	0	0	3, 5, 9, 6		5.0	3.0	0	10	0.0	0.0	2.5	0.0
21	21	0	0	3/4	2	1	I6						E	I		I6		I		6					M	0	0	8, 5, 4		4.0	8.0	1	13	0.07142857142857142	0.1875	2.8125	0.0625
22	22	0	0	3/4	2	1	V43(4)						E	I		V43(4)		V		43	4				Mm7	0	0	6, 3, 5, 4		5.0	6.0	0	2	0.0	0.0	0.375	0.0
22	22	1/8	1/8	3/4	2	1	V43						E	I		V43		V		43					Mm7	0	0	6, 3, 5, 9		5.0	6.0	1	5	0.16666666666666666	0.125	1.25	0.09090909090909091
22	22	1/2	1/2	3/4	2	1	V65						E	I		V65		V		65					Mm7	0	0	9, 6, 3, 5		5.0	9.0	0	4	0.0	0.0	0.75	0.0
23	23	0	0	3/4	2	1	I(4)						E	I		I(4)		I			4				M	0	0	4, 3, 5		4.0	4.0	0	3	0.0	0.0	0.625	0.0
23	23	1/8	1/8	3/4	2	1	I						E	I		I		I							M	0	0	4, 8, 5		4.0	4.0	0	1	0.0	0.0	0.125	0.0
23	23	1/4	1/4	3/4	2	1	V6						E	I		V6		V		6					M	0	0	9, 6, 5		5.0	9.0	0	3	0.0	0.0	0.5	0.0
23	23	3/8	3/8	3/4	2	1	v6						E	I		v6		v		6					m	0	0	2, 6, 5		5.0	2.0	0	2	0.0	0.0	0.25	0.0
23	23	1/2	1/2	3/4	2	1	viio6/V						E	I		viio6/V		vii	o	6		V			o	0	0	7, 4, 10		10.0	7.0	0	4	0.0	0.0	0.75	0.0
23	23	5/8	5/8	3/4	2	1	V7/V	0	-8.0402	/			E	I		V7/V		V		7		V			Mm7	0	0	6, 10, 7, 4		6.0	6.0	2	10	0.16666666666666666	0.25	2.0	0.1111111111111111
24	24	1/2	1/2	3/4	2	1	V|HC}	0	-8.08765	/	1.0		E	I		V		V					HC	}	M	0	0	5, 9, 6		5.0	5.0	1	4	0.2	0.0625	0.6875	0.08333333333333333
24	24	11/16	11/16	3/4	2	1	V6	0	-7.70807	/	1.0		E	I		V6		V		6					M	0	0	9, 6, 5		5.0	9.0	6	6	0.5	1.125	1.0	0.5294117647058824
25	24	1/2	1/2	3/4	2	1	V|HC}	0	-7.32618	/	2.0		E	I		V		V					HC	}	M	0	0	5, 9, 6		5.0	5.0	0	4	0.0	0.0	0.6875	0.0
25	24	5/8	5/8	3/4	2	1	vi7	0	-7.45248	/	2.0		E	I		vi7		vi		7					mm7	0	0	7, 4, 8, 5		7.0	7.0	0	3	0.0	0.0	0.3125	0.0
26	25	0	0	3/4	2	1	V6{	0	-7.19987	/			E	I		V6		V		6				{	M	0	0	9, 6, 5		5.0	9.0	0	8	0.0	0.0	1.75	0.0
26	25	1/2	1/2	3/4	2	1	V6(#7)/ii	0	-7.19987	/			E	I		V6(#7)/ii		V		6	#7	ii			M	0	0	11, 8, 12		7.0	11.0	1	3	0.25	0.25	0.6875	0.26666666666666666
26	25	11/16	11/16	3/4	2	1	V6/ii	0	-7.07357	/			E	I		V6/ii		V		6		ii			M	0	0	11, 8, 7		7.0	11.0	0	1	0.0	0.0	0.0625	0.0
27	26	0	0	3/4	2	1	ii	0	-7.19987	/			E	I		ii		ii							m	0	0	6, 3, 7		6.0	6.0	0	6	0.0	0.0	1.25	0.0
27	26	1/2	1/2	3/4	2	1	V6(#7)						E	I		V6(#7)		V		6	#7				M	0	0	9, 6, 10		5.0	9.0	1	3	0.25	0.25	0.6875	0.26666666666666666
27	26	11/16	11/16	3/4	2	1	V6						E	I		V6		V		6					M	0	0	9, 6, 5		5.0	9.0	0	1	0.0	0.0	0.0625	0.0
28	27	0	0	3/4	2	1	I						E	I		I		I							M	0	0	4, 8, 5		4.0	4.0	0	7	0.0	0.0	1.5	0.0
28	27	1/2	1/2	3/4	2	1	IV6						E	I		IV6		IV		6					M	0	0	7, 4, 3		3.0	7.0	0	5	0.0	0.0	1.0	0.0
29	28	0	0	3/4	2	1	V6(112)	0	-6.51669	/		V7(9)/iii	E	I		V6(112)		V		6	112				M	0	0	9, 6, 7	4	5.0	9.0	0	4	0.0	0.0	0.625	0.0
29	28	1/8	1/8	3/4	2	1	V6	0	-6.40187	/		V(64)/iii	E	I		V6		V		6					M	0	0	9, 6, 5		5.0	9.0	0	7	0.0	0.0	1.0	0.0
29	28	3/8	3/8	3/4	2	1	V7/iii	0	-6.5741	/			E	I		V7/iii		V		7		iii			Mm7	0	0	9, 13, 10, 7		9.0	9.0	0	3	0.0	0.0	0.375	0.0
29	28	1/2	1/2	3/4	2	1	i/iii|PAC}	0	-6.51669	/			E	I		i/iii		i				iii	PAC	}	m	0	0	8, 5, 9		8.0	8.0	0	4	0.0	0.0	0.5	0.0
29	28	5/8	5/8	3/4	2	1	ii{						E	I		ii		ii						{	m	0	0	6, 3, 7		6.0	6.0	1	9	0.1	0.125	1.625	0.07142857142857142
30	29	1/2	1/2	3/4	2	1	IV6						E	I		IV6		IV		6					M	0	0	7, 4, 3		3.0	7.0	0	5	0.0	0.0	1.0	0.0
31	30	0	0	3/4	2	1	V65(#7)						E	I		V65(#7)		V		65	#7				Mm7	0	0	9, 6, 3, 10		5.0	9.0	2	6	0.25	0.3125	1.375	0.18518518518518517
31	30	7/16	7/16	3/4	2	1	V65						E	I		V65		V		65					Mm7	0	0	9, 6, 3, 5		5.0	9.0	0	1	0.0	0.0	0.0625	0.0
31	30	1/2	1/2	3/4	2	1	I(11)						E	I		I(11)		I			11				M	0	0	4, 8, 5	3	4.0	4.0	0	4	0.0	0.0	0.9375	0.0
31	30	11/16	11/16	3/4	2	1	I						E	I		I		I							M	0	0	4, 8, 5		4.0	4.0	0	1	0.0	0.0	0.0625	0.0
32	31	0	0	3/4	2	1	V(64)						E	I		V(64)		V			64				M	0	0	5, 4, 8		5.0	5.0	2	9	0.18181818181818182	0.1875	1.3125	0.125
32	31	1/2	1/2	3/4	2	1	V7						E	I		V7		V		7					Mm7	0	0	5, 9, 6, 3		5.0	5.0	1	6	0.14285714285714285	0.0625	1.1875	0.05
33	32	0	0	3/4	2	1	I(4)|IAC	0	-7.23361	/	1.0		E	I		I(4)		I			4		IAC		M	0	0	4, 3, 5		4.0	4.0	0	2	0.0	0.0	0.375	0.0
33	32	1/8	1/8	3/4	2	1	I(#4)	0	-7.23	/	1.0		E	I		I(#4)		I			#4				M	0	0	4, 8, 10		4.0	4.0	0	1	0.0	0.0	0.125	0.0
33	32	1/4	1/4	3/4	2	1	I(974)	0	-7.23	/	1.0		E	I		I(974)		I			974				M	0	0	4, 3, 5	6, 9	4.0	4.0	1	7	0.125	0.0625	1.4375	0.041666666666666664
33	32	1/2	1/2	3/4	2	1	I}	0	-7.23	/	1.0		E	I		I		I						}	M	0	0	4, 8, 5		4.0	4.0	0	5	0.0	0.0	0.6875	0.0
33	32	5/8	5/8	3/4	2	1	V6	0	-7.23	/	1.0		E	I		V6		V		6					M	0	0	9, 6, 5		5.0	9.0	0	12	0.0	0.0	2.0625	0.0
34	32	1/2	1/2	3/4	2	1	V6(#7)/ii	0	-7.23361	/	1.0		E	I		V6(#7)/ii		V		6	#7	ii			M	0	0	11, 8, 12		7.0	11.0	1	3	0.25	0.25	0.6875	0.26666666666666666
34	32	11/16	11/16	3/4	2	1	V6/ii	0	-7.04382	/	1.0		E	I		V6/ii		V		6		ii			M	0	0	11, 8, 7		7.0	11.0	0	1	0.0	0.0	0.0625	0.0
35	32	0	0	3/4	2	1	I(4)|IAC				2.0		E	I		I(4)		I			4		IAC		M	0	0	4, 3, 5		4.0	4.0	0	2	0.0	0.0	0.375	0.0
35	32	1/8	1/8	3/4	2	1	I(#4)				2.0		E	I		I(#4)		I			#4				M	0	0	4, 8, 10		4.0	4.0	0	1	0.0	0.0	0.125	0.0
35	32	1/4	1/4	3/4	2	1	I(974)				2.0		E	I		I(974)		I			974				M	0	0	4, 3, 5	6, 9	4.0	4.0	1	7	0.125	0.0625	1.4375	0.041666666666666664
35	32	1/2	1/2	3/4	2	1	I}				2.0		E	I		I		I						}	M	0	0	4, 8, 5		4.0	4.0	0	9	0.0	0.0	1.5	0.0
36	33	1/4	1/4	3/4	2	1	I6						E	I		I6		I		6					M	0	0	8, 5, 4		4.0	8.0	0	4	0.0	0.0	0.25	0.0
36	33	1/2	1/2	3/4	2	1	ii6						E	I		ii6		ii		6					m	0	0	3, 7, 6		6.0	3.0	0	4	0.0	0.0	0.25	0.0
37	34	0	0	3/4	2	1	V						E	I		V		V							M	0	0	5, 9, 6		5.0	5.0	0	4	0.0	0.0	0.25	0.0
37	34	1/4	1/4	3/4	2	1	vi7						E	I		vi7		vi		7					mm7	0	0	7, 4, 8, 5		7.0	7.0	0	4	0.0	0.0	0.25	0.0
37	34	1/2	1/2	3/4	2	1	V6						E	I		V6		V		6					M	0	0	9, 6, 5		5.0	9.0	0	4	0.0	0.0	0.25	0.0
38	35	0	0	3/4	2	1	I						E	I		I		I							M	0	0	4, 8, 5		4.0	4.0	0	4	0.0	0.0	0.25	0.0
38	35	1/4	1/4	3/4	2	1	I6						E	I		I6		I		6					M	0	0	8, 5, 4		4.0	8.0	0	4	0.0	0.0	0.25	0.0
38	35	1/2	1/2	3/4	2	1	V6/V						E	I		V6/V		V		6		V			M	0	0	10, 7, 6		6.0	10.0	0	4	0.0	0.0	0.25	0.0
39	36	0	0	3/4	2	1	V(64)/V						E	I		V(64)/V		V			64	V			M	0	0	6, 5, 9		6.0	6.0	0	4	0.0	0.0	0.25	0.0
39	36	1/4	1/4	3/4	2	1	V7/V						E	I		V7/V		V		7		V			Mm7	0	0	6, 10, 7, 4		6.0	6.0	0	4	0.0	0.0	0.25	0.0
39	36	1/2	1/2	3/4	2	1	V|HC}						E	I		V		V					HC	}	M	0	0	5, 9, 6		5.0	5.0	0	4	0.0	0.0	0.25	0.0
39	36	11/16	11/16	3/4	2	1	V2						E	I		V2		V		2					Mm7	0	0	3, 5, 9, 6		5.0	3.0	0	1	0.0	0.0	0.0625	0.0
40	37	0	0	3/4	2	1	I6{						E	I		I6		I		6				{	M	0	0	8, 5, 4		4.0	8.0	0	4	0.0	0.0	0.25	0.0
40	37	1/4	1/4	3/4	2	1	I						E	I		I		I							M	0	0	4, 8, 5		4.0	4.0	0	4	0.0	0.0	0.25	0.0
40	37	1/2	1/2	3/4	2	1	V65/V						E	I		V65/V		V		65		V			Mm7	0	0	10, 7, 4, 6		6.0	10.0	0	6	0.0	0.0	0.375	0.0
41	38	1/8	1/8	3/4	2	1	V						E	I		V		V							M	0	0	5, 9, 6		5.0	5.0	0	2	0.0	0.0	0.125	0.0
41	38	1/4	1/4	3/4	2	1	vi						E	I		vi		vi							m	0	0	7, 4, 8		7.0	7.0	1	3	0.25	0.0625	0.1875	0.25
41	38	1/2	1/2	3/4	2	1	V65						E	I		V65		V		65					Mm7	0	0	9, 6, 3, 5		5.0	9.0	0	4	0.0	0.0	0.25	0.0
42	39	0	0	3/4	2	1	viio43/IV						E	I		viio43/IV		vii	o	43		IV			o7	0	0	2, -1, 8, 5		8.0	2.0	1	3	0.25	0.0625	0.1875	0.25
42	39	1/4	1/4	3/4	2	1	IV6						E	I		IV6		IV		6					M	0	0	7, 4, 3		3.0	7.0	1	3	0.25	0.0625	0.1875	0.25
42	39	1/2	1/2	3/4	2	1	V7/bII					Ger6	E	I		V7/bII		V		7		bII			Mm7	0	0	0, 4, 1, -2		0.0	0.0	0	7	0.0	0.0	0.4375	0.0
43	40	1/8	1/8	3/4	2	1	V(64)/bII	0	-6.50521	/			E	I		V(64)/bII		V			64	bII			M	0	0	0, -1, 3		0.0	0.0	0	3	0.0	0.0	0.1875	0.0
43	40	1/4	1/4	3/4	2	1	V7/bII	0	-6.56836	/		Ger6	E	I		V7/bII		V		7		bII			Mm7	0	0	0, 4, 1, -2		0.0	0.0	0	6	0.0	0.0	0.375	0.0
43	40	1/2	1/2	3/4	2	1	V[V|HC}	0	-8	/			E	I	V	V		V					HC	}	M	0	0	5, 9, 6		5.0	5.0	0	4	0.0	0.0	0.25	0.0
44	41	0	0	3/4	2	1	I{						E	I	V	I		I						{	M	0	0	4, 8, 5		4.0	4.0	1	21	0.045454545454545456	0.03125	2.59375	0.011904761904761904
45	42	0	0	3/4	2	1	V7(4)						E	I	V	V7(4)		V		7	4				Mm7	0	0	5, 4, 6, 3		5.0	5.0	0	17	0.0	0.0	2.5	0.0
45	42	1/2	1/2	3/4	2	1	V7						E	I	V	V7		V		7					Mm7	0	0	5, 9, 6, 3		5.0	5.0	1	9	0.1	0.03125	1.21875	0.025
46	43	0	0	3/4	2	1	I6(2)						E	I	V	I6(2)		I		6	2				M	0	0	8, 5, 6		4.0	8.0	0	17	0.0	0.0	2.5	0.0
46	43	1/2	1/2	3/4	2	1	I6						E	I	V	I6		I		6					M	0	0	8, 5, 4		4.0	8.0	1	9	0.1	0.03125	1.21875	0.025
47	44	0	0	3/4	2	1	V7(96)						E	I	V	V7(96)		V		7	96				Mm7	0	0	5, 9, 8, 3	7	5.0	5.0	0	17	0.0	0.0	2.5	0.0
47	44	1/2	1/2	3/4	2	1	V7						E	I	V	V7		V		7					Mm7	0	0	5, 9, 6, 3		5.0	5.0	1	7	0.125	0.03125	0.96875	0.03125
48	45	0	0	3/4	2	1	I6						E	I	V	I6		I		6					M	0	0	8, 5, 4		4.0	8.0	2	32	0.058823529411764705	0.125	2.0	0.058823529411764705
49	46	0	0	3/4	2	1	V7						E	I	V	V7		V		7					Mm7	0	0	5, 9, 6, 3		5.0	5.0	2	38	0.05	0.125	2.375	0.05
50	47	0	0	3/4	2	1	I6]						E	I	V	I6		I		6					M	0	0	8, 5, 4		4.0	8.0	0	23	0.0	0.0	1.4375	0.0
50	47	1/2	1/2	3/4	2	1	viio65/V						E	I		viio65/V		vii	o	65		V			o7	0	0	7, 4, 1, 10		10.0	7.0	0	11	0.0	0.0	0.6875	0.0
51	48	0	0	3/4	2	1	Ger6						E	I		Ger6	Ger	vii	o	65	b3	V			Ger	0	0	0, 4, 1, 10		10.0	0.0	2	25	0.07407407407407407	0.125	1.5625	0.07407407407407407
51	48	5/8	5/8	3/4	2	1	V|HC}						E	I		V		V					HC	}	M	0	0	5, 9, 6		5.0	5.0	0	5	0.0	0.0	0.3125	0.0
52	49	0	0	3/4	2	1	V6{						E	I		V6		V		6				{	M	0	0	9, 6, 5		5.0	9.0	0	8	0.0	0.0	0.5	0.0
52	49	1/2	1/2	3/4	2	1	V65/ii						E	I		V65/ii		V		65		ii			Mm7	0	0	11, 8, 5, 7		7.0	11.0	0	4	0.0	0.0	0.25	0.0
53	50	0	0	3/4	2	1	ii						E	I		ii		ii							m	0	0	6, 3, 7		6.0	6.0	0	4	0.0	0.0	0.25	0.0
53	50	1/4	1/4	3/4	2	1	viio43/V						E	I		viio43/V		vii	o	43		V			o7	0	0	4, 1, 10, 7		10.0	4.0	0	4	0.0	0.0	0.25	0.0
53	50	1/2	1/2	3/4	2	1	iv6						E	I		iv6		iv		6					m	0	0	0, 4, 3		3.0	0.0	0	2	0.0	0.0	0.125	0.0
53	50	5/8	5/8	3/4	2	1	V6						E	I		V6		V		6					M	0	0	9, 6, 5		5.0	9.0	0	2	0.0	0.0	0.125	0.0
54	51	0	0	3/4	2	1	I						E	I		I		I							M	0	0	4, 8, 5		4.0	4.0	0	4	0.0	0.0	0.25	0.0
54	51	1/4	1/4	3/4	2	1	V(64)/iii						E	I		V(64)/iii		V			64	iii			M	0	0	9, 8, 5		9.0	9.0	0	4	0.0	0.0	0.25	0.0
54	51	1/2	1/2	3/4	2	1	viio7/V/iii						E	I		viio7/V/iii		vii	o	7		V/iii			o7	0	0	14, 11, 8, 5		14.0	14.0	0	4	0.0	0.0	0.25	0.0
55	52	0	0	3/4	2	1	V(64)/iii						E	I		V(64)/iii		V			64	iii			M	0	0	9, 8, 5		9.0	9.0	0	4	0.0	0.0	0.25	0.0
55	52	1/4	1/4	3/4	2	1	iv6/iii					VI/iii	E	I		iv6/iii		iv		6		iii			m	0	0	4, 8, 7		7.0	4.0	0	2	0.0	0.0	0.125	0.0
55	52	3/8	3/8	3/4	2	1	V/iii						E	I		V/iii		V				iii			M	0	0	9, 13, 10		9.0	9.0	0	3	0.0	0.0	0.1875	0.0
55	52	1/2	1/2	3/4	2	1	i(9#7)/iii|IAC						E	I		i(9#7)/iii		i			9#7	iii	IAC		m	0	0	8, 5, 9	10, 13	8.0	8.0	0	3	0.0	0.0	0.1875	0.0
55	52	5/8	5/8	3/4	2	1	i/iii}						E	I		i/iii		i				iii		}	m	0	0	8, 5, 9		8.0	8.0	0	2	0.0	0.0	0.125	0.0
55	52	11/16	11/16	3/4	2	1	ii{						E	I		ii		ii						{	m	0	0	6, 3, 7		6.0	6.0	2	3	0.4	0.125	0.1875	0.4
56	53	1/4	1/4	3/4	2	1	ii64						E	I		ii64		ii		64					m	0	0	7, 6, 3		6.0	7.0	0	8	0.0	0.0	0.5	0.0
57	54	0	0	3/4	2	1	V/V						E	I		V/V		V				V			M	0	0	6, 10, 7		6.0	6.0	0	2	0.0	0.0	0.125	0.0
57	54	1/8	1/8	3/4	2	1	V6						E	I		V6		V		6					M	0	0	9, 6, 5		5.0	9.0	0	2	0.0	0.0	0.125	0.0
57	54	1/4	1/4	3/4	2	1	V65	0	-6.28601	/			E	I		V65		V		65					Mm7	0	0	9, 6, 3, 5		5.0	9.0	0	4	0.0	0.0	0.25	0.0
57	54	1/2	1/2	3/4	2	1	V7	0	-6.89887	/			E	I		V7		V		7					Mm7	0	0	5, 9, 6, 3		5.0	5.0	0	2	0.0	0.0	0.125	0.0
57	54	5/8	5/8	3/4	2	1	I						E	I		I		I							M	0	0	4, 8, 5		4.0	4.0	0	2	0.0	0.0	0.125	0.0
58	55	0	0	3/4	2	1	V(64)						E	I		V(64)		V			64				M	0	0	5, 4, 8		5.0	5.0	0	6	0.0	0.0	0.375	0.0
58	55	1/4	1/4	3/4	2	1	vi(#7)						E	I		vi(#7)		vi			#7				m	0	0	7, 4, 8	12	7.0	7.0	0	3	0.0	0.0	0.1875	0.0
58	55	3/8	3/8	3/4	2	1	vi						E	I		vi		vi							m	0	0	7, 4, 8		7.0	7.0	0	3	0.0	0.0	0.1875	0.0
