mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	0	0	5/8	2/2	2	1	c.i{					c	i		i		i						{	m	1	1	0, -3, 1		0	0	2	7	0.2222222222222222	0.25	1.125	0.18181818181818182
2	1	1/2	1/2	2/2	2	1	i(9#74)	0	-3.14722	/		c	i		i(9#74)		i			9#74				m	1	1	0, -1, 1	2, 5	0	0	1	5	0.16666666666666666	0.125	0.875	0.125
3	2	0	0	2/2	2	1	i					c	i		i		i							m	1	1	0, -3, 1		0	0	0	5	0.0	0.0	1.0	0.0
3	2	1/2	1/2	2/2	2	1	i6					c	i		i6		i		6					m	1	1	-3, 1, 0		0	-3	4	5	0.4444444444444444	0.375	0.625	0.375
4	3	0	0	2/2	2	1	i					c	i		i		i							m	1	1	0, -3, 1		0	0	3	7	0.3	0.25	0.875	0.2222222222222222
4	3	1/2	1/2	2/2	2	1	V6					c	i		V6		V		6					M	1	1	5, 2, 1		1	5	2	6	0.25	0.25	1.0	0.2
5	4	0	0	2/2	2	1	V					c	i		V		V							M	1	1	1, 5, 2		1	1	1	10	0.09090909090909091	0.125	1.875	0.0625
6	5	0	0	2/2	2	1	#viio43	0	-3.4058	/		c	i		#viio43		#vii	o	43					o7	1	1	-1, -4, 5, 2		5	-1	2	12	0.14285714285714285	0.125	1.875	0.0625
7	6	0	0	2/2	2	1	i6	0	-3.13151	/		c	i		i6		i		6					m	1	1	-3, 1, 0		0	-3	1	6	0.14285714285714285	0.0	1.0	0.0
7	6	1/2	1/2	2/2	2	1	Ger6					c	i		Ger6	Ger	vii	o	65	b3	V			Ger	1	1	-4, 0, -3, 6		6	-4	1	6	0.14285714285714285	0.125	0.875	0.125
8	7	0	0	2/2	2	1	V(64)					c	i		V(64)		V			64				M	1	1	1, 0, -3		1	1	1	6	0.14285714285714285	0.125	0.875	0.125
8	7	1/2	1/2	2/2	2	1	V					c	i		V		V							M	1	1	1, 5, 2		1	1	1	6	0.14285714285714285	0.125	0.875	0.125
9	8	0	0	2/2	2	1	i|PAC}					c	i		i		i					PAC	}	m	1	1	0, -3, 1		0	0	1	6	0.14285714285714285	0.125	1.0	0.1111111111111111
10	9	0	0	2/2	2	1	#viio43	0	-3.75086	/		c	i		#viio43		#vii	o	43					o7	1	1	-1, -4, 5, 2		5	-1	2	10	0.16666666666666666	0.25	2.125	0.10526315789473684
11	10	0	0	2/2	2	1	i6					c	i		i6		i		6					m	1	1	-3, 1, 0		0	-3	1	9	0.1	0.125	2.0	0.058823529411764705
11	10	7/8	7/8	2/2	2	1	It	-2.90526	-2.37368	/		c	i		It	It	vii	o	6	b3	V			It	1	1	-4, 0, 6		6	-4	1	1	0.5	0.125	0.125	0.5
12	11	0	0	2/2	2	1	V(64)					c	i		V(64)		V			64				M	1	1	1, 0, -3		1	1	1	6	0.14285714285714285	0.125	0.875	0.125
12	11	1/2	1/2	2/2	2	1	V					c	i		V		V							M	1	1	1, 5, 2		1	1	1	6	0.14285714285714285	0.125	0.875	0.125
13	12	0	0	2/2	2	1	i					c	i		i		i							m	1	1	0, -3, 1		0	0	0	3	0.0	0.0	0.5	0.0
13	12	1/4	1/4	2/2	2	1	V7/iv	0	-4.26846	/		c	i		V7/iv		V		7		iv			Mm7	1	1	0, 4, 1, -2		0	0	1	2	0.3333333333333333	0.125	0.625	0.16666666666666666
13	12	1/2	1/2	2/2	2	1	V65/iv	0	-4.13906	/		c	i		V65/iv		V		65		iv			Mm7	1	1	4, 1, -2, 0		0	4	0	5	0.0	0.0	0.75	0.0
14	13	0	0	2/2	2	1	iv	0	-4.95859	/		c	i		iv		iv							m	1	1	-1, -4, 0		-1	-1	2	6	0.25	0.25	0.75	0.25
