mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	volta	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
37	34	0	0	3/4	2	1	V(964)	0	-2.94224	/			C	i		V(964)		V			964				M	0	1	1, 0, -3	-4	1	1	0	6	0.0	0.0	1.5	0.0
37	34	1/4	1/4	3/4	2	1	V						C	i		V		V							M	0	1	1, 5, 2		1	1	0	12	0.0	0.0	2.25	0.0
38	35	0	0	3/4	2	1	V(964)	0	-2.94224	/			C	i		V(964)		V			964				M	0	1	1, 0, -3	-4	1	1	0	6	0.0	0.0	1.5	0.0
38	35	1/4	1/4	3/4	2	1	V	0	-3.26419	/			C	i		V		V							M	0	1	1, 5, 2		1	1	1	8	0.1111111111111111	0.125	1.0	0.1111111111111111
39	36	0	0	3/4	2	1	VI	0	-2.5402	/		It6	C	i		VI		VI							M	0	1	-4, 0, -3		-4	-4	0	1	0.0	0.0	0.25	0.0
39	36	1/4	1/4	3/4	2	1	V						C	i		V		V							M	0	1	1, 5, 2		1	1	1	3	0.25	0.125	0.375	0.25
40	37	0	0	3/4	2	1	VI	0	-3.27833	/		It6	C	i		VI		VI							M	0	1	-4, 0, -3		-4	-4	0	1	0.0	0.0	0.25	0.0
40	37	1/4	1/4	3/4	2	1	V						C	i		V		V							M	0	1	1, 5, 2		1	1	1	3	0.25	0.125	0.375	0.25
41	38	0	0	3/4	2	1	VI	0	-3.04823	/		It6	C	i		VI		VI							M	0	1	-4, 0, -3		-4	-4	0	1	0.0	0.0	0.25	0.0
41	38	1/4	1/4	3/4	2	1	V						C	i		V		V							M	0	1	1, 5, 2		1	1	0	1	0.0	0.0	0.125	0.0
41	38	3/8	3/8	3/4	2	1	I.V{	0	-4.44972	/			C	I		V		V						{	M	0	0	1, 5, 2		1	1	1	2	0.3333333333333333	0.125	0.25	0.3333333333333333
42	39	0	0	3/4	2	1	IV6						C	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3	1	1	0.5	0.25	0.25	0.5
42	39	1/2	1/2	3/4	2	1	IV						C	I		IV		IV							M	0	0	-1, 3, 0		-1	-1	0	1	0.0	0.0	0.25	0.0
43	40	0	0	3/4	2	1	I6	0	-4.22874	/			C	I		I6		I		6					M	0	0	4, 1, 0		0	4	2	4	0.3333333333333333	0.375	0.75	0.3333333333333333
44	41	0	0	3/4	2	1	V43						C	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2	0	4	0.0	0.0	1.5	0.0
45	42	0	0	3/4	2	1	I6						C	I		I6		I		6					M	0	0	4, 1, 0		0	4	2	5	0.2857142857142857	0.375	1.5	0.2
46	43	0	0	3/4	2	1	V43						C	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2	0	6	0.0	0.0	3.0	0.0
47	44	0	0	3/4	2	1	I6						C	I		I6		I		6					M	0	0	4, 1, 0		0	4	1	4	0.2	0.25	2.5	0.09090909090909091
47	44	1/2	1/2	3/4	2	1	I						C	I		I		I							M	0	0	0, 4, 1		0	0	0	1	0.0	0.0	0.25	0.0
48	45	0	0	3/4	2	1	ii6(#72)	0	-3.61837	/			C	I		ii6(#72)		ii		6	#72				m	0	0	-1, 3, 4, 7		2	-1	0	4	0.0	0.0	1.25	0.0
48	45	1/4	1/4	3/4	2	1	ii6	0	-3.79495	/			C	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1	0	2	0.0	0.0	0.5	0.0
48	45	1/2	1/2	3/4	2	1	V7	0	-3.67723	/			C	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1	0	4	0.0	0.0	1.0	0.0
49	46	0	0	3/4	2	1	I|PAC}	0	-3.20634	/			C	I		I		I					PAC	}	M	0	0	0, 4, 1		0	0	1	6	0.14285714285714285	0.125	1.25	0.09090909090909091
50	47	0	0	3/4	2	1	#viio2/iv						C	I		#viio2/iv		#vii	o	2		iv			o7	0	0	-5, 4, 1, -2		4	-5	1	2	0.3333333333333333	0.25	0.375	0.4
50	47	1/2	1/2	3/4	2	1	#viio43/iv						C	I		#viio43/iv		#vii	o	43		iv			o7	0	0	-2, -5, 4, 1		4	-2	1	2	0.3333333333333333	0.125	0.375	0.25
51	48	0	0	3/4	2	1	iv6						C	I		iv6		iv		6					m	0	0	-4, 0, -1		-1	-4	1	3	0.25	0.25	0.625	0.2857142857142857
51	48	1/2	1/2	3/4	2	1	iv						C	I		iv		iv							m	0	0	-1, -4, 0		-1	-1	1	2	0.3333333333333333	0.125	0.375	0.25
52	49	0	0	3/4	2	1	viio2	0	-3.62372	/			C	I		viio2		vii	o	2					o7	0	0	-4, 5, 2, -1		5	-4	1	3	0.25	0.25	0.625	0.2857142857142857
52	49	1/2	1/2	3/4	2	1	viio43						C	I		viio43		vii	o	43					o7	0	0	-1, -4, 5, 2		5	-1	1	2	0.3333333333333333	0.125	0.375	0.25
53	50	0	0	3/4	2	1	i6	0	-3.99829	/			C	I		i6		i		6					m	0	0	-3, 1, 0		0	-3	1	3	0.25	0.25	0.625	0.2857142857142857
53	50	1/2	1/2	3/4	2	1	i						C	I		i		i							m	0	0	0, -3, 1		0	0	1	2	0.3333333333333333	0.125	0.375	0.25
54	51	0	0	3/4	2	1	viio2/V						C	I		viio2/V		vii	o	2		V			o7	0	0	-3, 6, 3, 0		6	-3	1	3	0.25	0.25	0.625	0.2857142857142857
54	51	1/2	1/2	3/4	2	1	viio43/V						C	I		viio43/V		vii	o	43		V			o7	0	0	0, -3, 6, 3		6	0	1	2	0.3333333333333333	0.125	0.375	0.25
55	52	0	0	3/4	2	1	V6						C	I		V6		V		6					M	0	0	5, 2, 1		1	5	1	3	0.25	0.25	0.625	0.2857142857142857
55	52	1/2	1/2	3/4	2	1	V						C	I		V		V							M	0	0	1, 5, 2		1	1	1	2	0.3333333333333333	0.125	0.375	0.25
56	53	0	0	3/4	2	1	I						C	I		I		I							M	0	0	0, 4, 1		0	0	0	4	0.0	0.0	1.0	0.0
56	53	1/4	1/4	3/4	2	1	ii6						C	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1	0	4	0.0	0.0	1.0	0.0
56	53	1/2	1/2	3/4	2	1	V7						C	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1	0	4	0.0	0.0	1.0	0.0
57	54	0	0	3/4	2	1	I|PAC}						C	I		I		I					PAC	}	M	0	0	0, 4, 1		0	0	2	7	0.2222222222222222	0.25	1.25	0.16666666666666666
58	55	0	0	3/4	2	1	bII					viio6(b3)	C	I		bII		bII							M	0	0	-5, -1, -4		-5	-5	0	2	0.0	0.0	0.5	0.0
58	55	1/4	1/4	3/4	2	1	I						C	I		I		I							M	0	0	0, 4, 1		0	0	0	7	0.0	0.0	1.5	0.0
59	56	0	0	3/4	2	1	I(97b64)						C	I		I(97b64)		I			97b64				M	0	0	0, -1, -4	2, 5	0	0	0	6	0.0	0.0	1.5	0.0
59	56	1/4	1/4	3/4	2	1	I						C	I		I		I							M	0	0	0, 4, 1		0	0	2	9	0.18181818181818182	0.25	1.125	0.18181818181818182
60	57	0	0	3/4	2	1	bII					viio6(b3)	C	I		bII		bII							M	0	0	-5, -1, -4		-5	-5	0	2	0.0	0.0	0.5	0.0
60	57	1/4	1/4	3/4	2	1	I						C	I		I		I							M	0	0	0, 4, 1		0	0	0	8	0.0	0.0	1.75	0.0
61	58	0	0	3/4	2	1	I(97b64)						C	I		I(97b64)		I			97b64				M	0	0	0, -1, -4	2, 5	0	0	0	6	0.0	0.0	1.5	0.0
61	58	1/4	1/4	3/4	2	1	I	0	-4.58691	/			C	I		I		I							M	0	0	0, 4, 1		0	0	2	10	0.16666666666666666	0.25	1.25	0.16666666666666666
62	59	0	0	3/4	2	1	bII					viio6(b3)	C	I		bII		bII							M	0	0	-5, -1, -4		-5	-5	0	2	0.0	0.0	0.5	0.0
62	59	1/4	1/4	3/4	2	1	I						C	I		I		I							M	0	0	0, 4, 1		0	0	0	7	0.0	0.0	1.5	0.0
63	60	0	0	3/4	2	1	I(97b64)	-1.09645	-5.59783	/			C	I		I(97b64)		I			97b64				M	0	0	0, -1, -4	2, 5	0	0	0	6	0.0	0.0	1.5	0.0
63	60	1/4	1/4	3/4	2	1	I	0.392696	-4.78918	/			C	I		I		I							M	0	0	0, 4, 1		0	0	0	10	0.0	0.0	2.5	0.0
64	61	0	0	3/4	2	1	I(97b64)	-1.09645	-5.59783	/			C	I		I(97b64)		I			97b64				M	0	0	0, -1, -4	2, 5	0	0	0	6	0.0	0.0	1.5	0.0
64	61	1/4	1/4	3/4	2	1	I	1.38947	-4.64737	/			C	I		I		I							M	0	0	0, 4, 1		0	0	0	10	0.0	0.0	2.5	0.0
65	62	0	0	3/4	2	1	I(97b64)	-1.09645	-5.59783	/			C	I		I(97b64)		I			97b64				M	0	0	0, -1, -4	2, 5	0	0	0	6	0.0	0.0	1.5	0.0
65	62	1/4	1/4	3/4	2	1	I	0.0494693	4.59106	/			C	I		I		I							M	0	0	0, 4, 1		0	0	0	17	0.0	0.0	4.25	0.0
68	64	0	0	3/4	2	1	vi.i{						C	vi		i		i						{	m	0	1	3, 0, 4		3	3	0	11	0.0	0.0	2.25	0.0
69	65	0	0	3/4	2	1	V64	0	-3.9892	/			C	vi		V64		V		64					M	0	1	5, 4, 8		4	5	0	11	0.0	0.0	2.25	0.0
70	66	0	0	3/4	2	1	i6						C	vi		i6		i		6					m	0	1	0, 4, 3		3	0	0	11	0.0	0.0	2.25	0.0
71	67	0	0	3/4	2	1	V2	0	-3.79495	/			C	vi		V2		V		2					Mm7	0	1	2, 4, 8, 5		4	2	0	11	0.0	0.0	2.25	0.0
72	68	0	0	3/4	2	1	i6						C	vi		i6		i		6					m	0	1	0, 4, 3		3	0	0	11	0.0	0.0	2.25	0.0
73	69	0	0	3/4	2	1	i64/v	-0.849788	-4.59995	/			C	vi		i64/v		i		64		v			m	0	1	5, 4, 1		4	5	0	11	0.0	0.0	2.25	0.0
74	70	0	0	3/4	2	1	viio7/V/v						C	vi		viio7/V/v		vii	o	7		V/v			o7	0	1	10, 7, 4, 1		10	10	0	5	0.0	0.0	0.75	0.0
74	70	1/4	1/4	3/4	2	1	V(64)/v						C	vi		V(64)/v		V			64	v			M	0	1	5, 4, 1		5	5	0	5	0.0	0.0	0.75	0.0
74	70	1/2	1/2	3/4	2	1	V/v						C	vi		V/v		V				v			M	0	1	5, 9, 6		5	5	0	5	0.0	0.0	0.75	0.0
75	71	0	0	3/4	2	1	i/v|PAC}	0	-2.38516	/	1		C	vi		i/v		i				v	PAC	}	m	0	1	4, 1, 5		4	4	0	6	0.0	0.0	1.5	0.0
76	71	0	0	3/4	2	1	i/v|PAC}	0	-2.38516	/	2		C	vi		i/v		i				v	PAC	}	m	0	1	4, 1, 5		4	4	0	5	0.0	0.0	1.25	0.0
76	71	1/2	1/2	3/4	2	1	V/III{	-1.65386	-3.82496	/	2		C	vi		V/III		V				III		{	M	0	1	1, 5, 2		1	1	0	1	0.0	0.0	0.25	0.0
77	72	0	0	3/4	2	1	III	0	-2.82727	/			C	vi		III		III							M	0	1	0, 4, 1		0	0	0	11	0.0	0.0	2.25	0.0
78	73	0	0	3/4	2	1	V64/III						C	vi		V64/III		V		64		III			M	0	1	2, 1, 5		1	2	0	11	0.0	0.0	2.25	0.0
79	74	0	0	3/4	2	1	#viio65/iv						C	vi		#viio65/iv		#vii	o	65		iv			o7	0	1	4, 1, -2, 7		7	4	0	5	0.0	0.0	0.75	0.0
79	74	1/4	1/4	3/4	2	1	iv64/iv						C	vi		iv64/iv		iv		64		iv			m	0	1	2, 1, -2		1	2	0	5	0.0	0.0	0.75	0.0
79	74	1/2	1/2	3/4	2	1	V65/iv						C	vi		V65/iv		V		65		iv			Mm7	0	1	7, 4, 1, 3		3	7	0	5	0.0	0.0	0.75	0.0
80	75	0	0	3/4	2	1	iv(94)	0	-3.30266	/			C	vi		iv(94)		iv			94				m	0	1	2, 1, 3	4	2	2	0	5	0.0	0.0	0.75	0.0
80	75	1/4	1/4	3/4	2	1	iv	0	-3.3	/			C	vi		iv		iv							m	0	1	2, -1, 3		2	2	0	17	0.0	0.0	2.75	0.0
82	77	0	0	3/4	2	1	i64	0	-3.07491	/			C	vi		i64		i		64					m	0	1	4, 3, 0		3	4	0	11	0.0	0.0	2.25	0.0
83	78	0	0	3/4	2	1	V43/V						C	vi		V43/V		V		43		V			Mm7	0	1	6, 3, 5, 9		5	6	0	5	0.0	0.0	0.75	0.0
83	78	1/4	1/4	3/4	2	1	V(4)						C	vi		V(4)		V			4				M	0	1	4, 3, 5		4	4	0	5	0.0	0.0	0.75	0.0
83	78	1/2	1/2	3/4	2	1	V65/V						C	vi		V65/V		V		65		V			Mm7	0	1	9, 6, 3, 5		5	9	0	5	0.0	0.0	0.75	0.0
84	79	0	0	3/4	2	1	V(4)|HC						C	vi		V(4)		V			4		HC		M	0	1	4, 3, 5		4	4	0	5	0.0	0.0	0.75	0.0
84	79	1/4	1/4	3/4	2	1	V}						C	vi		V		V						}	M	0	1	4, 8, 5		4	4	0	6	0.0	0.0	0.5	0.0
85	80	0	0	3/4	2	1	i{						C	vi		i		i						{	m	0	1	3, 0, 4		3	3	0	11	0.0	0.0	2.25	0.0
86	81	0	0	3/4	2	1	V64	0	-4.56015	/			C	vi		V64		V		64					M	0	1	5, 4, 8		4	5	0	11	0.0	0.0	2.25	0.0
87	82	0	0	3/4	2	1	i6						C	vi		i6		i		6					m	0	1	0, 4, 3		3	0	0	11	0.0	0.0	2.25	0.0
88	83	0	0	3/4	2	1	V2	0	-4.61902	/			C	vi		V2		V		2					Mm7	0	1	2, 4, 8, 5		4	2	0	11	0.0	0.0	2.25	0.0
89	84	0	0	3/4	2	1	i6						C	vi		i6		i		6					m	0	1	0, 4, 3		3	0	0	11	0.0	0.0	2.25	0.0
90	85	0	0	3/4	2	1	iio6(112)	0	-4.15883	/			C	vi		iio6(112)		ii	o	6	112				o	0	1	2, -1, 0	4	5	2	0	5	0.0	0.0	1.75	0.0
90	85	1/4	1/4	3/4	2	1	iio6	0	-3.94478	/			C	vi		iio6		ii	o	6					o	0	1	2, -1, 5		5	2	0	6	0.0	0.0	0.5	0.0
91	86	0	0	3/4	2	1	V7	0	-3.62372	/			C	vi		V7		V		7					Mm7	0	1	4, 8, 5, 2		4	4	0	5	0.0	0.0	0.75	0.0
91	86	1/4	1/4	3/4	2	1	V(64)	0	-3.08862	/			C	vi		V(64)		V			64				M	0	1	4, 3, 0		4	4	0	3	0.0	0.0	0.25	0.0
91	86	1/2	1/2	3/4	2	1	V7	0	-2.76755	/			C	vi		V7		V		7					Mm7	0	1	4, 8, 5, 2		4	4	0	5	0.0	0.0	0.75	0.0
92	87	0	0	3/4	2	1	i|PAC}	0	-2.66053	/			C	vi		i		i					PAC	}	m	0	1	3, 0, 4		3	3	0	4	0.0	0.0	1.0	0.0
92	87	1/2	1/2	3/4	2	1	V/III{						C	vi		V/III		V				III		{	M	0	1	1, 5, 2		1	1	0	1	0.0	0.0	0.25	0.0
93	88	0	0	3/4	2	1	III						C	vi		III		III							M	0	1	0, 4, 1		0	0	0	11	0.0	0.0	2.25	0.0
94	89	0	0	3/4	2	1	V64/III						C	vi		V64/III		V		64		III			M	0	1	2, 1, 5		1	2	0	11	0.0	0.0	2.25	0.0
95	90	0	0	3/4	2	1	#viio65/iv						C	vi		#viio65/iv		#vii	o	65		iv			o7	0	1	4, 1, -2, 7		7	4	0	5	0.0	0.0	0.75	0.0
95	90	1/4	1/4	3/4	2	1	iv64/iv						C	vi		iv64/iv		iv		64		iv			m	0	1	2, 1, -2		1	2	0	5	0.0	0.0	0.75	0.0
95	90	1/2	1/2	3/4	2	1	V65/iv						C	vi		V65/iv		V		65		iv			Mm7	0	1	7, 4, 1, 3		3	7	0	5	0.0	0.0	0.75	0.0
96	91	0	0	3/4	2	1	iv(94)						C	vi		iv(94)		iv			94				m	0	1	2, 1, 3	4	2	2	0	5	0.0	0.0	0.75	0.0
96	91	1/4	1/4	3/4	2	1	iv						C	vi		iv		iv							m	0	1	2, -1, 3		2	2	0	17	0.0	0.0	2.75	0.0
98	93	0	0	3/4	2	1	i64						C	vi		i64		i		64					m	0	1	4, 3, 0		3	4	0	11	0.0	0.0	2.25	0.0
99	94	0	0	3/4	2	1	V43/V	0	-2.85611	/			C	vi		V43/V		V		43		V			Mm7	0	1	6, 3, 5, 9		5	6	0	5	0.0	0.0	0.75	0.0
99	94	1/4	1/4	3/4	2	1	V(4)	0	-2.86	/			C	vi		V(4)		V			4				M	0	1	4, 3, 5		4	4	0	5	0.0	0.0	0.75	0.0
99	94	1/2	1/2	3/4	2	1	V65/V	0	-2.86	/			C	vi		V65/V		V		65		V			Mm7	0	1	9, 6, 3, 5		5	9	0	5	0.0	0.0	0.75	0.0
100	95	0	0	3/4	2	1	V(4)|HC	0	-2.86	/			C	vi		V(4)		V			4		HC		M	0	1	4, 3, 5		4	4	0	5	0.0	0.0	0.75	0.0
100	95	1/4	1/4	3/4	2	1	V}	0	-2.86	/			C	vi		V		V						}	M	0	1	4, 8, 5		4	4	0	6	0.0	0.0	0.5	0.0
101	96	0	0	3/4	2	1	i{						C	vi		i		i						{	m	0	1	3, 0, 4		3	3	0	11	0.0	0.0	2.25	0.0
102	97	0	0	3/4	2	1	V64	0	-4.35178	/			C	vi		V64		V		64					M	0	1	5, 4, 8		4	5	0	11	0.0	0.0	2.25	0.0
