mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	0	0	1/2	3/4	2	1	D.I{				D	I		I		I						{	M	0	0	2, 6, 3		2	2	1	6	0.14285714285714285	0.25	3.0	0.07692307692307693
3	2	0	0	3/4	2	1	V43	0	-3.96135	/	D	I		V43		V		43					Mm7	0	0	4, 1, 3, 7		3	4	1	5	0.16666666666666666	0.25	2.75	0.08333333333333333
4	3	0	0	3/4	2	1	I6				D	I		I6		I		6					M	0	0	6, 3, 2		2	6	0	4	0.0	0.0	3.0	0.0
5	4	0	0	3/4	2	1	I	0	-3.49163	/	D	I		I		I							M	0	0	2, 6, 3		2	2	1	5	0.16666666666666666	0.25	2.75	0.08333333333333333
6	5	0	0	3/4	2	1	V65				D	I		V65		V		65					Mm7	0	0	7, 4, 1, 3		3	7	0	5	0.0	0.0	2.25	0.0
6	5	1/2	1/2	3/4	2	1	V				D	I		V		V							M	0	0	3, 7, 4		3	3	0	3	0.0	0.0	0.75	0.0
7	6	0	0	3/4	2	1	I				D	I		I		I							M	0	0	2, 6, 3		2	2	2	4	0.3333333333333333	0.5	1.5	0.25
7	6	1/2	1/2	3/4	2	1	ii6				D	I		ii6		ii		6					m	0	0	1, 5, 4		4	1	0	4	0.0	0.0	1.0	0.0
8	7	0	0	3/4	2	1	V(64)|HC				D	I		V(64)		V			64		HC		M	0	0	3, 2, 6		3	3	0	5	0.0	0.0	3.0	0.0
9	8	0	0	3/4	2	1	V}				D	I		V		V						}	M	0	0	3, 7, 4		3	3	3	3	0.5	0.75	0.75	0.5
10	9	0	0	3/4	2	1	ii	0	-4.88252	/	D	I		ii		ii							m	0	0	4, 1, 5		4	4	1	6	0.14285714285714285	0.25	3.5	0.06666666666666667
11	10	0	0	3/4	2	1	V43/ii	0	-4.96451	/	D	I		V43/ii		V		43		ii			Mm7	0	0	6, 3, 5, 9		5	6	1	7	0.125	0.25	4.25	0.05555555555555555
12	11	0	0	3/4	2	1	ii6	0	-4.17012	/	D	I		ii6		ii		6					m	0	0	1, 5, 4		4	1	0	5	0.0	0.0	3.75	0.0
