mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	volta	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	0	0	1/2	6/8	2	1	Eb.I{					Eb	I		I	I						{	M	0	0	-3, 1, -2		-3	-3	0	2	0.0	0.0	0.25	0.0
2	1	0	0	6/8	2	1	I64					Eb	I		I64	I		64					M	0	0	-2, -3, 1		-3	-2	2	11	0.15384615384615385	0.25	1.375	0.15384615384615385
4	3	0	0	6/8	2	1	V7					Eb	I		V7	V		7					Mm7	0	0	-2, 2, -1, -4		-2	-2	0	5	0.0	0.0	0.75	0.0
4	3	3/8	3/8	6/8	2	1	viio6					Eb	I		viio6	vii	o	6					o	0	0	-1, -4, 2		2	-1	1	4	0.2	0.125	0.625	0.16666666666666666
5	4	0	0	6/8	2	1	I64					Eb	I		I64	I		64					M	0	0	-2, -3, 1		-3	-2	1	7	0.125	0.125	1.0	0.1111111111111111
6	5	0	0	6/8	2	1	V7					Eb	I		V7	V		7					Mm7	0	0	-2, 2, -1, -4		-2	-2	0	5	0.0	0.0	0.75	0.0
6	5	3/8	3/8	6/8	2	1	viio6					Eb	I		viio6	vii	o	6					o	0	0	-1, -4, 2		2	-1	1	4	0.2	0.125	0.625	0.16666666666666666
7	6	0	0	6/8	2	1	I|PAC}					Eb	I		I	I					PAC	}	M	0	0	-3, 1, -2		-3	-3	0	6	0.0	0.0	1.25	0.0
8	7	0	0	6/8	2	1	I64					Eb	I		I64	I		64					M	0	0	-2, -3, 1		-3	-2	2	11	0.15384615384615385	0.25	1.375	0.15384615384615385
10	9	0	0	6/8	2	1	V7					Eb	I		V7	V		7					Mm7	0	0	-2, 2, -1, -4		-2	-2	0	5	0.0	0.0	0.75	0.0
10	9	3/8	3/8	6/8	2	1	viio6					Eb	I		viio6	vii	o	6					o	0	0	-1, -4, 2		2	-1	1	4	0.2	0.125	0.625	0.16666666666666666
11	10	0	0	6/8	2	1	I64					Eb	I		I64	I		64					M	0	0	-2, -3, 1		-3	-2	1	7	0.125	0.125	1.0	0.1111111111111111
12	11	0	0	6/8	2	1	V7					Eb	I		V7	V		7					Mm7	0	0	-2, 2, -1, -4		-2	-2	0	5	0.0	0.0	0.75	0.0
12	11	3/8	3/8	6/8	2	1	viio6					Eb	I		viio6	vii	o	6					o	0	0	-1, -4, 2		2	-1	1	4	0.2	0.125	0.625	0.16666666666666666
