mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	volta	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
12	11	1/4	1/4	2/4	2	1	V7					F	I		V7		V		7					Mm7	0	0	0, 4, 1, -2		0.0	0.0	1	6	0.14285714285714285	0.09375	0.90625	0.09375
13	12	0	0	2/4	2	1	I|PAC}					F	I		I		I					PAC	}	M	0	0	-1, 3, 0		-1.0	-1.0	2	19	0.09523809523809523	0.08333333333333333	3.6666666666666665	0.02222222222222222
15	14	3/8	3/8	2/4	2	1	V.Ger6/vi					F	V		Ger6/vi	Ger	vii	o	65	b3	V/vi			Ger	0	0	-1, 3, 0, 9		9.0	-1.0	4	22	0.15384615384615385	0.16666666666666666	3.4583333333333335	0.04597701149425287
18	17	0	0	2/4	2	1	V/vi					F	V		V/vi		V				vi			M	0	0	4, 8, 5		4.0	4.0	0	4	0.0	0.0	0.5	0.0
18	17	1/8	1/8	2/4	2	1	Ger6/vi					F	V		Ger6/vi	Ger	vii	o	65	b3	V/vi			Ger	0	0	-1, 3, 0, 9		9.0	-1.0	2	6	0.25	0.08333333333333333	0.4166666666666667	0.16666666666666666
18	17	1/4	1/4	2/4	2	1	V/vi					F	V		V/vi		V				vi			M	0	0	4, 8, 5		4.0	4.0	0	4	0.0	0.0	0.5	0.0
18	17	3/8	3/8	2/4	2	1	Ger6/vi					F	V		Ger6/vi	Ger	vii	o	65	b3	V/vi			Ger	0	0	-1, 3, 0, 9		9.0	-1.0	2	6	0.25	0.08333333333333333	0.4166666666666667	0.16666666666666666
19	18	0	0	2/4	2	1	V/vi|HC}					F	V		V/vi		V				vi	HC	}	M	0	0	4, 8, 5		4.0	4.0	0	4	0.0	0.0	1.0	0.0
19	18	3/8	3/8	2/4	2	1	V[V{					F	V	V	V		V						{	M	0	0	1, 5, 2		1.0	1.0	0	4	0.0	0.0	0.375	0.0
20	19	0	0	2/4	2	1	I					F	V	V	I		I							M	0	0	0, 4, 1		0.0	0.0	7	37	0.1590909090909091	0.4375	5.3125	0.07608695652173914
23	22	0	0	2/4	2	1	V7(4)					F	V	V	V7(4)		V		7	4				Mm7	0	0	1, 0, 2, -1		1.0	1.0	1	5	0.16666666666666666	0.0625	0.6875	0.08333333333333333
23	22	1/4	1/4	2/4	2	1	V7]					F	V	V	V7		V		7					Mm7	0	0	1, 5, 2, -1		1.0	1.0	8	42	0.16	0.625	6.125	0.09259259259259259
27	26	0	0	2/4	2	1	I(9)					F	V		I(9)		I			9				M	0	0	0, 4, 1	2	0.0	0.0	1	5	0.16666666666666666	0.0625	0.6875	0.08333333333333333
27	26	1/4	1/4	2/4	2	1	I6|IAC}					F	V		I6		I		6			IAC	}	M	0	0	4, 1, 0		0.0	4.0	1	5	0.16666666666666666	0.0625	0.4375	0.125
28	27	0	0	2/4	2	1	I{					F	V		I		I						{	M	0	0	0, 4, 1		0.0	0.0	2	14	0.125	0.125	2.375	0.05
29	28	0	0	2/4	2	1	vi					F	V		vi		vi							m	0	0	3, 0, 4		3.0	3.0	1	5	0.16666666666666666	0.0625	0.9375	0.0625
29	28	1/4	1/4	2/4	2	1	viio/V					F	V		viio/V		vii	o			V			o	0	0	6, 3, 0		6.0	6.0	0	2	0.0	0.0	0.125	0.0
29	28	3/8	3/8	2/4	2	1	viio6/V/V					F	V		viio6/V/V		vii	o	6		V/V			o	0	0	4, 1, 7		7.0	4.0	2	6	0.25	0.125	0.625	0.16666666666666666
30	29	1/8	1/8	2/4	2	1	V6/V					F	V		V6/V		V		6		V			M	0	0	6, 3, 2		2.0	6.0	1	3	0.25	0.0625	0.5625	0.1
30	29	1/4	1/4	2/4	2	1	V/V					F	V		V/V		V				V			M	0	0	2, 6, 3		2.0	2.0	0	2	0.0	0.0	0.125	0.0
30	29	3/8	3/8	2/4	2	1	viio/V					F	V		viio/V		vii	o			V			o	0	0	6, 3, 0		6.0	6.0	1	3	0.25	0.0625	0.3125	0.16666666666666666
31	30	0	0	2/4	2	1	V					F	V		V		V							M	0	0	1, 5, 2		1.0	1.0	2	9	0.18181818181818182	0.25	0.75	0.25
31	30	1/4	1/4	2/4	2	1	V43/V					F	V		V43/V		V		43		V			Mm7	0	0	3, 0, 2, 6		2.0	3.0	0	9	0.0	0.0	0.75	0.0
32	31	0	0	2/4	2	1	V					F	V		V		V							M	0	0	1, 5, 2		1.0	1.0	1	9	0.1	0.125	0.875	0.125
32	31	1/4	1/4	2/4	2	1	V65/V					F	V		V65/V		V		65		V			Mm7	0	0	6, 3, 0, 2		2.0	6.0	0	8	0.0	0.0	0.625	0.0
33	32	0	0	2/4	2	1	V					F	V		V		V							M	0	0	1, 5, 2		1.0	1.0	2	9	0.18181818181818182	0.125	0.625	0.16666666666666666
33	32	1/4	1/4	2/4	2	1	V43/V					F	V		V43/V		V		43		V			Mm7	0	0	3, 0, 2, 6		2.0	3.0	0	9	0.0	0.0	0.75	0.0
34	33	0	0	2/4	2	1	V					F	V		V		V							M	0	0	1, 5, 2		1.0	1.0	2	10	0.16666666666666666	0.125	0.875	0.125
34	33	1/4	1/4	2/4	2	1	V65/V					F	V		V65/V		V		65		V			Mm7	0	0	6, 3, 0, 2		2.0	6.0	0	8	0.0	0.0	0.625	0.0
35	34	0	0	2/4	2	1	V					F	V		V		V							M	0	0	1, 5, 2		1.0	1.0	2	9	0.18181818181818182	0.125	0.625	0.16666666666666666
35	34	1/4	1/4	2/4	2	1	V65/V					F	V		V65/V		V		65		V			Mm7	0	0	6, 3, 0, 2		2.0	6.0	0	8	0.0	0.0	0.625	0.0
36	35	0	0	2/4	2	1	V					F	V		V		V							M	0	0	1, 5, 2		1.0	1.0	2	9	0.18181818181818182	0.125	0.625	0.16666666666666666
36	35	1/4	1/4	2/4	2	1	V65/V					F	V		V65/V		V		65		V			Mm7	0	0	6, 3, 0, 2		2.0	6.0	0	8	0.0	0.0	0.625	0.0
37	36	0	0	2/4	2	1	V|HC}					F	V		V		V					HC	}	M	0	0	1, 5, 2		1.0	1.0	9	10	0.47368421052631576	0.5625	0.8125	0.4090909090909091
39	38	0	0	2/4	2	1	V2(9){					F	V		V2(9)		V		2	9			{	Mm7	0	0	-1, 1, 5, 2	3	1.0	-1.0	0	3	0.0	0.0	0.5	0.0
39	38	1/8	1/8	2/4	2	1	V43					F	V		V43		V		43					Mm7	0	0	2, -1, 1, 5		1.0	2.0	0	2	0.0	0.0	0.25	0.0
39	38	1/4	1/4	2/4	2	1	V6					F	V		V6		V		6					M	0	0	5, 2, 1		1.0	5.0	0	3	0.0	0.0	0.375	0.0
39	38	3/8	3/8	2/4	2	1	I					F	V		I		I							M	0	0	0, 4, 1		0.0	0.0	0	3	0.0	0.0	0.375	0.0
40	39	0	0	2/4	2	1	V2(9)					F	V		V2(9)		V		2	9				Mm7	0	0	-1, 1, 5, 2	3	1.0	-1.0	0	3	0.0	0.0	0.5	0.0
40	39	1/8	1/8	2/4	2	1	V43					F	V		V43		V		43					Mm7	0	0	2, -1, 1, 5		1.0	2.0	0	2	0.0	0.0	0.25	0.0
40	39	1/4	1/4	2/4	2	1	V6					F	V		V6		V		6					M	0	0	5, 2, 1		1.0	5.0	0	3	0.0	0.0	0.375	0.0
40	39	3/8	3/8	2/4	2	1	I					F	V		I		I							M	0	0	0, 4, 1		0.0	0.0	0	3	0.0	0.0	0.375	0.0
41	40	0	0	2/4	2	1	ii6					F	V		ii6		ii		6					m	0	0	-1, 3, 2		2.0	-1.0	0	5	0.0	0.0	0.625	0.0
41	40	1/4	1/4	2/4	2	1	V					F	V		V		V							M	0	0	1, 5, 2		1.0	1.0	0	6	0.0	0.0	0.75	0.0
42	41	0	0	2/4	2	1	I|IAC}					F	V		I		I					IAC	}	M	0	0	0, 4, 1		0.0	0.0	0	8	0.0	0.0	2.0	0.0
42	41	3/8	3/8	2/4	2	1	i6{					F	V		i6		i		6				{	m	0	0	-3, 1, 0		0.0	-3.0	0	5	0.0	0.0	0.34375	0.0
43	42	0	0	2/4	2	1	V2(b9)					F	V		V2(b9)		V		2	b9				Mm7	0	0	-1, 1, 5, 2	-4	1.0	-1.0	0	5	0.0	0.0	0.34375	0.0
43	42	1/8	1/8	2/4	2	1	V43					F	V		V43		V		43					Mm7	0	0	2, -1, 1, 5		1.0	2.0	0	5	0.0	0.0	0.34375	0.0
43	42	1/4	1/4	2/4	2	1	V6					F	V		V6		V		6					M	0	0	5, 2, 1		1.0	5.0	0	5	0.0	0.0	0.34375	0.0
43	42	3/8	3/8	2/4	2	1	i					F	V		i		i							m	0	0	0, -3, 1		0.0	0.0	0	5	0.0	0.0	0.34375	0.0
44	43	0	0	2/4	2	1	V2(b9)					F	V		V2(b9)		V		2	b9				Mm7	0	0	-1, 1, 5, 2	-4	1.0	-1.0	0	5	0.0	0.0	0.34375	0.0
44	43	1/8	1/8	2/4	2	1	V43					F	V		V43		V		43					Mm7	0	0	2, -1, 1, 5		1.0	2.0	0	5	0.0	0.0	0.34375	0.0
44	43	1/4	1/4	2/4	2	1	V6					F	V		V6		V		6					M	0	0	5, 2, 1		1.0	5.0	0	5	0.0	0.0	0.34375	0.0
44	43	3/8	3/8	2/4	2	1	i					F	V		i		i							m	0	0	0, -3, 1		0.0	0.0	0	5	0.0	0.0	0.34375	0.0
45	44	0	0	2/4	2	1	iio6					F	V		iio6		ii	o	6					o	0	0	-1, -4, 2		2.0	-1.0	0	6	0.0	0.0	0.75	0.0
45	44	1/4	1/4	2/4	2	1	V7					F	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1.0	1.0	0	6	0.0	0.0	0.75	0.0
46	45	0	0	2/4	2	1	bVI					F	V		bVI		bVI							M	0	0	-4, 0, -3		-4.0	-4.0	0	5	0.0	0.0	0.625	0.0
47	46	0	0	2/4	2	1	viio7/V					F	V		viio7/V		vii	o	7		V			o7	0	0	6, 3, 0, -3		6.0	6.0	0	6	0.0	0.0	0.75	0.0
48	47	0	0	2/4	2	1	V2					F	V		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1.0	-1.0	0	4	0.0	0.0	0.375	0.0
48	47	1/8	1/8	2/4	2	1	V65					F	V		V65		V		65					Mm7	0	0	5, 2, -1, 1		1.0	5.0	0	4	0.0	0.0	0.375	0.0
48	47	1/4	1/4	2/4	2	1	I					F	V		I		I							M	0	0	0, 4, 1		0.0	0.0	0	4	0.0	0.0	0.375	0.0
48	47	3/8	3/8	2/4	2	1	I64					F	V		I64		I		64					M	0	0	1, 0, 4		0.0	1.0	0	4	0.0	0.0	0.375	0.0
49	48	0	0	2/4	2	1	V43					F	V		V43		V		43					Mm7	0	0	2, -1, 1, 5		1.0	2.0	0	4	0.0	0.0	0.375	0.0
49	48	1/8	1/8	2/4	2	1	V7					F	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1.0	1.0	0	4	0.0	0.0	0.375	0.0
49	48	1/4	1/4	2/4	2	1	I					F	V		I		I							M	0	0	0, 4, 1		0.0	0.0	0	4	0.0	0.0	0.375	0.0
49	48	3/8	3/8	2/4	2	1	I64					F	V		I64		I		64					M	0	0	1, 0, 4		0.0	1.0	0	4	0.0	0.0	0.375	0.0
50	49	0	0	2/4	2	1	V43					F	V		V43		V		43					Mm7	0	0	2, -1, 1, 5		1.0	2.0	0	4	0.0	0.0	0.375	0.0
50	49	1/8	1/8	2/4	2	1	V2					F	V		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1.0	-1.0	0	4	0.0	0.0	0.375	0.0
50	49	1/4	1/4	2/4	2	1	I6					F	V		I6		I		6					M	0	0	4, 1, 0		0.0	4.0	0	4	0.0	0.0	0.375	0.0
50	49	3/8	3/8	2/4	2	1	I					F	V		I		I							M	0	0	0, 4, 1		0.0	0.0	0	4	0.0	0.0	0.375	0.0
51	50	0	0	2/4	2	1	V43					F	V		V43		V		43					Mm7	0	0	2, -1, 1, 5		1.0	2.0	0	4	0.0	0.0	0.375	0.0
51	50	1/8	1/8	2/4	2	1	V2					F	V		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1.0	-1.0	0	4	0.0	0.0	0.375	0.0
51	50	1/4	1/4	2/4	2	1	I6					F	V		I6		I		6					M	0	0	4, 1, 0		0.0	4.0	0	4	0.0	0.0	0.375	0.0
51	50	3/8	3/8	2/4	2	1	I					F	V		I		I							M	0	0	0, 4, 1		0.0	0.0	0	4	0.0	0.0	0.375	0.0
52	51	0	0	2/4	2	1	ii6					F	V		ii6		ii		6					m	0	0	-1, 3, 2		2.0	-1.0	8	13	0.38095238095238093	0.3333333333333333	1.2916666666666667	0.20512820512820512
54	53	0	0	2/4	2	1	ii					F	V		ii		ii							m	0	0	2, -1, 3		2.0	2.0	2	5	0.2857142857142857	0.125	0.75	0.14285714285714285
55	54	0	0	2/4	2	1	V					F	V		V		V							M	0	0	1, 5, 2		1.0	1.0	0	2	0.0	0.0	0.5	0.0
55	54	1/4	1/4	2/4	2	1	V7					F	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1.0	1.0	2	8	0.2	0.08333333333333333	1.1666666666666667	0.06666666666666667
56	55	0	0	2/4	2	1	I|PAC}{					F	V		I		I					PAC	}{	M	0	0	0, 4, 1		0.0	0.0	0	32	0.0	0.0	2.125	0.0
58	57	0	0	2/4	2	1	ii65					F	V		ii65		ii		65					mm7	0	0	-1, 3, 0, 2		2.0	-1.0	0	10	0.0	0.0	0.5833333333333334	0.0
58	57	1/4	1/4	2/4	2	1	V65/V					F	V		V65/V		V		65		V			Mm7	0	0	6, 3, 0, 2		2.0	6.0	0	10	0.0	0.0	0.5833333333333334	0.0
59	58	0	0	2/4	2	1	V(64)					F	V		V(64)		V			64				M	0	0	1, 0, 4		1.0	1.0	2	8	0.2	0.0	0.75	0.0
59	58	1/4	1/4	2/4	2	1	V					F	V		V		V							M	0	0	1, 5, 2		1.0	1.0	0	6	0.0	0.0	0.25	0.0
60	59	0	0	2/4	2	1	I|PAC}{					F	V		I		I					PAC	}{	M	0	0	0, 4, 1		0.0	0.0	0	31	0.0	0.0	1.375	0.0
61	60	1/4	1/4	2/4	2	1	I6					F	V		I6		I		6					M	0	0	4, 1, 0		0.0	4.0	0	10	0.0	0.0	0.5	0.0
62	61	0	0	2/4	2	1	ii65					F	V		ii65		ii		65					mm7	0	0	-1, 3, 0, 2		2.0	-1.0	0	10	0.0	0.0	0.375	0.0
62	61	1/4	1/4	2/4	2	1	V65/V					F	V		V65/V		V		65		V			Mm7	0	0	6, 3, 0, 2		2.0	6.0	0	10	0.0	0.0	0.5	0.0
63	62	0	0	2/4	2	1	V(64)					F	V		V(64)		V			64				M	0	0	1, 0, 4		1.0	1.0	2	8	0.2	0.0	0.75	0.0
63	62	1/4	1/4	2/4	2	1	V					F	V		V		V							M	0	0	1, 5, 2		1.0	1.0	0	6	0.0	0.0	0.25	0.0
64	63	0	0	2/4	2	1	I|PAC}{					F	V		I		I					PAC	}{	M	0	0	0, 4, 1		0.0	0.0	0	9	0.0	0.0	0.5	0.0
64	63	1/4	1/4	2/4	2	1	i(#11)					F	V		i(#11)		i			#11				m	0	0	0, -3, 1	6	0.0	0.0	0	8	0.0	0.0	0.5	0.0
65	64	0	0	2/4	2	1	V(4)					F	V		V(4)		V			4				M	0	0	1, 0, 2		1.0	1.0	2	10	0.16666666666666666	0.0	0.75	0.0
65	64	1/4	1/4	2/4	2	1	V					F	V		V		V							M	0	0	1, 5, 2		1.0	1.0	0	8	0.0	0.0	0.25	0.0
66	65	0	0	2/4	2	1	I					F	V		I		I							M	0	0	0, 4, 1		0.0	0.0	0	3	0.0	0.0	0.375	0.0
66	65	1/4	1/4	2/4	2	1	V					F	V		V		V							M	0	0	1, 5, 2		1.0	1.0	0	4	0.0	0.0	0.5	0.0
67	66	0	0	2/4	2	1	I|PAC}				1.0	F	V		I		I					PAC	}	M	0	0	0, 4, 1		0.0	0.0	0	4	0.0	0.0	1.0	0.0
68	66	0	0	2/4	2	1	I|PAC}				2.0	F	V		I		I					PAC	}	M	0	0	0, 4, 1		0.0	0.0	0	4	0.0	0.0	1.0	0.0
69	67	0	0	2/4	2	1	I.iii{					F	I		iii		iii						{	m	0	0	3, 0, 4		3.0	3.0	0	4	0.0	0.0	0.5	0.0
69	67	1/4	1/4	2/4	2	1	V/iii					F	I		V/iii		V				iii			M	0	0	4, 8, 5		4.0	4.0	0	4	0.0	0.0	0.5	0.0
70	68	0	0	2/4	2	1	iii					F	I		iii		iii							m	0	0	3, 0, 4		3.0	3.0	0	4	0.0	0.0	0.5	0.0
71	69	0	0	2/4	2	1	vi					F	I		vi		vi							m	0	0	2, -1, 3		2.0	2.0	2	4	0.3333333333333333	0.08333333333333333	0.25	0.25
71	69	1/4	1/4	2/4	2	1	V/vi					F	I		V/vi		V				vi			M	0	0	3, 7, 4		3.0	3.0	2	4	0.3333333333333333	0.08333333333333333	0.25	0.25
72	70	0	0	2/4	2	1	vi					F	I		vi		vi							m	0	0	2, -1, 3		2.0	2.0	2	6	0.25	0.125	0.4375	0.2222222222222222
73	71	0	0	2/4	2	1	V/vi					F	I		V/vi		V				vi			M	0	0	3, 7, 4		3.0	3.0	2	4	0.3333333333333333	0.08333333333333333	0.25	0.25
73	71	1/4	1/4	2/4	2	1	V64/vi					F	I		V64/vi		V		64		vi			M	0	0	4, 3, 7		3.0	4.0	2	4	0.3333333333333333	0.08333333333333333	0.25	0.25
74	72	0	0	2/4	2	1	V/vi					F	I		V/vi		V				vi			M	0	0	3, 7, 4		3.0	3.0	3	5	0.375	0.1875	0.375	0.3333333333333333
75	73	0	0	2/4	2	1	vi					F	I		vi		vi							m	0	0	2, -1, 3		2.0	2.0	2	6	0.25	0.08333333333333333	0.5	0.14285714285714285
75	73	1/4	1/4	2/4	2	1	V/vi					F	I		V/vi		V				vi			M	0	0	3, 7, 4		3.0	3.0	2	7	0.2222222222222222	0.08333333333333333	0.625	0.1176470588235294
76	74	0	0	2/4	2	1	vi					F	I		vi		vi							m	0	0	2, -1, 3		2.0	2.0	3	10	0.23076923076923078	0.14583333333333334	0.8125	0.15217391304347827
77	75	0	0	2/4	2	1	V/vi					F	I		V/vi		V				vi			M	0	0	3, 7, 4		3.0	3.0	2	7	0.2222222222222222	0.08333333333333333	0.625	0.1176470588235294
77	75	1/4	1/4	2/4	2	1	V/iii					F	I		V/iii		V				iii			M	0	0	4, 8, 5		4.0	4.0	2	7	0.2222222222222222	0.08333333333333333	0.625	0.1176470588235294
78	76	0	0	2/4	2	1	V/vi|HC}					F	I		V/vi		V				vi	HC	}	M	0	0	3, 7, 4		3.0	3.0	4	6	0.4	0.25	0.5625	0.3076923076923077
79	77	0	0	2/4	2	1	vi{					F	I		vi		vi						{	m	0	0	2, -1, 3		2.0	2.0	2	16	0.1111111111111111	0.08333333333333333	1.5	0.05263157894736842
80	78	0	0	2/4	2	1	V43(4)/vi					F	I		V43(4)/vi		V		43	4	vi			Mm7	0	0	4, 1, 3, 2		3.0	4.0	0	3	0.0	0.0	0.20833333333333334	0.0
80	78	1/8	1/8	2/4	2	1	V43/vi					F	I		V43/vi		V		43		vi			Mm7	0	0	4, 1, 3, 7		3.0	4.0	0	15	0.0	0.0	1.375	0.0
81	79	0	0	2/4	2	1	vi6(2)					F	I		vi6(2)		vi		6	2				m	0	0	-1, 3, 4		2.0	-1.0	0	3	0.0	0.0	0.20833333333333334	0.0
81	79	1/8	1/8	2/4	2	1	vi6					F	I		vi6		vi		6					m	0	0	-1, 3, 2		2.0	-1.0	0	12	0.0	0.0	1.0	0.0
82	80	0	0	2/4	2	1	V6(6)/vi					F	I		V6(6)/vi		V		6	6	vi			M	0	0	7, -1, 3		3.0	7.0	0	3	0.0	0.0	0.20833333333333334	0.0
82	80	1/8	1/8	2/4	2	1	V6/vi					F	I		V6/vi		V		6		vi			M	0	0	7, 4, 3		3.0	7.0	0	8	0.0	0.0	0.6666666666666666	0.0
82	80	3/8	3/8	2/4	2	1	V65/vi					F	I		V65/vi		V		65		vi			Mm7	0	0	7, 4, 1, 3		3.0	7.0	0	4	0.0	0.0	0.3333333333333333	0.0
83	81	0	0	2/4	2	1	vi(4)					F	I		vi(4)		vi			4				m	0	0	2, 1, 3		2.0	2.0	0	3	0.0	0.0	0.20833333333333334	0.0
83	81	1/8	1/8	2/4	2	1	vi					F	I		vi		vi							m	0	0	2, -1, 3		2.0	2.0	0	3	0.0	0.0	0.20833333333333334	0.0
83	81	1/4	1/4	2/4	2	1	iv/ii					F	I		iv/ii		iv				ii			m	0	0	0, -3, 1		0.0	0.0	0	3	0.0	0.0	0.20833333333333334	0.0
83	81	3/8	3/8	2/4	2	1	#viio64/ii					F	I		#viio64/ii		#vii	o	64		ii			o	0	0	0, 6, 3		6.0	0.0	0	3	0.0	0.0	0.20833333333333334	0.0
84	82	0	0	2/4	2	1	ii6(2)					F	I		ii6(2)		ii		6	2				m	0	0	-2, 2, 3		1.0	-2.0	0	3	0.0	0.0	0.20833333333333334	0.0
84	82	1/8	1/8	2/4	2	1	ii6					F	I		ii6		ii		6					m	0	0	-2, 2, 1		1.0	-2.0	0	3	0.0	0.0	0.20833333333333334	0.0
84	82	1/4	1/4	2/4	2	1	V6(6)/ii					F	I		V6(6)/ii		V		6	6	ii			M	0	0	6, -2, 2		2.0	6.0	0	3	0.0	0.0	0.20833333333333334	0.0
84	82	3/8	3/8	2/4	2	1	V6/ii					F	I		V6/ii		V		6		ii			M	0	0	6, 3, 2		2.0	6.0	0	3	0.0	0.0	0.20833333333333334	0.0
85	83	0	0	2/4	2	1	ii(4)					F	I		ii(4)		ii			4				m	0	0	1, 0, 2		1.0	1.0	0	3	0.0	0.0	0.20833333333333334	0.0
85	83	1/8	1/8	2/4	2	1	ii					F	I		ii		ii							m	0	0	1, -2, 2		1.0	1.0	0	15	0.0	0.0	1.375	0.0
86	84	0	0	2/4	2	1	V43(4)/ii					F	I		V43(4)/ii		V		43	4	ii			Mm7	0	0	3, 0, 2, 1		2.0	3.0	0	3	0.0	0.0	0.20833333333333334	0.0
86	84	1/8	1/8	2/4	2	1	V43(9)/ii					F	I		V43(9)/ii		V		43	9	ii			Mm7	0	0	3, 0, 2, 6	-3	2.0	3.0	2	3	0.4	0.08333333333333333	0.375	0.18181818181818182
86	84	1/4	1/4	2/4	2	1	V43/ii					F	I		V43/ii		V		43		ii			Mm7	0	0	3, 0, 2, 6		2.0	3.0	0	10	0.0	0.0	0.9166666666666666	0.0
87	85	0	0	2/4	2	1	ii6(2)					F	I		ii6(2)		ii		6	2				m	0	0	-2, 2, 3		1.0	-2.0	0	3	0.0	0.0	0.20833333333333334	0.0
87	85	1/8	1/8	2/4	2	1	ii6(#7)					F	I		ii6(#7)		ii		6	#7				m	0	0	-2, 2, 6		1.0	-2.0	0	4	0.0	0.0	0.3333333333333333	0.0
87	85	1/4	1/4	2/4	2	1	ii6					F	I		ii6		ii		6					m	0	0	-2, 2, 1		1.0	-2.0	0	8	0.0	0.0	0.6666666666666666	0.0
88	86	0	0	2/4	2	1	V6(6)/ii					F	I		V6(6)/ii		V		6	6	ii			M	0	0	6, -2, 2		2.0	6.0	0	3	0.0	0.0	0.20833333333333334	0.0
88	86	1/8	1/8	2/4	2	1	V2(#4)/ii					F	I		V2(#4)/ii		V		2	#4	ii			Mm7	0	0	0, 2, 6, 8		2.0	0.0	0	4	0.0	0.0	0.3333333333333333	0.0
88	86	1/4	1/4	2/4	2	1	V2/ii					F	I		V2/ii		V		2		ii			Mm7	0	0	0, 2, 6, 3		2.0	0.0	0	8	0.0	0.0	0.6666666666666666	0.0
89	87	0	0	2/4	2	1	ii(4)					F	I		ii(4)		ii			4				m	0	0	1, 0, 2		1.0	1.0	0	3	0.0	0.0	0.20833333333333334	0.0
89	87	1/8	1/8	2/4	2	1	ii					F	I		ii		ii							m	0	0	1, -2, 2		1.0	1.0	0	3	0.0	0.0	0.20833333333333334	0.0
89	87	1/4	1/4	2/4	2	1	iv/v					F	I		iv/v		iv				v			m	0	0	-1, -4, 0		-1.0	-1.0	0	3	0.0	0.0	0.20833333333333334	0.0
89	87	3/8	3/8	2/4	2	1	#viio64/v					F	I		#viio64/v		#vii	o	64		v			o	0	0	-1, 5, 2		5.0	-1.0	0	3	0.0	0.0	0.20833333333333334	0.0
90	88	0	0	2/4	2	1	v6(2)					F	I		v6(2)		v		6	2				m	0	0	-3, 1, 2		0.0	-3.0	0	3	0.0	0.0	0.20833333333333334	0.0
90	88	1/8	1/8	2/4	2	1	v6					F	I		v6		v		6					m	0	0	-3, 1, 0		0.0	-3.0	0	3	0.0	0.0	0.20833333333333334	0.0
90	88	1/4	1/4	2/4	2	1	V6(6)/v					F	I		V6(6)/v		V		6	6	v			M	0	0	5, -3, 1		1.0	5.0	0	3	0.0	0.0	0.20833333333333334	0.0
90	88	3/8	3/8	2/4	2	1	V6/v					F	I		V6/v		V		6		v			M	0	0	5, 2, 1		1.0	5.0	0	3	0.0	0.0	0.20833333333333334	0.0
