mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	volta	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	0	0	1/2	3/4	2	1	Eb.V{					Eb	I		V	V						{	M	0	0	-2, 2, -1		-2	-2	1	1	0.5	0.0625	0.1875	0.25
2	1	0	0	3/4	2	1	I					Eb	I		I	I							M	0	0	-3, 1, -2		-3	-3	0	10	0.0	0.0	2.25	0.0
3	2	0	0	3/4	2	1	V43(4)					Eb	I		V43(4)	V		43	4				Mm7	0	0	-1, -4, -2, -3		-2	-1	0	4	0.0	0.0	1.0	0.0
3	2	1/4	1/4	3/4	2	1	V43					Eb	I		V43	V		43					Mm7	0	0	-1, -4, -2, 2		-2	-1	0	5	0.0	0.0	0.875	0.0
3	2	5/8	5/8	3/4	2	1	I					Eb	I		I	I							M	0	0	-3, 1, -2		-3	-3	0	3	0.0	0.0	0.375	0.0
4	3	0	0	3/4	2	1	V6					Eb	I		V6	V		6					M	0	0	2, -1, -2		-2	2	0	6	0.0	0.0	1.5	0.0
4	3	3/8	3/8	3/4	2	1	vi7					Eb	I		vi7	vi		7					mm7	0	0	0, -3, 1, -2		0	0	0	4	0.0	0.0	0.5	0.0
4	3	1/2	1/2	3/4	2	1	V7					Eb	I		V7	V		7					Mm7	0	0	-2, 2, -1, -4		-2	-2	0	5	0.0	0.0	0.625	0.0
4	3	5/8	5/8	3/4	2	1	V6					Eb	I		V6	V		6					M	0	0	2, -1, -2		-2	2	0	5	0.0	0.0	0.625	0.0
5	4	0	0	3/4	2	1	I(94)					Eb	I		I(94)	I			94				M	0	0	-3, -4, -2	-1	-3	-3	0	5	0.0	0.0	1.0	0.0
5	4	1/4	1/4	3/4	2	1	I					Eb	I		I	I							M	0	0	-3, 1, -2		-3	-3	2	9	0.18181818181818182	0.125	1.625	0.07142857142857142
6	5	0	0	3/4	2	1	I6					Eb	I		I6	I		6					M	0	0	1, -2, -3		-3	1	0	5	0.0	0.0	1.125	0.0
6	5	3/8	3/8	3/4	2	1	I					Eb	I		I	I							M	0	0	-3, 1, -2		-3	-3	0	3	0.0	0.0	0.375	0.0
6	5	1/2	1/2	3/4	2	1	IV					Eb	I		IV	IV							M	0	0	-4, 0, -3		-4	-4	0	3	0.0	0.0	0.375	0.0
6	5	5/8	5/8	3/4	2	1	ii7					Eb	I		ii7	ii		7					mm7	0	0	-1, -4, 0, -3		-1	-1	0	3	0.0	0.0	0.375	0.0
7	6	0	0	3/4	2	1	I6					Eb	I		I6	I		6					M	0	0	1, -2, -3		-3	1	0	5	0.0	0.0	1.25	0.0
7	6	3/8	3/8	3/4	2	1	V+6/IV					Eb	I		V+6/IV	V	+	6		IV			+	0	0	1, 5, -3		-3	1	0	2	0.0	0.0	0.25	0.0
7	6	1/2	1/2	3/4	2	1	IV					Eb	I		IV	IV							M	0	0	-4, 0, -3		-4	-4	0	3	0.0	0.0	0.375	0.0
7	6	5/8	5/8	3/4	2	1	I6					Eb	I		I6	I		6					M	0	0	1, -2, -3		-3	1	0	3	0.0	0.0	0.375	0.0
8	7	0	0	3/4	2	1	ii(4)					Eb	I		ii(4)	ii			4				m	0	0	-1, -2, 0		-1	-1	0	3	0.0	0.0	0.625	0.0
8	7	1/8	1/8	3/4	2	1	ii					Eb	I		ii	ii							m	0	0	-1, -4, 0		-1	-1	0	2	0.0	0.0	0.375	0.0
8	7	1/4	1/4	3/4	2	1	bVII6					Eb	I		bVII6	bVII		6					M	0	0	-1, -4, -5		-5	-1	0	1	0.0	0.0	0.125	0.0
8	7	3/8	3/8	3/4	2	1	V					Eb	I		V	V							M	0	0	-2, 2, -1		-2	-2	0	4	0.0	0.0	0.5	0.0
8	7	1/2	1/2	3/4	2	1	I					Eb	I		I	I							M	0	0	-3, 1, -2		-3	-3	0	4	0.0	0.0	0.5	0.0
8	7	5/8	5/8	3/4	2	1	ii6					Eb	I		ii6	ii		6					m	0	0	-4, 0, -1		-1	-4	1	4	0.2	0.0625	0.375	0.14285714285714285
9	8	0	0	3/4	2	1	V(64)|HC				1	Eb	I		V(64)	V			64		HC		M	0	0	-2, -3, 1		-2	-2	0	4	0.0	0.0	0.875	0.0
9	8	1/4	1/4	3/4	2	1	V}				1	Eb	I		V	V						}	M	0	0	-2, 2, -1		-2	-2	0	2	0.0	0.0	0.25	0.0
9	8	3/8	3/8	3/4	2	1	viio64				1	Eb	I		viio64	vii	o	64					o	0	0	-4, 2, -1		2	-4	0	1	0.0	0.0	0.125	0.0
9	8	1/2	1/2	3/4	2	1	I6{				1	Eb	I		I6	I		6				{	M	0	0	1, -2, -3		-3	1	0	3	0.0	0.0	0.4375	0.0
9	8	5/8	5/8	3/4	2	1	V43				1	Eb	I		V43	V		43					Mm7	0	0	-1, -4, -2, 2		-2	-1	1	2	0.3333333333333333	0.0625	0.25	0.2
10	8	0	0	3/4	2	1	I				1	Eb	I		I	I							M	0	0	-3, 1, -2		-3	-3	0	11	0.0	0.0	2.125	0.0
11	8	0	0	3/4	2	1	V(64)|HC				2	Eb	I		V(64)	V			64		HC		M	0	0	-2, -3, 1		-2	-2	0	4	0.0	0.0	0.75	0.0
11	8	1/4	1/4	3/4	2	1	V}				2	Eb	I		V	V						}	M	0	0	-2, 2, -1		-2	-2	1	5	0.16666666666666666	0.0625	0.6875	0.08333333333333333
12	9	0	0	3/4	2	1	V(b9)					Eb	I		V(b9)	V			b9				M	0	0	-2, 2, -1	-7	-2	-2	0	5	0.0	0.0	1.0	0.0
12	9	1/2	1/2	3/4	2	1	V7					Eb	I		V7	V		7					Mm7	0	0	-2, 2, -1, -4		-2	-2	0	4	0.0	0.0	0.5	0.0
