mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	1/4	1/4	3/4	2	2	I6	D	I		I6	I		6					M	0	0	6, 3, 2		2	6	1.0	4.0	0.2	0.0625	0.8125	0.07142857142857142
1	1	1/2	1/2	3/4	2	1	I	D	I		I	I							M	0	0	2, 6, 3		2	2						
1	1	0	0	3/4	2	2	D.I{	D	I		I	I						{	M	0	0	2, 6, 3		2	2	5.0	15.0	0.25	0.6875	2.8125	0.19642857142857142
2	2	1/4	1/4	3/4	2	2	I6	D	I		I6	I		6					M	0	0	6, 3, 2		2	6	1.0	4.0	0.2	0.0625	1.5625	0.038461538461538464
2	2	1/2	1/2	3/4	2	1	I	D	I		I	I							M	0	0	2, 6, 3		2	2						
2	2	0	0	3/4	2	2	V2	D	I		V2	V		2					Mm7	0	0	1, 3, 7, 4		3	1	5.0	7.0	0.4166666666666667	1.1875	1.4375	0.4523809523809524
3	3	0	0	3/4	2	2	V65	D	I		V65	V		65					Mm7	0	0	7, 4, 1, 3		3	7	1.0	6.0	0.14285714285714285	0.0625	1.6875	0.03571428571428571
3	3	1/2	1/2	3/4	2	2	I	D	I		I	I							M	0	0	2, 6, 3		2	2	0.0	4.0	0.0	0.0	0.8125	0.0
3	3	5/8	5/8	3/4	2	2	vii%7(+2)/V	D	I		vii%7(+2)/V	vii	%	7	+2	V			%7	0	0	8, 5, 2, 6	3	8	8	0.0	1.0	0.0	0.0	0.0625	0.0
4	4	0	0	3/4	2	2	V|HC}	D	I		V	V					HC	}	M	0	0	3, 7, 4		3	3	6.0	10.0	0.375	0.9375	1.6875	0.35714285714285715
5	5	1/4	1/4	3/4	2	2	I6	D	I		I6	I		6					M	0	0	6, 3, 2		2	6	1.0	4.0	0.2	0.0625	0.8125	0.07142857142857142
5	5	1/2	1/2	3/4	2	1	I	D	I		I	I							M	0	0	2, 6, 3		2	2						
5	5	0	0	3/4	2	2	I{	D	I		I	I						{	M	0	0	2, 6, 3		2	2	2.0	13.0	0.13333333333333333	0.125	2.3125	0.05128205128205128
5	5	11/16	11/16	3/4	2	2	IV	D	I		IV	IV							M	0	0	1, 5, 2		1	1	0.0	6.0	0.0	0.0	1.375	0.0
6	6	1/8	1/8	3/4	2	2	V7(9)	D	I		V7(9)	V		7	9				Mm7	0	0	3, 7, 4, 1	5	3	3	0.0	2.0	0.0	0.0	0.25	0.0
6	6	1/4	1/4	3/4	2	2	IV6	D	I		IV6	IV		6					M	0	0	5, 2, 1		1	5	0.0	2.0	0.0	0.0	0.25	0.0
6	6	3/8	3/8	3/4	2	2	vii%7	D	I		vii%7	vii	%	7					%7	0	0	7, 4, 1, 5		7	7	0.0	2.0	0.0	0.0	0.25	0.0
6	6	1/2	1/2	3/4	2	2	I	D	I		I	I							M	0	0	2, 6, 3		2	2	0.0	4.0	0.0	0.0	0.5	0.0
6	6	5/8	5/8	3/4	2	2	viio6	D	I		viio6	vii	o	6					o	0	0	4, 1, 7		7	4	0.0	4.0	0.0	0.0	0.5	0.0
7	7	0	0	3/4	2	2	I6	D	I		I6	I		6					M	0	0	6, 3, 2		2	6	0.0	4.0	0.0	0.0	0.5	0.0
7	7	1/8	1/8	3/4	2	2	ii6	D	I		ii6	ii		6					m	0	0	1, 5, 4		4	1	0.0	4.0	0.0	0.0	0.5	0.0
7	7	1/4	1/4	3/4	2	2	V(64)	D	I		V(64)	V			64				M	0	0	3, 2, 6		3	3	0.0	4.0	0.0	0.0	0.75	0.0
7	7	1/2	1/2	3/4	2	2	V7	D	I		V7	V		7					Mm7	0	0	3, 7, 4, 1		3	3	0.0	5.0	0.0	0.0	1.0	0.0
8	8	0	0	3/4	2	2	I(94)}	D	I		I(94)	I			94			}	M	0	0	2, 1, 3	4	2	2	2.0	5.0	0.2857142857142857	0.125	1.25	0.09090909090909091
8	8	1/4	1/4	3/4	2	2	I|PAC	D	I		I	I					PAC		M	0	0	2, 6, 3		2	2	0.0	4.0	0.0	0.0	0.5	0.0
8	8	3/8	3/8	3/4	2	2	V.V{	D	V		V	V						{	M	0	0	4, 8, 5		4	4	1.0	2.0	0.3333333333333333	0.125	0.25	0.3333333333333333
9	9	0	0	3/4	2	2	I	D	V		I	I							M	0	0	3, 7, 4		3	3	0.0	5.0	0.0	0.0	1.125	0.0
9	9	1/2	1/2	3/4	2	2	V43	D	V		V43	V		43					Mm7	0	0	5, 2, 4, 8		4	5	1.0	5.0	0.16666666666666666	0.0	0.75	0.0
10	10	0	0	3/4	2	2	I	D	V		I	I							M	0	0	3, 7, 4		3	3	0.0	6.0	0.0	0.0	1.125	0.0
10	10	1/2	1/2	3/4	2	2	V65	D	V		V65	V		65					Mm7	0	0	8, 5, 2, 4		4	8	2.0	6.0	0.25	0.0	0.625	0.0
11	11	0	0	3/4	2	2	I	D	V		I	I							M	0	0	3, 7, 4		3	3	0.0	5.0	0.0	0.0	1.0	0.0
11	11	1/4	1/4	3/4	2	2	I6	D	V		I6	I		6					M	0	0	7, 4, 3		3	7	0.0	4.0	0.0	0.0	0.5	0.0
11	11	1/2	1/2	3/4	2	2	V2	D	V		V2	V		2					Mm7	0	0	2, 4, 8, 5		4	2	1.0	6.0	0.14285714285714285	0.0	0.75	0.0
12	12	0	0	3/4	2	2	I6	D	V		I6	I		6					M	0	0	7, 4, 3		3	7	0.0	3.0	0.0	0.0	0.5	0.0
12	12	1/8	1/8	3/4	2	2	I	D	V		I	I							M	0	0	3, 7, 4		3	3	0.0	2.0	0.0	0.0	0.25	0.0
12	12	1/4	1/4	3/4	2	2	viio6(+2)	D	V		viio6(+2)	vii	o	6	+2				o	0	0	5, 2, 8	3	8	5	0.0	4.0	0.0	0.0	0.75	0.0
12	12	1/2	1/2	3/4	2	2	I.V65	D	I		V65	V		65					Mm7	0	0	7, 4, 1, 3		3	7	0.0	4.0	0.0	0.0	0.75	0.0
13	13	0	0	3/4	2	2	I|IAC}{	D	I		I	I					IAC	}{	M	0	0	2, 6, 3		2	2	1.0	4.0	0.2	0.0625	0.8125	0.07142857142857142
13	13	1/4	1/4	3/4	2	2	I6	D	I		I6	I		6					M	0	0	6, 3, 2		2	6	1.0	4.0	0.2	0.0625	0.8125	0.07142857142857142
13	13	1/2	1/2	3/4	2	2	I	D	I		I	I							M	0	0	2, 6, 3		2	2	0.0	5.0	0.0	0.0	0.875	0.0
