mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	volta	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	6/8	2	1	Eb.V7{	0	-8	/		Eb	I		V7	V		7				{	Mm7	0	0	-2, 2, -1, -4		-2	-2	1	15	0.0625	0.0625	1.4375	0.041666666666666664
1	1	3/8	3/8	6/8	2	1	viio					Eb	I		viio	vii	o						o	0	0	2, -1, -4		2	2	0	12	0.0	0.0	0.75	0.0
2	2	0	0	6/8	2	1	V43					Eb	I		V43	V		43					Mm7	0	0	-1, -4, -2, 2		-2	-1	0	12	0.0	0.0	0.75	0.0
2	2	3/8	3/8	6/8	2	1	V7					Eb	I		V7	V		7					Mm7	0	0	-2, 2, -1, -4		-2	-2	0	12	0.0	0.0	0.75	0.0
3	3	0	0	6/8	2	1	viio					Eb	I		viio	vii	o						o	0	0	2, -1, -4		2	2	0	12	0.0	0.0	0.75	0.0
3	3	3/8	3/8	6/8	2	1	V43					Eb	I		V43	V		43					Mm7	0	0	-1, -4, -2, 2		-2	-1	0	12	0.0	0.0	0.75	0.0
4	4	0	0	6/8	2	1	V65					Eb	I		V65	V		65					Mm7	0	0	2, -1, -4, -2		-2	2	0	12	0.0	0.0	0.75	0.0
4	4	3/8	3/8	6/8	2	1	V43					Eb	I		V43	V		43					Mm7	0	0	-1, -4, -2, 2		-2	-1	0	12	0.0	0.0	0.75	0.0
5	5	0	0	6/8	2	1	viio6					Eb	I		viio6	vii	o	6					o	0	0	-1, -4, 2		2	-1	0	8	0.0	0.0	0.625	0.0
5	5	3/8	3/8	6/8	2	1	V6					Eb	I		V6	V		6					M	0	0	2, -1, -2		-2	2	1	7	0.125	0.0625	0.8125	0.07142857142857142
6	6	0	0	6/8	2	1	viio6					Eb	I		viio6	vii	o	6					o	0	0	-1, -4, 2		2	-1	0	8	0.0	0.0	0.625	0.0
6	6	3/8	3/8	6/8	2	1	V6					Eb	I		V6	V		6					M	0	0	2, -1, -2		-2	2	1	7	0.125	0.0625	0.8125	0.07142857142857142
7	7	0	0	6/8	2	1	viio6					Eb	I		viio6	vii	o	6					o	0	0	-1, -4, 2		2	-1	0	8	0.0	0.0	0.625	0.0
7	7	3/8	3/8	6/8	2	1	V6					Eb	I		V6	V		6					M	0	0	2, -1, -2		-2	2	1	7	0.125	0.0625	0.8125	0.07142857142857142
8	8	0	0	6/8	2	1	viio6					Eb	I		viio6	vii	o	6					o	0	0	-1, -4, 2		2	-1	0	8	0.0	0.0	0.625	0.0
8	8	3/8	3/8	6/8	2	1	V6					Eb	I		V6	V		6					M	0	0	2, -1, -2		-2	2	1	7	0.125	0.0625	0.8125	0.07142857142857142
9	9	0	0	6/8	2	1	V7					Eb	I		V7	V		7					Mm7	0	0	-2, 2, -1, -4		-2	-2	2	12	0.14285714285714285	0.125	1.375	0.08333333333333333
9	9	3/8	3/8	6/8	2	1	V6					Eb	I		V6	V		6					M	0	0	2, -1, -2		-2	2	3	6	0.3333333333333333	0.1875	0.5625	0.25
10	10	0	0	6/8	2	1	V65					Eb	I		V65	V		65					Mm7	0	0	2, -1, -4, -2		-2	2	3	7	0.3	0.1875	0.6875	0.21428571428571427
10	10	3/8	3/8	6/8	2	1	V2					Eb	I		V2	V		2					Mm7	0	0	-4, -2, 2, -1		-2	-4	3	9	0.25	0.1875	0.9375	0.16666666666666666
11	11	0	0	6/8	2	1	I|IAC}{					Eb	I		I	I					IAC	}{	M	0	0	-3, 1, -2		-3	-3	0	6	0.0	0.0	1.125	0.0
11	11	3/8	3/8	6/8	2	1	V7					Eb	I		V7	V		7					Mm7	0	0	-2, 2, -1, -4		-2	-2	0	7	0.0	0.0	1.375	0.0
12	12	0	0	6/8	2	1	I					Eb	I		I	I							M	0	0	-3, 1, -2		-3	-3	0	8	0.0	0.0	1.375	0.0
12	12	5/8	5/8	6/8	2	1	V65/ii					Eb	I		V65/ii	V		65		ii			Mm7	0	0	4, 1, -2, 0		0	4	0	5	0.0	0.0	0.625	0.0
13	13	0	0	6/8	2	1	ii					Eb	I		ii	ii							m	0	0	-1, -4, 0		-1	-1	0	6	0.0	0.0	1.125	0.0
13	13	3/8	3/8	6/8	2	1	V7/ii					Eb	I		V7/ii	V		7		ii			Mm7	0	0	0, 4, 1, -2		0	0	0	7	0.0	0.0	1.375	0.0
14	14	0	0	6/8	2	1	ii					Eb	I		ii	ii							m	0	0	-1, -4, 0		-1	-1	0	6	0.0	0.0	1.125	0.0
14	14	3/8	3/8	6/8	2	1	V65					Eb	I		V65	V		65					Mm7	0	0	2, -1, -4, -2		-2	2	0	7	0.0	0.0	0.875	0.0
15	15	0	0	6/8	2	1	I					Eb	I		I	I							M	0	0	-3, 1, -2		-3	-3	0	6	0.0	0.0	1.125	0.0
15	15	3/8	3/8	6/8	2	1	ii6					Eb	I		ii6	ii		6					m	0	0	-4, 0, -1		-1	-4	0	6	0.0	0.0	1.125	0.0
16	16	0	0	6/8	2	1	V(64)					Eb	I		V(64)	V			64				M	0	0	-2, -3, 1		-2	-2	0	6	0.0	0.0	1.125	0.0
16	16	3/8	3/8	6/8	2	1	V7					Eb	I		V7	V		7					Mm7	0	0	-2, 2, -1, -4		-2	-2	0	7	0.0	0.0	1.125	0.0
